Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Bluepoint Partners,https://www.crunchbase.com/organization/bluepoint-partners-2,"Artificial Intelligence (AI), Augmented Reality, Biopharma, Biotechnology, Energy, Health Care, Internet of Things, Venture Capital, Virtual Reality","Daejeon, Taejon-jikhalsi, South Korea",a hands-on partner for innovative team technology with worldwide impact,184,$1M to $10M,Active,2013-07-01,day,,,,,For Profit,https://bluepoint.ac,"Bluepoint Partners is a partnership-driven startup accelerator and early stage VC fund that concentrates on bridging talented high tech entrepreneurs to launching progressive startups with real global solutions.  Our partners and accelerating experts work hand-in-hand with entrepreneurs enabling them to build, make key connections, launch, grow, and raise capital to continue their company’s vision and journey.     Our family of offices in Deajeon (Tech Valley) and Seoul (Gangnam) keeps us very close and committed to the multi faceted high tech communities.  We host workshops and private events designed to bring our entrepreneurs closer to our family of networks that includes strategic relationships to VCs, partnerships, talent, advisors, press, and key introductions for M&A.  We form deep relationships with our entrepreneurs so we can venerate their unique qualities and play to their strengths.  Together we make a Bluepoint Family.",,11000000000,KRW,9262144
LegoChem Biosciences,https://www.crunchbase.com/organization/legochem-biosciences,"Biotechnology, Health Care","Daejeon, Taejon-jikhalsi, South Korea",Lego Chem Bioscience is a company created by people with dreams and enthusiasm for global new drug development,"7,717",,Active,2006-05-01,month,2013-05-10,day,,,For Profit,http://legochembio.com/,"Lego Chem Bioscience , a company created by people with dreams and enthusiasm for global new drug development, will open up new horizons in Korean new drug development based on systematic drug development system and core technology.",IPO,550000000000,KRW,416523092
Insilico,https://www.crunchbase.com/organization/insilico,"Biotechnology, Consulting, Information Technology, Life Science","Gunpo, Kyonggi-do, South Korea",Insilico provides information technology solutions in the field of life and material science.,"8,028",,Active,2002-11-01,month,,,,,For Profit,http://www.insilico.co.kr,"Insilico is a company that provides new material development and system construction services with a new high-efficiency/low-cost methodology based on IT and material convergence technology. The company also provides technical consulting for molecular modeling and simulation, regulation and quality control, and manufacturing and production information management solutions.",Late Stage Venture,329000000000,KRW,290687562
SIMPLE planet,https://www.crunchbase.com/organization/simple-planet-company,"Agriculture, Alternative Protein, Biotechnology, Food Processing, Sustainability","Seongsu, Seoul-t'ukpyolsi, South Korea",Food biotech company producing sustainable animal cell-based food ingredients using cellular agriculture.,"12,721",,Active,2021-01-01,year,,,,,For Profit,http://www.simpleplanet.io,,Seed,6510000,USD,6510000
Standigm,https://www.crunchbase.com/organization/standigm,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",Standigm is an AI-driven workflow drug discovery company that aims to improve the success rates and efficiency of new drug development.,"17,249",$1M to $10M,Active,2015-05-04,day,,,,,For Profit,http://www.standigm.com,"Standigm is a workflow AI-driven drug discovery company. Standigm has proprietary AI platforms encompassing novel target identification to lead generation to generate commercially valuable drug pipelines. Founded in 2015, the company has established an early-stage drug discovery workflow AI to generate First-in-Class lead compounds within seven months. Pursuing full-stack, AI-driven industrializing drug discovery, Standigm has achieved the automation of molecular design workflow through DarkMolFactory™, and the automation effort has been expanding to the whole drug discovery process on the basis of Standigm AI platforms, including Standigm ASK™ for target discovery, Standigm BEST™ for lead design, and Standigm Insight™ for drug repurposing.",Late Stage Venture,71489442,USD,71489442
Orum Therapeutics,https://www.crunchbase.com/organization/orum-therapeutics,"Biotechnology, Health Care, Therapeutics","Daejeon, Taejon-jikhalsi, South Korea",Private biotech company creating cell penetrating therapeutic antibodies,"17,939",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,http://www.orumrx.com/,"Orum Therapeutics is a private biotech company developing a new class of therapeutic antibodies targeting cytosolic proteins for unmet medical needs in cancer and rare diseases. Orum leverages its unique cell-penetrating antibody platform, called Oromab™ to inhibit drug targets, previously undruggable by small molecules or current antibody therapeutics. In contrast to other approaches, Orum’s antibody platform can intracellularly deliver an active antibody therapeutic or payload, is easily adaptable to target different cell types and intracellular proteins, and does not require chemical modification.",Early Stage Venture,92000000,USD,92000000
Syntekabio,https://www.crunchbase.com/organization/syntekabio-inc,"Biotechnology, Health Care, Information Technology, Medical","Daejeon, Taejon-jikhalsi, South Korea","Syntekabio is a public company, listed on the KOSDAQ. It is an AI drug discovery and development company based on genomic big data.","19,571",$1M to $10M,Active,2009-09-15,day,2019-12-17,day,,,For Profit,http://www.syntekabio.com,"Syntekabio is a Korean biotech firm, developing personal genome map which is expected to enable personalized medical service. The company also provides a technology for collecting and integrating decrypted whole genome data.",IPO,204108773,USD,204108773
Intocell,https://www.crunchbase.com/organization/intocell,"Biotechnology, Information Technology, Medical","Daejeon, Taejon-jikhalsi, South Korea",Intocell is a biotechnology company that develops antibody drug conjugate (ADC) platform technologies.,"21,008",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.intocell.co.kr/,"Intocell is a biotechnology company that develops an antibody-drug conjugate platform for the R&D and commercialization of biopharmaceuticals. Intocell creates protein-drug complexes, antibody-drug complexes, and other complexes with their own linkers and drugs.",Late Stage Venture,35000000000,KRW,32138403
Samsung Bioepis,https://www.crunchbase.com/organization/samsung-bioepis,"Biotechnology, Pharmaceutical","Incheon, Inch'on-jikhalsi, South Korea",Samsung Bioepis is a biopharmaceutical company.,"22,906",$100M to $500M,Active,2012-01-01,year,2022-04-20,day,,,For Profit,https://www.samsungbioepis.com,"Samsung Bioepis Co., Ltd. develops and produces biopharmaceutical and biosimilar products. Samsung Bioepis Co., Ltd. has a strategic collaboration agreement with Takeda Pharmaceutical Company Limited. The company was incorporated in 2012 and is based in Incheon,",M&A,748600000000,KRW,667534598
ExoCoBio,https://www.crunchbase.com/organization/exocobio,"Biotechnology, Cosmetics, Health Care, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea",ExoCoBio has been developing innovative therapeutics as well as cosmetic products based on stem cell-derived exosomes.,"23,160",$1M to $10M,Active,2017-01-01,month,,,,,For Profit,http://www.exocobio.com/,ExoCoBio has been developing innovative therapeutics as well as cosmetic products based on stem cell-derived exosomes.,Late Stage Venture,47000000,USD,47000000
Celloid,https://www.crunchbase.com/organization/celloid,"Biopharma, Biotechnology, Medical","Seongnam, Kyonggi-do, South Korea","Celloid provides the optimum 3D cell culture medium, allowing the quality-controlled long-term cultivation of organoids.","24,811",,Active,2021-01-01,year,,,,,For Profit,https://celloid.co.kr,"Celloid provides the optimum 3D cell culture medium, allowing the quality-controlled long-term cultivation of organoids.",Seed,2400000000,KRW,1797566
Dx&Vx,https://www.crunchbase.com/organization/dx-vx,"Biotechnology, Health Care, Medical Device","Seoul, Seoul-t'ukpyolsi, South Korea",Dx&Vx is an AI-based genome analysis platform that develops microbiome products for infants and young children.,"25,703",,Active,2001-01-01,year,,,,,For Profit,https://www.dxvx.com,,Seed,34800000000,KRW,24790920
GeneCraft,https://www.crunchbase.com/organization/genecraft-ec59,"Biopharma, Biotechnology, Medical","Seongnam, Kyonggi-do, South Korea",GeneCraft specializes on improving treatment and clinical outcomes for patients using gene therapy.,"28,135",,Active,2020-08-01,month,,,,,For Profit,https://www.genecraft.co.kr,GeneCraft specializes on improving treatment and clinical outcomes for patients using gene therapy.,Early Stage Venture,10000000000,KRW,7562749
AriBio,https://www.crunchbase.com/organization/aribio,"Artificial Intelligence (AI), Biotechnology, Medical","Seongnam, Kyonggi-do, South Korea",AriBio is a pharmaceutical company.,"28,298",,Active,2010-01-01,year,,,,,For Profit,http://www.aribio.com/,AriBio is a pharmaceutical company.,,100000000000,KRW,83630920
BIORCHESTRA,https://www.crunchbase.com/organization/biorchestra,"Biopharma, Biotechnology, Health Care, Medical, Therapeutics","Yusong, Taejon-jikhalsi, South Korea",BIORCHESTRA creates novel RNA-based therapeutics that will usher in a new era of treatment for neurodegenerative diseases.,"29,131",$10M to $50M,Active,2016-10-18,day,,,,,For Profit,https://www.biorchestra.com/,"BIORCHESTRA is a biotech company that develops RNA-based therapeutics for treating neuroinflammatory diseases. They focus on changing the therapeutic paradigm from treating the symptoms to providing a fundamental cure for diseases. BIORCHESTRA develops neuroinflammatory disease therapeutics, with a particular emphasis on comprehensive patient care. BIORCHESTRA's complementary discovery platforms range from diagnosis to treatment monitoring.",Late Stage Venture,71500000000,KRW,60814655
ROKIT Healthcare,https://www.crunchbase.com/organization/rokit-healthcare,"Biotechnology, Health Care, Medical","Seoul, Seoul-t'ukpyolsi, South Korea",ROKIT Healthcare is a biotechnology company that offers hyper-personalized organ regenerative healthcare solutions.,"29,143",$1M to $10M,Active,2012-01-20,day,,,,,For Profit,http://www.rokithealthcare.com,"ROKIT Healthcare provides hardware, software, and application support. Their custom fabrication technologies deliver solutions to the design, creation, and applications of three-dimensional systems. They provide suffering patients and humans with a hyper-personalized medical organ regeneration solution. They apply artificial intelligence and 3d bioprinting technology to regenerate the skin and cartilage organs through surgery for patients.",Late Stage Venture,18900000000,KRW,15903396
GenKOre,https://www.crunchbase.com/organization/genkore,"Biotechnology, Health Care, Life Science, Medical","Daejeon, Taejon-jikhalsi, South Korea",GenKOre operates as a biotech company.,"29,210",,Active,2016-01-01,year,,,,,For Profit,http://www.genkore.com/,"GenKOre operates as a biotech company, specializing in genetic scissors.",Early Stage Venture,20700000000,KRW,14866419
SD Biosensor,https://www.crunchbase.com/organization/sd-biosensor,"Biotechnology, Health Care, Medical Device, Pharmaceutical","Suwon, Ch'ungch'ong-namdo, South Korea",SD Biosensor is a global bio-diagnostic company,"31,291",,Active,2010-12-27,day,,,,,For Profit,https://www.sdbiosensor.com,"SD BIOSENSOR is a global bio-diagnostic company that provides in vitro diagnostic products engrafted with innovative technologies and know-hows, aiming to contribute to the health and happiness of the human race.",Seed,1000000000,KRW,746252
Voronoi,https://www.crunchbase.com/organization/voronoi,"Biotechnology, Health Care","Incheon, Inch'on-jikhalsi, South Korea",Voronoi is a biotech company that develops novel kinase inhibitors and target protein degraders.,"31,713",,Active,2015-02-14,day,,,,,For Profit,http://www.voronoi.io,,,1200000000000,KRW,1055306874
OliX Pharmaceuticals,https://www.crunchbase.com/organization/olix-pharmaceuticals,"Biotechnology, Medical, Pharmaceutical","Suwon, Ch'ungch'ong-namdo, South Korea",OliX is a clinical stage biotechnology company.,"32,454",$1M to $10M,Active,2010-02-26,day,2018-07-20,day,,,For Profit,http://olixpharma.com,"OliX is a clinical stage biotechnology company, based on their own proprietary  RNA interference (RNAi) technology regulating the expression of disease-causing genes.",IPO,41500000000,KRW,37508699
Eutilex,https://www.crunchbase.com/organization/eutilex,"Biopharma, Biotechnology, Medical","Seoul, Seoul-t'ukpyolsi, South Korea","Eutilex is a develops immunotherapy technology, anti tumor T cell therapy and antibody therapeutics, and other technology products.","33,860",Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://www.eutilex.com/,"Eutilex Co., Ltd. develops biotechnology. The Company develops immunotherapy technology, anti tumor T cell therapy and antibody therapeutics, and other technology products. Eutilex markets its products throughout South Korea.",Early Stage Venture,21000000000,KRW,18072626
Plcoskin,https://www.crunchbase.com/organization/plcoskin,"Biopharma, Biotechnology, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",Plcoskin is a MedTech company specializing in reconstructive plastic surgery and regenerative skincare.,"34,533",Less than $1M,Active,2017-02-03,day,,,,,For Profit,https://plcoskin.com ,"Plcoskin is a MedTech company specializing in reconstructive plastic surgery and regenerative skincare. They have developed a scaffold that removes the need for cadaver-sourced material used in breast reconstruction surgery, making procedures safer and cheaper.  Plcoskin’s scaffolds are made with synthetic PCL, a biodegradable material that is commonly used to create surgical sutures. Unlike competitors' products that remain in the body for a lifetime, Plcoskin’s PCL scaffolds are absorbed and replaced with the recipient’s own natural tissues, minimizing the possibility of long-term side effects. As they do not contain any dangerous chemicals, they are also 50% safer than cadaver-sourced scaffolds. Costs for reconstructive breast surgery are brought down by 40% to only $3 thousand per breast. Furthermore, much less handling time is required, reducing average surgery durations from an hour and a half to only 30 minutes. The mesh design of the scaffolds mitigates the need for an additional follow-up reconstructive surgery, something that is common when using cadaver-sourced scaffolds. Plcoskin has also developed Youlief, a cosmeceutical product & therapeutic device pipeline that helps fund R&D for their medical devices. Youlief is available in the US, Europe, Taiwan, Singapore and Japan.",Early Stage Venture,900000000,KRW,747756
Novelty Nobility,https://www.crunchbase.com/organization/novelty-nobility,"Biotechnology, Health Care, Life Science, Therapeutics","Seongnam, Kyonggi-do, South Korea",Novelty Nobility is a private biotech company focused on the research of novel angiogenesis targets and develop antibody-based therapeutics.,"34,733",,Active,2017-01-01,year,,,,,For Profit,http://noveltynobility.com/,"Novelty Nobility Inc. is a private biotech company. They are currently focused on the research of novel angiogenesis targets and develop antibody-based therapeutics in ophthalmology and oncology, where angiogenesis plays a key pathogenic role. In ophthalmology, Novelty Nobility first discovered a novel angiogenesis target, Stem Cell Factor(SCF) and c-KIT, which was initially known for its engagement with proliferation and survival of primitive hematopoietic stem cells for a couple of past decades. We believe that anti-SCF/c-KIT could effectively address the unmet medical needs, mostly caused by inherent limitations of anti-VEGFs, in terms of treatment efficacy and long-term safety. Our target discovery is widely and strongly patent-protected in US/KOR and the lead pipeline, NN2101(a full-human monoclonal antibody), is currently under preclinical development.",Early Stage Venture,52100000000,KRW,42210966
C-Biomex,https://www.crunchbase.com/organization/c-biomex-360a,"Biotechnology, Medical, Pharmaceutical","Pohang, Kyongsang-bukto, South Korea",C-Biomex is a biotech drug development company that provides diagnostic therapy and radiopharmaceuticals.,"35,148",,Active,2017-01-01,year,,,,,For Profit,https://www.cbiomex.com,,Early Stage Venture,6500000000,KRW,5008360
ABL Bio,https://www.crunchbase.com/organization/abl-bio,"Biotechnology, Health Care, Medical","Seongnam, Kyonggi-do, South Korea",ABL Bio is a biotech research company that focuses on the development of therapeutic drugs for immuno-oncology diseases.,"35,598",Less than $1M,Active,2016-01-01,year,,,,,For Profit,https://www.ablbio.com/,"ABL Bio is a biotech research company that focuses on the development of therapeutic drugs for immuno-oncology and neurodegenerative diseases. Their core values are life-improvement, collaboration, innovation, and novel therapy.",,93806285,USD,93806285
SK biopharmaceuticals,https://www.crunchbase.com/organization/sk-biopharmaceuticals,"Biotechnology, Manufacturing, Therapeutics","Seongnam, Kyonggi-do, South Korea",Specialty Pharmaceutical Company,"36,591",,Active,2011-01-01,year,,,,,For Profit,http://skbp.com,SK biopharmaceuticals aims to become a top tier specialty pharmaceutical company with global new drugs & innovative pipeline in CNS / metabolic disorders and to provide world class specialized pharmaceutical manufacturing services.,Early Stage Venture,180000000,USD,180000000
Pinot Bio,https://www.crunchbase.com/organization/pinot-bio,"Biotechnology, Medical Device, Oncology, Therapeutics","Seongnam, Kyonggi-do, South Korea",Pinot Bio is a biotechnology company that specializes in developing new generation anticancer treatments.,"37,876",,Active,2017-01-01,year,,,,,For Profit,http://www.pinotbio.com/index.php,Pinot Bio is a biotechnology company that specializes in developing new generation anticancer treatments.,,39900000000,KRW,35366552
AptaBio Therapeutics,https://www.crunchbase.com/organization/aptabio-therapeutics,"Biotechnology, Health Care, Medical, Pharmaceutical","Giheung, Kyonggi-do, South Korea",AptaBio Therapeutics is a pharmaceutical biotechnology company that develops intractable innovative drugs.,"38,095",,Active,2009-01-01,year,,,,,For Profit,http://www.aptabio.com,,Early Stage Venture,31800000000,KRW,28635900
Kobiolabs,https://www.crunchbase.com/organization/kobiolabs,"Biopharma, Biotechnology, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",Kobiolabs is a microbiome-based venture,"38,235",$1M to $10M,Active,2014-08-11,day,,,,,For Profit,http://kobiolabs.com/,Human Microbiome for Healthy Life,,30460776,USD,30460776
Deep Bio,https://www.crunchbase.com/organization/deepbio,"Artificial Intelligence (AI), Biotechnology, Health Diagnostics, Medical, Software","Seoul, Seoul-t'ukpyolsi, South Korea","Deep Bio aims to utilize deep learning to realize unmet medical needs around the world, starting with the field of pathology.","38,256",Less than $1M,Active,2015-10-08,day,,,,,For Profit,http://www.deepbio.co.kr,Deep Bio is a medical AI startup that aims to revolutionize cancer diagnosis. Deep Bio combines cutting-edge AI algorithms with digital pathology to empower pathologists and streamline existing workflows.,Early Stage Venture,5600000,USD,5600000
Rznomics,https://www.crunchbase.com/organization/rznomics,"Biopharma, Biotechnology","Gwangju, Kwangju-jikhalsi, South Korea",Rznomics is a biotechnology company.,"39,028",$1M to $10M,Active,2017-08-01,month,,,,,For Profit,http://rznomics.com,This is a biotechnology company founded by professor Lee Sung-wook's lab They are working on the development of gene therapy products for liver cancer through the development of gene therapy products. It was selected by the TIPS program and was recognized for excellence in technology.,Late Stage Venture,59700000000,KRW,49294006
Seawith,https://www.crunchbase.com/organization/seawith,Biotechnology,"Daegu, Taegu-jikhalsi, South Korea",Seawith is a biotechnology startup developing cell-cultured steak from seaweed.,"40,227",,Active,2019-01-01,year,,,,,For Profit,http://seawith.net/en/,"Seawith is a biotechnology startup developing cell-cultured steak from seaweed. Yo.od, a low-iodine seaweed developed by Seawith, is aimed at consumers with low iodine resistance and high iodine sensitivity. Seawith creates its own culture media from microalgae, which provides the benefits of algae nutrition while also being much cheaper due to the abundance of microalgae.",Early Stage Venture,7050000000,KRW,6128436
Pharos iBio Co.,https://www.crunchbase.com/organization/pharos-ibio-co,"Biotechnology, Health Care, Information Technology","Anyang, Kyonggi-do, South Korea",Pharos iBio Co. specializing in drug development that develops treatments for intractable diseases.,"40,440",,Active,2016-01-01,year,,,,,For Profit,https://www.pharosibio.com,,Late Stage Venture,34000000000,KRW,29233713
Organoid Sciences,https://www.crunchbase.com/organization/organoid-sciences,"Biopharma, Biotechnology, Medical","Seongnam, Kyonggi-do, South Korea",Organoid Sciences is an organoid-based treatment drug development company that offers drug screening and regenerative medicines.,"41,688",,Active,2018-01-01,year,,,,,For Profit,https://organoidrx.com,,Early Stage Venture,39406330,USD,39406330
Y-Biologics,https://www.crunchbase.com/organization/y-biologics,"Biotechnology, Health Care","Seoul, Seoul-t'ukpyolsi, South Korea",Y-Biologics is specialized in  antibody drug since its inception has focused on research and development,"42,050",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,http://ybiologics.com/,"Y-Biologics is specialized in  antibody drug since its inception has focused on research and development. They have successfully constructed the unique human antibody library Y-max ABL and new dual antibody platform technology ALiCE. Based on this, they have developed various antibody drugs and become a leading company in the global immuno-chemotherapeutic drug market They are doing their best to leap forward.",,30000000000,KRW,24874487
Shaperon,https://www.crunchbase.com/organization/shaperon,"Biopharma, Biotechnology","Seoul, Seoul-t'ukpyolsi, South Korea",Shaperon is a clinical-stage biotech company that develops inflammasome inhibitors.,"42,089",Less than $1M,Active,2008-01-01,year,,,,,For Profit,http://shaperon.com,,Late Stage Venture,26000000000,KRW,22817025
Lemonex,https://www.crunchbase.com/organization/lemonex,"Bioinformatics, Biotechnology, Life Science","Seocho, Seoul-t'ukpyolsi, South Korea",Lemonex specializes in drug delivery technology and biosensor technology.,"42,098",,Active,2013-01-01,year,,,,,For Profit,http://lemonexbio.com,,Late Stage Venture,30500000000,KRW,27394173
Pin Therapeutics,https://www.crunchbase.com/organization/pin-therapeutics,Biotechnology,"Seongnam, Kyonggi-do, South Korea",Pin Therapeutics is a pharmaceutical startup focusing on advanced protein degradation therapeutics.,"42,458",$1M to $10M,Active,2017-02-01,month,,,,,For Profit,https://www.pintherapeutics.com/,"Pin Therapeutics is founded in Feb 2017, fast growing stage with member composition of 25% in USA and 75% in Korea. Drug discovery leaderships are from global pharma and biotech companies along with talented scientists both in Korea and USA. * Active Focus - PinE3: E3 ligase screening cascade for identifying novel warheads  - PinGLUE: Assay cascade for molecular glue degrader screening * Programs - Selective Molecular Glue Degrader (CK1α) - Molecular Glue Degrader Programs (5-6 Undisclosed) - PROTAC Program (1 Undisclosed)",Early Stage Venture,34430000,USD,34430000
Autotelic Bio,https://www.crunchbase.com/organization/autotelic-bio,"Biotechnology, Pharmaceutical, Product Research","Cheongju, Ch'ungch'ong-bukto, South Korea",Autotelic Bio is a bio technology company that researches and develops anti-cancer drugs.,"42,922",$10M to $50M,Active,2015-11-01,month,,,,,For Profit,http://www.autotelic.co.kr,,Early Stage Venture,22000000000,KRW,18074472
April Bio,https://www.crunchbase.com/organization/april-bio,"Biopharma, Biotechnology, Pharmaceutical","Chuncheon, Kangwon-do, South Korea",April Bio is a drug development company that develops antibodies and long-acting biologics.,"43,435",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.aprilbio.com,,Late Stage Venture,53000000000,KRW,46902587
Inventage lab,https://www.crunchbase.com/organization/inventage-lab,"Biopharma, Biotechnology, Medical","Seongnam, Kyonggi-do, South Korea",Inventory Lab is a Next-generation drug delivery platform using innovative manufacturing method.,"44,443",$1M to $10M,Active,2015-05-14,day,,,,,For Profit,http://inventagelab.com/?ckattempt=1,"inventory Lab is promoting the development of new and improved drugs for the treatment of refractory and chronic diseases by establishing a new drug delivery system. In addition, inventory will strategically develop various consumer-oriented pipelines to create new values ​​of human happiness and technological innovation.",Early Stage Venture,8000000000,KRW,7203054
D&D Pharmatech,https://www.crunchbase.com/organization/d-d-pharmatech,"Biotechnology, Health Care, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",D&D Pharmatech is a Health care Company.,"44,558",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://www.ddpharmatech.com/,"D&D Pharmatech is a operator of a holding company created to fund the development of therapeutic medicines through disease-specific subsidiary companies founded and guided by top-tier medical research faculty. The company's product pipeline focuses on a range of indications including neurodegenerative, metabolic and fibrotic diseases, providing the opportunity to accelerate the translation of cutting-edge research into lifesaving therapeutic products for patients.",Late Stage Venture,224100000,USD,224100000
Noul,https://www.crunchbase.com/organization/noul,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics","Yongsin, Kyonggi-do, South Korea",Noul is an AI-driven on-site blood diagnostic platform.,"44,856",$1M to $10M,Active,2015-12-04,day,,,,,For Profit,https://noul.kr,,,4000000000,KRW,3086821
HK inno.N,https://www.crunchbase.com/organization/cj-healthcare-corp,"Biotechnology, Health Care, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea","Develops and sells immune anticancer drugs, blood disease drugs, kidney disease drugs, and other products.","44,999",$500M to $1B,Active,2014-01-01,year,2021-08-01,day,,,For Profit,http://www.inno-n.com/eng/,CJ HealthCare Corp. develops pharmaceutical vaccines.,M&A,80100000000,KRW,75123095
Life Semantics,https://www.crunchbase.com/organization/life-semantics,"Biotechnology, Cloud Data Services, Consulting, Health Care, Information Technology, Medical Device, mHealth, Mobile Apps, PaaS, Software","Seoul, Seoul-t'ukpyolsi, South Korea",Life Semantics is an engineering company based in Korea focused on developing hospital information systems for the medical industry.,"45,013",$1M to $10M,Active,2012-09-27,day,,,,,For Profit,http://lifesemantics.kr,"Life Semantics (라이프시맨틱스) is a Korean specialty engineering company focused on developing software platforms and systems for the medical industry. It develops Hospital Information Systems (HIS) and semantic web technology for application in the area of life sciences. The company looks to resolve common problems faced by healthcare facilities and researchers by providing automation software. HIS is a fully integrated information system providing healthcare organizations with a full suite of tools for improved hospital management, clinical tasks, and patient administration.",,6400000000,KRW,5790859
ABLE Labs,https://www.crunchbase.com/organization/able-labs,"Biotechnology, Life Science, Pharmaceutical","Incheon, Inch'on-jikhalsi, South Korea",ABLE Labs is to contribute improve human health by providing bio automated solutions.,"45,199",,Active,2021-01-01,year,,,,,For Profit,https://www.ablelabsinc.com,"ABLE Labs provide liquid handling robots and protocols so that all researchers can focus on constructing assay, leaving the execution to robots.​ If you want would contact them please contact them via phone call or email.",Seed,4000000000,KRW,3065571
Ticaros,https://www.crunchbase.com/organization/ticaros,"Biotechnology, Clinical Trials, Pharmaceutical, Therapeutics","Seongdong, Kyonggi-do, South Korea",Ticaros is a biotech company that develops immune anti-cancer drugs.,"45,507",,Active,2008-01-01,year,,,,,For Profit,https://www.ticaros.com/kr,,Late Stage Venture,31100000000,KRW,26445795
J2H Biotech,https://www.crunchbase.com/organization/j2h-biotech,"Biopharma, Biotechnology, Pharmaceutical","Seongnam, Kyonggi-do, South Korea",J2H Biotech is a bio-venture company focusing on the development of small-molecule drugs for the treatment of intractable rare diseases.,"45,963",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://j2hbio.com,,,43000000000,KRW,37038470
Aston Sci,https://www.crunchbase.com/organization/aston-sci,"Biotechnology, Oncology, Pharmaceutical, Product Research","Seoul, Seoul-t'ukpyolsi, South Korea","Aston Sci is a clinical-stage biopharmaceutical company that develops medicines in oncology, immunology, and geriatrics.","46,427",$1M to $10M,Active,2018-01-01,year,,,,,For Profit,http://astonsci.com,,Late Stage Venture,27000000000,KRW,24685266
Curocell,https://www.crunchbase.com/organization/curocell,"Biopharma, Biotechnology","Daejeon, Taejon-jikhalsi, South Korea",Curocell’s OVIS™ technology enhances immune cells to overcome immune suppression in tumor microenvironments.,"47,190",,Active,2016-01-01,year,,,,,For Profit,https://curocellbtx.com/,,,80000000000,KRW,67154956
Oncocross,https://www.crunchbase.com/organization/oncocross,"Biotechnology, Pharmaceutical","Mapo, Seoul-t'ukpyolsi, South Korea",Oncocross is a Biopharmaceutical Company.,"47,434",Less than $1M,Active,2015-06-22,day,,,,,For Profit,http://oncocross.com,,,18000000000,KRW,15169243
Genoplan,https://www.crunchbase.com/organization/genoplan,"Artificial Intelligence (AI), Biotechnology, Genetics, Health Care, InsurTech, Life Science, Machine Learning, Predictive Analytics","Seocho, Seoul-t'ukpyolsi, South Korea",Genoplan is a biotechnology company that specializes in DNA testing and conducts genetic analysis.,"47,608",$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://www.genoplan.com,"Genoplan's mission is to democratize healthcare by harnessing the power of population genomics and deep learning. The company is dedicated to making genomics widely accessible, offering tools and analytics that empower individuals to make informed health decisions. Ultimately, Genoplan aims to contribute to the advancement of precision medicine while helping people take control of their well-being.",Late Stage Venture,27825000,USD,27825000
NuEyne,https://www.crunchbase.com/organization/nueyne,"Biotechnology, Electronics, Health Care, Medical","Seoul, Seoul-t'ukpyolsi, South Korea",Nu Eyne is a MedTech company that addresses medical conditions with electroceutical technology. Its flagship product treats dry eye disease.,"47,754",$1B to $10B,Active,2017-09-05,day,,,,,For Profit,http://nueyne.com/?lang=en,"Nu Eyne is a medical technology company that focuses on the R&D of electroceuticals. Its flagship product is a pair of goggles that promote efficient tissue regeneration and normalize nerve activity to treat dry eyes. Dry eye syndrome is an ailment stemming from nerve damage that affects almost 7% or 16.4M people in the United States. Around the world, the prevalence of dry eye syndrome can even reach up to 50% among the older population, depending on environmental factors. By wearing Nu Eyne’s goggle-like device delivers electric signals for neuromodulation and forms electrical fields for wound healing. The product uses gentle electric signals to promote tissue regeneration and normalize nerve activity in and around the eyes. It doesn’t hurt at all, and in fact feels very relaxing. Just put them on for half an hour and enjoy a relaxing wave of instant relief with lasting effects for up to 3 days at a time. Nu Eyne’s electroceutical research is also designed as a platform that can be expanded to treat other neuropsychiatric disorders, such as glaucoma, tinnitus, migraines, facial nerve damage, ADHD, insomnia and even cancer.",Early Stage Venture,8500000000,KRW,7333647
