Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
ClinChoice昆翎,https://www.crunchbase.com/organization/fountain-medical-development,"Biotechnology, Consulting, Health Care, Pharmaceutical","Shanghai, Shanghai, China","ClinChoice is a Reaserch and Deveiopment platform, It develops a innovative drugs and devices.","8,467",$10M to $50M,Closed,1995-01-01,year,,,,none,For Profit,https://www.clinchoice.com.cn,"ClinChoice Kunling was established in Tianjin inSince its establishment, through its own organic growth and strategic mergers and acquisitions, ClinChoice has more than 3,000 clinical R&D professionals around the world, located in hot cities and regions of domestic and foreign pharmaceutical R&D, and has developed into a local clinical CRO enterprise model supporting innovative drug device R&D. . The company adheres to the connotation of ""Kunxing Zhiyuan · Ling creates the future"", which means to become an ideal partner for the clinical research and development of innovative pharmaceutical devices.",Late Stage Venture,212000000,USD,212000000
BGI Group,https://www.crunchbase.com/organization/bgi-genomics,"Bioinformatics, Biotechnology, Genetics, Health Care, Life Science, Medical, Pharmaceutical","Shenzhen, Guangdong, China",BGI Group is one of the world’s largest DNA sequencing service providers.,"20,767",$500M to $1B,Active,1999-11-01,month,2017-07-14,day,,,For Profit,https://www.genomics.cn/,"Shenzhen Huada Gene Technology Co. Ltd. operates as a biotech development company. The Company provides bioinformatics testing, genetic testing, agricultural genomics researching, proteomics researching, and other services. Shenzhen Huada Gene Technology conducts business in China.",IPO,2136308593,USD,2136308593
Fosun Pharma,https://www.crunchbase.com/organization/fosun-pharmaceutical,"Biotechnology, Health Care, Medical, Pharmaceutical","Shanghai, Shanghai, China",Fosun Pharma is a pharmaceutical company.,"23,526",$10B+,Active,1994-01-01,year,2012-11-11,day,,,For Profit,http://www.fosunpharma.com/,"Fosun Pharma is a biopharmaceutical and healthcare industry. Fosun Pharma has captured opportunities within the rapidly developing Chinese healthcare industry as well as from the globalization of Chinese healthcare companies in general. Fosun Pharma's operations strategically cover several important segments of the healthcare industry value-chain, including: pharmaceutical manufacturing, distribution and retail.",IPO,50000000,EUR,53487377
Simcere Pharma,https://www.crunchbase.com/organization/simcere-pharma,"Biotechnology, Manufacturing","Nanjing, Jiangsu, China",Simcere Pharma is a manufacturer and supplier of branded generic pharmaceuticals in the Chinese market.,"28,780",$1B to $10B,Active,1995-01-01,year,2020-10-27,day,,,For Profit,http://simcere.com,"Founded on 28th March 1995, Simcere swiftly evolved from being a pure distributor of pharmaceutical products to become a leading manufacturer and supplier of drugs in China's rapidly growing pharmaceutical market. Simcere currently operates five GMP-certified manufacturing facilities, two nationwide sales and marketing subsidiaries, a research and development center and manages over 4,000 employees. They are the first Chinese chemical and biological drug company to list on the New York Stock Exchange with IPO proceeds reaching US$ 261 million.",IPO,600000000,CNY,93820365
CSPC Pharmaceutical Group,https://www.crunchbase.com/organization/cspc-pharmaceutical-group,"Biotechnology, Manufacturing, Pharmaceutical, Therapeutics","Shijiazhuang, Hebei, China",CSPC Pharmaceutical Group is a pharmaceutical group in China.,"28,954",,Active,1997-08-21,day,2003-05-16,day,,,For Profit,https://www.cspc.com.hk,"CSPC Pharmaceutical Group Limited (""CSPC"") is a pharmaceutical group in China. The Company has been listed on the Main Board of the Hong Kong Stock Exchange since 1994. CSPC is a constituent stock of the ""Hang Seng Composite Index"", ""Hang Seng Healthcare Index"", ""Hang Seng Mainland Healthcare Index"", ""Hang Seng Stock Connect Hong Kong Index"" and ""Hang Seng China (Hong Kong-listed) 100 Index"" and ""Hang Seng China Enterprises Index"". CSPC has three major business segments including innovative drugs, common generic drugs and bulk drugs. The Group focuses on the manufacturing, researching and marketing of medicines and pharmaceutical related products. The Group has nearly 1,000 finished drugs products including antibiotics, cardio-cerebrovascular drugs, antipyretic analgesic drugs, digestive system drugs, oncology drugs and traditional Chinese medicine. Of which, ""NBP"", ""Oulaining"", ""Xuanning"". ""Duomeisu"", ""Jinyouli"" and ""Nuolining"" are the bestselling innovative drugs products of the Group in China. Bulk drugs products include antibiotics, vitamin C and caffeine series. The manufacturing facilities of CSPC are mainly located in Shijiazhuang City, Hebei Province, China.",IPO,2350000000,HKD,301013840
Shanghai Raas Blood Products,https://www.crunchbase.com/organization/shanghai-raas-blood-products,"Biotechnology, Health Care","Shanghai, Shanghai, China","Shanghai Lai Shi Blood Products Co., Ltd. was established in 1988.","41,515",,Active,1988-01-01,year,2008-06-23,day,,,For Profit,http://www.raas-corp.com/,"Shanghai Lai Shi Blood Products Co., Ltd. was established in 1988. It was listed on the Shenzhen Stock Exchange in 2008 (stock code: 002252) and is a well-known blood products company in Asia. Since its establishment 30 years ago, the company has been adhering to the quality policy of “safe, high quality and high efficiency” and has created 11 products covering human blood albumin, human immunoglobulin and coagulation factors.",IPO,12500000000,CNY,1765636477
Shenzhen Salubris Pharmaceuticals,https://www.crunchbase.com/organization/salubrisbio,"Biotechnology, Health Care, Pharmaceutical","Shenzhen, Guangdong, China",Shenzhen Salubris Pharmaceuticals is a comprehensive pharmaceutical company.,"48,721",$1M to $10M,Active,1998-01-01,year,2009-09-10,day,,,For Profit,http://salubris.com/,"Shenzhen Salubris Pharmaceuticals Co., Ltd. (Salubris) is a comprehensive pharmaceutical company that integrates pharmaceutical products research and development, production and business sales, founded in 1998 and headquartered in Shenzhen, China.",IPO,1780000000,CNY,260672183
Origin Agritech,https://www.crunchbase.com/organization/origin-agritech,"Agriculture, Biotechnology, Farming","Beijing, Beijing, China",Origin Agritech is a leading agricultural biotechnology company.,"48,837",$1M to $10M,Active,1997-01-01,year,2004-03-30,day,,,For Profit,http://www.originseed.com.cn/en/,"Founded in 1997 and headquartered in the Zhong-Guan-Cun (ZGC) Life Science Park in Beijing, Origin Agritech Limited (NASDAQ GS: SEED) is China’s leading agricultural biotechnology company,Origin Agritechspecializing in crop seed breeding and genetic improvement, seed production, processing, distribution, and related technical services.As the first Chinese seed company with an in-house biotech research center,Origin leads the development of Genetically Modified (GM) technology.",IPO,159000000,CNY,22633182
Angel Yeast,https://www.crunchbase.com/organization/angel-yeast,"Biotechnology, Food Processing, Nutrition","Yichang, Hubei, China",Angel Yeast specializes in the production of yeast and yeast derivatives.,"49,146",$500M to $1B,Active,1986-01-01,day,2000-08-18,day,,,For Profit,https://en.angelyeast.com/,"Angel Yeast makes full use of biotechnology, focusing on the research and application of yeast technology, which developed the world's leading yeast and deep-processed products. Angel Yeast's products are widely used in baking, food taste, nutrition & health and biotechnologies. Angel Yeast was established on January 1, 1986 in Yichang, Hubei.",IPO,40000000,USD,40000000
Bloomage BioTechnology,https://www.crunchbase.com/organization/bloomage-biotechnology-corporation-limited,"Biotechnology, Chemical, Manufacturing","Beijing, Beijing, China",Bloomage BioTechnology is a injectable hyaluronan soft tisse filling gel,"51,231",$50M to $100M,Closed,1998-01-01,year,2019-11-08,day,,none,For Profit,http://www.bloomagebio-tech.com/e/index.php,"Bloomage BioTechnology (the “Company”, collectively referred to as the “Group” together with its subsidiaries), founded on 3rd April, 2006 in the Cayman Islands, is an International Group dedicated to develop in the field of biomedicine. Its core subsidiary is a manufacturer and distributor of sodium hyaluronic acid (referred to as “HA”) and focuses mainly on the development, manufacture and sale of various HA raw materials and end products. The Group has been listed on the Main Board of the Stock Exchange of Hong Kong with the stock code 00963.",IPO,95279309,USD,95279309
