Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Corbus Pharmaceuticals,https://www.crunchbase.com/organization/corus-pharma,"Biotechnology, Clinical Trials, Pharmaceutical","Norwood, Massachusetts, United States",Corbus Pharmaceuticals is a clinical-stage pharmaceutical company focused on treating inflammatory and fibrotic diseases.,585,,Active,2009-01-01,year,2014-10-30,day,,,For Profit,http://corbuspharma.com,"Corbus Pharmaceuticals Holdings, Inc. is a Phase 3 clinical-stage pharmaceutical company focused on the development and commercialization of novel therapeutics to treat inflammatory and fibrotic diseases by leveraging its pipeline of endocannabinoid system-targeting synthetic drug candidates. The Company's lead product candidate, lenabasum, is a novel, synthetic, oral, selective cannabinoid receptor type 2 (CB2) agonist designed to resolve chronic inflammation and fibrotic processes. Lenabasum is currently being evaluated in systemic sclerosis, cystic fibrosis, dermatomyositis, and systemic lupus erythematosus. Corbus is also developing a pipeline of drug candidates from more than 600 novel compounds targeting the endocannabinoid system. The pipeline includes CRB-4001, a 2nd generation, peripherally-restricted, selective cannabinoid receptor type 1 (CB1) inverse agonist. Potential indications for CRB-4001 include NASH, among others. Corbus plans to start a Phase 1 study of CRB-4001 in 2019, intended to be followed by a National Institutes of Health (NIH)-funded proof-of-concept Phase 2 study.",M&A,341449982,USD,341449982
DNAnexus,https://www.crunchbase.com/organization/dnanexus,"Bioinformatics, Biotechnology, Cloud Computing, Medical, Software","Mountain View, California, United States",DNAnexus develops a cloud platform and global network designed for scientific collaboration and accelerated discovery.,"2,743",$10M to $50M,Active,2009-01-01,year,,,,,For Profit,http://dnanexus.com,"DNAnexus develops a cloud platform and global network designed for scientific collaboration and accelerated discovery. It provides security, scalability, and collaboration for enterprises and organizations that are pursuing genomic-based approaches to health in order to accelerate medical discovery. DNAnexus is supporting customers around the world that are tackling some of the most challenging and exciting opportunities in human health. The company was founded in 2009 and is based in Mountain View, California.",Late Stage Venture,472550000,USD,472550000
Spectral AI,https://www.crunchbase.com/organization/spectral-md,"Analytics, Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical Device","Dallas, Texas, United States",Spectral AI specializes in predictive analytics with a platform that uses proprietary artificial intelligence (AI).,"2,777",$1M to $10M,Active,2009-01-01,year,2023-09-11,day,,,For Profit,https://www.spectral-ai.com/,"Spectral AI, Inc. is a predictive analytics company that develops proprietary AI algorithms and optical technology for wound healing predictions. Using its DeepView® Wound Imaging Solution, an internally developed AI technology and multispectral imaging system which has received FDA Breakthrough Designation for burn indication, Spectral AI is able to distinguish between non-healing and healing human tissue invisible to the naked eye. Spectral AI is working towards providing 'Day One' healing assessments for burn wounds and diabetic foot ulcers (DFU) using its DeepView® Wound Imaging Solution.",IPO,104900000,USD,104900000
Bolt Threads,https://www.crunchbase.com/organization/bolt-threads,"Biotechnology, Fashion, Manufacturing","Emeryville, California, United States",Bolt is a materials company that invents and scales materials that put the planet on a path towards a better future.,"3,323",$1M to $10M,Active,2009-08-01,day,,,,,For Profit,http://www.boltthreads.com,"Bolt is a materials company that invents and scales materials that put the planet on a path towards a better future. Biofabricated silk fibers MicrosilkTM - based on proteins found in nature, produced using Bolt Threads proprietary technology and revolutionary bioengineering concepts. Next-generation of performance fibers, fabrics and luxury products that represent cutting-edge technology in science, while raising the bar for quality, performance, and design.",Late Stage Venture,334118794,USD,334118794
RenovoRx,https://www.crunchbase.com/organization/renovorx,"Biotechnology, Health Care, Medical Device, Therapeutics","Los Altos, California, United States",RenovoRx is developing innovative solutions for targeted delivery of fluids to selected sites in the peripheral vascular system.,"3,379",$1M to $10M,Active,2009-01-01,year,2021-08-25,day,,,For Profit,http://www.renovorx.com,"RenovoRx is a developing innovative solutions for targeted delivery of fluids, including diagnostic and therapeutic agents, to selected sites in the peripheral vascular system. RenovoRx received FDA clearance for the RenovoCath™ RC120 and is currently introducing this innovative technology to the clinical market. RenovoRx has a motivated Management Team with broad experience and an exciting vision for the future of targeted delivery. The company also has a broad Advisory Board of interventional radiologists, surgical oncologists and gastroenterologists that guide the company's clinical development strategies. RenovoRx is backed by a strong Board of Directors committed to long-term, continuous support of the company, whose members provide critical expertise in the medical and biotechnology industry and the visionary thinking to succeed.",IPO,21219774,USD,21219774
DermaSensor,https://www.crunchbase.com/organization/dermasensor-inc,"Biotechnology, Health Care, Medical, Medical Device, Primary and Urgent Care","Miami, Florida, United States",DermaSensor Inc. is a health technology company designing tools to better equip primary care providers for skin cancer checks,"3,833",$1M to $10M,Active,2009-05-01,month,,,,,For Profit,https://www.dermasensor.com.au,"DermaSensor’s mission is to save lives and healthcare costs by providing easy access to effective skin cancer evaluation, given that the majority of Americans report never having been checked for skin cancer. The DermaSensor device is an affordable, handheld tool that uses machine learning and spectroscopy to objectively evaluate skin lesions for potential cancer in seconds.",Early Stage Venture,27000000,USD,27000000
RefleXion Medical,https://www.crunchbase.com/organization/reflexion-medical,"Biotechnology, Health Care, Medical, Medical Device, Therapeutics","Hayward, California, United States",RefleXion Medical is a developer of biologically-guided radiotherapy systems for patients with cancer.,"3,885",$50M to $100M,Active,2009-01-01,year,,,,,For Profit,http://www.reflexion.com,"RefleXion is developing the first biology-guided radiotherapy system, a significant change in strategy from single tumor therapy to the ability to one day treat multiple tumors in the same treatment session in cancers that have metastasized. Currently, the RefleXion X1 machine is cleared for the delivery of stereotactic body radiotherapy (SBRT),  stereotactic radiosurgery (SRS) and intensity modulated radiotherapy (IMRT). The company is also developing BgRT, which incorporates positron-emission tomography (PET) imaging data to enable tumors to continuously signal their location. The BgRT technology will synchronize these data with the linear accelerator to direct radiotherapy to tumors with subsecond latency.",,675100000,USD,675100000
REGENXBIO,https://www.crunchbase.com/organization/regenx-biosciences,"Biopharma, Biotechnology, Genetics, Therapeutics","Rockville, Maryland, United States","REGENXBIO develops adeno-associated viral vector-based therapeutics and research tools, offering NAV, a recombinant AAV-vector.","3,931",$10M to $50M,Active,2009-01-01,year,2015-09-08,day,,,For Profit,http://regenxbio.com,"REGENX Biosciences is a biopharmaceutical company that develops therapeutics and research tools based on adeno-associated viral (AAV) vectors. The company offers NAV, a gene delivery technology that includes recombinant adeno-associated viral vectors. Its technology is used for the treatment of metabolic disorders, muscle diseases, hematologic disorders, ocular diseases, and neurodegenerative disorders; and clinical trails in therapeutic areas, such as inherited diseases, CNS disorders, heart failure, and vaccines. The company also offers reagent services for various applications, including molecular therapies, understanding biological activity, and target validation, creating disease models and screening in vivo, and genome-wide association studies. In addition, it offers custom products and services, including AAV plasmids, AAV Vector reporter systems, and custom AAV vectors to the researchers. The company is based in Washington, District Of Columbia.",IPO,638191875,USD,638191875
Processa Pharmaceuticals,https://www.crunchbase.com/organization/heatwurx,"Automotive, Biotechnology, Computer, Health Care, Machinery Manufacturing","Hanover, Maryland, United States",Processa Pharmaceuticals focuses on the development of drug products used to improve the survival and quality of life for patients.,"4,999",Less than $1M,Active,2009-01-01,year,2013-11-22,day,,,For Profit,http://processapharmaceuticals.com/index.php,Processa Pharmaceuticals operates as a pharmaceutical company. The company focuses on development of drug products that are intended to improve the survival and quality of life for patients who have unmet medical need.,IPO,15575000,USD,15575000
Arzeda,https://www.crunchbase.com/organization/arzeda,"Biotechnology, Information Services, Information Technology, Manufacturing","Seattle, Washington, United States",We harness the power of Intelligent Protein Design Technology™ to create enzyme products solving industry's toughest challenges,"7,735",$1M to $10M,Active,2009-07-01,month,,,,,For Profit,https://www.arzeda.com/,"Arzeda harnesses the power of Intelligent Protein Design Technology™ - combining physics-based protein design and AI algorithms - to create and manufacture new designer proteins and enzymes that enhance our lives and protect our planet. In partnership with Fortune 500 companies and industrial leaders, we develop healthy and sustainable products for the food & nutrition, consumer products, advanced materials, and diagnostics & pharma industries globally - delivering on the promise of biotechnology",,66383773,USD,66383773
