Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Biobot Analytics,https://www.crunchbase.com/organization/biobot-analytics,"Analytics, Big Data, Biotechnology, Health Care, Information Services, Water","Cambridge, Massachusetts, United States","Biobot Analytics turns wastewater systems into health observatories, using wastewater data to enhance community health.",448,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://www.biobot.io,"Biobot Analytics is a wastewater epidemiology company that is transforming wastewater infrastructure into public health observatories. Its wastewater monitoring technology analyzes urine and stool samples to create a health database that is independent of hospital reporting systems, free from societal biases affecting who can and can’t seek care, and most importantly, rapidly adaptable to new and emerging public health threats. It was founded in 2017 and is based in Cambridge, Massachusetts, United States.",Early Stage Venture,27998737,USD,27998737
Accent Therapeutics,https://www.crunchbase.com/organization/accent-therapeutics,"Biotechnology, Medical, Pharmaceutical, Therapeutics","Lexington, Massachusetts, United States",Accent Therapeutics is a biopharmaceutical company.,615,Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://www.accenttx.com/,"Accent Therapeutics is a biopharmaceutical company developing oncology-focused, small molecule therapies in the emerging field of epitranscriptomics. This field of biology encompasses post-transcriptional chemical modifications of RNA that provide cells with a unique mechanism for regulating proteins critical for cellular growth and differentiation. By targeting cancer-linked RNA-modifying proteins (RMPs) with precision therapies, they aim to translate extraordinary science into life-changing therapies for patients.",Late Stage Venture,178000000,USD,178000000
Edgewise Therapeutics,https://www.crunchbase.com/organization/edgewise-therapeutics,"Biopharma, Biotechnology, Health Care","Boulder, Colorado, United States","Edgewise Therapeutics is a clinical-stage biopharmaceutical company focused on the discovery, development and commercialization.","1,156",$50M to $100M,Active,2017-01-01,day,2021-03-26,day,,,For Profit,https://www.edgewisetx.com,"Edgewise Therapeutics is a clinical-stage biopharmaceutical company focused on the discovery, development and commercialization of innovative treatments for severe, rare muscle disorders for which there is significant unmet medical need. Guided by its holistic drug discovery approach to targeting the muscle as an organ, Edgewise has combined its foundational expertise in muscle biology and small molecule engineering to build its proprietary, muscle focused drug discovery platform. Edgewise’s platform utilizes custom-built high throughput and translatable systems that measure integrated muscle function in whole organ extracts to identify small molecule precision medicines regulating key proteins in muscle tissue, initially focused on addressing rare neuromuscular and cardiac diseases.",IPO,538500000,USD,538500000
Deepcell,https://www.crunchbase.com/organization/deepcell,"Artificial Intelligence (AI), Biotechnology, Genetics, Health Care","Menlo Park, California, United States",Deepcell offers software for single-cell dimensional morphology analysis.,"1,214",$1M to $10M,Active,2017-11-01,month,,,,,For Profit,https://deepcell.com,"Deepcell provides software for single-cell dimensional morphology analysis. They also provide an AI-powered imaging and microfluidics platform that identifies and isolates viable cells based on morphological distinctions for use in translational research, diagnostic testing, and therapeutics.",Early Stage Venture,98000000,USD,98000000
Kymera Therapeutics,https://www.crunchbase.com/organization/kymera-therapeutics,"Biotechnology, Health Care, Medical, Therapeutics","Cambridge, Massachusetts, United States",Kymera Therapeutics is a biotechnology company that specializes in the field of targeted protein degradation.,"1,236",$50M to $100M,Active,2017-01-01,year,2020-08-20,day,,,For Profit,http://www.kymeratx.com/,Kymera Therapeutics is a biotechnology company that specializes in the field of targeted protein degradation. It features a proprietary predictive modeling degradation platform with a novel small molecule modality to accelerate the drug discovery designed for disease-causing proteins.,IPO,879000000,USD,879000000
Element Biosciences,https://www.crunchbase.com/organization/element-bioscience,"Biotechnology, Genetics, Health Diagnostics, Life Science","San Diego, California, United States",Element Biosciences is a multi-disciplinary startup focused on innovating genetic analysis tools for the research and diagnostic markets.,"1,365",,Active,2017-07-07,day,,,,,For Profit,https://www.elementbiosciences.com,"Element Biosciences is a multi-disciplinary startup focused on innovating genetic analysis tools for the research and diagnostic markets. We are developing a modular and high-performing DNA sequencing platform that will deliver high quality data, workflow flexibility, and make next-generation sequencing technology more accessible. Our proprietary approach to improve the signal-to-noise ratio allows us to provide groundbreaking innovations in surface chemistry, instrumentation and biochemistry to drastically decrease the run cost and capital cost while delivering high sequencing data quality.",Late Stage Venture,401000000,USD,401000000
Asimov,https://www.crunchbase.com/organization/asimov-2,"Artificial Intelligence (AI), Biotechnology, Software, Therapeutics","Boston, Massachusetts, United States",Asimov employs artificial intelligence to develop tools for the design and manufacture of next-generation therapeutics.,"1,951",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.asimov.com,"Asimov creates tools for programming living cells. Its multidisciplinary team is advancing the design and manufacture of biologics and gene therapies by integrating mammalian synthetic biology, computer-aided design, and machine learning. Asimov was established in 2017 by Raja Srinivas in Boston, Massachusetts.",Early Stage Venture,205000000,USD,205000000
ElevateBio,https://www.crunchbase.com/organization/elevatebio,"Alternative Medicine, Biotechnology, Information Technology","Waltham, Massachusetts, United States",ElevateBio is a biotechnology company that specializes in cell and gene-based therapies.,"2,010",$100M to $500M,Active,2017-01-01,year,,,,,For Profit,https://www.elevate.bio,"ElevateBio is an operator of a portfolio of cell and gene therapy companies intended to develop, manufacture, and commercialize life-transforming medicines. The company creates a portfolio through partnerships with the world's innovative scientists and inventors as well as it created a centralized facility that integrates all the elements that translate cell and gene therapy R&D into commercially viable therapies quickly and efficiently, enabling patients to get medical products to treat severe diseases. Vikas Sinha, Mitchell Finer, and David Hallal co-founded ElevateBio in Cambridge, Massachusetts in 2017.",Late Stage Venture,1246000000,USD,1246000000
Cabaletta Bio,https://www.crunchbase.com/organization/cabaletta-bio,"Biotechnology, Health Care, Medical, Robotics, Therapeutics","Philadelphia, Pennsylvania, United States",Cabaletta Bio has adapted clinically-validated and FDA-approved CAR T cell technology to target B cell-mediated autoimmune diseases.,"2,106",$1M to $10M,Active,2017-06-01,month,2019-10-24,day,,,For Profit,https://www.cabalettabio.com/,"Cabaletta Bio is a biopharmaceutical company focused on the discovery and development of cellular therapies for B cell-mediated autoimmune diseases. The company's therapeutic platform produces highly selective autologous chimeric autoantibody receptor (CAAR) T cells that bind and destroy only disease-causing B cells while sparing healthy B cells which are essential for human health.  Cabaletta has signed an exclusive licensing agreement and partnership with Penn focused on treating B cell-mediated autoimmune diseases with CAAR T cells.  Cabaletta was founded by Dr. Michael Milone, Dr. Aimee Payne and Dr. Steven Nichtberger. Dr. Milone and Dr. Payne are physicians/scientists at Penn and also serve as co-chairs of Cabaletta’s Scientific Advisory Board. The Company’s lead therapeutic program is a potential treatment for a prototypical B cell-mediated autoimmune disease, mucosal pemphigus Vulgaris (mPV).  mPV is a rare skin disorder that causes painful blisters and sores on mucous membranes such as the mouth, nose, throat, and genitals, leading to severe and sometimes debilitating and life-altering effects.",IPO,210000000,USD,210000000
Brightseed,https://www.crunchbase.com/organization/brightseed,"Artificial Intelligence (AI), Biotechnology, Food and Beverage, Pharmaceutical, Wellness","San Francisco, California, United States",Brightseed uses artificial intelligence and machine learning to discover the potential of plant compounds for various applications.,"2,281",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://brightseedbio.com,"Brightseed is a pioneer in biosciences and artificial intelligence that illuminates nature to restore human health. Through Forager® A.I. and clinical evaluation, Brightseed helps companies gain the deepest insight into bioactives and their innovation potential. Forager A.I. accelerates bioactive discovery and biological validation from years to months – and is rapidly revealing new connections between nature and humanity. Brightseed partners with companies across the consumer health continuum to provide novel insights and science-backed health solutions.  Bioactives are small molecule compounds produced by plants, fungi, and microbes that grow in and adapt to environments that present a wide range of challenges to their survival. Bioactives also benefit the health of humans – they are the enlivening caffeine in tea, the powerful antioxidant lycopene in tomatoes, and they inform active ingredients in medicines like Taxol, Aspirin, and Metformin, a first-line treatment for Type 2 diabetes, derived from the French lilac flower. Science has long known that bioactives are critical to human health, yet the vast majority remain unknown and uncharted. Brightseed’s A.I., Forager®, discovers bioactives in nature and maps them to human health outcomes at a rate and accuracy that was previously impossible.",Early Stage Venture,120800000,USD,120800000
Mammoth Biosciences,https://www.crunchbase.com/organization/mammoth-biosciences,"Biotechnology, Genetics, Health Diagnostics, Life Science","San Francisco, California, United States","Mammoth Biosciences develops novel CRISPR applications for disease detection, research, agriculture, biodefense, and more.","2,544",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://mammoth.bio/,"Mammoth Biosciences is harnessing the diversity of nature to power the next-generation of CRISPR products. Through the discovery and development of novel CRISPR systems, the company is enabling the full potential of its platform to read and write the code of life. Mammoth Biosciences aims to democratize disease detection with an easy and affordable point-of-care test that allows real-time and simultaneous detection of multiple conditions.  By leveraging its internal research and development and exclusive licensing to Cas12, Cas13, and Cas14, Mammoth Biosciences can provide enhanced diagnostics and genome editing for life science research, healthcare, agriculture, biodefense and more. Based in South San Francisco, Mammoth Biosciences is co-founded by CRISPR pioneer Jennifer Doudna and principal founders Trevor Martin, Janice Chen, and Lucas Harrington. The firm is backed by top institutional investors including Mayfield, NFX, and 8VC, Decheng Capital and leading individual investors including Brook Byers, Tim Cook, and Jeff Huber. Mammoth has also been working on developing a rapid COVID-19 test.",Late Stage Venture,264545000,USD,264545000
Halia Therapeutics,https://www.crunchbase.com/organization/halia-therapeutics,"Biotechnology, Medical, Pharmaceutical","Lehi, Utah, United States",Halia Therapeutics is a biopharmaceutical company manufacturing therapies to improve the lives of patients with inflammatory disorders.,"2,703",,Active,2017-01-01,year,,,,,For Profit,https://haliatx.com,Halia Therapeutics is a preclinical-stage biopharmaceutical company manufacturing novel therapies to improve the lives of patients with inflammatory disorders and neurological diseases. Halia Therapeutics does this by advancing innovative medicines that target the immune system's response to resolve chronic inflammation and eliminate the damage caused by aberrantly activated immune responses. Halia Therapeutics takes a novel approach to drug discovery by translating advances in understanding of the role of inflammation in human pathologies such as cancer and neurodegenerative diseases.,Late Stage Venture,47223332,USD,47223332
Restor3d,https://www.crunchbase.com/organization/restor3d,"3D Printing, 3D Technology, Artificial Intelligence (AI), Biotechnology, Medical Device","Durham, North Carolina, United States","Restor3d offers surgeons with biomaterials, 3D printing technologies, and artificial intelligence to repair and rebuild the human body.","2,909",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,http://www.restor3d.com,"restor3d enables surgeons to improve the reconstruction and repair of the human body through 3D printed implants. The company is leveraging expertise and experience in 3D printing of key biomedical materials spanning a wide range of properties, restor3d seeks to improve medical device solutions.",,58968570,USD,58968570
Harmony Biosciences,https://www.crunchbase.com/organization/harmony-biosciences,"Biopharma, Biotechnology, Health Care","Plymouth Meeting, Pennsylvania, United States",Harmony Biosciences is a pharmaceutical company that develops and commercializes novel therapies for rare neurological disorders.,"3,128",$10M to $50M,Active,2017-10-01,day,2020-08-19,day,,,For Profit,https://www.harmonybiosciences.com,"Harmony Biosciences is a pharmaceutical company headquartered in Plymouth Meeting, PA. The company was established in October 2017 with a vision to develop and commercialize innovative therapies for people living with rare neurological disorders who have unmet medical needs.",IPO,1235000000,USD,1235000000
