Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Guardant Health,https://www.crunchbase.com/organization/guardant-health,"Biotechnology, Health Care, Health Diagnostics, Oncology, Therapeutics","Redwood City, California, United States","Guardant Health is a precision oncology company that uses blood tests, data sets, and analytics to provide treatment to cancer patients.","1,299",$50M to $100M,Active,2012-01-01,year,2018-10-04,day,,,For Profit,http://guardanthealth.com,"Guardant Health is committed to positively and significantly impacting patient health through technology breakthroughs that address long-standing unmet needs in oncology. Guardant is backed by Sequoia Capital, led by a seasoned management team comprising thought leaders and successful serial entrepreneurs in next-generation sequencing and rare-cell diagnostics, and is closely advised by an oncologist-led medical steering committee from leading cancer centers across North America and abroad.",IPO,890700000,USD,890700000
Skye Bioscience,https://www.crunchbase.com/organization/nemus-bioscience,"Biotechnology, Medical, Pharmaceutical","San Diego, California, United States",Skye Bioscience is a pharmaceutical company developing new therapeutic outcomes for diseases.,"1,947",$1M to $10M,Active,2012-01-01,year,2014-12-01,day,,,For Profit,https://skyebioscience.com,"Skye Bioscience is a pharmaceutical company providing new therapeutic outcomes for diseases with significant prevalence and unmet needs. It develops proprietary molecules to treat diseases involving inflammatory, fibrotic, and metabolic conditions.",IPO,111085989,USD,111085989
10X Genomics,https://www.crunchbase.com/organization/10x-genomics,"Biotechnology, Genetics, Health Care, Medical","Pleasanton, California, United States",10X Genomics ELV solutions and security systems company that provides an innovative genomics platform.,"2,019",$50M to $100M,Active,2012-01-01,year,2019-09-11,day,,,For Profit,http://10xgenomics.com,10x Genomics is creating revolutionary DNA sequencing technology to help researchers better identify subtle variations that are overlooked by technologies that shred biological samples into tiny fragments before sequencing the short stretches and using computers to assembling them into a genome.,IPO,242600000,USD,242600000
Atara Biotherapeutics,https://www.crunchbase.com/organization/atara-biotherapeutics,"Biotechnology, Health Care, Oncology, Therapeutics","South San Francisco, California, United States","Atara Biotherapeutics (Nasdaq: ATRA) is an off-the-shelf, allogeneic T-cell immunotherapy company.","2,025",$10M to $50M,Active,2012-01-01,year,2014-10-16,day,,,For Profit,http://atarabio.com,"Atara Biotherapeutics, Inc. (@Atarabio) is an off-the-shelf, allogeneic T-cell immunotherapy company developing novel treatments for patients with cancer, autoimmune, and viral diseases. Atara’s technology platform leverages research collaborations with leading academic institutions with the Company’s scientific, clinical, regulatory, and manufacturing expertise. Atara’s pipeline includes tab-cel® (tabelecleucel), which is in Phase 3 development for patients with Epstein-Barr virus-associated post-transplant lymphoproliferative disorder (EBV+ PTLD) as well as in earlier stage development for other EBV-associated hematologic malignancies and solid tumors, including nasopharyngeal carcinoma (NPC); T-cell immunotherapies targeting EBV antigens believed to be important for the potential treatment of multiple sclerosis; and next-generation chimeric antigen receptor T-cell (CAR T) immunotherapies. The company was founded in 2012 and is co-located in South San Francisco and Southern California. Our Southern California hub is anchored by the state-of-the-art Atara T-cell Operations and Manufacturing (ATOM) facility in Thousand Oaks, California. For additional information about the company, please visit atarabio.com.",IPO,499816156,USD,499816156
Synthego,https://www.crunchbase.com/organization/stealthy,"Artificial Intelligence (AI), Biotechnology, Genetics, Industrial Automation, Innovation Management, Life Science, Machine Learning, Software","Redwood City, California, United States",Synthego is a genome engineering company that enables access to CRISPR to accelerate life science research and development.,"2,150",$1M to $10M,Active,2012-07-01,day,,,,,For Profit,http://www.synthego.com,"Synthego is a genome engineering company that enables the acceleration of life science research and development in the pursuit of improved human health. The company leverages machine learning, automation, and gene editing to build platforms for science at scale. With its foundations in engineering disciplines, the company’s full-stack platform vertically integrates proprietary hardware, software, bioinformatics, chemistries, and molecular biology to advance both basic research and therapeutic development programs. By providing both commercial and academic researchers and therapeutic developers with unprecedented access to cutting-edge genome engineering, Synthego is at the forefront of innovation, accelerating the development of truly engineered biology. The company was founded in 2012 and is based in Redwood City, California.",Late Stage Venture,459694663,USD,459694663
Effector Therapeutics,https://www.crunchbase.com/organization/effector-therapeutics,"Biotechnology, Health Care, Medical","San Diego, California, United States",Effector Therapeutics is an early-stage company focused on the discovery and development of small molecule cancer therapeutics.,"2,254",$10M to $50M,Active,2012-01-01,year,2021-08-26,day,,,For Profit,http://effector.com,"eFFECTOR is a clinical stage biopharmaceutical company focused on pioneering the development of a new class of oncology drugs referred to as selective translation regulator inhibitors (STRIs). eFFECTOR’s STRI product candidates target the eIF4F complex and its activating kinase, mitogen-activated protein kinase 1/2 (MNK 1/2). The eIF4F complex is a central node where two of the most frequently mutated signaling pathways in cancer, the PI3K-AKT and RAS-MEK pathways, converge to activate the translation of select messenger RNA into proteins that are frequent culprits in key disease driving processes. Each of eFFECTOR’s product candidates is designed to act on a single protein that drives the expression of multiple functionally related proteins, including oncoproteins and immunosuppressive proteins in T cells, that together control tumor growth, survival and immune evasion. eFFECTOR’s lead product candidate, tomivosertib, is a MNK 1/2 inhibitor.  KICKSTART, a randomized, double-blind, placebo controlled Phase 2b trial of tomivorsertib in NSCLC in combination with pembrolizumab is currently open for enrollment. Zotatifin, eFFECTOR’s inhibitor of eIF4A, is currently in the dose-escalation portion of a Phase 1/2 trial, with Phase 2a expansion cohorts expected to initiate in the second half of 2021. eFFECTOR has a global collaboration with Pfizer to develop inhibitors of a third target, eIF4E.",IPO,242522514,USD,242522514
Click Therapeutics,https://www.crunchbase.com/organization/click-therapeutics,"Biotechnology, Health Care, Medical Device, Pharmaceutical, Therapeutics","New York, New York, United States",Click Therapeutics delivers safe and effective digital treatments to patients in need.,"2,476",$1M to $10M,Active,2012-04-01,month,,,,,For Profit,http://www.clicktherapeutics.com,"Click Therapeutics develops and commercializes software as medical treatments for people with unmet medical needs. Through cognitive and neurobehavioral mechanisms, Click’s Digital Therapeutics™ enable change within individuals, and are designed to be used independently or in conjunction with biomedical treatments. The Clickometrics® adaptive data science platform continuously personalizes user experience to optimize engagement and outcomes. Following a groundbreaking clinical trial, Click’s industry-leading smoking cessation program is available nationwide through a wide variety of payers, providers, and employers. Click’s lead prescription program is entering into a multi-center, randomized, controlled, parallel-group, phase III FDA registration trial for the treatment of Major Depressive Disorder in adults.",Early Stage Venture,946382500,USD,946382500
Atomwise,https://www.crunchbase.com/organization/atomwise,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical, Pharmaceutical","San Francisco, California, United States",Atomwise develops artificial intelligence systems using powerful deep learning algorithms and supercomputers for drug discovery.,"2,520",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://www.atomwise.com,"Atomwise is a preclinical pharma company revolutionizing how drugs are discovered with AI. We invented the use of deep learning for structure-based drug discovery, today developing a pipeline of small-molecule drug candidates advancing into preclinical studies. Our AtomNet® technology has been used to unlock more undruggable targets than any other AI drug discovery platform. We are tackling over 600 unique disease targets with more than 250 partners around the world, including leading pharmaceutical, agrochemical, and emerging biotechnology companies. Atomwise has raised over $174 million from leading venture capital firms to advance our mission to make better medicines, faster. Learn more at atomwise.com, or connect on Twitter and LinkedIn.",Early Stage Venture,176645000,USD,176645000
Cingulate Therapeutics,https://www.crunchbase.com/organization/cingulate-therapeutics,"Biotechnology, Health Care, Medical","Morristown, New Jersey, United States",Cingulate Therapeutics uses a unique combination of delivery technology and proven medications that creates an unmatched release profile.,"2,540",$1M to $10M,Active,2012-12-01,day,2021-12-08,day,,,For Profit,https://cingulate.com,"Their unique combination of cutting-edge delivery technology and proven medications will create an unmatched release profile - allowing for rapid onset of action, reliable duration lasting the entire active day, and a favorable tolerability profile - all within a once-daily, oral dose for superior patient efficacy, safety, and convenience.    CTx has executed an exclusive agreement with Catalent Pharma Solutions to develop both assets using Catalent’s patented, commercially proven OptiDose technology. OptiDose is a state-of-the-art manufacturing process that allows for faster, more efficient manufacturing (up to 100,000 units/hr), optimized drug delivery for better efficacy and significant COGm savings (approx. 75% less costly than current manufacturing technologies).    IP, in the form of an existing body of patents (28 currently) – along with the filing of multiple provisional applications (beginning Q1-2015) – assure CTx and their investment partners, strong IP continuity and protection throughout development and into divestiture or commercialization.    Two stimulants (both having been in clinical use for 50+ years) account for >90% of ADHD Rx’s written. These stimulants generally provide “partial-day” therapeutic efficacy, of 6-12 hours. Ongoing research suggests at least half of these patients require additional dosing to obtain “full-day” therapeutic efficacy. This “combination dosing” (taking an extended-release dose in the morning combined with an immediate release dose in the afternoon) often produces negative consequences, including insomnia, weight-loss, poor patient compliance, irritability/agitation, and overall therapeutic failure.    CTx's development of these two assets – using the two aforementioned, generic stimulants –target the large, unmet need for single-dose, “full-day” therapeutic efficacy. CTx expects to have Immediate traction in both this $2-$3 Billion (projected) “combination-dose” market, as well as the “overall” $9B ADHD market.",IPO,29175000,USD,29175000
Allakos,https://www.crunchbase.com/organization/allakos,"Biopharma, Biotechnology, Health Care, Therapeutics","San Carlos, California, United States","Allakos is a biotechnology company developing therapeutic antibodies targeting allergy, inflammatory and proliferative diseases.","3,584",$1M to $10M,Active,2012-01-01,year,2018-07-19,day,,,For Profit,https://www.allakos.com,"Allakos develops antibody-based therapeutics to treat diseases in which dysregulation of the T-helper type 2 immune response plays a key role in pathology, including allergic disease, inflammation, and diseases characterized by excess production of inflammatory cells. Its antibodies target cell types implicated in allergic and inflammatory responses.  Allakos was founded in 2012 and is headquartered in San Carlos, California.",IPO,312449545,USD,312449545
