Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Natera,https://www.crunchbase.com/organization/natera,"Biotechnology, Genetics, Health Diagnostics, Medical, Women's","San Carlos, California, United States","Natera specializes in cell-free DNA testing to provide a more targeted interventions to oncology, women's health, and organ health.",608,$500M to $1B,Active,2004-01-01,year,2015-07-10,day,,,For Profit,https://www.natera.com/,"Natera specializes in cell-free DNA testing and is driven by a passion for elevating the science and utility of prenatal testing. The advent of the Information Age has created a paradigm shift in the fields of computing and informatics. Surprisingly, medical diagnostics have been slow to integrate these advances into genetic testing.",IPO,1163150000,USD,1163150000
Vaxart,https://www.crunchbase.com/organization/vaxart,"Biotechnology, Health Care, Medical Device","San Francisco, California, United States",Vaxart is a biotechnology company that develops vaccine technology for the treatment of infectious diseases.,"1,050",$1M to $10M,Active,2004-01-01,year,2018-02-14,day,,,For Profit,http://vaxart.com,"Vaxart is a clinical-stage company focused on developing oral recombinant protein vaccines based on its proprietary oral vaccine platform and direct-acting antivirals to treat infections that have limited therapeutic options. Vaxart’s oral vaccines are designed to generate broad and durable immune responses that protect against a wide range of infectious diseases and may be useful for the treatment of chronic viral infections and cancer. Vaxart’s oral vaccines are administered using a convenient room temperature-stable tablet, rather than by injection. Vaxart believes that tablet vaccines are easier to distribute and administer than injectable vaccines, and have the potential to significantly increase vaccination rates. Vaxart’s development programs include oral tablet vaccines that are designed to protect against norovirus, seasonal influenza and respiratory syncytial virus (RSV), as well as a therapeutic vaccine for human papillomavirus (HPV). Through the merger, Vaxart also acquired antiviral drug candidates, including teslexivir (BTA074), an antiviral treatment for condyloma caused by HPV types 6 and 11.",IPO,98668419,USD,98668419
Establishment Labs,https://www.crunchbase.com/organization/establishment-labs,"Biotechnology, Health Care, Manufacturing, Medical Device","New York, New York, United States","Establishment Labs, the next generation breast aesthetics company,","1,472",$50M to $100M,Active,2004-01-01,year,2018-07-18,day,,,For Profit,http://establishmentlabs.com/,"Establishment Labs is a medical technology company with a strong emphasis on innovation that designs, develops, manufactures and markets an innovative product portfolio. Its CE-marked Motiva Implants® line of silicone breast implants (http://www.motivaimplants.com) utilizes ultra-high purity medical-grade silicone and is subject to the strictest quality assurance testing throughout the manufacturing process. Motiva Implants are sold in more than 60 countries worldwide. Puregraft®’s FDA cleared and CE-Marked technology provides plastic surgeons with purified fat for reinjection on the sterile field and is used in hospitals and clinics around the world. Divina® is a proprietary 3D imaging technology for full integration in consultation and surgical planning of unique solutions for breast aesthetics and reconstruction. All manufacturing facilities are fully compliant with both FDA and ISO applicable standards.",IPO,530700000,USD,530700000
Talphera,https://www.crunchbase.com/organization/acelrx-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Redwood City, California, United States",Talphera focuses on the development and commercialization of therapies for the treatment of pain and other conditions.,"1,759",$1M to $10M,Active,2005-01-01,year,2011-02-11,day,,,For Profit,https://talphera.com/,"Talphera is a specialty pharmaceutical company developing and commercializing therapies in medically supervised settings. It offers NanoTab, a tablet for oral transmucosal administration. The company also provides Sufentanil NanoTab PCA system, a sublingual patient-controlled analgesia system with a drug/device combination product candidate for the management of acute postoperative pain in hospital settings; Sufentanil NanoTab BTP management systems for the treatment option for patients with cancer pain; and Sufentanil/Triazolam NanoTab, which provides analgesia and sedation for minor outpatient procedures.",IPO,191654902,USD,191654902
OPKO Health,https://www.crunchbase.com/organization/opko-health,"Biotechnology, Health Diagnostics, Pharmaceutical","Miami, Florida, United States",Opko Health engages in the discovery and development of novel and proprietary technologies for pharmaceuticals and diagnostics.,"1,785",$100M to $500M,Active,2005-01-01,year,2007-06-22,day,,,For Profit,http://www.opko.com,"OPKO Health, Inc. is a multi-national pharmaceutical and diagnostics company that aims to establish industry-leading positions in large and rapidly growing medical markets by leveraging its discovery, development, and commercialization expertise and its novel and proprietary technologies. The company intends to leverage its global commercialization expertise to pursue acquisitions of commercial businesses that will both drive growth and provide geographically diverse sales and distribution opportunities. OPKO has and may continue to make investments in other early stage companies that the company perceives to have valuable proprietary technology and significant potential to create value for OPKO as a shareholder.",IPO,436000000,USD,436000000
Liquidia Technologies,https://www.crunchbase.com/organization/liquidia-technologies,"Biopharma, Biotechnology, Health Care, Nanotechnology, Therapeutics","Morrisville, North Carolina, United States",Liquidia Technologies is a clinical biopharmaceutical company focused on the development and commercialization of human therapeutics.,"2,392",$10M to $50M,Active,2004-01-01,year,2018-07-25,day,,,For Profit,http://www.liquidia.com,"Liquidia Technologies is a late-stage clinical biopharmaceutical company focused on the development and commercialization of human therapeutics using our proprietary PRINT technology to transform the lives of patients. PRINT technology is a particle engineering platform that enables the precise production of uniform drug particles designed to improve the safety, efficacy, and performance of a wide range of therapies. Currently, Liquidia is developing two product candidates from its own pipeline: LIQ861 for the treatment of pulmonary arterial hypertension (PAH) and LIQ865 for the treatment of local post-operative pain. In addition to developing our own product candidates, Liquidia collaborates with leading pharmaceutical companies to apply our PRINT technology across a wide range of therapeutic areas, molecule types, and routes of administration.",IPO,415899994,USD,415899994
PacBio,https://www.crunchbase.com/organization/pacific-biosciences,"Biotechnology, Chemical, Genetics, Life Science, Medical","Menlo Park, California, United States","PacBio is a biotechnology company that designs, develops, and manufactures sequencing systems.","2,655",$100M to $500M,Active,2004-01-01,year,2010-10-27,day,,,For Profit,https://www.pacb.com,"PacBio designs, develops, and manufactures sequencing systems to resolve genetically complex problems. Its single molecule real-time (SMRT) sequencing technology enables single molecule real-time detection of biological processes.",IPO,1960720000,USD,1960720000
Gevo,https://www.crunchbase.com/organization/gevo,"Biotechnology, Energy, Fossil Fuels, Fuel, Renewable Energy","Englewood, Colorado, United States","Gevo focuses on the production of isobutanol, thereby bringing renewable and cost-effective fossil fuel alternatives to consumers worldwide.","3,380",$10M to $50M,Active,2005-01-01,year,2011-02-09,day,,,For Profit,http://www.gevo.com,"Gevo brings renewable and cost-effective fossil fuel alternatives to consumers worldwide will be absolutely essential to meet increasing energy demands and save their earth from global warming.  Gevo focuses on the production of isobutanol.  The company uses low-carbon renewable resource-based carbohydrates as raw materials and is developing renewable electricity and renewable natural gas for use in production processes, resulting in low-carbon fuels with substantially reduced carbon intensity. Their products perform as well or better than traditional fossil-based fuels in infrastructure and engines, but with substantially reduced greenhouse gas emissions. In addition to addressing the problems of fuels, Gevo’s technology also enables certain plastics, such as polyester, to be made with more sustainable ingredients. Gevo was founded in 2005 and is based in Englewood, CO, USA.",IPO,578660000,USD,578660000
Biodesix,https://www.crunchbase.com/organization/biodesix,"Biotechnology, Health Care, Health Diagnostics, Medical","Broomfield, Colorado, United States",Biodesix is a data-driven diagnostic solutions company that provides lung cancer diagnostic testing and biopharma services.,"4,988",$10M to $50M,Active,2005-01-01,year,2020-10-28,day,,,For Profit,http://www.biodesix.com,"Biodesix is a data-driven diagnostic solutions company that provides lung cancer diagnostic testing and biopharma services. The company provides physicians with diagnostic tests for earlier disease detection, more accurate diagnosis, disease monitoring, and better therapeutic guidance, which may lead to improved patient outcomes. Biodesix discovers, develops, and commercializes multivariate protein diagnostics based on its proprietary mass spectrometry-based discovery platform. VeriStrat, a multivariate serum protein test, is Biodesix’s first product developed with this technology. The commercially available test provides oncologists with information to help them select between erlotinib and single-agent chemotherapy for advanced lung cancer patients. Tests are processed in Biodesix’s CLIA-certified laboratory and results are reported in less than 72 hours. In addition to developing novel diagnostics independently, the company also partners with biotechnology and pharmaceutical companies to develop companion diagnostics to improve the utility of therapeutic agents.",IPO,390266330,USD,390266330
Syndax Pharmaceuticals,https://www.crunchbase.com/organization/sndax-pharmaceuticals,"Biotechnology, Clinical Trials, Health Care, Pharmaceutical","Waltham, Massachusetts, United States",Syndax Pharmaceuticals focuses on developing an HDAC inhibitor for solid tumors and hematological tumors.,"5,677",$100M to $500M,Active,2005-01-01,year,2016-03-03,day,,,For Profit,http://www.syndax.com,"Syndax Pharmaceuticals is a clinical-stage pharmaceutical company that focuses on an HDAC inhibitor for solid tumors and hematological tumors. It offers therapies to treat solid tumors and lung, breast, and hematological cancer. The company is developing axatilimab, a monoclonal antibody that blocks the colony-stimulating factor 1 (CSF-1) receptor, in development for chronic Graft versus Host Disease, and entinostat, a class I HDAC inhibitor. Syndax Pharmaceuticals pipeline includes and SNDX-5613, a highly selective inhibitor of the Menin–MLL binding interaction, in development for the treatment of patients with MLLr and NPM1 acute leukemias.",IPO,803581951,USD,803581951
