Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Elephas,https://www.crunchbase.com/organization/elephas-biosciences,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical","Madison, Wisconsin, United States","Elephas harnesses latest advances in cancer biology, multimodal microscopy, and artificial intelligence to empower clinical decision-making.",574,$1M to $10M,Active,2020-05-01,month,,,,,For Profit,https://elephas.com/,"Disruption in healthcare is accelerated by the need for improved diagnostics, novel pharmaceutical therapies, and the shift to patient-centric solutions. With the mission to tackle the massive oncology dilemma, Elephas is leading the way to change how clinicians treat cancer patients. By harnessing the latest advances in cancer biology, multimodal microscopy, and artificial intelligence, the Elephas platform has the ability to empower clinical decision-making and accelerate drug development.",Late Stage Venture,178500000,USD,178500000
Comanche Biopharma,https://www.crunchbase.com/organization/comanche-biopharma,"Biopharma, Biotechnology, Pharmaceutical","Concord, Massachusetts, United States",Comanche Biopharma is a biopharmaceutical company that develops siRNA therapy for the treatment of preeclampsia.,"1,131",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://comanchebiopharma.com,Comanche Biopharma is a biopharmaceutical company that develops siRNA therapy for the treatment of preeclampsia. The company aims to lower the risks of pregnancy and prematurity by safely sustaining natural pregnancy and allowing fetal maturation.,Early Stage Venture,111100007,USD,111100007
Vivodyne,https://www.crunchbase.com/organization/vivodyne,"Biotechnology, Lifestyle, Medical","Philadelphia, Pennsylvania, United States",Vivodyne develops an automated robotic system that discovers life-changing drugs and cellular therapies.,"1,953",$10M to $50M,Active,2020-01-01,year,,,,,For Profit,https://vivodyne.com,Vivodyne develops an automated robotic system that discovers life-changing drugs and cellular therapies. Its platform cultures the most realistic human tissues ever lab-grown to answer deep questions about human health.,Seed,39999996,USD,39999996
Truveta,https://www.crunchbase.com/organization/truveta,"Biotechnology, Health Care, Wellness","Seattle, Washington, United States","Truveta is a healthcare data platform collaboration with physicians, life science researchers, and others in the healthcare community.","2,242",$10M to $50M,Active,2020-01-01,year,,,,,For Profit,https://www.truveta.com/,"Truveta is a healthcare data platform collaboration with physicians, life science researchers, and others in the healthcare community.",,195000000,USD,195000000
Clarametyx Biosciences,https://www.crunchbase.com/organization/clarametyx-biosciences,"Biotechnology, Health Care, Medical, Pharmaceutical","Columbus, Ohio, United States",Clarametyx Biosciences is a late preclinical stage biotechnology company.,"2,395",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://clarametyx.com/,"Clarametyx Biosciences is a late preclinical stage biotechnology company developing targeted, immune-enabling biologic therapies to counter persistent infections associated with biofilms.",Early Stage Venture,59240000,USD,59240000
Seismic Therapeutic,https://www.crunchbase.com/organization/seismic-therapeutic,"Biotechnology, Health Care, Life Science, Medical","Watertown, Massachusetts, United States",Seismic Therapeutic is a biotechnology company developing machine-learning technology for immunology drug development.,"2,474",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://seismictx.com,"Seismic Therapeutic is a biotechnology company integrating machine learning across the entire biologics discovery process to accelerate immunology drug development. Using its IMPACT™ platform, the company is addressing the central challenges of biologics discovery and development by fully integrating machine learning with the key elements of biologics drug discovery—structural biology, protein engineering, and translational immunology—to create optimized therapies on an accelerated path to patients. Seismic Therapeutic has a pipeline of biologics to address adaptive immune system dysregulation and treat autoimmune diseases.",Early Stage Venture,222000000,USD,222000000
Sudo Biosciences,https://www.crunchbase.com/organization/sudo-biosciences,"Biopharma, Biotechnology, Health Care, Life Science, Medical","Carmel, Indiana, United States",Sudo Biosciences is a biopharma company that designs and develops medicines that target the tyrosine kinase 2 (TYK2) pseudokinase domain.,"3,095",$10M to $50M,Active,2020-01-01,year,,,,,For Profit,https://www.sudobio.com,"Sudo Biosciences is a biopharmaceutical company that designs and develops medicines that target the tyrosine kinase 2 (TYK2) pseudokinase domain, a crucial mediator in cytokine signaling pathways that have been linked to a broad range of immune-mediated inflammatory conditions. Its pipeline of next-generation TYK2 inhibitors includes a potential brain-penetrant candidate for the treatment of multiple sclerosis and neurodegenerative diseases with underlying neuroinflammation and a potential topical candidate for immune-mediated dermatologic diseases. It helps patients receive the cure or the treatment of multiple sclerosis and neurodegenerative diseases with underlying neuroinflammation at a competitive cost.",Early Stage Venture,153000000,USD,153000000
Bicara Therapeutics,https://www.crunchbase.com/organization/bicara-therapeutics,"Biopharma, Biotechnology, Life Science, Oncology, Therapeutics","Cambridge, Massachusetts, United States","Bicara Therapeutics develops dual-action cancer therapies, combining targeted treatments with tumor modulators for enhanced impact.","3,265",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.bicara.com,"Bicara Therapeutics is a clinical-stage biotechnology startup focused on developing dual-action biologics. The business is developing bifunctional antibodies that are designed to deliver an immunomodulatory payload directly to the tumor microenvironment, assisting cancer patients in increasing immune cell activity and potentially providing long-term efficacy.",Late Stage Venture,313000000,USD,313000000
Cellanome,https://www.crunchbase.com/organization/cellanome,"Biotechnology, Genetics, Life Science","Redwood City, California, United States",Cellanome engages in cutting-edge synthetic biology and informatics methods through its multi-omics platform.,"3,269",$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://cellanome.com,"Cellanome engages in cutting-edge synthetic biology and informatics methods through its multi-omics platform. The company's platform specializes in molecular biology, biochemistry, microfluidics, integrated sensors, and genome sequencing, enabling scientists to create novel solutions to challenging biological issues. Cellanome was established in 2020 by Mostafa Ronaghi in Redwood City, California.",Early Stage Venture,63714701,USD,63714701
Carbonwave,https://www.crunchbase.com/organization/c-combinator,"Advanced Materials, Agriculture, Biotechnology, Cosmetics, Life Science","Boston, Massachusetts, United States","Carbonwave is a leading developer of ultra-regenerative, plant-based, biomaterials from seaweed.","3,298",$1M to $10M,Active,2020-01-01,month,,,,,For Profit,https://www.carbonwave.com/,"Seaweed provides a sustainable and regenerative platform to address CO2 sequestration, pollution and volatility from our climate emergency. Our systems-level approach means that every part of our operation - from collection to distribution - is geared at restoring vital ecosystems and supporting resilient circular economies.",,19040000,USD,19040000
