Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Organization),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
GenSight Biologics,https://www.crunchbase.com/organization/gensight-biologics,"Biotechnology, Genetics, Health Care, Medical","Paris, Ile-de-France, France",GenSight Biologics develops gene therapy-based treatments for retinal degenerative diseases.,"1,999",$1M to $10M,Active,2012-01-01,year,2016-07-13,day,,,For Profit,https://www.gensight-biologics.com/,"GenSight Biologics develops gene therapy-based treatments for retinal degenerative diseases. GenSight Biologics is a privately owned biopharmaceutical company, dedicated to the development and commercialization of gene therapy-based treatments of retinal degenerative diseases. Based on recent results obtained by the teams of its scientific founders, the company develops innovative approaches to prevent retinal degeneration in selected pathological conditions and to restore vision in patients suffering from very low vision or blindness.",IPO,253884321,USD,253884321
Sensorion,https://www.crunchbase.com/organization/sensorion,"Biopharma, Biotechnology, Health Care, Therapeutics","Clapiers, Languedoc-Roussillon, France",Sensorion is a France-based biopharmaceutical company developing targeted therapeutic solutions for the treatment of vestibular deficits.,"2,299",Less than $1M,Active,2009-01-01,year,2015-04-30,day,,,For Profit,https://www.sensorion.com/,"Sensorion, a Clapiers, France-based biopharmaceutical company specifically dedicated to the development of innovative and targeted therapeutic solutions to treat vestibular deficits.",IPO,98250000,EUR,107121354
Ynsect,https://www.crunchbase.com/organization/ynsect,"Agriculture, AgTech, Animal Feed, Biotechnology, Farming","Fontaine, Bourgogne, France",Ynsect provides products and services that operate in the agro-food and environmental biotech industries.,"2,911",$100M to $500M,Active,2011-01-01,year,,,,,For Profit,https://www.ynsect.com/,"Ynsect provides products and services that operate in the agro-food and environmental biotech industries. It uses the potential of insect nutrients and behaviors to develop novel products and services in collaboration with their clients. Since 2011, Ÿnsect has been transforming farmed insects into premium animal nutrition. They develop innovations to farm insects at a large scale and automate processes to turn insects into the highest quality raw materials for animal feed. Its unique know-how makes Ÿnsect a preferred partner among agri-food professionals, laboratories, investors, public institutions, and insect industry farmers.",Late Stage Venture,579073000,USD,579073000
Vivet Therapeutics,https://www.crunchbase.com/organization/vivet-therapeutics,"Biopharma, Biotechnology, Health Care","Paris, Ile-de-France, France",Vivet Therapeutics is a biotechnology company developing gene therapy treatments for orphan diseases.,"3,255",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,http://www.vivet-therapeutics.com/,"Vivet Therapeutics is dedicated to developing innovative gene therapy treatments for orphan diseases. Vivet Therapeutics is focused on optimizing gene therapy through a partnership with the Fundacion para la Investigacion Medica Aplicada (FIMA) at the Centro de Investigación Medica Aplicada (CIMA, Universidad de Navarra)  to develop new AAV vectors specifically targeting the liver and generating new technologies to optimize gene delivery and long term expression.",,87400000,EUR,97901383
Carbios,https://www.crunchbase.com/organization/carbios,"Biotechnology, Chemical, Chemical Engineering, Recycling","Clermont-ferrand, Auvergne, France",Carbios designs and develops bio-industrial solutions to reinvent the life cycle of plastic and textile polymers.,"3,416",$1M to $10M,Active,2011-01-01,year,2013-12-27,day,,,For Profit,https://www.carbios.com/fr,"Carbios discover and develop enzymatic bioprocesses applied to plastic and textile polymers. They create biodegradable plastics using a process that allows plastic waste to be recycled and a biological pathway for the production of bio-sourced polymers. The company is known for its commitment to creating sustainable technologies that address environmental challenges associated with plastic waste. Carbios has gained attention for its groundbreaking work in enzymatic plastic recycling, with a focus on PET (polyethylene terephthalate), a commonly used plastic in bottles and containers. By using enzymes to break down and recycle PET plastics, Carbios aims to contribute to a circular economy and reduce the environmental impact of plastic pollution.",IPO,73000000,EUR,79889591
Abivax,https://www.crunchbase.com/organization/abivax,"Biotechnology, Health Care, Therapeutics","Paris, Ile-de-France, France",Abivax develops medicines that alter the body's natural immune system mechanisms.,"3,791",$10M to $50M,Active,2013-01-01,year,2015-06-26,day,,,For Profit,http://www.abivax.com,"Abivax is a clinical-stage biotechnology company, that mobilizes the body’s natural immune machinery to treat patients with autoimmune diseases, viral infections, and cancer. Their aim is to use Abivax's drug development platforms to provide novel and effective treatments to patients with large unmet needs in these therapeutic areas.",IPO,376200000,EUR,404933541
Domain Therapeutics,https://www.crunchbase.com/organization/domain-therapeutics,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Illkirch, Alsace, France",Domain Therapeutics develops small molecules targeting G-coupled protein receptors.,"4,124",$1M to $10M,Active,2001-01-01,year,,,,,For Profit,http://www.domaintherapeutics.com,"Domain Therapeutics is a biopharmaceutical company located in Strasbourg, France, dedicated to the discovery and early development of small molecules targeting G-coupled Protein Receptors (GPCRs), one of the best classes of drug targets. Domain Therapeutics is using its innovative and proprietary technology platform DTect-Allâ„¢ to identify orthosteric and allosteric ligands of GPCRs, including the so called Silent Allosteric Modulators (SAMs) that represent a unique source of compounds that cannot be discovered by standard technologies. DTect-Allâ„¢ is able to address difficult GPCRs such as orphan and peptidic GPCRs.",Early Stage Venture,100121670,USD,100121670
Valneva,https://www.crunchbase.com/organization/valneva,"Biotechnology, Health Care, Medical","Saint-herblain, Pays de la Loire, France",Valneva is a specialty vaccine company that develops prophylactic vaccines to treat infectious diseases.,"4,221",$10M to $50M,Active,2013-01-01,year,2021-05-06,day,,,For Profit,http://www.valneva.com,"Valneva is a pharmaceutical company developing prophylactic vaccines to treat infectious diseases. The comapany focused on the development and commercialization of prophylactic vaccines for infectious diseases with significant unmet medical needs. Valneva has leveraged its expertise and capabilities both to successfully commercialize two vaccines and to rapidly advance a broad range of vaccine candidates into and through the clinic, including candidates against Lyme disease, the chikungunya virus, and COVID-19. It was founded in 2013 and is headquartered in Saint-herblain, France.",IPO,744940236,USD,744940236
DNA Script,https://www.crunchbase.com/organization/dna-script,"Biotechnology, Health Care, Life Science, Medical","Le Kremlin-bicêtre, Ile-de-France, France",DNA Script is a disruptive DNA synthesis company harnessing biology to accelerate breakthroughs in life science and human health.,"4,583",$50M to $100M,Active,2014-01-01,year,,,,,For Profit,https://www.dnascript.com,"DNA Script is a disruptive DNA synthesis company engineering biology to accelerate breakthroughs in life science and human health. Their revolutionary enzymatic technology powers the world's first benchtop DNA printer, SYNTAX, enabling labs to print their own synthetic oligos for greater workflow control and faster access to results.",Seed,479844098,USD,479844098
ENYO Pharma,https://www.crunchbase.com/organization/enyo-pharma,"Biopharma, Biotechnology, Medical","Lyon, Rhone-Alpes, France","ENYO Pharma is a biopharmaceutical company based in Lyon, France.","5,401",$1M to $10M,Active,2014-01-01,month,,,,,For Profit,http://www.enyopharma.com/,"ENYO Pharma is a biopharmaceutical company incorporated in Jan, 2014, by four scientists of the Infectiology Research Center in Lyon, France, and three seeding partners (2 privates and 1 public). The company is based in the Infectiology Center of Lyonbiopôle in Lyon, France and maintains tight collaborations with the seminal Inserm team and the BSL4 laboratory Inserm-Jean Mérieux. ENYO Pharma has licensed several Inserm patents issued from the discoveries of the founding scientists and developed a unique platform for the identification of intracellular therapeutic targets and molecules. The company is developing treatments against the most important viruses and is thriving to become a global leader in anti-virals. Research and Development is currently focused on human infecting viruses, with the first two programs being dedicated to the treatment of severe and seasonal flu and chronic hepatitis B. The company plans to conduct its molecules to Phase II clinical trials.",Late Stage Venture,103498229,EUR,115951074
