Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Roojai,https://www.crunchbase.com/organization/roojai-com,"Auto Insurance, FinTech, Information Technology, Insurance, InsurTech, Internet, Logistics","Sriracha, Chon Buri, Thailand",Roojai is a MGA developping its own retail insurance products and distributing them digitally on B2C model.,"4,466",Active,2016-01-01,day,,,,,For Profit,https://www.roojai.com/en/,"Roojai is a MGA, developping, pricing and managing its own suite of retail insurance products, mainly on the Motor and Health insurance vertical. Roojai operates in Thailand since 2016 and Indonesia since 2022.",Early Stage Venture,49000000,USD,49000000
Bitkub Capital Group Holdings,https://www.crunchbase.com/organization/bitkub-com,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Financial Services, FinTech","Bangkok, Krung Thep, Thailand",Thailand's Leading Cryptocurrency Exchange,"6,696",Active,2018-02-01,month,,,,,For Profit,https://www.bitkubcapital.com/,"Founded in February 2018, Bitkub Capital Group Holding aims to push forward the cryptocurrency and blockchain ecosystem toward mass adoption in Thailand by providing a variety of services including Cryptocurrency and Digital asset Exchange, Blockchain Solution and ICO advisory service, Education, and Investment firms. Blockchain is a game-changing technology for the financial industry. Its ability to remove middlemen in the financial system has revolutionized the way the world interacts by enabling faster, cheaper, and safer borderless payments with cryptocurrency. But as a disruptive technology, the biggest challenge blockchain has is to cross the chasm and to become mainstream. That's where we come in, Bitkub Capital Group Holdings currently manages 4 subsidiaries company as followed: Bitkub Online, Bitkub Blockchain Technology, Bitkub Academy, and Bitkub Ventures",,28700000,USD,28700000
Flash Express,https://www.crunchbase.com/organization/flash-express,"Courier Service, Delivery Service, E-Commerce, Freight Service, Logistics, Transportation","Bangkok, Krung Thep, Thailand",Flash Express is a logistics and transportation company that operates a door-to-door pickup and delivery service.,"7,874",Active,2017-01-01,year,,,,,For Profit,http://www.flashexpress.com/,"Flash Express is a logistics and transportation company that operates a door-to-door pickup and delivery service. The company uses its fully in-house developed technology and Big Data to digitize and standardize the delivery process which allowed it to increase operational efficiency and offer competitive prices. Under the business of Flash Group, apart from Flash Express service, the company also provides other services that cover all areas to be the integrated E-Commerce service provider, such as Flash Logistics that provide large items delivery service, Flash Fulfillment that deals with goods storage, Flash Home or parcel delivery agent service, and Flash Money or financial service. The company was established in 2017 and is headquartered in Bangkok, Thailand.",Late Stage Venture,781034483,USD,781034483
Sunday,https://www.crunchbase.com/organization/sunday-ins-co-ltd,"FinTech, Health Insurance, Insurance, InsurTech","Bangkok, Krung Thep, Thailand",Sunday is an InsurTech group adopting data models and technology to offer insurance products and services to the entire customer journey.,"9,316",Active,2017-08-06,day,,,,,For Profit,https://www.easysunday.com/,"Founded in Thailand in 2017, Sunday is the first full-stack InsurTech group adopting data models and technology to offer multiple insurance products and services across the entire customer journey. The company provides auto insurance, health insurance, and travel insurance. Sunday reinvents the entire insurance offering and experience to ensure that customers' needs are met anytime, anywhere.",Early Stage Venture,75000000,USD,75000000
T&B Media Global,https://www.crunchbase.com/organization/t-b-media-global,"Content Creators, Digital Entertainment, Film Distribution, Film Production, Media and Entertainment","Bangkok, Krung Thep, Thailand",T&B Media Global aims to be a main proponent of global pleasure by investing in family-friendly content and cutting-edge technologies.,"12,005",Active,2016-01-01,year,,,,,For Profit,https://tandbmediaglobal.com,"T&B Media Global is the Home of Happy - where creativity and happiness meet. Championed by storytellers and creatives with innovation extraordinaire Dr. Jwanrat Ahriyavraromp at the helm, T&B Media Global finances and curates exceptional and innovative content from around the world. Equipped with an extensive and integrated network within China and Thailand, and a pool of creative talents around the world, T&B Media Global strives to become a main proponent in vibrating happiness globally by investing in family-friendly content and groundbreaking technologies, while also supporting global societal development programs that create positive change for the environment, children and all of mankind.",,300000000,USD,300000000
Manatal,https://www.crunchbase.com/organization/manatal,"Artificial Intelligence (AI), Machine Learning, SaaS","Bangkok, Krung Thep, Thailand",Manatal is an end-to-end recruitment and onboarding SaaS platform.,"13,936",Active,2018-04-01,day,,,,,For Profit,https://www.manatal.com/,"Manatal is the next generation of recruitment software. Easy to implement and built with the latest technologies, the platform was designed to streamline and simplify recruitment processes from sourcing to onboarding and beyond.  Hire better and faster by funneling your recruitment channels into one intuitive platform. Leverage AI tools and social media enrichment features, manage your team remotely and improve collaboration, take advantage of a full reporting suite, and much more. Transform the way you recruit with the ultimate cloud-based hiring tool and drive your recruitment metrics to new highs!",Seed,5100000,USD,5100000
FreshKet,https://www.crunchbase.com/organization/freshket,"Agriculture, E-Commerce, Food and Beverage, Restaurants","Makkasan, Krung Thep, Thailand",FreshKet is an integrated workflow marketplace for fresh food suppliers and restaurants.,"14,115",Active,2016-05-31,day,,,,,For Profit,https://www.freshket.co,FreshKet is a integrated workflow marketplace for fresh food suppliers and restaurants.,Early Stage Venture,26229003,USD,26229003
Fastwork,https://www.crunchbase.com/organization/fastwork,"Crowdsourcing, Enterprise Software, Freelance, Outsourcing","Bangkok, Krung Thep, Thailand",Fastwork is Southeast Asia's largest professional freelancing platform.,"19,999",Active,2015-12-01,day,,,,,For Profit,https://fastwork.co/,"Founded in 2015 by a group of engineers and entrepreneurs from Silicon Valley and New York, Fastwork is one of the largest professional freelancing platforms in Southeast Asia by number of users and projects completed. Fastwork started with a mission to improve the business and employment economies in Southeast Asia, by making it simple, quick, and cost-effective for all types of businesses to find and hire freelancers to accelerate their growth. More than 300,000 businesses across Southeast Asia use Fastwork for its 22,000 services ranging from graphic design, online & influencer marketing, data entry, to web & app development. Fastwork also helps freelancers collect payments, promote their services, manage their orders, exchange files and communicate with their clients anywhere, anytime.",Early Stage Venture,5505000,USD,5505000
Ascend Group,https://www.crunchbase.com/organization/ascend-group,"Financial Services, FinTech","Din Daeng, Krung Thep, Thailand","Ascend Group is an information technology company that specializes in the fields of cloud centers, fintech, and E-commerce.","20,351",Active,2015-01-01,year,,,,,For Profit,http://www.ascendcorp.com,"Ascend Group is an information technology company that specializes in the fields of cloud centers, fintech, and E-commerce. It is driven by its mission is to be the leader in digital services and platforms for customers and businesses. The company was founded in 2015 and headquartered in Krung Thep, Thailand.",Late Stage Venture,150000000,USD,150000000
FINNOMENA,https://www.crunchbase.com/organization/finnomena,"Financial Services, FinTech, Wealth Management","Bangkok, Krung Thep, Thailand",Thailand's Leading-edge wealth creation platform curating expert led-advice and championing the best investment opportunities,"20,494",Active,2016-01-28,day,,,,,For Profit,http://www.finnomena.com/,Finnomena is a digital wealth management platform for investors and financial advisers led by an experienced management team with ~50 years of combined industry experience in global financial institutions. The company utilizes proprietary ML technology and a hybrid robot advisory model to generate above-market returns and deliver a tech-enabled user experience. Finnomena is a fully integrated digital wealth management platform in the region that provides professionally generated investment content via its own investor’s knowledge hub (with over 15m in monthly views and 1.2m social media followers) and fund supermart service.,Early Stage Venture,18850000,USD,18850000
