Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
XSpring Capital,https://www.crunchbase.com/organization/seamico-securities,"Banking, Financial Services, Insurance, Security","Bangkok, Krung Thep, Thailand",XSpring Capital is applying for licences for all digital asset businesses except a digital asset exchange with the (SEC).,"38,569",Active,1974-01-01,year,2013-01-11,day,,,For Profit,https://www.xspringcapital.com/,"XSpring Capital (""SEAMICO"") was officially established in 1974. The company has been approved by the Ministry of Finance and the Securities and Exchange Commission to engage in business activities related to the securities industry including Securities Brokerage, Securities and Derivatives Trading, Investment Advisory, Securities Underwriting, Financial Advisory, Derivatives Agent and Asset Management. The company operates under brand concept ""Values Beyond Money"", is a ""Great Ideas"" professional financial company that offers innovative investment products.",IPO,225000000,USD,225000000
NPPG (Thailand) Public Company,https://www.crunchbase.com/organization/nppg-thailand-public-company,"Consumer Goods, Manufacturing","Watthana, Krung Thep, Thailand",NPPG (Thailand) Public Company is to produce and distribute flexible plastic packaging for various types of consumer products.,"88,812",Active,1987-09-30,day,2018-07-06,day,,,For Profit,http://www.nppg.co.th,NPPG (Thailand) Public Company is to produce and distribute flexible plastic packaging for various types of consumer products.,IPO,570000000,THB,17940042
Syn Mun Kong Insurance,https://www.crunchbase.com/organization/syn-mun-kong-insurance,"Auto Insurance, Health Insurance, Insurance","Bangkok, Krung Thep, Thailand",Syn Mun Kong Insurance provides non-life insurance products in Thailand.,"91,264",Active,1951-01-01,year,,,,,For Profit,https://www.smk.co.th/,"Syn Mun Kong Insurance offers fire, marine and transportation, motor, and miscellaneous insurance products, as well as health, accident, cancer, and travel insurance. It operates through 171 branches.",Private Equity,57500000,USD,57500000
Group Lease,https://www.crunchbase.com/organization/group-lease,"Automotive, Product Design","Chatuchak, Krung Thep, Thailand",Group Lease undertaking automobile hire purchase business in Bangkok and upcountry.,"94,470",Active,1986-01-01,year,2013-01-11,day,,,For Profit,http://www.grouplease.co.th/,"Group Lease Public Company Limited or GL was established on May 6, 1986, undertaking automobile hire purchase business in Bangkok and upcountry. During the year 1990, the new group of shareholders acquired the business from the existing shareholders, and focus on the hire purchase business of motorcycles while slowing down the automobile hire purchase. After that the Company had expanded hire purchase of other things such as trucks, machineries, printing presses as well as the financial leasing, factoring contracts, asset financing and personal loans. Later on from the year 2004, the core business of the Company has been hire purchase of motorcycles only. The Company had been increasing its registered capital continuously from 1 million Baht to 720,926,136 Baht and the paid up capital of 545,384,816 Baht. In 2007, the group of major shareholders change to APF Group (The companies in the same group are Engine Holdings Asia Pte. Ltd. and A.P.F Holdings Co., Ltd..) which as at 30 December, 2014 holding 483,295,235 shares or 44.51% of total issued and paid-up capital of the Company.",IPO,15000000,USD,15000000
"King Power International Co.,Ltd.",https://www.crunchbase.com/organization/king-power-international-co-ltd,"Retail, Travel","Ratchathewi, Krung Thep, Thailand",King Power is a leading travel retail group.,"160,401",Active,1989-01-01,year,,,,,For Profit,http://www.kingpower.com/,"King Power International Group is a leading travel retail group, based in Bangkok. King Power began in 1989, with a license granted for Thailand's first downtown duty free shop at Mahatun Plaza. In 1995, King Power won the sole concession to operate duty-free shops at Don Mueang Airport, then Bangkok's main airport.",,,,
Thai Union Group,https://www.crunchbase.com/organization/thai-union-frozen-products-public,"Consumer Goods, Food and Beverage, Seafood, Sustainability","Samut Sakhon, Samut Sakhon, Thailand",Thai Union Group offers healthy and innovative seafood products to customers across the world.,"183,911",Active,1977-03-17,day,2011-10-21,day,,,For Profit,https://www.thaiunion.com/,"Thai Union Group produces shelf-stable seafood products for a global customer base. The company’s product  portfolio includes tuna, shrimp, salmon, sardine and mackerel, cephalopod, bakery, and pet food products. Its brand portfolio includes Sealect, Fisho, Bellottaas, Chicken of the Sea, John West, King Oscar, Petit Navire, Parmentier, Mareblu, and Century. As a company committed to innovation and globally responsible behavior, Thai Union is proud to be a member of the United Nations Global Compact, and a founding member of the International Seafood Sustainability Foundation (ISSF). In 2015, Thai Union introduced its SeaChange® sustainability strategy. Thai Union’s on-going work on sustainability issues was recognized in 2018 and 2019 by being ranked number one in the world in the Food Products Industry in the Dow Jones Sustainability Index, achieving a 100th percentile ranking for total sustainability score.",IPO,,,
Betagro,https://www.crunchbase.com/organization/betagro,"Food and Beverage, Livestock, Manufacturing","Smutprakan, Samut Prakan, Thailand",Betagro Group is specialized in the production and distribution of livestock and animal feed products.,"190,765",Active,1967-01-01,year,,,,,For Profit,https://www.betagrofeed.com,,,,,
PTT Public Company,https://www.crunchbase.com/organization/ptt,"Energy, Manufacturing, Oil and Gas","Chatuchak, Krung Thep, Thailand",PTT Public Company Limited is a developer and manufacturer of petroleum exploration and production business.,"194,258",Active,1978-12-29,day,2013-01-11,day,,,For Profit,http://www.pttplc.com/en/pages/home.aspx,PTT Public Company Limited is a developer and manufacturer of petroleum exploration and production business.,IPO,,,
Siam Makro,https://www.crunchbase.com/organization/siam-makro,"Food Delivery, Retail","Bangkok, Krung Thep, Thailand",Siam Makro is public company that engaged in the trading store business.,"204,779",Active,1988-05-01,day,2011-10-21,day,,,For Profit,https://www.siammakro.co.th/,"Siam Makro is a wholesale center for professional entrepreneurs. They sell consumer products to members and entrepreneurs. It also consists of retailers, restaurant operators, hoteliers, and catering businesses, including service business operators.",IPO,,,
SVI Public Company,https://www.crunchbase.com/organization/svi-public,"Electronics, Manufacturing, Product Design, Supply Chain Management","Pathum Thani, Pathum Thani, Thailand",SVI is a leading EMS service provider and a highly respected Public Limited Company founded in 1985.,"211,961",Active,1985-01-01,year,,,,,For Profit,https://svi-hq.com,"SVI is a leading EMS service provider and a highly respected Public Limited Company founded in 1985. Their company has since been providing total Electronics and Manufacturing solutions in Thailand with additional regional and global operations across South East Asia, Europe and USA. Presently, SVI is recognized as a market leader in these global markets.  Their operations cover specialised EMS manufacturing and solution oriented services; including but not limited to, Industrial Electronics, Micro-Electronics for telecommunications components, specialized electronic assemblies and medical technologies industries. ",,,,
