Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Group-IB,https://www.crunchbase.com/organization/group-ib,"Cyber Security, Fraud Detection, Information Technology, Network Security, Penetration Testing","Singapore, Central Region, Singapore","Group-IB is a global cybersecurity leader dedicated to detecting, preventing and investigating cyberattacks, online fraud & IP infringement","2,790",Active,2003-10-01,month,,,,,For Profit,http://www.group-ib.com,"Group-IB, with its headquarters in Singapore, is one of the leading cybersecurity solutions companies  dedicated to detecting and preventing cyberattacks, identifying online fraud, investigating high-tech crimes, and protecting intellectual property. The company’s Digital Crime Resistance Centers are located in the Middle East (Dubai), the Asia-Pacific (Singapore), and Europe (Amsterdam). Group-IB’s Unified Risk Platform is an ecosystem of solutions recognized major market analysts such as Gartner, Frost & Sullivan, and Forrester that understands each organization’s threat profile and tailors defenses against them in real-time from a single interface. The Unified Risk Platform provides complete coverage of the cyber response chain. Group-IB’s products and services consolidated in Group-IB’s Unified Risk Platform include Group-IB’s Threat Intelligence, Managed XDR, Digital Risk Protection, Fraud Protection, Attack Surface Management, Business Email Protection, Audit & Consulting, Education & Training, Digital Forensics & Incident Response, Managed Detection & Response, and Cyber Investigations. Group-IB’s technological leadership and R&D capabilities are built on the company’s 20 years of hands-on experience in cybercrime investigations worldwide and more than 70,000 hours of cybersecurity incident response accumulated in our leading DFIR Laboratory, High-Tech Crime Investigations Department, and round-the-clock CERT-GIB. Group-IB is an active partner in global investigations led by international law enforcement organizations such as Europol and INTERPOL. Group-IB is also a member of the Europol European Cybercrime Centre’s (EC3) Advisory Group on Internet Security. It was created to foster closer cooperation between Europol and its leading non-law enforcement partners. Group-IB’s experience in threat hunting and cyber intelligence has been fused into an ecosystem of highly sophisticated software and hardware solutions designed to monitor, identify, and prevent cyberattacks. Group-IB’s mission is to protect its clients in cyberspace daily by creating and leveraging innovative solutions and services. To do so, we analyze cyber threats, develop our infrastructure to monitor them, respond to incidents, investigate complex high-tech crimes, and design unique technologies, solutions, and services to counteract adversaries.",Early Stage Venture,938000,USD,938000
2C2P,https://www.crunchbase.com/organization/2c2p,"E-Commerce, Finance, Financial Services, Payments","Singapore, Central Region, Singapore","2C2P is a global payments platform helping businesses securely accept payments across online, mobile and in-store channels.","7,447",Active,2003-01-01,year,2022-04-18,day,,,For Profit,http://www.2c2p.com,"2C2P is a full-suite payments platform helping the world's leading enterprises securely accept and make payments through one point of integration. Its far-reaching network extends across online, mobile and offline channels including over 400,000 alternative payment locations, enabling enterprises to reach their customers or recipients anywhere. 2C2P also provides value-added services such as issuing, 3D Secure, bill payments and digital goods to meet every business need. The company is headquartered in Singapore and operates globally. It is the preferred payments platform of tech giants, online marketplaces, retailers and other global enterprises.",M&A,48000000,USD,48000000
ComfortDelGro,https://www.crunchbase.com/organization/comfortdelgro,Transportation,"Singapore, Central Region, Singapore","ComfortDelGro is a land transport company with a total fleet size of about 46,600 buses, taxis, and rental vehicles.","18,526",Active,2003-03-29,day,,,,,For Profit,http://www.comfortdelgro.com/,"ComfortDelGro is one of the largest land transport companies in the world with a global workforce, a global shareholder base and a global outlook. ComfortDelGro’s businesses include bus, taxi, rail, car rental and leasing, automotive engineering services, inspection and testing services, driving centre, insurance broking services, and outdoor advertising.",,25000000,USD,25000000
CapitaLand India Trust (CLINT),https://www.crunchbase.com/organization/ascendas-india-trust,Property Management,"Singapore, Central Region, Singapore",CapitaLand India Trust (CLINT) is a property trust which owns seven IT parks and one logistics park in India,"26,394",Active,2004-01-01,year,2007-08-01,day,,,For Profit,https://www.clint.com.sg,"CapitaLand India Trust (CLINT) is a property trust which owns seven IT parks and one logistics park in India with total floor area of 13.1 million sq ft spread across Bangalore, Chennai, Hyderabad, Pune and Mumbai.",IPO,364000000,SGD,267362928
StorHub Group,https://www.crunchbase.com/organization/storhub-group,"Facilities Support Services, Local, Service Industry","Singapore, Central Region, Singapore",StorHub Group offers storage facility and self-storage facility management services.,"34,212",Active,2003-01-01,year,,,,,For Profit,https://www.storhub.com,,,180000000,SGD,131741506
Tagit,https://www.crunchbase.com/organization/tagit,"Android, Enterprise Software, iOS, Mobile, Mobile Payments","Singapore, Central Region, Singapore",Mobility Enterprise Application Platform,"53,011",Active,2004-01-01,year,,,,,For Profit,http://www.tagitmobile.com,"Tagit is an award-winning Singapore-based digital solutions company. Tagit's digital platform Mobeix™ enables banks and enterprises to rapidly build secure, scalable and innovative digital applications. Its customers include leading global and regional banks in countries across Asia, Middle-East, and N. America. Over the years, Tagit and its clients have won multiple industry awards for delivering best in class customer experience and innovative mobile banking solutions. Tagit is the Winner of the Emerging Enterprise Award 2012 and has been recognized as a Leader in the Q4 2015 Forrester Wave: Mobile Banking Solutions report.  It was one of the first three innovative technology product companies accredited by the Infocomm Development Authority of Singapore (IDA) under its Accreditation@IDA scheme.",,8750000,SGD,6397429
Oneberry,https://www.crunchbase.com/organization/oneberry,Security,"Singapore, Central Region, Singapore",Oneberry Technologies is a leader in remote surveillance solutions in Singapore.,"61,493",Active,2003-01-01,year,,,,,For Profit,https://www.oneberry.com/,"Oneberry Technologies was incorporated in 2003 as a specialist technology and service provider of Security & Surveillance Solutions. It’s vision is to automate physical security and the company has successfully developed and implemented hundreds of innovative, productivity, manpower saving solutions with their partners and clients.",Early Stage Venture,22000000,USD,22000000
Vividthree Productions,https://www.crunchbase.com/organization/vividthree-productions-pte-ltd,"Film Production, Gaming, TV Production","Singapore, Central Region, Singapore",Vividthree Productions has grown to become a leading player and go-to studio in the field of visual effects (VFX).,"62,243",Active,2003-01-01,year,,,,,For Profit,http://www.vividthree.com/,"Vividthree Productions Pte Ltd has grown to become a leading player and go-to studio in the field of visual effects (VFX), 3D animation and computer generation imagery (CGI) in Singapore.Vividthree Holdings Ltd. is Singapore’s first-listed Immersive Digital Content Production Powerhouse specialising in virtual reality, visual effects and computer-generated imagery with strong network presence in Singapore, Malaysia and China.",,2000000,SDG,110234
Wealth Management Institute,https://www.crunchbase.com/organization/wealth-management-institute,,"Singapore, Central Region, Singapore",Wealth Management Institute is a international wealth and asset management center.,"75,027",Active,2003-01-01,year,,,,,For Profit,https://wmi.edu.sg/,Wealth Management Institute is an international wealth and asset management center. WMI thrives as an independent education and research institute with an even larger purpose.,,25000000,USD,25000000
The Praxis Company,https://www.crunchbase.com/organization/the-praxis-company,"Banking, Education, Financial Services, Lead Generation, Management Consulting, Recruiting, Training","Singapore, Central Region, Singapore",The Praxis Company is a Company create a place to accelerate financial literacy education .,"83,359",Active,2003-01-01,year,,,,,For Profit,https://www.thepraxis.co/,"The Praxis Company, launched in 2003, produces gameplay experiences that trains its users in financial literacy. It partners schools for financial literacy education, companies for employee wellness, and financial services firms to engage customers.",,3000000,USD,3000000
