Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Trafigura,https://www.crunchbase.com/organization/trafigura,"Industrial, Mineral, Oil and Gas, Shipping, Supply Chain Management","Singapore, Central Region, Singapore","Trafigura is a commodity trading company that facilitates the distribution of commodities such as metals, minerals, and energy.","1,370",Active,1993-01-01,year,,,,,For Profit,http://www.trafigura.com,"Trafigura is a multinational commodity trading company that specializes in the trading and distribution of a wide range of commodities, including oil, metals, minerals, and agricultural products. Founded in 1993, Trafigura has grown to become one of the world's largest and most prominent commodity trading firms. The company is involved in various aspects of the commodity supply chain, including sourcing, transportation, storage, and distribution. Trafigura operates globally and has a significant presence in key markets and regions around the world. Trafigura's activities often involve trading physical commodities, financial derivatives, and other instruments to manage price risk and optimize supply chain operations. The company's operations are complex and diversified, covering a broad spectrum of commodities and industries. Trafigura also owns and operates a number of industrial assets, including Nyrstar, a multi-metals producer, and Puma Energy, a fuel storage and distribution company; as well as joint ventures with Impala Terminals, a port and logistics provider, and Nala Renewables, a power and renewable energy investment and development platform.",,13735000000,USD,13735000000
Wilmar International,https://www.crunchbase.com/organization/wilmar-international,"Agriculture, Business Development, Food and Beverage","Singapore, Central Region, Singapore",Wilmar International is an agribusiness company that processes and sells palm and lauric oils.,"17,233",Active,1991-01-01,year,2002-06-28,day,,,For Profit,http://www.wilmar-international.com,"Wilmar International is an agricultural company. They sell palm, lauric oils, oleochemicals, palm biodiesel, and consumer pack oils. Their business activities include oil palm cultivation, oilseed crushing, manufacturing of consumer products, biodiesel, fertilizers, and rice milling. They provide management practices including field, harvesting, and application of fertilizers to crop yields.",IPO,200000000,USD,200000000
Sembcorp Industries,https://www.crunchbase.com/organization/sembcorp-industries,"Computer, Construction, Energy, Industrial, Manufacturing, Renewable Energy, Solar, Waste Management, Water","Singapore, Central Region, Singapore",Sembcorp Industries provides energy and water solutions to both industrial and municipal customers.,"21,910",Active,1994-01-01,year,2002-06-28,day,,,For Profit,http://www.sembcorp.com/en/,"Sembcorp Industries is a leading energy, water and marine group operating across six continents worldwide. With facilities with 5,800 megawatts of gross power capacity and over seven million cubic metres of water per day in operation and under development, Sembcorp is a trusted provider of essential energy and water solutions to both industrial and municipal customers. It is also a world leader in marine and offshore engineering as well as an established brand name in urban development. The Group has total assets of over S$12.5 billion and employs over 9,000 employees. Listed on the main board of the Singapore Exchange, it is a component stock of the Straits Times Index, several MSCI and FTSE indices as well as the Dow Jones Sustainability Asia Pacific Index.",IPO,132399806,USD,132399806
Agrocorp International,https://www.crunchbase.com/organization/agrocorp-international,Consumer Goods,"Singapore, Central Region, Singapore",Agrocorp International is a global agri commodity trading house.,"28,815",Active,1990-01-01,year,,,,,For Profit,http://www.agrocorp.com.sg,"Agrocorp International distributes and trades agro based commodities. The company offers various products, including wheat; sugar; and pulses and beans that comprise black matpe, pigeon peas, desi chickpeas, kabuli chickpeas, lentils, yellow and green peas, butter peas, red kidney and bamboo beans, pigeon peas, black eyed and pinto beans, dun peas, and mung and faba beans. It also provides oilseeds that consist of soybeans, canola, flax and rape seeds, sunflower and niger seeds, and mustard and lin seeds; cotton; rice; animal feed, which include corn, feed wheat, soybean meal, rape seed meal, canola meal, millet, barley, and sorghum; and edible nuts that include raw and processed cashew nuts, groundnut kernels, and peanuts. In addition, the company offers non-agricultural commodities that comprise coal, construction materials, intermediate inputs for steelmaking, edible oils, and other non perishable packed goods.",,82500000,USD,82500000
Banyan Tree Hotels & Resorts,https://www.crunchbase.com/organization/banyan-tree-hotels-resorts,"Hospitality, Leisure","Singapore, Central Region, Singapore","Banyan Tree Hotels & Resorts is an international hospitality brand that manages and develops resorts, hotels and spas.","40,082",Active,1994-01-01,year,2006-06-23,day,,,For Profit,http://www.banyantree.com,"Banyan Tree Holdings (SGX: B58) is a leading, international hospitality brand that manages and develops premium resorts, hotels and spas.  From a single boutique resort in Phuket in 1994, Banyan Tree has grown into a multi-business operator globally. Listed on the Singapore Stock Exchange since 2006, it currently manages and/or has ownership interests in over 20 resorts and hotels, over 60 spas, in excess of 70 retail galleries and 3 golf courses.",IPO,16900000,USD,16900000
EDBI,https://www.crunchbase.com/organization/edbi,"Financial Services, FinTech, Information and Communications Technology (ICT), Venture Capital","Singapore, Central Region, Singapore",EDBI is a global fund with investments in the knowledge and innovation-intensive sectors.,"48,382",Active,1991-01-01,year,,,,,For Profit,https://www.edbi.com,"Investing since 1991, EDBI is a Singapore-based global investor in select high-growth technology sectors ranging from Information and Communication Technology (ICT), Emerging Technology (ET), Healthcare (HC), and other strategic industries. As a value-creating investor, EDBI assists companies to achieve their ambitious goals by leveraging their broad network, resources, and expertise. With their patient capital, EDBI supports companies seeking to grow in Asia and globally through Singapore.",,,,
JAFCO Asia,https://www.crunchbase.com/organization/jafco-asia,"Finance, Financial Services, Venture Capital","Singapore, Central Region, Singapore","Since its establishment in 1990, JAFCO Asia has grown to become a leading brand in the venture capital industry in the Asia Pacific region.","53,077",Active,1990-01-01,year,,,,,For Profit,http://www.jafcoasia.com,"Since its establishment in 1990, JAFCO Asia has grown to become a leading brand in the venture capital industry in the Asia Pacific region. Currently, JAFCO Asia has offices in Singapore, Hong Kong, Taipei, Seoul and Beijing. With more than US$1.2 billion funds under management in aggregate, JAFCO Asia's experienced investment team has invested in over 368 companies in 13 countries (Hong Kong, China, Taiwan, South Korea, Singapore, Malaysia, Indonesia, Thailand, Philippines, Australia, India, Israel and Vietnam) and divested more than 260 companies of which at least 86 have been publicly listed. Since the new millennium, JAFCO Asia has shifted its focus entirely to technology related investments and is now one of the pre-eminent venture capital technology investors in the region. They believe that their existing portfolio in the Asia Pacific region and the worldwide business network offer their portfolio companies significant potential for synergistic partnerships.",,,,
Golden Village,https://www.crunchbase.com/organization/golden-village,"Digital Entertainment, Media and Entertainment, TV","Singapore, Central Region, Singapore",Golden Village is Singapore's cinema exhibitor with 11 multiplexes housing 92 screens.,"54,522",Active,1992-05-28,day,,,,,For Profit,https://www.gv.com.sg/,Golden Village is Singapore's cinema exhibitor with 11 multiplexes housing 92 screens.,,133500000,USD,133500000
UOB Venture,https://www.crunchbase.com/organization/uob-venture,"Banking, Financial Services, Venture Capital","Singapore, Central Region, Singapore",UOB Venture is an investment firm that finances privately-held companies through direct equity investment.,"93,554",Active,1991-01-01,year,,,,,For Profit,http://www.uobvm.com.sg,"UOB Venture, an investment firm, finances privately-held companies through direct equity investment, mainly in Southeast Asia and China.",,,,
Dragon Group,https://www.crunchbase.com/organization/dragon-group,"Computer, Electronics, Manufacturing, Virtual Reality","Singapore, Central Region, Singapore",Dragon Group is an investment holding company that distributes semiconductors and electric components.,"103,713",Active,1990-01-01,year,2002-06-28,day,,,For Profit,http://www.dragongp.com,"Founded in 1990, Dragon Group International Limited, an investment holding company, debuted on the Singapore Exchange-SESDAQ in September 1994 and was listed on the Mainboard of the Singapore Exchange in September 1998, before it became a subsidiary of ASTI Holdings Limited one of the world’s leading semiconductor manufacturing services providers, in June 2006.",IPO,20000000,USD,20000000
