Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Antler,https://www.crunchbase.com/organization/antler-be9c,"Finance, Financial Services, Venture Capital","Singapore, Central Region, Singapore","Antler is the investor backing the world's most driven founders, from day zero to greatness.",45,Active,2017-01-01,year,,,,,For Profit,https://antler.co,"Antler is the investor backing the world’s driven founders, from day zero to greatness. Founded on the belief that people innovating is the key to building a better future, they partner with people across six continents to launch and scale high-potential startups that address meaningful opportunities and challenges. Knowing that exceptional founders can come from anywhere with any background, they have offices in 25 cities, including Austin, New York, London, Berlin, Stockholm, Bangalore, Jakarta, Singapore, Seoul, Tokyo, and Sydney. Their global community backs people from the beginning with co-founder matching, deep business model validation, initial capital, expansion support, and follow-on funding. Fueled by a personal passion that goes beyond traditional investing, they have invested in more than 900 startups across a wide range of industries and technologies.",,82200000,USD,82200000
Endowus,https://www.crunchbase.com/organization/endowus,"Financial Services, FinTech","Singapore, Central Region, Singapore","Endowus is a financial technology company that provides CPF, SRS, and cash savings advisory.","2,884",Active,2017-01-01,day,,,,,For Profit,https://endowus.com,"Endowus is a supplier of financial advice and customized investing services designed to help clients develop their money. The company's services enable investors to access institutional share-class funds at institutional-level fees, charging a single access fee that includes advice, investment, rebalancing, transfers, and brokerage.",Late Stage Venture,79386394,USD,79386394
Amber Group,https://www.crunchbase.com/organization/amber-ai,"Cryptocurrency, Financial Services, FinTech, Information Technology, Trading Platform","Singapore, Central Region, Singapore","Amber Group is a crypto finance service provider that provides liquidity provision, trading, and asset management services.","4,431",Active,2017-01-01,year,,,,,For Profit,http://www.ambergroup.io,"Amber Group is a crypto finance service provider that provides liquidity provision, trading, and asset management services. Amber Group was founded in 2017 by a group of finance professionals from Morgan Stanley, Goldman Sachs, and Bloomberg. Amber Group operates around the world and around the clock with a presence in Hong Kong, Taipei, Seoul, and Vancouver. The company provides services to 200+ institutional clients, cumulatively trading over $200 billion across 60+ electronic exchanges, with an average daily trading volume between $100-200 million. Amber Group is committed to serving clients around the globe by combining the best-in-class technology with sophisticated quantitative research to offer a streamlined crypto finance experience. Its goal is to optimize investment flexibility, maximize investment returns, and provide long-lasting value for its clients. In 2019, Amber Group raised $28 million in a Series A funding round led by global crypto heavyweights Paradigm and Pantera, with participation from Polychain Capital, Dragonfly Capital, Blockchain.com, Fenbushi Capital, and Coinbase Ventures.",Late Stage Venture,628000000,USD,628000000
BigPay,https://www.crunchbase.com/organization/bigpay,"Banking, Credit, Financial Services, FinTech, Lending, Micro Lending","Singapore, Central Region, Singapore","Empowering Southeast Asians with financial services to level up their lives, one transaction at a time","7,501",Active,2017-01-01,year,,,,,For Profit,https://www.bigpayme.com/,,Early Stage Venture,135000000,USD,135000000
LingoAce,https://www.crunchbase.com/organization/lingoace,"E-Learning, EdTech, Education, Language Learning","Singapore, Central Region, Singapore",LingoAce is an edtech company committed to providing a fun and engaging learning environment for young learners between 3-15 years old.,"9,673",Active,2017-01-01,year,,,,,For Profit,https://www.lingoace.com,"LingoAce is an online education platform committed to providing a fun and engaging learning environment for young learners between 3-15 years old. Headquartered in Singapore, LingoAce is currently the leading Mandarin Chinese language learning platform globally, serving learners across 100 countries and regions. LingoAce harnesses the capabilities of research-backed digital content, certified teachers, animation, gamification, and AI to effectively deliver authentic and interactive online language lessons. In addition to online live Chinese language lessons, LingoAce has expanded to offer online live English programs, and app-based early years learning programs. In 2022, LingoAce was recognized by GSV as one of the top 150  most transformational growth companies in digital learning.",Late Stage Venture,180000000,USD,180000000
Triple-A,https://www.crunchbase.com/organization/triplea,"Bitcoin, E-Commerce, E-Commerce Platforms, Ethereum, Financial Services, FinTech, Gaming, Mobile Payments, Payments","Singapore, Central Region, Singapore",A digital currency payment institution enabling businesses to pay and get paid in both traditional and digital currencies volatility-free.,"10,234",Active,2017-01-01,year,,,,,For Profit,https://triple-a.io ,"Triple-A, the digital currency payment institution, enables businesses to pay and get paid in both traditional and digital currencies, volatility-free.  From API to no-code integration, Triple-A’s frictionless, white-label payment solutions are designed to blend smoothly into existing business operations — all while upholding the highest standards of security and compliance. Licensed by the Monetary Authority of Singapore (MAS) and trusted by over 20,000 businesses, Triple-A makes accepting payments in traditional and digital currencies simple for businesses worldwide. Triple-A is also licensed in the EU by Banque de France and is registered with the United States Financial Crimes Enforcement Network (FinCEN).",Early Stage Venture,14000000,USD,14000000
Ocean Protocol,https://www.crunchbase.com/organization/ocean-protocol,"Big Data, Blockchain, Cryptocurrency, Ethereum, FinTech, Information Technology","Singapore, Central Region, Singapore",Ocean Protocol is a decentralized data exchange protocol that lets people share and monetize data.,"10,565",Active,2017-01-01,year,,,,,For Profit,https://oceanprotocol.com,"Ocean Protocol is a decentralized data exchange protocol that lets people share and monetize data. It uses advanced blockchain technology that allows data to be shared and sold in a safe, secure and transparent manner. They enable a decentralized platform and network that connects providers and consumers of valuable data, while providing open access for developers to build services. Ocean Protocol was founded in 2017 and is based in Singapore.",Seed,33100000,USD,33100000
CoverGo,https://www.crunchbase.com/organization/covergo,"FinTech, Insurance, InsurTech, Software","Singapore, Central Region, Singapore","CoverGo is a no-code insurance platform for property-and-casualty, health, and life insurance companies.","11,304",Active,2017-01-01,year,,,,,For Profit,https://www.covergo.com,"CoverGo is the first fully configurable, modular, enterprise-grade, no-code insurance platform for omni-channel distribution, policy admin and claims. CoverGo’s no-code insurance application builder enables general and life insurance companies to configure and deploy any product at record speed and across any cloud. CoverGo’s platform is powered by hundreds of open insurance APIs to increase connectivity and automate all insurance processes. The CoverGo’s platform is more flexible and adaptable than any comparable system, allowing for ease of product innovation as well as swift integration with existing legacy systems.",Early Stage Venture,17700000,USD,17700000
Aktivo Labs,https://www.crunchbase.com/organization/aktivolabs,"Analytics, Fitness, Health Care, Health Insurance, Life Insurance, mHealth, Personal Health, Predictive Analytics, Psychology, Wellness","Singapore, Central Region, Singapore","Empowering enterprises & governments to build scalable, evidence based health & well-being solutions.","11,574",Active,2017-01-01,year,,,,,For Profit,https://www.aktivolabs.com/,"Founded in 2017 by medical doctors and data scientists, Aktivolabs is on a mission to prevent chronic diseases globally. Our real-time digital health platform empowers enterprises & governments to build scalable, evidence-based health & well-being solutions. Clients include the world's largest Insurance companies, health super-apps, large employers, consumer products companies, and enterprise-level corporations. Aktivolabs investors include Mitsui & Co., SEEDS Capital (the investment arm of Enterprise Singapore), and Adaptive Capital Partners. The company is headquartered in Singapore with offices in New York, Cambridge UK, and India. To learn more, please visit the website www.aktivolabs.com.",Early Stage Venture,13000000,USD,13000000
Geniebook,https://www.crunchbase.com/organization/geniebook,E-Learning,"Singapore, Central Region, Singapore","Geniebook is an online, assessment-led learning tool that provides a powerful way to sharpen your academic performance.","16,487",Active,2017-01-01,year,,,,,For Profit,https://geniebook.com,"Focused and Effective - Learning is more effective as Geniebook is powered by A.I. to focus your time & attention on mastering the areas you find challenging. Champion Progress - Geniebook encourages better academic performance by giving you greater visibility into learning progress & rewarding it. Empowered & Confident - With Geniebook, everyone can confidently master any area of learning, anytime, anywhere.",Early Stage Venture,17696186,USD,17696186
ælf,https://www.crunchbase.com/organization/ælf,"Blockchain, Cloud Computing, Internet","Singapore, Central Region, Singapore","ælf is a decentralized Cloud Computing Blockchain Network, featuring parallel processing and nodes clustering to enable scaling...","17,021",Active,2017-01-01,year,,,,,For Profit,https://www.aelf.io/,"aelf is a digital asset technology parent business that focuses on the creation of digital assets and the development of its blockchain ecosystem, which comprises the aelf public chain, Oracle, and DeFi protocol, among other things. aelf intends to construct a fully working blockchain infrastructure to assist the burgeoning field while also connecting with established ecosystems such as Bitcoin and Ethereum.",,41000000,USD,41000000
Speedoc,https://www.crunchbase.com/organization/speedoc,"Health Care, Home Health Care, Medical, mHealth","Singapore, Central Region, Singapore",Speedoc is a virtual clinic and healthcare solutions platform that connects medical professionals to patients.,"17,578",Active,2017-01-01,year,,,,,For Profit,https://speedoc.com,"As a virtual clinic and hospital care provider combining physical-digital services to challenge the traditional centralized, facility-based model, Speedoc believes that this will be the solution to the aging population faced by many countries in the region as the demand for medical care increases. Their services include house call doctors, nurses, medications delivery; and is complemented by telemedicine, remote diagnostics and health monitoring.",Early Stage Venture,34728177,USD,34728177
