Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Pave Bank,https://www.crunchbase.com/organization/pave-bank,"Artificial Intelligence (AI), Banking, Blockchain, Financial Services","Singapore, Central Region, Singapore",The world's first multi-asset and programmable bank,"9,854",Active,2023-01-01,year,,,,,For Profit,https://pavebank.com/,,Seed,5200000,USD,5200000
Markato,https://www.crunchbase.com/organization/markato,"Marketplace, Retail, Software, Wholesale","Singapore, Central Region, Singapore",Markato is the premier wholesale marketplace for discovering a curated selection of international brands from across the globe.,"14,200",Active,2023-01-01,year,,,,,For Profit,https://www.markato.com/,"Markato offers an all-in-one online wholesale platform for businesses and stores in Asia to source from hundreds of premium, independent brands from the United States, Europe, and Australia.",Seed,5000000,USD,5000000
LXA,https://www.crunchbase.com/organization/lxa-f235,"Consulting, Financial Services, Interior Design, Project Management","Singapore, Central Region, Singapore","Fintech, Asset Management, Mortgage","14,325",Active,2023-01-01,year,,,,,For Profit,https://www.wearelxa.com/,"LXA is a fintech venture focused on reimagining Asia's mortgage ecosystem. Geared towards matching institutional capital pools and residential mortgage borrowers, this platform aims to utilize end-to-end technology to streamline the entire mortgage lifecycle, from loan origination and borrower processing to loan servicing. LXA was founded in early 2023 by seasoned executives across the asset management, insurance, mortgage, and technology industries to bridge the gap between mortgage assets and institutional capital in Asia, beginning with Singapore. Combining best practices from North American and European markets with a proprietary technology platform focused on digital credit decisioning and intelligent workflow orchestration, LXA provides the first of its kind solution to address strong demand from Asian insurers and borrowers for differentiated mortgage products.",Seed,10000000,USD,10000000
CleanEdge Resources,https://www.crunchbase.com/organization/cleanedge-resources,"Environmental Consulting, Waste Management, Water Purification","Singapore, Central Region, Singapore",CleanEdge Resources develops breakthrough technology for industrial wastewater treatment and waste-to-energy solutions.,"16,761",Active,2023-01-01,year,,,,,For Profit,https://cleanedgeresources.com/,"CleanEdge Resources is an environmental company that develops breakthrough technology for industrial wastewater treatment and waste-to-energy solutions, with an emphasis on resource recovery and sustainability.",,20000000,USD,20000000
heymax.ai,https://www.crunchbase.com/organization/max-heymax-ai,"Affiliate Marketing, Artificial Intelligence (AI), Credit Cards, E-Commerce, FinTech, Loyalty Programs, Personal Finance, Shopping, Software Engineering","Singapore, Central Region, Singapore",Heymax.ai offers a straightforward and effective method to attract valuable customers who appreciate rewards tailored to their preferences.,"20,593",Active,2023-01-01,year,,,,,For Profit,https://heymax.ai/,"Heymax.ai doubles your favorite miles! heymax helps you find the best credit card to use anywhere you shop, and double dip to earn your preferred loyalty points and miles at 20+ airlines and hotels by shopping with our partners like Shopee, Lazada, Amazon, Apple, Trip.com, Singapore Airlines and so many more. For businesses, heymax.ai is a simple and efficient way to convert high spending customers who likes rewards on their own terms.",Seed,300000,USD,300000
Mito Health,https://www.crunchbase.com/organization/mito-health,"Artificial Intelligence (AI), Health Care, Medical, Personal Health","Singapore, Central Region, Singapore",Mito Health is an AI-powered medical healthtech that provides advances to revolutionize the future of personalized preventative care.,"30,566",Active,2023-01-01,year,,,,,For Profit,https://mitohealth.com,Mito Health is an AI-powered medical healthtech that provides technological advances to revolutionize the future of personalized preventative care.,Seed,1700000,SGD,1276085
Kodiak Finance,https://www.crunchbase.com/organization/kodiak-finance,"Blockchain, Finance, Trading Platform","Singapore, Central Region, Singapore","Kodiak Finance is a DEX project solution provider, combines centralized and automated liquidity management.","38,917",Active,2023-01-01,year,,,,,For Profit,https://www.kodiak.finance,"Kodiak Finance is a DEX project solution provider, combines centralized and automated liquidity management. Their product package is intended to provide traders with the greatest possible trading experience while also simplifying centralized liquidity provisioning for liquidity providers and protocols. They provide a full range of trading and liquidity solutions by integrating the DEX layers: Decentralized Exchange (Kodiak DEX), Automated Liquidity Manager (Kodiak Islands), Comprehensive incentive layer (Sweet Island), Codeless Token Deployment Factory (Panda Factory)",Seed,2000000,USD,2000000
RegenX,https://www.crunchbase.com/organization/regenx-impact,"AgTech, Information Technology, Software","Singapore, Central Region, Singapore",RegenX - The only regenerative agriculture platform in Asia,"43,261",Active,2023-01-01,year,,,,,For Profit,http://regenx.ag/,"RegenX is a financing platform for small agri-businesses in Southeast Asia who are transitioning to regenerative agriculture.  What does the RegenX platform offer? 1. Pre-harvest financing at reduced costs. 2. Tiered regenerative agriculture for immediate value. 3. Advanced data platform to enhance practices and reduce risks. 4. Direct market linkages for better produce pricing. 5. Transparent impact assessment on livelihoods and the environment. Open-source regenerative SOPs to streamline certification. With added value for global investors, food buyers, and farmers' incomes, RegenX is seeding the future of Agri-financing.",Seed,500000,USD,500000
BIKA,https://www.crunchbase.com/organization/bika-1086,"Blockchain, Cryptocurrency, Virtual Reality","Singapore, Central Region, Singapore",BIKA is a blockchain contract exchange.,"44,481",Active,2023-01-01,month,,,,,For Profit,https://www.bika.one/#/home/zh-CN,"BIKA is a digital asset trading platform. They also provide asset protection, advanced data encryption, personal transaction data, open transactions, and compliance operation services.",Early Stage Venture,10000000,USD,10000000
HaiVE,https://www.crunchbase.com/organization/haive-d268,"Artificial Intelligence (AI), Customer Service, Software","Singapore, Central Region, Singapore",HaiVE is an AI as a service platform that optimises the customer experience for business teams in pre-Sales and product/service support.,"45,243",Active,2023-01-01,year,,,,,For Profit,https://haive.tech,"HaiVE is an AI as a Service platform that provides the business teams in pre-sales, on-boarding, and product and service support with a consistently optimal customer experience.",Seed,1000000,USD,1000000
