Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
0xScope,https://www.crunchbase.com/organization/oxscope,"Data Integration, Information Services, Web3","Singapore, Central Region, Singapore","00xScope transforms data access, decentralizing Web2 and Web3 data with open-source layers and analytical tools.","2,079",Active,2022-01-01,year,,,,,For Profit,https://0xscope.com,"0xScope creates graph protocol software that is designed to use data efficiently and cost-effectively. The company's platform enables users to access increased due diligence, advanced address clustering capabilities, transaction tracking, live event alerts, and financial risk control by converting web-three dispersed data into a well-organized knowledge graph.",Seed,8000000,USD,8000000
Fetcch,https://www.crunchbase.com/organization/fetcch,"Computer, Payments","Singapore, Central Region, Singapore",Fetcch is payments and digital rewards network.,"5,573",Active,2022-01-01,year,,,,,For Profit,https://www.fetcch.xyz,Fetcch is payments and digital rewards network.,Seed,3050000,USD,3050000
ZTX,https://www.crunchbase.com/organization/ztx,"Blockchain, Virtual Assistant","Singapore, Central Region, Singapore",ZTX is a web-3 virtual world that supports communities and creators.,"7,178",Active,2022-01-01,year,,,,,For Profit,https://ztx.io,"ZTX is a web-3 virtual world that supports communities and creators. ZTX is a blockchain project that jump crypto and ZEPETO, the largest avatar social network, have collaborated on.",Seed,13000000,USD,13000000
Wind.app,https://www.crunchbase.com/organization/wind-app,"FinTech, Web3","Singapore, Central Region, Singapore",Wind.app is platform for global payments.,"14,052",Active,2022-01-01,day,,,,,For Profit,https://wind.app/,"Wind.app is giving businesses the ability to pay their employees, worldwide, instantly.",Seed,3850000,USD,3850000
Helio Protocol,https://www.crunchbase.com/organization/helio-protocol,"Blockchain, Service Industry","Singapore, Central Region, Singapore",Helio Protocol is a BNB-backed destablecoin that runs on the BNB Chain.,"14,093",Active,2022-01-01,year,,,,,For Profit,https://helio.money/,Helio Protocol is a BNB-backed destablecoin that runs on the BNB Chain.,,10000000,USD,10000000
SPACE ID,https://www.crunchbase.com/organization/space-id-6111,"Blockchain, Software","Singapore, Central Region, Singapore","Space ID is developing a universal name service network that seamlessly connects people, data, and assets.","14,442",Active,2022-01-01,year,,,,,For Profit,https://space.id,"Space ID is developing a universal name service network that seamlessly connects people, data, and assets.",Early Stage Venture,10000000,USD,10000000
AMP,https://www.crunchbase.com/organization/the-commerce-co,"E-Commerce, SaaS","Singapore, Central Region, Singapore",AMP up your eCommerce business,"14,482",Active,2022-01-01,year,,,,,For Profit,https://useamp.com,,Early Stage Venture,28500000,AUD,18324074
FlashIntel,https://www.crunchbase.com/organization/flashintel,"Information Technology, Social Media Marketing","Singapore, Central Region, Singapore",FlashIntel is a premier go-to-market Intelligence firm that helps revenue teams improve ability to locate and engage with client profiles.,"14,838",Active,2022-01-01,year,,,,,For Profit,https://www.flashintel.ai,FlashIntel is a premier go-to-market Intelligence firm that helps revenue teams improve ability to locate and engage with client profiles.,Seed,10000000,USD,10000000
Hybr1d,https://www.crunchbase.com/organization/hybr1d,"Human Resources, Software","Singapore, Central Region, Singapore","Hybr1d is an end-to-end employee lifecycle management system, helping companies automate HR & IT processes via it's B2B SaaS platform.","16,335",Active,2022-01-01,year,,,,,For Profit,https://hybr1d.io/,Hybr1d operates as an end-to-end employee lifecycle management system.,Seed,3200000,USD,3200000
UXUY,https://www.crunchbase.com/organization/uxuy,"Financial Services, Trading Platform","Singapore, Central Region, Singapore",UXUY is the newly developed decentralised trading platform powered by the MPC.,"17,544",Active,2022-01-01,year,,,,,For Profit,https://uxuy.com/,UXUY is developing the next-generation MPC-based decentralised trading platform with the goal of giving users everywhere a CEX-like user experience.,Seed,3200000,USD,3200000
DWF Labs,https://www.crunchbase.com/organization/dwf-labs,"Financial Services, Venture Capital, Web3","Singapore, Central Region, Singapore",Global digital asset market maker and multi-stage web3 investment firm,"17,569",Active,2022-01-01,year,,,,,For Profit,https://www.dwf-labs.com,"DWF Labs is a global leading digital asset market maker and multi-stage web3 investment firm, providing support from token listing to market making to OTC trading solutions. We are present in Singapore, Switzerland, the UAE, BVI, and expanding. DWF Labs is part of the parent firm Digital Wave Finance (DWF), which consistently ranks among the top 5 trading entities by volume in the cryptocurrency world through its proprietary technology for high frequency trading. DWF Labs seeks to invest and support bold founders who want to build the future of Web3. We offer consulting, liquidity provision, cybersecurity, smart contract audit processes, debt-financing, treasury management and connections with our numerous partners across different verticals.",,,,
