Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
GIC,https://www.crunchbase.com/organization/gic,"Financial Services, Impact Investing, Real Estate Investment","Singapore, Central Region, Singapore",GIC is a global long-term investor that manages Singapore's foreign reserves.,"1,881",Active,1981-05-22,day,,,,,For Profit,https://www.gic.com.sg,"GIC is a global investment firm established in 1981 to manage Singapore's foreign reserves. A disciplined long-term value investor, GIC is uniquely positioned for investments across a wide range of asset classes, including equities, fixed income, private equity, real estate, and infrastructure. GIC invests through funds and directly in companies, partnering with its fund managers and management teams to help world-class businesses achieve their objectives. In tech investing, GIC seeks to be a lifetime partner to the companies it invests in. GIC has investments in over 40 countries around the world. Headquartered in Singapore, GIC employs over 1,700 people across 10 offices in key financial cities worldwide.",,,,
ofi,https://www.crunchbase.com/organization/olam-food-ingredients,"Coffee, Food and Beverage","Singapore, Central Region, Singapore",ofi is a naturally beneficial ingredients and solutions for food and beverages,"10,563",Active,1989-01-01,year,,,,,For Profit,https://www.ofi.com,"Olam Food Ingredients is a major supplier of cocoa and coffee products. These include cocoa beans and cocoa ingredients, Robusta and Arabica coffees as well as spray and freeze-dried soluble coffee.",,1975000000,USD,1975000000
V3 Group,https://www.crunchbase.com/organization/v3-group,Lifestyle,"Singapore, Central Region, Singapore","V3 Group is a leading Asian luxury group that creates, develops, and owns brands in the lifestyle and wellness markets.","19,497",Active,1980-11-01,month,,,,,For Profit,http://www.v3group.com,"Headquartered in Singapore, V3 Group Limited (“V3”) is a leading Asian luxury group that creates, develops, and owns brands in the lifestyle and wellness markets. V3 has three major business streams, Lifestyle, Wellness and Specialist Fixtures, and a presence in over 100 cities in 26 countries around the world. Beginning with the global luxury product leader OSIM in 1980, V3 Group founder Ron Sim has built up a portfolio of leading luxury brands over the years, including TWG Tea, the finest luxury tea brand in the world, and ONI Global, Asia's largest retailer of nutritional supplements. In ONI Global’s core markets Singapore, Malaysia and Taiwan, V3 Group holds the exclusive franchise rights to the global wellness brand GNC. Through ONI Global, V3 also owns LAC, which offers customers wellness products that combine eastern herbal ingredients and modern western processing; and Xndo, a provider of formulated food-based health products. The Company also owns Futuristic Store Fixtures, which supports some of the world’s leading retail brands.",Private Equity,366000000,SGD,268063919
"The Agency for Science, Technology and Research",https://www.crunchbase.com/organization/the-agency-for-science--technology-and-research,"Biotechnology, Commercial, Education, Health Care, Product Research","Singapore, Central Region, Singapore",The lead agency for fostering world-class scientific research.,"32,669",Active,1987-01-01,year,,,,,For Profit,https://www.a-star.edu.sg/,"The Agency for Science, Technology and Research (A*STAR) is the lead agency for fostering world-class scientific research and talent for a vibrant knowledge-based and innovation-driven Singapore. A*STAR oversees 18 biomedical sciences and physical sciences and engineering research entities, located in Biopolis and Fusionopolis as well as their immediate vicinity.   A*STAR supports Singapore's key economic clusters by providing intellectual, human and industrial capital to its partners in industry. It also supports extramural research in the universities, hospitals, research centres, and with other local and international partners.",,62000000,USD,62000000
Vertex Ventures,https://www.crunchbase.com/organization/vertex-ventures,"B2B, Finance, Financial Services, Venture Capital","Singapore, Central Region, Singapore",Vertex Ventures is a global network of operator-investors that manages portfolios.,"33,419",Active,1988-01-01,day,,,,,For Profit,http://www.vertexventures.com,"Vertex Ventures is a global network of operator-investors who manage portfolios in the U.S., China, Israel, India and Southeast Asia. The firm is a trusted partner to some of the world’s most innovative entrepreneurs, supporting them with unmatched operating experience and deep access to the capital, talent, partners and customers they need to build truly global businesses.",,,,
Olam,https://www.crunchbase.com/organization/olam-svi-spices-and-vegetable-ingredients,Food and Beverage,"Singapore, Central Region, Singapore","Olam SVI is a food & beverages company that provides onion, garlic, spices, herbs, tomatoes, and capsicums.","36,419",Closed,1989-01-01,year,,,,none,For Profit,http://olamsvi.com,,,176000000,USD,176000000
8x8 International Pte Ltd,https://www.crunchbase.com/organization/wavecell,"Enterprise Software, Software, Telecommunications","Singapore, Central Region, Singapore",8x8 CPaaS is a software development company that develops a cloud communications platform.,"43,729",Active,1987-01-01,year,2019-07-17,day,,,For Profit,https://www.8x8.com/products/apis,"Wavecell develops a cloud communications platform. They provide cloud-based communication APIs including SMS service, push notifications, voice, and video services to connect the customers with the enterprises.",M&A,9905000,USD,9905000
Challenger Technologies,https://www.crunchbase.com/organization/challenger-technologies,"E-Commerce, Information Technology","Singapore, Central Region, Singapore",Challenger is a dynamic regional IT retailer in Singapore.,"46,778",Active,1982-01-01,year,,,,,For Profit,https://www.challenger.com.sg,"Challenger is Singapore’s only homegrown consumer electronics chain with an extensive network of over 40 stores island-wide serving over 500,000 ValueClub members. In 2016, Challenger’s online Hachi.tech marketplace started serving customers looking to purchase online while enjoying the choice between local delivery and convenient in-store pickup.",Private Equity,32800000,SGD,24270210
Growthwell Group,https://www.crunchbase.com/organization/growthwell-group,"Food and Beverage, Food Processing","Singapore, Central Region, Singapore",Growthwell Group is a vegetarian food solutions company that helps F&B businesses and organizations to get high-quality products.,"49,779",Active,1989-01-01,year,,,,,For Profit,https://growthwellfoods.com/,"Growthwell Group is the only vegetarian food solutions company that helps F&B businesses and organizations to get high-quality products and excellent logistics support & customer service so that they can grow, profit and succeed with us.",Early Stage Venture,30000000,USD,30000000
Tee International,https://www.crunchbase.com/organization/tee-international,"Computer, Construction, Electronics, Real Estate, Real Estate Investment","Singapore, Central Region, Singapore","Tee International has grown from general electrical contractor an established Integrated Engineering, Real Estate and Infrastructure Group.","60,787",Active,1980-01-01,year,2002-06-28,day,,,For Profit,http://www.teeintl.com,"Tee International engages in integrated engineering, real estate, and infrastructure businesses. The company’s Engineering segment provides mechanical and electrical engineering services relating to large-scale and complex engineering, and infrastructure-related projects in the areas of plumbing and sanitary, fire protection, extra low voltage, integrated building management system, and plants and processes, as well as electrical, air conditioning, and mechanical ventilation.",IPO,15000000,USD,15000000
