Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Quest Global,https://www.crunchbase.com/organization/quest-global-services,"Consulting, Information Services, Outsourcing, Software","Singapore, Central Region, Singapore",Quest Global is an engineering solutions company that offers a range of services in the engineering and technology domains.,"4,943",Active,1997-01-01,year,,,,,For Profit,http://www.quest-global.com,"QuEST Global Services is a provider of outsourced engineering services. QuEST has been providing comprehensive support across the complete engineering lifecycle to help its customers improve efficiency, increase quality, create new products, and open new markets.",Private Equity,1081000000,USD,1081000000
Browzwear,https://www.crunchbase.com/organization/browzwear,"3D Technology, Fashion, Retail Technology, Software, Virtualization","Singapore, Central Region, Singapore",Browzwear is driving digital transformation in the fashion industry through the power of 3D virtual product samples.,"12,385",Active,1999-01-01,year,,,,,For Profit,http://www.browzwear.com,"Browzwear is driving digital transformation in the fashion industry through the power of 3D virtual product samples. More than 400 apparel companies across the globe and their supply chain partners already use Browzwear technologies solutions to bring products to market faster and more sustainably. With Browzwear, design, product development, marketing and manufacturing teams can create, view and share products in vivid, accurate 3D, reducing the number of required iterations and patterns and streamlining processes. Browzwear allows companies to create true-to-life virtual samples of garments and make changes to them in minutes, ultimately enabling companies to market clothes long before they are actually manufactured, while cutting resource usage, waste and costs.",Early Stage Venture,35000000,USD,35000000
InterOil Corporation,https://www.crunchbase.com/organization/interoil-corporation,"Energy, Oil and Gas","Singapore, Central Region, Singapore","InterOil has grown to become a significant regional energy company and, as important, a trusted partner to communities & business","45,666",Active,1997-01-01,year,2004-09-17,day,,,For Profit,http://www.interoil.com/,"InterOil Corporation is an independent oil and gas business with a sole focus on Papua New Guinea. InterOil’s assets include one of Asia’s largest undeveloped gas fields, Elk-Antelope, in the Gulf Province, and exploration licenses covering about 16,000km2. Its main offices are in Singapore and Port Moresby. InterOil is listed on the New York and Port Moresby stock exchanges.",M&A,470000000,USD,470000000
ATLANTIC Navigation Holdings,https://www.crunchbase.com/organization/atlantic-navigation-holdings,"Logistics, Marine Transportation, Shipping","Singapore, Central Region, Singapore","Atlantic Navigation Holdings (Singapore) Limited, an investment holding company.","54,038",Active,1997-01-01,year,2017-01-05,day,,,For Profit,http://www.atlanticnavigation.com/,"ATLANTIC Navigation Holdings are an integrated offshore supply operation principally engaged in the provisioning of marine logistic services, ship repair, fabrication and other marine services. They operate out of the UAE serving primarily customers in the Middle East and India. They operate through our subsidiaries, Atlantic Maritime Group FZE, which is based in Hamariyah Freezone, Sharjah, as well as Atlantic Ship Management LLC, based in Abu Dhabi. ",IPO,38300000,USD,38300000
Health Management International,https://www.crunchbase.com/organization/health-management-international,"Health Care, Hospital, Training","Singapore, Central Region, Singapore","Health Management International provides private healthcare services in Singapore, Malaysia, and Indonesia. ","54,210",Active,1998-01-01,year,2002-06-28,day,,,For Profit,http://hmi.com.sg/,"Health Management International Ltd is a growing regional private healthcare provider with presence in Singapore, Malaysia and Indonesia. The Group owns two tertiary hospitals in Malaysia, a healthcare training centre in Singapore and a network of representative offices in Indonesia, Malaysia and Singapore. ",IPO,11000000,SGD,8075190
Golden Energy and Resources (Gear),https://www.crunchbase.com/organization/golden-energy-and-resources-gear,"Energy, Renewable Energy, Solar","Singapore, Central Region, Singapore",Golden Energy and Resources (Gear) is a coal producer company.,"74,005",Active,1995-12-02,day,2016-12-16,day,,,For Profit,http://www.gear.com.sg/,"Golden Energy and Resources Limited (""GEAR"") is a Singapore-listed (SGX:AUE) Asia Pacific energy and resources corporation. Energy coal exploration, mining, processing, and marketing are all part of the company's coal mining concession regions. Exploration, mining, processing, and sale of metallurgical coal from its coal mining concession regions are all part of the Metallurgical coal business. Forestry, investment holding firm, and management services are all part of the Non-coal Business category.",IPO,145150000,SGD,105767248
A SMART HOLDINGS LTD,https://www.crunchbase.com/organization/a-smart-holdings-ltd,"Analytics, Augmented Reality, Commercial, Digital Signage","Singapore, Central Region, Singapore","A-Smart Holdings is a holding company that specialises in time-sensitive printing, inventive signs, automated & augmented reality solutions.","93,468",Active,1999-01-01,year,1999-06-28,day,,,For Profit,http://www.a-smart.sg,"A-Smart Holdings Ltd, an SGX mainboard-listed company, has invested in market-ready solutions for smart cities, particularly business intelligence and automation for retail services and ecological sustainability. Its focus includes time-sensitive printing, innovative signage, Internet platform, data analytics, automated and augmented reality solutions, managed cash and digital payment, and green technologies, configured for business and consumer services in smart cities. It combines cutting-edge industry insights with innovative technology to generate practical, engaging, and useful solutions for raising livability and productivity. It offers technological solutions that include digital automation, mobile productivity, and data analytics solutions to empower entrepreneurs and enterprises to manage costs and give a clearer picture on potential savings and reduction of wastage.",IPO,5370000,USD,5370000
Canalys,https://www.crunchbase.com/organization/canalys,"3D Printing, Analytics, Information Technology, Market Research","Singapore, Central Region, Singapore","Canalys is a marketing, analytics, and research firm that provides services for companies engaged in electronics and technology.","95,292",Active,1998-01-01,year,2023-07-26,day,,,For Profit,http://canalys.com/,"Canalys is a marketing, analytics, and research firm that provides its services for companies engaged in the field of electronics and technology. It operates in three segments:mobility segement, channel stratery segment, and IT infrastructure segment.    Its mobility segment provides tablet PC analysis, smartphone analysis, and wearable technology analysis. Its Channel strategy segment provides its clients with channels analysis, the Canalys channels forum, a partner program analysis, and more.   Its IT infrastructure segment provides its clients with 3D printing analysis, data center analysis, network infrastructure analysis, unified communications analysis, and IT security analysis.   Canalys serves a clientele that includes At&t, Apple, Broadcom, Baidu, Disney, Cisco, Dropbox, HP, EA, Google, HTC, IBM, and many other renowned companies. It is based in Palo Alto, California and operates offices in America, Europe, and Asia.",M&A,,,
ST Engineering,https://www.crunchbase.com/organization/st-engineering,"Consumer Electronics, Electronics, Industrial Engineering, Information Services, Information Technology, Manufacturing, Robotics, Service Industry, Software, Telecommunications","Singapore, Central Region, Singapore","ST Engineering is an integrated engineering group providing solutions and services in the aerospace, electronics, land systems.","99,845",Active,1997-01-01,year,,,,,For Profit,http://www.stengg.com,"ST Engineering was formed in 1997 and They are today one of Asia's defense and engineering groups. They are among the large companies listed on the Singapore Exchange, and a component stock of the FTSE Straits Times Index and MSCI Singapore. A leader in each of Their sectors of business, They offer integrated and advanced solutions for customers across multiple industries. Their customers are both commercial and defence organizations in over 100 countries. They serve them through a global network of over 100 subsidiaries and associated companies in 46 cities across 24 countries in the Americas, Asia, Europe, and the Middle East.",,,,
TDCX,https://www.crunchbase.com/organization/tdcxgroup,"Consulting, Information Technology, Outsourcing","Singapore, Central Region, Singapore",TDCX is a high-growth digital customer experience solutions provider for innovative technology and other blue-chip companies.,"109,412",Active,1995-01-01,year,2021-10-01,day,,,For Profit,https://www.tdcx.com/,"Singapore-headquartered TDCX provides transformative digital CX solutions, enabling world-leading and disruptive brands to acquire new customers, to build customer loyalty and to protect their online communities. TDCX helps clients achieve their customer experience aspirations by harnessing technology, human intelligence and its global footprint. It serves clients in fintech, gaming, technology, travel and hospitality, digital advertising and social media, streaming and e-commerce. TDCX’s expertise and strong footprint in Asia has made it a trusted partner for clients, particularly high-growth, new economy companies, looking to tap the region’s growth potential. TDCX’s commitment to delivering positive outcomes for our clients extends to its role as a responsible corporate citizen. Its Corporate Social Responsibility program focuses on positively transforming the lives of its people, its communities and the environment. TDCX employs more than 17,800 employees across 30 campuses globally, specifically in Brazil, Colombia, Hong Kong, India, Indonesia, Japan, Malaysia, Mainland China, Philippines, Romania, Singapore, South Korea, Spain, Thailand, Türkiye, and Vietnam. For more information, please visit www.tdcx.com.",IPO,,USD,
