Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Clear Water Resources,https://www.crunchbase.com/organization/clear-water-resources,"Recycling, Waste Management, Water","New Braunfels, Texas, United States",Clear Water Resources provides oilfield waste management solutions.,"1,145,002",Southern US,,Active,2014-01-01,year,,,,,For Profit,https://www.clearwaterresources.com,"Clear Water Resources offers innovative, institutional-quality waste management solutions to oil and gas companies. They provide solutions for types of oilfield waste such as produced water, flowback water, and completion fluids. Their facilities offer safety standards, services available 24 hours a day, 365 days a year, air-conditioned lounges and bathrooms for drivers, automated truck ticketing and water volume reports, and friendly and professional staff.","Natural Resources, Sustainability",,,51-100,,,,,,,,,,,,,Private,,,,,,
LDB Plastics,https://www.crunchbase.com/organization/ldb-plastics,"Automotive, Manufacturing, Plastics and Rubber Manufacturing","Shelby, Michigan, United States",LDB Plastics specializes in the manufacturing of custom plastic injection molded products and prototype services.,"1,145,008","Great Lakes, Midwestern US",Less than $1M,Active,1997-01-01,year,,,,,For Profit,https://ldbplastics.com,,"Manufacturing, Transportation",,,1-10,,,,,,,,,,,,,Private,,,,,,
SEO Bounty,https://www.crunchbase.com/organization/seo-bounty,"Advertising, Consulting, SEO, Web Design","Virginia Beach, Virginia, United States",Search Engine Optimization Company,"1,145,009","East Coast, Southern US",$1M to $10M,Active,1998-10-31,day,,,,,For Profit,http://www.seobounty.com,"SEO Bounty is a search engine optimization company located in Virginia, USA. SEO Bounty was founded in October 1998 under the name Web Pages Now as an Internet Marketing, web design, and affiliate marketing company. As one of the first companies to see the true power of pay-per-click marketing, it fused SEO, PPC and affiliate marketing into one powerful force. With over 12 years of Internet marketing experience, Richard A. Lewis, the founder of SEO Bounty, leads a team of dedicated search marketers and link building experts towards proven success for our clients.","Advertising, Design, Internet Services, Professional Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
ECC,https://www.crunchbase.com/organization/ecc,"Building Material, Financial Services, Insurance, Real Estate","Irvine, California, United States",Building and managing a portfolio of subprime residential mortgage loans.,"1,145,009","Greater Los Angeles Area, West Coast, Western US",,Closed,2004-04-01,month,,,,none,For Profit,http://www.encorecredit.com,"ECC were formed in April 2004 for the purpose of building and managing a portfolio of subprime residential mortgage loans. Encore Credit, their wholly-owned subsidiary, is a nationwide mortgage banking company that originates and purchases subprime residential mortgage loans, primarily on a wholesale basis.","Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Wills Memorial Hospital,https://www.crunchbase.com/organization/wills-memorial-hospital,"Health Care, Hospital, Hospitality, Non Profit, Professional Services","Washington, Georgia, United States",Wills Memorial Hospital offers health care services.,"1,145,012","East Coast, Southern US",,Active,1961-01-01,year,,,,,Non-profit,https://www.willsmemorialhospital.com,"Wills Memorial Hospital offers health services encompasses the full continuum of care, emphasizing health promotion, disease prevention, emergency medicine, and treatment of all members of the family, pediatrics to elderly. They work to meet the healthcare needs and expectations of the community by providing services in a caring and supportive environment.","Health Care, Other, Social Impact, Travel and Tourism",,,101-250,,,,,,,,,,,,,Private,,,,,,
Kieckhafer Schiffer,https://www.crunchbase.com/organization/kieckhafer-schiffer,"Accounting, Consulting, Finance, Financial Services, Tax Consulting","Irvine, California, United States",Kieckhafer Schiffer is a financial accounting tax consulting firm.,"1,145,013","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,1991-01-01,year,,,,,For Profit,https://www.ks-llp.com,,"Financial Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
World Petroleum Supply,https://www.crunchbase.com/organization/world-petroleum-supply,"Oil and Gas, Supply Chain Management, Wholesale","Conroe, Texas, United States","World Petroleum Supply is a stocking distributor for National Oilwell Varco, Westco International, and Cavins Oil Well Tools.","1,145,014","Greater Houston Area, Southern US",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,http://worldpetroleumsupply.com,,"Commerce and Shopping, Energy, Natural Resources, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Delaware Valley OBGYN,https://www.crunchbase.com/organization/delaware-valley-obgyn,"Health Care, Hospital, Medical","Lawrenceville, New Jersey, United States","Delaware Valley OBGYN is a healthcare firm that offers obstetrics, gynecology, midwifery, and gyn surgery services.","1,145,015","East Coast, Northeastern US",$10M to $50M,Active,,,,,,,For Profit,https://delvalobgyn.com,,Health Care,,,101-250,,,,,,,,,,,,,Private,,,,,,
Professional Jet,https://www.crunchbase.com/organization/professional-jet,"Accounting, Aerospace, Office Administration, Staffing Agency, Training","Santa Ana, California, United States","Professional Jet is a management company that offers aircraft maintenance, pilot hiring and training, and crew services.","1,145,018","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://professionaljet.net,,"Administrative Services, Education, Financial Services, Professional Services, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Keys & Kites,https://www.crunchbase.com/organization/keys-kites,Advertising,"Chicago, Illinois, United States",Keys & Kites is a business-to-business marketing and advertising based company.,"1,145,021","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2018-01-01,year,,,,,For Profit,https://www.keysandkites.com/,"Helping B2B clients launch new ideas is the mission of Keys & Kites. Partners Tim Cook and Tom Barg have helped many of the country’s leading business-to-business brands — including GE, Siemens, Chevron, Abbott Labs, Cox Automotive, Catamaran (now Optum), Rockwell Automation, and Zekelman Industries — execute successful launches. They built Keys & Kites on the essential principles for turning new ideas into business value.","Advertising, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
