Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
VECAMYL,https://www.crunchbase.com/organization/vecamyl,"Dietary Supplements, Health Care, Manufacturing, Pharmaceutical","New York, New York, United States","VECAMYL manufactures and provides drugs, oral anti-hypertensive medication, and other pharmaceutical products.","1,230,001","Greater New York Area, East Coast, Northeastern US",,Active,,,,,,,For Profit,https://vecamyl.com,,"Food and Beverage, Health Care, Manufacturing",,,,,,,,,,,,,,,,Private,,,,,,
Financial Trust Asset Management,https://www.crunchbase.com/organization/financial-trust-asset-management,"Advice, Asset Management, Finance, Financial Services, Risk Management","Boca Raton, Florida, United States",Financial Trust Asset Management is an investment management firm.,"1,230,002","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,https://www.financialtrust.net,"Financial Trust Asset Management  focus on active and passive investment solutions for institutions and private clients. Their investment approach is characterized by a distinctive blend of fundamental bottom-up stock selection, top-down macro research and technical evaluation.","Financial Services, Media and Entertainment, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Markette,https://www.crunchbase.com/organization/markette,"Advertising, Internet, Online Portals, Sales","Washington, District of Columbia, United States","Markette.com, a provider of Internet portals aimed at the sales profession.","1,230,002","Washington DC Metro Area, Southern US",$10M to $50M,Active,1998-01-01,year,,,,,For Profit,http://www.markette.com/,"Markette enhances the effectiveness of sales professionals, especially in the area of sales lead generation. They focus exclusively on sellers, the people who are paid everyday to go out and generate their own leads one way or another. The reality is that people who sell for a living will ultimately uncover far more sales leads than all of the lead generation sources combined. In fact, 91 percent of all sales professionals are responsible to some extent for developing their own sales leads. It's no wonder that their customers tell us that sales leads are the most sought after sales resource today. The way they help sales organizations and individuals find and acquire qualified sales leads from one another is through their LeadSwap Network, a shared application that allows small business owners, independent salespeople and corporate sales reps to buy lists, review an aggregated list of hot leads from third party partners, and swap warm leads with one another all from their desktop or mobile device. LeadSwap's unique advantages lie in the network of sales professionals it collects leads from and the exclusive nature of the leads and how acquirers of these leads use the information. Their network is designed to be the destination for sales leads in either a branded, co-branded, or corporate hosted application environment.","Advertising, Internet Services, Sales and Marketing",,,1-10,2,Early Stage Venture,1600000,USD,1600000,1600000,USD,1600000,"Onyx Software, Coldstream",2,2,,Private,,,,,,
VMD & Associates,https://www.crunchbase.com/organization/vmd-associates,"Accounting, Employee Benefits, Financial Services, Retirement","Owosso, Michigan, United States","VMD & Associates renders accounting, quickbooks, employee benefit plans, taxation, financial audits, estate & retirement planning services.","1,230,006","Great Lakes, Midwestern US",Less than $1M,Active,,,,,,,For Profit,https://www.vmdcpa.com/,,"Administrative Services, Community and Lifestyle, Financial Services, Health Care, Other, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
High Tide Creative,https://www.crunchbase.com/organization/high-tide-creative,"Advertising, Marketing, Public Relations, Social Media, Web Development","Bridgeton, Missouri, United States","High Tide Creative is an advertising firm that renders strategy, social media, web development, digital marketing, PR & media plan services.","1,230,010",Midwestern US,$1M to $10M,Active,2005-01-01,year,,,,,For Profit,https://www.hightidecreative.com/,,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Magnify Payments,https://www.crunchbase.com/organization/magnify-payments,"Financial Services, FinTech, Payments","Pittsburgh, Pennsylvania, United States",Magnify Payments provides merchant payment and payment processing solutions with assistive services.,"1,230,012","Great Lakes, Northeastern US",,Active,2015-01-01,year,,,,,For Profit,https://magnifypayments.com/,,"Financial Services, Payments",1,Chris Novic,1-10,,,,,,,,,,,,,Private,,,,,,
Team Base,https://www.crunchbase.com/organization/team-base,"Bookkeeping and Payroll, Financial Services, Tax Consulting, Tax Preparation","Maryland, Louisiana, United States","TeamBase Tax Services believe in the value of relationships, & we strive to make every client relationship a long-term partnership.","1,230,018",Southern US,,Active,2003-01-21,day,,,,,For Profit,https://www.teambasets.com/Home,"TeamBase Tax Services believe in the value of relationships, & we strive to make every client relationship a long-term partnership. We honestly believe that success in tax preparation can only be achieved when our clients are fully satisfied with our work, and have had a rewarding experience.",Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
Affiliated Mortgage Company,https://www.crunchbase.com/organization/affiliated-mortgage-company,"Banking, Financial Services, Mortgage, Real Estate","Monroe, Louisiana, United States","Affiliated Mortgage Company is a banking firm providing home loan, mortgage, and reverse mortgage services.","1,230,022",Southern US,$10M to $50M,Active,,,,,,,For Profit,http://affiliatedmortgage.com,,"Financial Services, Lending and Investments, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
Schaben Insurance & Financial,https://www.crunchbase.com/organization/schaben-insurance-financial,"Auto Insurance, Health Insurance, Insurance, Life Insurance","Panama, Iowa, United States","Schaben Insurance & Financial offers auto insurance, home insurance, life insurance, health insurance, and business insurance.","1,230,026",Midwestern US,$1M to $10M,Active,,,,,,,For Profit,https://www.schabeninsurance.com/,,Financial Services,1,Gary Schaben,11-50,,,,,,,,,,,,,Private,,,,,,
OneStopPlus,https://www.crunchbase.com/organization/onestopplus,"E-Commerce, Fashion, Retail","Palmer, Massachusetts, United States","OneStopPlus is an e-commerce company that offers dresses, bottoms, coats, jackets, shoes, and accessories.","1,230,029","East Coast, New England, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://www.onestopplus.com/,,"Clothing and Apparel, Commerce and Shopping, Design",,,,,,,,,,,,,,,,Private,,,,,,
