Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Woodhaven Custom Calls,https://www.crunchbase.com/organization/woodhaven-custom-calls,"Consumer Goods, E-Commerce, Hunting, Manufacturing, Retail","Heflin, Alabama, United States","Woodhaven Custom Calls manufactures and retails premium hammer tooth, cutter, carbon striker, deer and buck grunt, and corporate deer calls.","443,001",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://woodhavencustomcalls.com/,,"Commerce and Shopping, Consumer Goods, Manufacturing, Sports",1,Mike Pentecost,11-50,,,,,,,,,,,,,Private,,,,,,
Cavalry Solutions,https://www.crunchbase.com/organization/cavalry-solutions,"Information Technology, IT Infrastructure, Security","Greenwood Village, Colorado, United States",Cavalry Solutions specializes in IT and Operational Technology lifecycle management services for critical infrastructure.,"443,002","Greater Denver Area, Western US",,Active,2014-01-01,day,,,,,For Profit,https://cavalry.solutions/,,"Information Technology, Privacy and Security",,,11-50,,,,,,,,,,,,,Private,,,,,,
Simnova,https://www.crunchbase.com/organization/simnova,"Biotechnology, Clinical Trials, Health Care, Therapeutics","Cambridge, Massachusetts, United States","Simnova Biotherapeutics develops cell therapies for cancer treatment, with a focus on CAR-based cell therapy.","443,003","Greater Boston Area, East Coast, New England",,Active,2019-01-01,year,,,,,For Profit,http://www.simnovabio.com,,"Biotechnology, Health Care, Science and Engineering",,,51-100,,,,,,,,,,,,,Private,,,,,,
Dentist Advisors,https://www.crunchbase.com/organization/dentist-advisors,"Finance, Financial Exchanges, Financial Services, Health Care","South Jordan, Utah, United States","Dentist Advisors is a wealth management firm that specializes in financial planning for dentists, orthodontists, and oral surgeons.","443,003",Western US,$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://dentistadvisors.com/,"Dentist Advisors is a wealth management firm that specializes in financial planning for dentists, orthodontists, and oral surgeons. They combine years of dental industry expertise with their scientific, proprietary methodology to streamline personal and practice finances, optimize investments, and grow their clients’ wealth.    Dentist Advisors was founded in 2007 and is headquartered in South Jordan, Utah.","Financial Services, Health Care, Lending and Investments",1,Reese Harper,11-50,,,,,,,,,,,,,Private,,,,,,
Family Food Distributors,https://www.crunchbase.com/organization/family-food-distributors,"E-Commerce, Food and Beverage, Snack Food","Kearny, New Jersey, United States",Family Food Distributors renders superior customer service with a collection of food and beverages with online services.,"443,004","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2002-01-01,day,,,,,For Profit,http://www.familyfooddist.com,,"Commerce and Shopping, Food and Beverage",,,11-50,,,,,,,,,,,,,Private,,,,,,
The National Association of Women in Construction,https://www.crunchbase.com/organization/the-national-association-of-women-in-construction,"Association, Construction, Professional Networking, Real Estate, Women's","Fort Worth, Texas, United States","The National Association of Women in Construction provides professional development, education, networking, and leadership training.","443,007","Dallas/Fort Worth Metroplex, Southern US",$10M to $50M,Active,1953-01-01,year,,,,,For Profit,http://www.nawic.org,"The National Association of Women in Construction provides professional development, education, networking, and leadership training.  The National Association of Women in Construction focuses on advocating the value and impact of women builders, professionals, and tradeswomen in all aspects of the construction industry. The National Association of Women in Construction was founded in 1995 and was headquartered in 	Fort Worth, United States.","Community and Lifestyle, Other, Professional Services, Real Estate",,,5001-10000,,,,,,,,,,,,,Private,,,,,,
Wood-Mizer,https://www.crunchbase.com/organization/wood-mizer-c802,"E-Commerce, Industrial, Manufacturing","Indianapolis, Indiana, United States","Wood-Mizer manufactures portable sawmill equipment and band sawmill blades, also offering an online Sawyer Directory.","443,009","Great Lakes, Midwestern US",$100M to $500M,Active,1982-01-01,year,,,,,For Profit,https://woodmizer.com,"Wood-Mizer Holdings, Inc. is a manufacturing company that specializes in portable sawmill equipment. Their product range includes portable sawmills and band sawmill blades. The company's offerings are designed to transform logs into lumber, catering to both wood projects and commercial profits. They also provide an online Sawyer Directory, which helps customers find local portable sawmill services. Additionally, Wood-Mizer has made strides in innovation with the introduction of the industry's first battery-powered portable sawmill.","Commerce and Shopping, Manufacturing",2,"Dan Tekulve, Don Laskowski",501-1000,,,,,,,,,,,,,Private,,,,,,
Four Dots,https://www.crunchbase.com/organization/four-dots,"Advertising, Marketing","New York, New York, United States","SEO, Content Marketing, ORM and Web Design services","443,010","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,2013-05-01,day,,,,,For Profit,https://fourdots.com,"Four Dots offers a comprehensive range of inbound marketing services. This extends to everything from keyword and competition analysis to content marketing and ORM. Each member of our versatile team has been tracking the changes in industry for years now, and has learned to predict the extremes in its ebb and flow.","Advertising, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Ocala Breeders Sales Company,https://www.crunchbase.com/organization/ocala-breeders-sales-company,"Agriculture, Equestrian, Events","Ocala, Florida, United States",OBS - Ocala Breeders' Sales is a  Horse Breeders Sales Company that specializes in Premier Thoroughbred Sales.,"443,011","East Coast, Southern US",$10M to $50M,Active,1977-01-01,day,,,,,For Profit,https://www.obssales.com,,"Agriculture and Farming, Events, Media and Entertainment",,,51-100,,,,,,,,,,,,,Private,,,,,,
Roanoke Electric Cooperative,https://www.crunchbase.com/organization/roanoke-electric-cooperative,"Electrical Distribution, Energy, Energy Management, Non Profit","Aulander, North Carolina, United States",Roanoke Electric Cooperative is an electric distribution firm that provides electric utility for home and electric vehicles.,"443,017","East Coast, Southern US",$50M to $100M,Active,1938-01-01,year,,,,,For Profit,https://www.roanokeelectric.com,,"Energy, Other, Social Impact",,,51-100,,,,,,,,,,,,,Private,,,,,,
Chrome Unboxed,https://www.crunchbase.com/organization/chrome-unboxed,"Media and Entertainment, News, Publishing","Elizabethtown, Kentucky, United States",Chrome Unboxed is a news & media company that deals in news publishing & media services.,"443,019",Southern US,$1M to $10M,Active,2015-01-01,month,,,,,For Profit,https://chromeunboxed.com,,"Content and Publishing, Media and Entertainment",1,Robby Payne,1-10,,,,,,,,,,,,,Private,,,,,,
Avitas,https://www.crunchbase.com/organization/avitas,"Advice, Consulting, Professional Services","Chantilly, Virginia, United States","Avitas is an aviation consulting firm that offers technical consultancy, valuation, and strategic planning services for airlines.","443,026","Washington DC Metro Area, East Coast, Southern US",,Active,1985-01-01,year,,,,,For Profit,https://avitas.com/,,"Media and Entertainment, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Mixtape Social Music,https://www.crunchbase.com/organization/mixtape-social-music,"Music, Music Label, Music Streaming","Utah, Tennessee, United States",Mixtape Social Music is a platform for artists to perform social music.,"443,026",Southern US,,Active,2020-01-01,month,,,,,For Profit,https://www.getmixtape.com,,"Internet Services, Media and Entertainment, Music and Audio",3,"David K Williams, Isaac Ellsworth, Rob Duffin",11-50,,,,,,,,,,,,,Private,,,,,,
Mob Inspire,https://www.crunchbase.com/organization/mob-inspire,"Artificial Intelligence (AI), Big Data, Cloud Computing, Enterprise Software, Internet of Things, Mobile Apps, Software","Palo Alto, California, United States","Enterprise mobility, startup development, platform innovation, mobile app development","443,027","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,2009-11-16,day,,,,,For Profit,https://mobinspire.com/,"Mob Inspire streamlines the business operations in corporate sector by providing cost-effective and highly productive software solutions. The experience in enterprise mobility, platform innovation, and startup development spans over a decade providing businesses with a range of solutions including blockchain, big data analytics, AI, IoT, and on-demand platforms.  After the launch in 2009, the company quickly expanded to attain global presence with clientele in every inhabited continent of the world. The teams work with enterprises of all scales to assist them with software infrastructure that enhances business architecture. Mob Inspire also provides dedicated development teams to fill the skill gap in clients' businesses. Today, Mob Inspire is widely recognized as the hub for platform innovation and enterprise mobility.","Apps, Artificial Intelligence (AI), Data and Analytics, Internet Services, Mobile, Science and Engineering, Software",1,ahmed abdullah,51-100,,,,,,,,,,,,,Private,,,,,,
TLB Wood Products,https://www.crunchbase.com/organization/tlb-wood-products,"Biomass Energy, Manufacturing, Timber, Transportation, Wood Processing","Seymour, Wisconsin, United States","TLB Wood Products manufactures bulk mulch, animal bedding, bio mass fuel products and offers transportation and warehouse services.","443,028","Great Lakes, Midwestern US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://www.tlbcompanies.com,,"Energy, Manufacturing, Natural Resources, Sustainability, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
