Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Litton Industries - Emerge,https://www.crunchbase.com/organization/litton-industries-emerge,Agriculture,"Billerica, Massachusetts, United States",Litton Industries - Emerge provides agricultural and land-use information services.,"2,914,000","Greater Boston Area, East Coast, New England",,Active,1996-01-01,year,2000-03-22,day,,,For Profit,,"Litton Industries - Emerge provides agricultural and land-use information services and is located in Billerica, Mass.",Agriculture and Farming,,,,,M&A,,,,,,,,,,,Private,,,,,,
Jewish Home of Eastern Pennsylvania,https://www.crunchbase.com/organization/jewish-home-of-eastern-pennsylvania,"Health Care, Medical, Non Profit, Rehabilitation, Social Assistance","Scranton, Pennsylvania, United States","Jewish Home of Eastern Pennsylvania provides alzheimers and dementia, medical, rehabilitative care and social services.","2,914,002","Great Lakes, Northeastern US",$10M to $50M,Active,1916-01-01,year,,,,,Non-profit,https://jhep.org/,,"Government and Military, Health Care, Other, Social Impact",1,Selma Stark,251-500,,,,,,,,,,,,,Private,,,,,,
Clearwater Marketing Concepts,https://www.crunchbase.com/organization/clearwater-marketing-concepts,"Advertising, Consulting","Reno, Nevada, United States",Clearwater Marketing Concepts is a direct marketing firm specializing in face-to-face brand marketing and customer acquisition. ,"2,914,006",Western US,,Closed,2018-03-01,month,,,,none,For Profit,,,"Advertising, Professional Services, Sales and Marketing",1,DJ Wright,,,,,,,,,,,,,,Private,,,,,,
Anu Heritage Care,https://www.crunchbase.com/organization/anu-heritage-care,"Employment, Human Resources, Staffing Agency","Burlington, New Jersey, United States",Anu Heritage Care is a staffing agency for nurses.,"2,914,015","Greater Philadelphia Area, East Coast, Northeastern US",,Active,2020-01-01,year,,,,,For Profit,https://www.anuheritagecare.com,"Anu Heritage Care provides recruiting services. Their services include certified nursing assistant staffing, licensed practical nursing staffing, and registered nursing staffing.","Administrative Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Magic Squad Dental,https://www.crunchbase.com/organization/magic-squad-dental,"Dental, Health Care, Wellness","Woodhaven, New York, United States",Magic Squad Dental provides pediatric dentistry services.,"2,914,021","East Coast, Northeastern US",,Active,2019-01-01,year,,,,,For Profit,https://www.magicsquaddental.com,"Magic Squad Dental offers services such as dental crowns, dental bridges, radiographs, tooth color filings, dental sedation, pulpal therapy, dental cleaning, and dental sealants. The company's contact modes are by mail, phone, and physical address.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Level3 Insurance,https://www.crunchbase.com/organization/level3-insurance,"Commercial Insurance, Insurance, Life Insurance","Houston, Texas, United States",Level3 Insurance is an insurance agency that offers personal and business insurance services.,"2,914,023","Greater Houston Area, Southern US",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://level3insurance.net,,Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
My Web Gurus,https://www.crunchbase.com/organization/my-web-gurus,Software,"Santa Rosa, California, United States","Web Design Service provider, California","2,914,025","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Closed,2008-01-01,year,,,,none,For Profit,http://www.mywebgurus.com,"web 2.0 design, css web design, html web design, creative web design, web application design, web design suite, web design sonoma county, web design windsor, web design santa rosa, santa rosa web design, marin web designer, marin web design, napa web design, web design napa, california web agency, california web design and development, web development santa rosa, web design santa rosa ca, california web design agency",Software,,,1-10,,,,,,,,,,,,,Private,,,,,,
Printing Plus Solutions,https://www.crunchbase.com/organization/printing-plus-solutions,"Advertising, Manufacturing, Printing, Service Industry","Santa Clara, California, United States",Printing Plus Solutions provides business card printing and digital printing services.,"2,914,032","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,,,,,,,For Profit,https://printingplusca.com/,,"Advertising, Content and Publishing, Manufacturing, Media and Entertainment, Other, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Mary Rabago Productions,https://www.crunchbase.com/organization/mary-rabago-productions,"Content, Marketing, TV Production","Phoenix, Arizona, United States","Mary Rabago Productions is a multimedia company which provides production services for corporations, television, and radio.","2,914,035","Greater Phoenix Area, Western US",$1M to $10M,Active,,,,,,,For Profit,https://www.maryrabago.com/,,"Media and Entertainment, Sales and Marketing, Video",,,,,,,,,,,,,,,,Private,,,,,,
Knob Creek Piano,https://www.crunchbase.com/organization/knob-creek-piano,"Education, Training","Heltonville, Indiana, United States",Knob Creek Piano offers piano lessons for children and adults.,"2,914,037","Great Lakes, Midwestern US",$10M to $50M,Active,,,,,,,For Profit,https://www.inwood.net/,,Education,,,,,,,,,,,,,,,,Private,,,,,,
​International Business Training,https://www.crunchbase.com/organization/international-business-training,"Corporate Training, Trade Shows, Training","Eagan, Minnesota, United States",​International Business Training offers a variety of import-export webinars and reference books.,"2,914,037","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Less than $1M,Active,1995-05-01,day,,,,,For Profit,http://www.i-b-t.com/,,"Administrative Services, Education",,,1-10,,,,,,,,,,,,,Private,,,,,,
"US Trade Connection, Inc. (USTC)",https://www.crunchbase.com/organization/us-trade-connection-inc-ustc,"Robotics, Software","San Carlos, California, United States","Since early 1990’s, USTC has provided Turnkey Solutions for various projects in Malawi.","2,914,040","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Active,,,,,,,For Profit,http://www.ustc.com/,,"Hardware, Science and Engineering, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Chambord Desserts,https://www.crunchbase.com/organization/chambord-desserts,"Manufacturing, Snack Food, Wholesale","Brooklyn, New York, United States","Chambord Desserts manufactures banquet cakes, pastries, and pies.","2,914,041","Greater New York Area, East Coast, Northeastern US",,Active,,,,,,,For Profit,https://www.chambordesserts.com,"Chambord Desserts manufactures supplying the catering and restaurant's trade. They distribute and ship directly to the caterer. They offer moist chocolate mud cake, smothered chocolate, ganache and brownies bits, and more.","Commerce and Shopping, Food and Beverage, Manufacturing",,,,,,,,,,,,,,,,Private,,,,,,
Meurer Brothers Bakery,https://www.crunchbase.com/organization/meurer-brothers-bakery,"Bakery, Food and Beverage, Manufacturing, Wholesale","Fond Du Lac, Wisconsin, United States",Meurer Brothers Bakery is a manufacturer of bakery products for ISB channel.,"2,914,042","Great Lakes, Midwestern US",,Active,1929-01-01,year,2021-11-11,day,,,For Profit,http://www.meurerbrothersbakery.com/,"Meurer Brothers Bakery provides our wholesale clients with the finest authentic Danish pastries, traditional coffee cakes, and our classic shortbread turtle cookies. ​Our bakery has always been about quality. We only use superior European ovens for a consistent bake.","Commerce and Shopping, Food and Beverage, Manufacturing",,,,,M&A,,,,,,,,,,,Private,,,,,,
Foothill Dental Care,https://www.crunchbase.com/organization/foothill-dental-care-8d66,"Dental, Health Care, Health Diagnostics","Livermore, California, United States","Foothill Dental Care provides dental X-Rays, dental implants, cosmetic dentistry, and general dentistry services.","2,914,043","San Francisco Bay Area, West Coast, Western US",,Active,,,,,,,For Profit,https://www.mylivermoredentist.com,,Health Care,,,,,,,,,,,,,,,,Private,,,,,,
Athens Eye Care,https://www.crunchbase.com/organization/athens-eye-care,"Eyewear, Health Care, Wellness","Athens, Ohio, United States",Athens Eye Care provides vision care products and personalized optometric services.,"2,914,048","Great Lakes, Midwestern US",,Active,1983-01-01,year,,,,,For Profit,https://athenseyecare.com/,,"Consumer Goods, Health Care",,,,,,,,,,,,,,,,Private,,,,,,
Cabot Lodge Jackson North,https://www.crunchbase.com/organization/cabot-lodge-jackson-north,"Hospitality, Hotel, Tourism","Ridgeland, Mississippi, United States",Experience authentic Southern hospitality in the heart of Mississippi.,"2,914,054",Southern US,$1M to $10M,Active,,,,,,,For Profit,http://www.cabotlodgejacksonnorth.com/,"Experience authentic Southern hospitality in the heart of Mississippi – The Hospitality State. With a warm, rustic ambiance and focus on service, Cabot Lodge Jackson North, now a Red Lion Hotel, is your home away from home in Central Mississippi. Featuring inviting guest rooms, thoughtful amenities, and special in-house events, ours is among the most comfortable hotels in Ridgeland, MS. Enjoy a complimentary, Southern-style daily breakfast of biscuits, sausage, eggs, and bacon, and festive evening cocktail receptions where guests are invited to meet and mingle in their spacious lobby with a cozy fireplace.",Travel and Tourism,,,11-50,,,,,,,,,,,,,Private,,,,,,
ePawnMarket,https://www.crunchbase.com/organization/epawnmarket,"E-Commerce, Secondhand Goods","Atlanta, Georgia, United States",ePawnMarket is an online pawn shop for customers to buy and sell unwanted goods.,"2,914,055","Greater Atlanta Area, East Coast, Southern US",Less than $1M,Closed,2011-01-01,year,,,,none,For Profit,http://www.epawnmarket.com,"ePawnMarket customers are able to borrow money from $200 to $20,000. Whether you are looking to buy, sell or trade, our online pawn shop is quick and discreet with expert evaluations.",Commerce and Shopping,,,1-10,,,,,,,,,,,,,Private,,,,,,
The MET at Fashion Center,https://www.crunchbase.com/organization/the-met-at-fashion-center,"Communities, Events, Property Management, Real Estate, Residential","Chandler, Arizona, United States",The MET at Fashion Center is a housing complex that provides clubhouses and flats with resort-style amenities.,"2,914,056","Greater Phoenix Area, Western US",$1M to $10M,Active,,,,,,,For Profit,https://www.themetatfashioncenter.com,"The MET at Fashion Center is a residential apartment that offers apartments and townhomes with hotel-style amenities. They will help users choose between one, two, three, four, or five-bedroom floor plans thanks to their friendly and knowledgeable management team. with resort-style swimming pool with sundeck, walking distance to avenue dining and nightlife, poolside outdoor grilling stations, resident lounge with fireside sitting area, gourmet coffee station with local flavor, landscaped courtyards, fetch package delivery, free pet park, and courtyard, pet courtyard with paw spa, and so on.","Community and Lifestyle, Events, Media and Entertainment, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
EveryDentist.com,https://www.crunchbase.com/organization/everydentist-com,"Cosmetic Surgery, Dental, Health Care, Hospital, Personal Health","Marlton, New Jersey, United States","EveryDentist.com provides implants, crowns, teeth whitening, and cosmetic dentistry services.","2,914,057","Greater Philadelphia Area, East Coast, Northeastern US",Less than $1M,Active,1986-01-01,year,,,,,For Profit,https://www.everydentist.com,"EveryDentist.com provides dental services. They provide cosmetic dentistry, teeth whitening, dental implants, veneers, bonding, composite resins, crowns, gum reshaping, gum grafts, bridges, and dentures services.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
GameTribute,https://www.crunchbase.com/organization/gametribute,"Mobile, Video Games","New York, New York, United States","GameTribute is your got-to place for PS4, Xbox One, PS3, Xbox 360, Wii U, PS Vita, PC, and 3DS video game news, reviews, trailers and more","2,914,061","Greater New York Area, East Coast, Northeastern US",,Active,2014-08-15,day,,,,,For Profit,http://www.gametribute.com/,"As part of the TributeOne Media Group, GameTribute is your got-to place for PS4, Xbox One, PS3, Xbox 360, Wii U, PS Vita, Wii, PC, 3DS and DS video game news, reviews, previews, trailers and more.","Gaming, Mobile",,,1-10,,,,,,,,,,,,,Private,,,,,,
eShopLLC,https://www.crunchbase.com/organization/eshopllc,E-Commerce,"Kirkland, Washington, United States",eShopLLC is a eShop connects manufacturers to consumers via retailers.,"2,914,063","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.eshop4golf.com,"eShop connects manufacturers to consumers via retailers. eShop powers a network of specialized and customized eshops allowing independent retailers to serve their membership/consumer base. eShop's first vertical is the $5B industry Golf Industry ($1B online according to the National Golf Foundation): eShop4Golf.  We provide golf course retailers a “fully stocked” digital eShop. Retailers do not require ecommerce know-how or make inventory commitments as eShop4Golf has relationships with qualifying OEMs who fulfill and drop ship orders directly. eShop4Golf guides retailers on how to maximize online transactions.  Primary revenue streams are commissions from retailers, volume discounts and merchandising from OEMs.",Commerce and Shopping,1,Pascal Stolz,11-50,,,,,,,,,,,,,Private,,,,,,
Adam Noble Group,https://www.crunchbase.com/organization/adam-noble-group,"Consulting, Financial Services, Real Estate","Arlington, Texas, United States","Adam Noble Group specializes in buying, selling, business valuations, mergers, acquisitions and financial services.","2,914,067","Dallas/Fort Worth Metroplex, Southern US",,Active,,,,,,,For Profit,https://adamnoble.com/,,"Financial Services, Professional Services, Real Estate",,,,,,,,,,,,,,,,Private,,,,,,
