Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Institute For Healthcare Advancement,https://www.crunchbase.com/organization/institute-for-healthcare-advancement,"Digital Media, Graphic Design, Health Care, Public Relations, Web Design","La Habra, California, United States","Institute For Healthcare Advancement specializes in writing, photography, web design, graphics, multimedia, and campaign services.","1,008,002","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2000-01-01,year,,,,,Non-profit,https://iha4health.org,,"Design, Health Care, Media and Entertainment, Sales and Marketing",,,51-100,,,,,,,,,,,,,Private,,,,,,
GW Private Capital,https://www.crunchbase.com/organization/gw-private-capital,"Finance, Financial Services, Real Estate","Whittier, California, United States",GW Private Capital specializes in arranging private mortgages for residential and commercial California properties.,"1,008,005","Greater Los Angeles Area, West Coast, Western US",,Active,2015-01-01,year,,,,,For Profit,https://gwprivatecapitalinc.com,,"Financial Services, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Hoss Industrial,https://www.crunchbase.com/organization/hoss-industrial,"Commercial, Professional Services, Service Industry","Sulphur, Louisiana, United States",Hoss Industrial is a cleaning service company.,"1,008,006",Southern US,$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://hossindustrial.com,"Hoss Industrial is an industrial cleaning services company that provides sewer cleaning and boiler washing. Their cleaning services include tank cleaning, basin cleaning, building cleaning, exchanger cleaning, leachate pipe cleaning, and tank emptying. They also provide services like hydro blasting, which uses water to clean surfaces and weaken concrete.",Other,,,11-50,,,,,,,,,,,,,Private,,,,,,
Wilderness At the Smokies,https://www.crunchbase.com/organization/wilderness-at-the-smokies,"Casual Games, Leisure, Resorts, Travel","Sevierville, Tennessee, United States",Wilderness at the Smokies is a waterpark resort and staycation space that also offers fun games and activities.,"1,008,009",Southern US,$100M to $500M,Active,2008-01-01,year,,,,,For Profit,https://www.wildernessatthesmokies.com/,,"Community and Lifestyle, Gaming, Travel and Tourism",,,501-1000,,,,,,,,,,,,,Private,,,,,,
Community Partners for Affordable Housing,https://www.crunchbase.com/organization/community-partners-for-affordable-housing-acf0,"Non Profit, Property Development, Real Estate, Residential","Portland, Oregon, United States",CPAH is a non-profit organization that engages in real estate and developing affordable housing for communities.,"1,008,010","West Coast, Western US",$1M to $10M,Active,1993-01-01,year,,,,,For Profit,https://cpahoregon.org,,"Other, Real Estate, Social Impact",,,11-50,1,,,,,,USD,,Umpqua Bank,1,1,,Private,,,,,,
Ronald Blue Trust,https://www.crunchbase.com/organization/ronald-blue-trust-2743,"Consulting, Financial Services, Retirement, Wealth Management","Alpharetta, Georgia, United States","Ronald Blue Trust specializes in investment management, financial advisory, tax, retirement, insurance and estate planning services.","1,008,012","Greater Atlanta Area, East Coast, Southern US",$10M to $50M,Active,1984-01-01,year,,,,,For Profit,http://www.planfirst.com,,"Community and Lifestyle, Financial Services, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Xchange of America,https://www.crunchbase.com/organization/xchange-of-america,"Finance, Financial Exchanges, Financial Services","Stuart, Florida, United States",Xchange of America provides transaction processing and currency exchange services.,"1,008,019","East Coast, Southern US",$1M to $10M,Active,2007-12-01,month,,,,,For Profit,https://www.xchangeofamerica.com,,"Financial Services, Lending and Investments",,,11-50,,,,,,,,,,,,,Private,,,,,,
Simmons Prepared Foods,https://www.crunchbase.com/organization/simmons-prepared-foods,"Food and Beverage, Manufacturing, Nutrition","Siloam Springs, Arkansas, United States","Simmons Prepared Foods manufactures and supplies poultry, pet, and animal nutrition products.","1,008,020",Southern US,,Active,1949-01-01,year,,,,,For Profit,http://simmonspreparedfoods.com/,Simmons Prepared Foods meets demanding specifications and develops innovative solutions for customer needs.,"Food and Beverage, Health Care, Manufacturing",,,5001-10000,,,,,,,,,,,,,Private,,,,,,
The Next Street,https://www.crunchbase.com/organization/the-next-street,"Professional Services, Service Industry, Training","Middlebury, Connecticut, United States",The Next Street is a driving school that provides driver training for teens and adults.,"1,008,022","East Coast, New England, Northeastern US",,Active,2009-01-01,year,,,,,For Profit,https://www.thenextstreet.com,,"Education, Other",,,51-100,,,,,,,,,,,,,Private,,,,,,
Kestrel,https://www.crunchbase.com/organization/kestrel-1f01,"Building Material, Handmade, Interior Design, Manufacturing, Wood Processing","Stowe, Vermont, United States","Kestrel Shutters & Doors, Inc. manufactures hand-made wooden shutters and doors, including DIY options.","1,008,024","New England, Northeastern US",$1M to $10M,Active,1989-01-01,year,,,,,For Profit,https://www.diyshutters.com,,"Consumer Goods, Design, Manufacturing, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Midwestern Fabricators,https://www.crunchbase.com/organization/midwestern-fabricators,"Building Material, Construction, Manufacturing, Plastics and Rubber Manufacturing, Retail","Salt Lake City, Utah, United States",Midwestern Fabricators manufactures and supplies fiberglass-reinforced plastics products and offers fabrication and installation services.,"1,008,025",Western US,$1M to $10M,Active,2006-01-01,year,,,,,For Profit,http://www.midwesternfabricators.com,,"Commerce and Shopping, Manufacturing, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Michel Germain,https://www.crunchbase.com/organization/michel-germain,"Beauty, Consumer Goods, Cosmetics, E-Commerce, Fashion","Ontario, California, United States","Michel Germain is a perfumery and cosmetics brand that offers luxury fragrances, cologne, and various beauty products.","1,008,031","Greater Los Angeles Area, Inland Empire, West Coast",,Active,,,,,,,For Profit,https://michelgermain.com/,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,,11-50,,,,,,,,,,,,,Private,,,,,,
Schoolrise,https://www.crunchbase.com/organization/schoolrise,"Consulting, E-Learning, Education","Ann Arbor, Michigan, United States","Schoolrise provides video consultation, strategy instruction, resources, home-school connections, lessons, and project services for parents.","1,008,032","Great Lakes, Midwestern US",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,https://www.schoolriseusa.com,,"Education, Professional Services, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
SignaShare,https://www.crunchbase.com/organization/signashare,"Apps, Document Management, E-Signature, Enterprise Software, Information Technology, Internet, Software","Provo, Utah, United States","Gather data, fill forms, e-sign, send and manage documents with ease. Aggregate data to send automatically to other systems.","1,008,037",Western US,,Active,2017-10-08,day,,,,,For Profit,https://www.signashare.com,"SignaShare provides a tool to help your organization create forms, fill forms, eSign, send and manage documents with ease.  SignaShare is ESIGN Act compliant, HIPAA compliant and uses SSL data encryption to secure all data.  Our user-friendly interface is designed to streamline your business workflow, simplify communication and give you back more time.  SignaShare provides Electronic Signatures and Form Filling within one easy to use application and at a reasonable price.  We allow the user to integrate, customize, or adapt the system to their data and integration requirements.  SignaShare allows your organization to create your own fillable documents, add custom merge tags, fill and sign documents through the API and create document bundles. We offer a “Sign Now” feature, create multi-signer and multi-document signature templates and track the complete processes through the entire life-cycle of the transaction.","Apps, Information Technology, Internet Services, Privacy and Security, Software",1,Matthew McAlpin,,,,,,,,,,,,,,Private,,,,,,
Nationwide Private Client,https://www.crunchbase.com/organization/nationwide-private-client,Insurance,"Scottsdale, Arizona, United States","Nationwide offers personal lines focused on the affluent market, with insurance policies for homeowners, automobiles, excess liability.","1,008,037","Greater Phoenix Area, Western US",$10M to $50M,Active,,,,,,,For Profit,https://nationwideprivateclient.com,,Financial Services,,,251-500,,,,,,,,,,,,,Private,,,,,,
Blue Mountain Computers,https://www.crunchbase.com/organization/blue-mountain-computers,"Computer, Hardware, Software","Hendersonville, North Carolina, United States","Blue Mountain Computers offers computer repair, sales, and upgrade services.","1,008,039","East Coast, Southern US",,Active,,,,,,,For Profit,https://www.bluemtncomputers.com,"Blue Mountain Computers offer computer repairs for mac and PC, professional setups, testing, and diagnosis to determine computer repair needs. They provide remote and mobile support and buy apple computers, computer software, and computer hardware. They also sell factory replacement parts and aftermarket performance parts.","Consumer Electronics, Hardware, Software",,,,,,,,,,,,,,,,Private,,,,,,
Trumann School District,https://www.crunchbase.com/organization/trumann-school-district,Education,"Trumann, Arkansas, United States","Trumann School District is a regular school district located in Poinsett County with elementary, middle, high school, and academy schools.","1,008,040",Southern US,$10M to $50M,Active,,,,,,,For Profit,https://www.trumannwildcat.com/,,Education,,,101-250,,,,,,,,,,,,,Private,,,,,,
UVC Powersports Tractors and Outdoors,https://www.crunchbase.com/organization/uvc-powersports-tractors-and-outdoors,"Autonomous Vehicles, Outdoors, Sales, Sports","Alvin, Texas, United States",UVC Powersports Tractors and Outdoors is arts is a power sports and agricultural dealership company.,"1,008,041","Greater Houston Area, Southern US",,Active,2002-01-01,year,,,,,For Profit,https://www.uvcpowersports.com,"UVC Powersports Tractors and Outdoors is a veteran-owned small business that specializes in Side x Sides, UTVs, ATVs, Tractors, Implements, ZTR Mowers, and Custom Builds of Side x Sides, UTVs, and ATVs.","Sales and Marketing, Sports, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Lombard Brokerage,https://www.crunchbase.com/organization/lombard-brokerage,"Financial Services, Insurance","Baltimore, Maryland, United States",Lombard Brokerage is a company that offers financial services.,"1,008,041","Greater Baltimore-Maryland Area, East Coast, Southern US",$10M to $50M,Active,1991-01-01,year,,,,,For Profit,https://www.golombard.com,,Financial Services,1,Eric Roach,51-100,,,,,,,,,,,,,Private,,,,,,
Hacket Cyber,https://www.crunchbase.com/organization/hacket-cyber,"Computer, Network Security, Penetration Testing","Syracuse, New York, United States","Hacket Cyber is a security consulting firm specializing in penetration testing, ethical hacking, and cybersecurity services.","1,008,044","Great Lakes, East Coast, Northeastern US",,Active,2021-01-01,year,,,,,For Profit,https://hacketcyber.com,"Hacket Cyber is a cybersecurity firm. They specialize in network vulnerability, penetration testing, social engineering, web application testing, employee awareness training, wireless security assessments, and tabletop exercises.","Consumer Electronics, Hardware, Information Technology, Privacy and Security",1,James Carroll,11-50,,,,,,,,,,,,,Private,,,,,,
RS Healthcare,https://www.crunchbase.com/organization/rs-healthcare,"Health Care, Human Resources, Recruiting, Staffing Agency","Rochester, New York, United States",RS Healthcare provides staffing solutions for healthcare facilities.,"1,008,046","Great Lakes, East Coast, Northeastern US",,Active,2016-01-01,year,,,,,For Profit,https://www.rshealthcare.com,"RS Healthcare offers travel nurse staffing, local nurse staffing, travel allied health staffing, local allied health staffing, per diem staffing, locum staffing, and non-clinical staffing services. They have access to all nursing, laboratory, cath lab, respiratory, radiology, pharmacy, therapy, and surgical services professionals.","Administrative Services, Health Care, Professional Services",,,51-100,,,,,,,,,,,,,Private,,,,,,
