Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Captain Hope's Kids,https://www.crunchbase.com/organization/captain-hope-s-kids,,"Dallas, Texas, United States",Captain Hope’s Kids is a nonprofit organization providing critically needed resources to homeless children in North Texas.,"2,280,002","Dallas/Fort Worth Metroplex, Southern US",,Active,1989-01-01,year,,,,,Non-profit,http://www.hopesupplyco.org/,,,,,,,,,,,,,,,,,,Private,,,,,,
Storie,https://www.crunchbase.com/organization/storie-2,"Apps, Video","Los Altos, California, United States",Follow popular storytellers and create your own video stories to share.,"2,280,005","San Francisco Bay Area, Silicon Valley, West Coast",,Closed,2014-01-01,year,,,,none,For Profit,http://storieapp.co/,,"Apps, Media and Entertainment, Software, Video",,,1-10,,,,,,,,,,,,,Private,,,,,,
Blackhawk Real Estate,https://www.crunchbase.com/organization/blackhawk-real-estate,"Property Management, Real Estate, Residential","Gig Harbor, Washington, United States",Blackhawk Real Estate is a real estate company that provides real estate sales and property management services.,"2,280,007","Greater Seattle Area, West Coast, Western US",,Active,,,,,,,For Profit,https://www.blackhawkland.com,,Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Goodove Oral Surgery,https://www.crunchbase.com/organization/goodove-oral-surgery,"Dental, Health Care, Medical, Wellness","Virginia Beach, Virginia, United States","Goodove Oral Surgery offers treatment for wisdom teeth, implants, bone grafts, oral pathology, pre-prosthetic surgery, and CT imaging.","2,280,008","East Coast, Southern US",Less than $1M,Active,2008-01-01,year,,,,,For Profit,https://www.myoralsurgeon.com,,Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Greyhound Fitness,https://www.crunchbase.com/organization/greyhound-fitness,"Fitness, Personal Health, Training, Wellness","Louisville, Kentucky, United States",houses a community based culture of passionate strength athletes and fitness creators who strive to uplift and support.,"2,280,011",Southern US,,Active,2020-06-04,day,,,,,For Profit,http://www.greyhoundfitness.com,Greyhound Fitness is an elite gym facility that houses a community based culture of passionate strength athletes and fitness creators who strive to uplift and support each other.,"Education, Health Care, Sports",1,Murad Islamov,1-10,,,,,,,,,,,,,Private,,,,,,
Rimutee,https://www.crunchbase.com/organization/rimutee,"Employment, Internet, Staffing Agency","Miami, Florida, United States",Rimutee offers a platform that matches remote opportunities for LATAM tech talent.,"2,280,018","Greater Miami Area, East Coast, Southern US",,Active,,,,,,,For Profit,https://rimutee.com,,"Administrative Services, Internet Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Jackson Machinery,https://www.crunchbase.com/organization/jackson-machinery,"Industrial, Machinery Manufacturing, Manufacturing","Port Washington, Wisconsin, United States",Jackson Machinery provides new and used blow molding equipment.,"2,280,019","Great Lakes, Midwestern US",,Active,1985-11-15,day,,,,,For Profit,https://www.jacksonmachinery.com/,,Manufacturing,,,1-10,,,,,,,,,,,,,Private,,,,,,
Capitol Buick GMC,https://www.crunchbase.com/organization/capitol-buick-gmc,"Automotive, Financial Services","San Jose, California, United States",Capitol Buick GMC is an automotive company that engages in new and pre-owned vehicles along with offers finance and car repair services.,"2,280,022","San Francisco Bay Area, Silicon Valley, West Coast",,Active,1998-01-01,year,,,,,For Profit,https://www.capitolbuickgmcsj.com,,"Financial Services, Transportation",,,51-100,,,,,,,,,,,,,Private,,,,,,
Zimmet Group,https://www.crunchbase.com/organization/zimmet-group,"Advertising, Marketing","Rochester, New York, United States",The Zimmet Group is a boutique firm that develops performance-oriented marketing and training programs.,"2,280,023","Great Lakes, East Coast, Northeastern US",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://zimmetgroup.com,,"Advertising, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Orange Blade Consultants,https://www.crunchbase.com/organization/orange-blade-consultants,"Consulting, Information Technology, Software","Gilbert, Arizona, United States","Orange Blade Consultants is a CAD company that offers Bluebeam reseller, Autodesk authorized consultancy, and software development.","2,280,026","Greater Phoenix Area, Western US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://orangeblade.com,,"Information Technology, Professional Services, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
