Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
NextGuest,https://www.crunchbase.com/organization/nextguest-technologies,"Advertising, Consulting, Marketing","New York, New York, United States",NextGuest is a platform that provides CRM & Digital Marketing services.,"327,003","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Closed,2001-01-01,year,2021-02-17,day,2021-01-01,year,For Profit,https://www.nextguest.com/,"NextGuest Technologies is a platform that provides CRM & Digital Marketing services. NextGuest provides hoteliers with everything they need to thrive in the digital world, with bespoke technology solutions developed to meet the needs of luxury hotel clients coupled with elegant design capabilities that bring brands to life.","Advertising, Professional Services, Sales and Marketing",1,Max Starkov,101-250,,M&A,,,,,,,,,,1,Private,,,,,,
Hite Digital,https://www.crunchbase.com/organization/hite-digital,"Digital Marketing, Marketing","Miami, Florida, United States",Hite Digital is a digital marketing agency that helps business and other agencies scale.,"327,004","Greater Miami Area, East Coast, Southern US",,Active,2017-01-01,year,,,,,For Profit,https://www.hitedigital.com,"Hite Digital is a digital marketing agency that helps business and other agencies scale. . JC Hite was two months away from having his first child. He and his wife were making 6 figures at a company in Central America. But he wasn’t happy. Everything at this company was about money and how to get more of it. JC cared about people, and wanted to work somewhere that felt the same way.",Sales and Marketing,1,JC Hite,101-250,,,,,,,,,,,,1,Private,,,,,,
"Espressly, Inc.",https://www.crunchbase.com/organization/espressly-inc,"Coffee, Mobile Apps, SaaS","Marshfield, Massachusetts, United States","White label order ahead loyalty mobile apps for coffee shops, integrated with Square","327,004","Greater Boston Area, East Coast, New England",,Active,2020-03-04,day,,,,,For Profit,https://www.espressly.co/,Order ahead mobile apps for coffee shops. Integrated with Square. Integrated with Square Loyalty.,"Apps, Food and Beverage, Mobile, Software",1,Joe Capone,1-10,,,,,,,,,,,,,Private,,,,,,
Axiom Healthcare Strategies,https://www.crunchbase.com/organization/axiom-healthcare-strategies,"Clinical Trials, Consulting, Health Care, Life Science, Medical, Oncology","Princeton, New Jersey, United States","Axiom Healthcare Strategies is a collaborative, life-sciences think tank that focuses on oncology and rare diseases.","327,007","East Coast, Northeastern US",,Active,,,,,,,For Profit,https://www.axiomhcs.com,,"Biotechnology, Health Care, Professional Services, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Clean Air Products,https://www.crunchbase.com/organization/clean-air-products,"E-Commerce, Furniture, Manufacturing","Minneapolis, Minnesota, United States",Clean Air Products manufactures and supplies an array of modular cleanrooms and cleanroom equipment via an online store.,"327,008","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,Active,1969-01-01,year,,,,,For Profit,https://www.cleanairproducts.com,,"Commerce and Shopping, Consumer Goods, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Charley With A Y Foundation,https://www.crunchbase.com/organization/charley-with-a-y-foundation,"Charity, Military, Non Profit, Social Impact","Westport, Connecticut, United States",Charley With A Y Foundation is a non-profit organization that provides financial support for fallen and wounded veterans and their families.,"327,014","East Coast, New England, Northeastern US",Less than $1M,Active,,,,,,,Non-profit,http://charleywithay.org/,,"Government and Military, Information Technology, Other, Social Impact",,,,,,,,,,,,,,,,Private,,,,,,
Upshot Ventures,https://www.crunchbase.com/organization/upshot-ventures,"Business Development, Financial Services, Venture Capital","Palo Alto, California, United States",Upshot Ventures curates a platform based investment strategy to scale returns from seed to unicorn.,"327,016","San Francisco Bay Area, Silicon Valley, West Coast",,Active,2015-01-01,year,,,,,For Profit,https://www.upshotvc.com,Upshot Ventures curates a platform based investment strategy to scale returns from seed to unicorn.,"Financial Services, Lending and Investments, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
"FASTECH - Fueling and Service Technologies, Inc.",https://www.crunchbase.com/organization/fastech-fueling-and-service-technologies-inc,Real Estate,"Buena Park, California, United States",FASTECH is a construction company offering construction maintenance and repairing services.,"327,016","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,1994-01-01,year,,,,,For Profit,http://fastechus.com,,Real Estate,1,DAN MCGILL,101-250,,,,,,,,,,,,,Private,,,,,,
Silver Airways,https://www.crunchbase.com/organization/silver-airways,"Aerospace, Air Transportation, Service Industry","Fort Lauderdale, Florida, United States","Silver Airways, is a United States airline with its headquarters on the property of Fort Lauderdale-Hollywood International Airport.","327,018","Greater Miami Area, East Coast, Southern US",$100M to $500M,Active,1988-01-01,year,2016-09-13,day,,,For Profit,https://www.silverairways.com/,,"Other, Science and Engineering, Transportation",,,501-1000,1,M&A,,,,73000000,USD,73000000,"Gordon Brothers, Crystal Financial",,2,,Private,,,,,,
KrishaWeb,https://www.crunchbase.com/organization/krishaweb-technologies,"Digital Marketing, Enterprise Applications, Information Technology, SEO, Software, Web Design, Web Development","Loveland, Colorado, United States","KrishaWeb, a Full-Service Digital Agency.","327,019",Western US,$10M to $50M,Active,2008-09-24,day,,,,,For Profit,https://www.krishaweb.com/,"KrishaWeb began its humble journey in the year 2008 and has worked meticulously to secure a leading position in the industry with clients across the globe. We have served 1950+ small & medium as well as enterprise companies for Web Design, UI/UX Design, Web Development (in CMS development, E-commerce Solutions, and Custom Framework Solutions), Digital Marketing, Video Production, and many more web consultations. KrishaWeb is a proven customer-centric full-service Digital Agency having a team of 100+ seasoned web services professionals that focuses on long-term professional relationships by delivering the finest and customized services. Key Services - Web Design - UI/UX Design - Branding - CMS Development - Custom Framework Development - Software Development - eCommerce Solutions - Digital Marketing - Inbound Marketing - Video Production Why Us? Forward-thinking and detailed workmanship make KrishaWeb different from others. This has helped us to create a special niche in the global markets. If you seek premium services at competitive pricing, we can help!","Apps, Design, Information Technology, Internet Services, Sales and Marketing, Software",1,Parth Pandya,101-250,,,,,,,,,,,,,Private,,,,,,
