Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
IRL Systems,https://www.crunchbase.com/organization/irl-systems,"Assistive Technology, Electronics, Product Design","Brooklyn, New York, United States","IRL Systems provides fire alarm design, fire maintenance, and inspection services.","1,473,000","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2002-01-01,year,,,,,For Profit,https://www.irlsystems.com,"IRL Systems offers a node system installed in a floor commercial building in the prestigious. They work with licensed engineering professionals every day, to make sure the system is not over-engineered or under-engineered. The approval process, or could be added to improve overall building safety.","Consumer Electronics, Design, Hardware, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
Lilly Center for Lakes & Streams,https://www.crunchbase.com/organization/lilly-center-for-lakes-streams,"Adventure Travel, Collaboration, Education","Winona Lake, Indiana, United States",Lilly Center for Lakes & Streams is a research and education center for lakes and streams.,"1,473,002","Great Lakes, Midwestern US",,Active,2007-01-01,year,,,,,For Profit,https://lakes.grace.edu,"Lilly Center for Lakes & Streams makes the freshwater lakes and streams of clean, healthy, safe, and beautiful. They provide research, education, collaboration, and environmental science. They offer lake adventure programs and field trips.","Education, Other, Travel and Tourism",,,11-50,,,,,,,,,,,,,Private,,,,,,
Healthydermis Clinic,https://www.crunchbase.com/organization/healthydermis-clinic,"Beauty, Health Care, Hospital, Medical","Gainesville, Virginia, United States","Healthydermis Clinic specializes in laser hair removal, laser resurfacing, chemical peel, permanent makeup, and skin rejuvenating.","1,473,005","Washington DC Metro Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://www.myhealthydermis.com,"Healthydermis has specialities in Laser Treatments, Skin Treatments, Facial Treatments, & Body Treatments. We are dedicated to maximizing your appearance with over 25 years of experience in aesthetics science, so we know how to rejuvenate and treat virtually any skin condition. We provide faster and better results due to our non-invasive approach to skin rejuvenation and the latest technology.","Consumer Goods, Health Care",1,Mabir Cruz Riveros,1-10,,,,,,,,,,,,,Private,,,,,,
AdRush,https://www.crunchbase.com/organization/adrush,"Digital Marketing, SEO, Social Media Marketing","San Francisco, California, United States","AdRush is a digital marketing agency that offers social media marketing, pay-per-click management, and SEO services.","1,473,010","San Francisco Bay Area, West Coast, Western US",,Active,,,,,,,For Profit,https://www.adrushdigital.com,,"Internet Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Four Screens Production,https://www.crunchbase.com/organization/four-screens-production,Media and Entertainment,"Los Angeles, California, United States","A management, development, and production company.","1,473,016","Greater Los Angeles Area, West Coast, Western US",,Active,2010-01-01,month,,,,,For Profit,https://www.4-screens.com,"Amplifying diversity in the entertainment industry. Four Screens is a management, development, and production company that produces fresh new content celebrating under-represented voices.Four Screens focuses on holistic management. We apply our knowledge and expertise to each client so that we can evaluate their current career path and design the best plan for his or her future. Our knowledge of the business allows us to navigate the industry and close deals.Our company has a fully integrated development approach to all projects. We create original content and help clients fully grow their brand as we develop their content ideas as well as our own.With over two decades of experience, Four Screens has worked with the most successful names in the entertainment industry. We professionally move projects through pre-production, production and post with thoughtful consideration for the creative vision and safety of the crew, while staying on mark with the budget.",Media and Entertainment,1,Messiah Jacobs,1-10,,,,,,,,,,,,,Private,,,,,,
CENTURY 21 Discovery,https://www.crunchbase.com/organization/century-21-discovery,Real Estate,"Fullerton, California, United States",CENTURY 21 Discovery is full service real estate firm operating across North Orange County.,"1,473,016","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,1986-01-01,year,,,,,For Profit,https://c21discovery.com/,,Real Estate,,,101-250,,,,,,,,,,,,,Private,,,,,,
Cogenyk,https://www.crunchbase.com/organization/cogenyk,"Biotechnology, Manufacturing, Pharmaceutical","Nashville, Tennessee, United States",Complex generic drugs for niche therapies,"1,473,021",Southern US,,Active,2018-01-01,year,,,,,For Profit,https://www.cogenyk.com/,"Cogenyk is a specialty pharmaceutical company that develops and markets complex generic drugs for niche therapeutic areas. Our partnership platform provides specialty pharmaceutical buyers with high-quality, mission-critical drugs via our global manufacturing network.","Biotechnology, Health Care, Manufacturing, Science and Engineering",,,1-10,,,,,,,,,,,,,Private,,,,,,
Coca-Cola Scholars Foundation,https://www.crunchbase.com/organization/coca-cola-scholars-foundation,"Education, Food and Beverage, Non Profit","Atlanta, Georgia, United States",Coca-Cola Scholars Foundation is a nonprofit organization that invests in high school students technological futures in their dreams.,"1,473,022","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,1986-01-01,year,,,,,Non-profit,https://www.coca-colascholarsfoundation.org/,,"Education, Food and Beverage, Other, Social Impact",,,10001+,,,,,,,,,,,,,Private,,,,,,
Jeffco Subcontracting,https://www.crunchbase.com/organization/jeffco-subcontracting-inc,"Business Development, Communities, Non Profit, Packaging Services","Arnold, Missouri, United States",Jeffco Subcontracting is a sheltered workshop that provides employment to adults with developmental disabilities.,"1,473,025",Midwestern US,$1M to $10M,Active,1979-01-01,year,,,,,Non-profit,https://www.jsi.org,"Jeffco Subcontracting is one of the area's established sheltered workshops. They provide employment, a sense of pride, confidence, and the dignity that it brings to adults with developmental disabilities. JSI serves companies throughout the region with a range of services, from detailed hand assembly to control and rework. And their business serves their community by empowering their employees and their families with financial support.","Administrative Services, Community and Lifestyle, Other, Professional Services, Social Impact",,,51-100,,,,,,,,,,,,,Private,,,,,,
Daniel’s Food Equipment,https://www.crunchbase.com/organization/daniel-s-food-equipment,"Commercial, Industrial, Retail","Parkers Prairie, Minnesota, United States","Daniel's Food Equipment is a manufacturer of vacuum tumblers, mixer grinders, and stuffers for food processing facilities.","1,473,028","Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,http://www.food-equipment-sales.com,"Daniel’s Food Equipment handles meat mixing, meat mincing, meat grinding, vacuum tumblers, vacuum marinates, meat massaging, sausage stuffing, food handling, meat, and salad mixing, and custom stainless steel products like pizza ovens. They supply food processing equipment and food service equipment in commercial kitchens and food processing facilities such as delis, bakeries, grocery stores, restaurants, locker plants, and for serious hunters.","Commerce and Shopping, Manufacturing, Other",,,11-50,,,,,,,,,,,,,Private,,,,,,
