Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Dahua Technology USA,https://www.crunchbase.com/organization/dahua-technology-usa,,"Irvine, California, United States",Dahua Technology is a world-leading video surveillance solution provider.,"276,000","Greater Los Angeles Area, West Coast, Western US",,Active,2014-01-01,year,,,,,For Profit,https://us.dahuasecurity.com/,,,,,101-250,,,,,,,,,,,,,Private,,,,,,
Palatine Capital Partners,https://www.crunchbase.com/organization/palatine-capital-partners,,"Miami, Florida, United States",Palatine Capital Partners is a real estate principal investors that invest significant capital in each acquisition.,"276,003","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,http://pal-partners.com,"Palatine Capital Partners is a real estate principal investors that invest significant capital in each acquisition. It has also raised money from various equity sources, including private equity firms, hedge funds, family offices, and individual accredited investors. They have employed several capital formats, including raising capital on a deal-by-deal basis as well as managing two commingled, discretionary funds. They source opportunities across several strategies that incorporate distressed or value-add investment themes with dynamic appreciation potential or where they have significant capital protection through creative preferential structures. They provide capital to experienced operators who are well-positioned to execute business plans requiring specific expertise including ground-up development or entitlement work. We also provide opportunistic equity for all other asset classes by investing with experienced operating partners. Palatine make special situation investments that generally do not fit specific definitions. These have included preferred equity investments and bridge loans. They buy secondary debt and acquire loans nationwide secured by real estate in every asset class from existing lenders. Their team consists of six full-time professionals in their New York and Miami offices. They are a diverse company with broad skills, including construction and asset management, workout oversight, and private-equity underwriting capacity.",,,,11-50,,,,,,,,,,,,,Private,,,,,,
Street Smart Rental,https://www.crunchbase.com/organization/street-smart-rental,"Rental, Sales","Anoka, Minnesota, United States","Street Smart Rental is a provider of safety equipment, service and technology.","276,009","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://www.streetsmartrental.com/,"Street Smart Rental is a provider of safety equipment, service and technology. Street Smart Rental provide fast, easy access to the most technologically advanced, reliable and cost-effective traffic control devices available.","Commerce and Shopping, Sales and Marketing",,,11-50,1,Private Equity,,USD,,,USD,,Carlson Private Capital Partners,1,1,,Private,,,,,,
Martin Dingman,https://www.crunchbase.com/organization/martin-dingman-40bf,"E-Commerce, Fashion, Retail, Shoes","Lead Hill, Arkansas, United States","Martin Dingman sells all types of accessories, including shoes, wallets, and belts.","276,014",Southern US,$1M to $10M,Active,1990-01-01,year,,,,,For Profit,https://martindingman.com,"Martin Dingman is a seller of bags for work, travel, and sports. They offer gift cards to consumers. They also offer varieties of shoes like dress, casual, sneakers, and boots.","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",1,Martin Dingman,11-50,,,,,,,,,,,,,Private,,,,,,
Kids 'n Kinship,https://www.crunchbase.com/organization/kids-n-kinship,Non Profit,"Apple Valley, California, United States",Kids ‘n Kinship provides community and school-based mentoring to children who are in need of supportive relationship with an adult.,"276,017","Greater Los Angeles Area, Inland Empire, West Coast",,Active,1972-01-01,year,,,,,Non-profit,https://www.kidsnkinship.org,Kids ‘n Kinship provides community and school-based mentoring to children and youth ages 5-16 who are in need of an additional supportive relationship with an adult.,"Other, Social Impact",,,1-10,1,,,,,35000,USD,35000,Otto Bremer Trust,1,1,,Private,,,,,,
Buku Ship,https://www.crunchbase.com/organization/buku-ship,"E-Commerce, Freight Service, Information Technology, Software, Transportation","Lehi, Utah, United States",Buku Ship is an ecommerce shipping expert that offers software solutions for FFC's and 3PL's.,"276,018",Western US,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://bukuship.com,,"Commerce and Shopping, Information Technology, Software, Transportation",1,Corbin Matthews,11-50,,,,,,,,,,,,,Private,,,,,,
Williams Industrial Services Group Inc.,https://www.crunchbase.com/organization/global-power-equipment-group-inc,"Manufacturing, Renewable Energy","Irving, Texas, United States","Williams Industrial Services Group Inc. is a design, engineering and manufacturing firm providing a broad array of equipment.","276,030","Dallas/Fort Worth Metroplex, Southern US",,Active,1998-01-01,year,2018-06-29,day,,,For Profit,http://www.wisgrp.com/,"Williams Industrial Services Group Inc. is a provider of power generation equipment and maintenance services for customers in the domestic and international energy, power infrastructure and service industries. The Company, along with its subsidiaries, designs, engineers and manufactures heat recovery and auxiliary power equipment primarily used in the operation of gas turbine power plants, as well as for other industrial and power-related applications. The Company operates in two segments. Its Products Division designs, engineers and manufactures products worldwide for the gas turbine power generation, energy and process industries. Its Services Division provides industrial services, focusing on specialty services, outage management and overhaul of nuclear power facilities and other heavy industrial plants. In May 2013, the Company acquired Hetsco, Inc. In July 2013, Global Power Equipment Group Inc. announced that it has acquired privately-owned IBI, LLC (IBI Power).","Energy, Manufacturing, Sustainability",,,1001-5000,1,M&A,,USD,,,USD,,Energy Impact Partners,1,1,1,Public,2018-06-29,,,WLMS,https://www.crunchbase.com/ipo/global-power-equipment-group-inc-ipo--ac016f2b,OTCBB - FINRA OTC Bulletin Board
RallyBound,https://www.crunchbase.com/organization/rallybound,"Event Management, Non Profit, Software","El Segundo, California, United States",The fastest-growing fundraising platform for organizations.,"276,031","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,2010-08-01,day,2018-09-01,month,,,For Profit,https://rallybound.com/,"RallyBound provides social platform to increase nonprofit awareness and revenue. Its white-labeled solution gives its users an easy way to engage and connect with each other resulting in a 30% increase in total donations versus previous providers. Rallybound was founded in August 2010 and is based in Los Angeles, California.","Events, Media and Entertainment, Other, Social Impact, Software",3,"Joe Magee, Levy Lieberman, Shmuli Pinson",11-50,,M&A,,,,,,,,,,1,Private,,,,,,
Mizkan America,https://www.crunchbase.com/organization/mizkan-america,"Food and Beverage, Marketing","America, Alabama, United States",Mizkan America is a food production company that provides brand marketing services.,"276,033",Southern US,$1B to $10B,Active,2004-01-01,year,,,,,For Profit,http://mizkan.com,"Mizkan America is a global, family-owned company that has been Bringing Flavor To Life for more than 215 years. As one of the makers of condiments and sauces in the United States, Mizkan America maintains 15 manufacturing facilities that serve the retail, foodservice, specialty Asian, and food-ingredient trade channels. Mizkan America has seen dramatic growth and its portfolio now includes a wide variety of vinegar, Italian and Asian sauces, cooking wines, wine reductions, sushi seasoning, and salad dressings.","Food and Beverage, Sales and Marketing",1,Matazaemon Nakano,501-1000,,,,,,,,,,,,1,Private,,,,,,
Line 6,https://www.crunchbase.com/organization/line,"Mobile, Music, Software, Wireless","Calabasas, California, United States","Line 6 is a audio technology company that specializes in amplifiers, software, instruments, and several music related technologies.","276,033","Greater Los Angeles Area, West Coast, Western US",$100M to $500M,Active,1988-01-01,year,,,,,For Profit,http://line6.com/,"Line 6 is a manufacturer of digital modeling guitars, amplifiers, and related electronic equipment. The company’s product line includes electric and acoustic guitars, basses, guitar and bass amplifiers, effects processors, USB audio interfaces, and guitar or bass wireless systems. Line 6 has invented products such as POD, multi-effect; Variax, guitar, StageScape, live sound workstation; StageSource, loudspeakers; and AMPLIFi, amp. The company imports its products primarily from China. Founded in 1996, Line 6 is based in Calabasas, C.A. Since December 2013, it has been a wholly owned subsidiary of Yamaha Corporation.","Hardware, Media and Entertainment, Mobile, Music and Audio, Software",,,251-500,,,,,,,,,,,,,Private,,,,,,
