Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Angeles Millwork & Lumber,https://www.crunchbase.com/organization/angeles-millwork-lumber,"Building Material, Wholesale","Port Angeles, Washington, United States","Angeles Millwork & Lumber provides lumber, building materials, hardware, and roofing supplies to builders, businesses, and homeowners.","650,003","West Coast, Western US",$1M to $10M,Active,1906-01-01,year,,,,,For Profit,https://angelesmillwork.com,,"Commerce and Shopping, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Levin Associates,https://www.crunchbase.com/organization/levin-associates,"Architecture, Construction, Professional Services, Real Estate","Des Plaines, Illinois, United States","Levin Associates offers residential and commercial architecture, planning, general contracting, and construction management services.","650,004","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,1980-01-01,year,,,,,For Profit,https://levin4.com,,"Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
TreePlotter,https://www.crunchbase.com/organization/treeplotter,"Asset Management, Crowdsourcing, Software, Web Hosting","Arvada, Colorado, United States","TreePlotter™ software suite is a set of full-featured, supported, online and offline software applications for urban parks.","650,005","Greater Denver Area, Western US",Less than $1M,Active,2012-01-01,year,,,,,For Profit,https://treeplotter.com/,"TreePlotter™ is a modern map-based arborist estimating software built and designed specifically for tree care companies to grow their business. It is a map in a web browser designed to inventory, manage, crowdsource and inform decisions about trees.","Financial Services, Internet Services, Other, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
SCA Robotics,https://www.crunchbase.com/organization/sca-robotics,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Hospital, Machine Learning, Software","Emeryville, California, United States",Analyzing multidimensional data using AI/ML for image diagnosis and predictive analytics,"650,006","San Francisco Bay Area, West Coast, Western US",,Active,2017-01-01,day,,,,,For Profit,https://sca-robotics.com/,"SCA is comprised of a devoted team of multidisciplinary experts and veterans from medtech, neutrino physics, computer vision and enterprise software.  Working alongside world-class clinicians, we build AI models to solve the toughest medical challenges, beginning with oncology, neurological conditions and cardiovascular disease.   Our AI platform improves efficiency in medical image interpretation and clinical data analysis for various chronic diseases. Our analytic models for precision health applications to reduce costs, improve workflow and outcomes. As experts in Medical Imaging Artificial Intelligence, SCA Robotics also analyzes multidimensional data sets derived from sensor technology in vehicles, homes, and wearables to understand, monitor, and predict human health and safety. + Interdisciplinary team of veterans from MedTech, particle physics, medicine, cloud computing, digital health, finance, and automotive. + Developed multiple AI models in medical analytics, including a 3D volumetric brain model in partnership with the City of Hope and a blood glucose model that accurately predicted glucose levels for up to 72hrs at the American Diabetes Association Healthcare Showcase. + Developed 3 computer vision algorithms to capture and edge-compute contemporaneous automotive data with partners Cosworth and Wejo. + Member of NVIDIA Inception Program, Plug and Play Accelerator, Nuance AI Marketplace, and the GE Edison Program.","Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
MCI Enterprises,https://www.crunchbase.com/organization/mci-enterprises,"Commercial, Construction, Heating, Ventilation, and Air Conditioning (HVAC), Mechanical Engineering, Residential","Douglasville, Georgia, United States",MCI Enterprises is a plumbing and HVAC contractor that offers services for residential and commercial.,"650,014","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,1987-01-01,year,,,,,For Profit,https://www.mcienterprises.com/,"MCI Enterprises is a company that provides mechanical contracting services. The company provides a range of services including commercial, industrial, HVAC and plumbing project construction, project management, heating, ventilation, and air conditioning repair and maintenance, as well as engineering services.","Other, Real Estate, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Columbus Works,https://www.crunchbase.com/organization/columbus-works,"Advice, Consulting, Non Profit","Columbus, Ohio, United States",Columbus Works is a nonprofit organization that promotes those who want to advance from poverty to economic self-sufficiency via employment.,"650,016","Great Lakes, Midwestern US",Less than $1M,Active,2016-01-01,year,,,,,For Profit,http://www.columbusworks.org/,,"Media and Entertainment, Other, Professional Services, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
Quantum Immunologics,https://www.crunchbase.com/organization/quantum-immunologics,"Biotechnology, Developer Platform, Health Diagnostics","Tampa, Florida, United States","Quantum Immunologics is engaged in the research, development, and production of immunologic treatment systems for breast cancers.","650,017","Tampa Bay Area, East Coast, Southern US",$1M to $10M,Closed,2008-01-01,year,,,,none,For Profit,http://www.quantumimmunologics.com,"Quantum Immunologics, Inc., a biotechnology company, engages in the research, development, and production of immunologic treatment systems for breast cancer. Its products include individualized cancer immunotherapy system, a system in which blood drawn from a patient is treated with a process and cells are injected back into the patient; cancer monitoring test that uses cancer immunotherapy to monitor blood levels of the immune response in a patient following treatment; and cancer screening test, a blood test. The company is based in Tampa, Florida.","Biotechnology, Health Care, Science and Engineering, Software",,,11-50,3,,7536731,USD,7536731,7536731,USD,7536731,Mentor Capital Partners,1,1,,Private,,,,,,
ATS Inland NW,https://www.crunchbase.com/organization/ats-inland-nw,Information Technology,"Boise, Idaho, United States",ATS Waypoint is a building technology provider offering automation systems services.,"650,019",Western US,Less than $1M,Active,1986-01-01,year,,,,,For Profit,https://atsinlandnw.com/,"Established in 1986, ATS is the leading provider of energy management services, automated control systems, critical airflow solutions, and building systems integration. ATS is also an authorized provider of Alerton control systems.",Information Technology,,,51-100,,,,,,,,,,,,,Private,,,,,,
Iashine Enterprises,https://www.crunchbase.com/organization/iashine,"SEO, Software, Web Development, Web Hosting","Allen, Texas, United States","Iashine Enterprises provides web & application development, branding, SEO, web & cloud hosting, domain, IT hardware and software services.","650,020","Dallas/Fort Worth Metroplex, Southern US",Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://iashine.com/,,"Internet Services, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Kearney County Health Services,https://www.crunchbase.com/organization/kearney-county-health-services,"Government, Health Care, Hospital","Minden, Nebraska, United States",Kearney County Health Services provides support and improvement in the health care community.,"650,021",Midwestern US,,Active,1954-01-01,year,,,,,For Profit,https://www.kchs.org,,"Government and Military, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
"ThirdEye Technologies, Inc.",https://www.crunchbase.com/organization/thirdeye,"Apps, Computer Vision, Google Glass, Health Care","Philadelphia, Pennsylvania, United States",ThirdEye Technologies empowers the visually impaired by recognizing what is in front of them.,"650,021","Greater Philadelphia Area, Great Lakes, Northeastern US",$1M to $10M,Active,2014-09-21,day,2017-02-14,day,,,For Profit,http://ThirdEyeGlass.com,"ThirdEye verbally tells you what you are looking at. Designed specifically for visually impaired individuals, ThirdEye is integrates computer vision with Google Glass to give blind people the independence they deserve.","Apps, Consumer Electronics, Hardware, Health Care, Mobile, Platforms, Software",3,"Ben Sandler, Joe Cappadona, Rajat Bhageria",1-10,,M&A,,,,,,,,,,,Private,,,,,,
Tilt,https://www.crunchbase.com/organization/tilt-5124,"Home Improvement, Service Industry, Smart Home, Software","Provo, Utah, United States","Tilt offers bluetooth enabled, solar-powered equipments and can be synced with your smart home for voice activation.","650,031",Western US,,Active,,,,,,,For Profit,https://www.tiltsmarthome.com/,,"Consumer Electronics, Other, Real Estate, Software",,,,,,,,,,,,,,,,Private,,,,,,
Cruise & Tour,https://www.crunchbase.com/organization/cruise-tour,"Leisure, Media and Entertainment, Tourism, Transportation, Travel","Waterford, Wisconsin, United States",Cruise & Tour is a travel industry.,"650,032","Great Lakes, Midwestern US",,Active,1975-01-01,year,,,,,For Profit,https://cruise-tour.com/,Cruise & Tour shows them some off the Beaten Path Treasures the things that aren’t in the guide books and other companies don’t take the time to show them. It starts with a call to their amazing customer relations team where all of their questions are answered and they feel really good about what they just purchased.,"Community and Lifestyle, Media and Entertainment, Transportation, Travel and Tourism",,,51-100,,,,,,,,,,,,,Private,,,,,,
Srinergy,https://www.crunchbase.com/organization/srinergy,"Battery, Commercial, Energy, Solar","Novi, Michigan, United States",Srinergy is a clean energy technology company.,"650,033","Greater Detroit Area, Great Lakes, Midwestern US",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://www.srinergy.com,"Srinergy provides solar energy solutions to utilities, businesses, and industries. Srinergy offers solar installation services to a variety of industries and markets, including commercial properties, non-profit organizations, municipalities, restaurants, retail establishments, urban farms, universities and colleges.","Energy, Natural Resources, Other, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
