Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Angel Plus,https://www.crunchbase.com/organization/angel-plus,"E-Commerce, Retail","Inver Grove Heights, Minnesota, United States",Angel Plus is a tropical fish store offers all kinds of fishes.,"1,988,001","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Less than $1M,Active,,,,,,,For Profit,http://www.angelsplus.com,,Commerce and Shopping,,,11-50,,,,,,,,,,,,,Private,,,,,,
Haug Barron Law Group,https://www.crunchbase.com/organization/haug-barron-law-group,"Advice, Consulting, Legal, Professional Services","Atlanta, Georgia, United States","Haug Barron Law Group is a personal injury law firm that handles injury cases, plastic surgery, medical malpractice, and car accidents.","1,988,003","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://hauglawgroup.com ,,"Media and Entertainment, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Louisiana Roofing Contractors,https://www.crunchbase.com/organization/louisiana-roofing-contractors,"Construction, Manufacturing, Service Industry","Bossier City, Louisiana, United States",Louisiana Roofing Contractors is a roofing contractors.,"1,988,004",Southern US,$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://www.lrcinfo.com/,"Louisiana Roofing is dedicated to providing quality commercial roofing systems with courtesy and professionalism. They strive for a high level of customer satisfaction by keeping communication open, using superior quality products, and responding efficiently to the needs of our customers.","Manufacturing, Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
WBTangels,https://www.crunchbase.com/organization/wbtangels,"Angel Investment, Consulting, Finance","Oklahoma City, Oklahoma, United States",Global resources. Investing locally.,"1,988,007",Southern US,,Active,2002-01-01,year,,,,,For Profit,http://wbtangels.com,"WBTangels is a network of angel funds that work together to invest in entrepreneurial ventures. Each angel fund has the opportunity to leverage a national network of technology, talent, and capital sources provided through the WBT Innovation Marketplace and other partners. All members of any of the WBTangel Funds are accredited investors. The federal securities laws define the term in Rule 501 of Regulation D, in part, as “a natural person who has individual net worth, or joint net worth with the person’s spouse, that exceeds $1 million at the time of the purchase [of securities], excluding the value of the primary residence of such person;” or “a natural person with income exceeding $200,000 in each of the two most recent years or joint income with a spouse exceeding $300,000 for those years and a reasonable expectation of the same income level in the current year.” Consult your advisors to determine your status as an accredited investor.","Financial Services, Lending and Investments, Professional Services",2,"Jim Troxel, Robert G Heard",,,,,,,,,,,,,,Private,,,,,,
Kisker Productions,https://www.crunchbase.com/organization/kisker-productions,"Film Production, Photography, Printing, Video Advertising, Video Editing, Web Development","Pittsburgh, Pennsylvania, United States",Kisker Productions is a photography and video production company.,"1,988,008","Great Lakes, Northeastern US",Less than $1M,Active,2011-01-01,year,,,,,For Profit,https://kiskerproductions.com,"Kisker Productions is a locally based online distribution enterprise. Video production, matterport 3D, aerial, and still photography are among their expertise. The company's founding members have substantial broadcast television production experience. They've created innovative content for a variety of corporate and non-profit clients all","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing, Software, Video",,,1-10,,,,,,,,,,,,,Private,,,,,,
David Branby Advertising,https://www.crunchbase.com/organization/david-branby-advertising,"Advertising, Graphic Design, Marketing","Reno, Nevada, United States",David Branby Advertising is a marketing and advertising company.,"1,988,016",Western US,Less than $1M,Active,2005-01-01,day,,,,,For Profit,http://davidbranby.com/,,"Advertising, Design, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Homelife Access Realty,https://www.crunchbase.com/organization/homelife-access-realty,"Commercial Real Estate, Real Estate, Residential","Ashland, Virginia, United States",Homelife Access Realty provides buying and selling home services.,"1,988,017","East Coast, Southern US",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.homelifeaccessrealty.com,"Homelife Access Realty specializes in helping home sellers and homebuyers achieve their real estate goals. They provide home valuation, featured listings, new listings, neighborhoods, upcoming open houses, selling services, and market data reports, They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",Real Estate,1,Donna Holcomb,11-50,,,,,,,,,,,,,Private,,,,,,
Presdo INC,https://www.crunchbase.com/organization/presdo-inc,"Consulting, Enterprise Applications, Information Technology, Software","Milwaukee, Wisconsin, United States","Presdo INC is a web building expert company that can help you get started with anything. Technology, firms, and writing Privacy Policies!","1,988,018","Great Lakes, Midwestern US",,Active,2004-04-09,day,,,,,For Profit,,"Web-Building Company, Technology Teaching, Researching & Building!","Apps, Information Technology, Professional Services, Software",1,Elam Williams,11-50,,,,,,,,,,,,,Private,,,,,,
Seamus Henchy and Associates,https://www.crunchbase.com/organization/seamus-henchy-and-associates-inc,"Construction, Consulting, Project Management, Risk Management","New York, New York, United States","Seamus Henchy Associates offers construction, project development, programming, logistics planning, budgeting, and risk management services.","1,988,020","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,1986-01-01,year,,,,,For Profit,https://www.sghenchy.com,,"Administrative Services, Other, Professional Services, Real Estate",1,Séamus G. Henchy,1-10,,,,,,,,,,,,,Private,,,,,,
Presa Community Center,https://www.crunchbase.com/organization/presa-community-center,"Elder Care, Health Care, Non Profit, Rehabilitation, Transportation","San Antonio, Texas, United States","Presa Community Center is a non-profit organization that provides transportation, senior care, empowerment, and youth services.","1,988,021",Southern US,$1M to $10M,Active,1974-01-01,year,,,,,Non-profit,https://www.presa.org,,"Health Care, Other, Social Impact, Transportation",,,1-10,,,,,,,,,,,,,Private,,,,,,
