Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Navy Cargo Express,https://www.crunchbase.com/organization/navy-cargo-express,"Freight Service, Logistics, Transportation, Warehousing","Miami, Florida, United States",Navy Cargo Express specializes in transportation and storage services.,"622,002","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://www.navycargousa.com,"Navy Cargo Express specializes in the handling, transportation, and storage of cargo. The company focuses in the areas such as merchandise handling, logistics, and transportation.",Transportation,,,1-10,,,,,,,,,,,,,Private,,,,,,
AA Electric,https://www.crunchbase.com/organization/aa-electric,"Automotive, Electronics, Manufacturing","Pompton Plains, New Jersey, United States",AA Electric is an industrial automation company that provides cross-referencing products.,"622,003","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,1961-01-01,year,,,,,For Profit,http://a-aelectric.com,,"Consumer Electronics, Hardware, Manufacturing, Transportation",,,101-250,,,,,,,,,,,,,Private,,,,,,
The Companies of Nassal,https://www.crunchbase.com/organization/the-companies-of-nassal,"Construction, Resorts, Restaurants","Orlando, Florida, United States",The Companies of Nassal is a specialty theming fabricator and program manager.,"622,008","East Coast, Southern US",,Active,1984-01-01,year,2023-05-22,day,,,For Profit,https://companiesofnassal.com,"The Companies of Nassal is a specialty theming fabricator and program manager who develops immersive surroundings for theme parks, cultural experiences, hospitality, zoos and aquariums, and other themed venues.","Food and Beverage, Real Estate, Travel and Tourism",,,251-500,,M&A,,,,,,,,,,,Private,,,,,,
Cosmetic Specialty Labs,https://www.crunchbase.com/organization/cosmetic-specialty-labs,"Cosmetics, E-Commerce","Lawton, Oklahoma, United States","Cosmetic Specialty Labs creates high-end, premium skincare products as well as custom-formulated over-the-counter medications for customers.","622,011",Southern US,$10M to $50M,Active,1945-01-01,year,,,,,For Profit,https://www.aloe-vera.com/,,"Commerce and Shopping, Consumer Goods",1,Edna Hennessee,11-50,,,,,,,,,,,,,Private,,,,,,
TeraNova,https://www.crunchbase.com/organization/teranova-mobility-management-business,"Consulting, Information Services, Information Technology, Internet of Things, iOS, Management Consulting, Mobile, Software, Telecommunications","San Diego, California, United States","TeraNova designs, implements and manages mobile and fixed technology solutions for companies of all sizes across myriad industries.","622,012","Greater San Diego Area, West Coast, Western US",,Active,2007-01-01,year,2018-08-15,day,,,For Profit,http://teranovaglobal.com/,"TeraNova designs, implements and manages mobile and fixed technology solutions for companies of all sizes across myriad industries. The company helps technology environments function seamlessly, enable machines and employees to communicate efficiently, and save clients millions of dollars annually.","Hardware, Information Technology, Internet Services, Mobile, Platforms, Professional Services, Software",1,Natasha Royer Coons,101-250,,M&A,,,,,,,,,,,Private,,,,,,
Buchanan Public Relations,https://www.crunchbase.com/organization/buchanan-public-relations,"Digital Media, Public Relations, Social Media","Bryn Mawr, Pennsylvania, United States","Buchanan Public Relations specializes in digital content, crisis communication, social media, media relations and media training.","622,014","Greater Philadelphia Area, Great Lakes, Northeastern US",$1M to $10M,Active,1998-01-01,year,,,,,For Profit,https://buchananpr.com/,,"Internet Services, Media and Entertainment, Sales and Marketing",1,Anne Buchanan,11-50,,,,,,,,,,,,,Private,,,,,,
Adfinitas,https://www.crunchbase.com/organization/mdics-physicians-inpatient-care-specialists,"Health Care, Medical","Hanover, Maryland, United States",Adfinitas is a medical practice company providing post-acute care services.,"622,017","Greater Baltimore-Maryland Area, East Coast, Southern US",$10M to $50M,Active,2007-01-01,year,,,,,For Profit,http://adfinitashealth.com,,Health Care,,,251-500,,,,,,,,,,,,,Private,,,,,,
Comfort Communities,https://www.crunchbase.com/organization/comfort-communities,"Property Management, Real Estate, Real Estate Investment","El Cajon, California, United States",Comfort Communities is an investment firm that provides real estate and property management services.,"622,018","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://www.comfortcommunities.com,Comfort Communities provides property management and real estate services. Their mission is to own and operate manufactured home communities providing an exceptional return to our owners and investors.,"Financial Services, Real Estate",1,Blake Comfort,11-50,,,,,,,,,,,,,Private,,,,,,
Viking Waffles,https://www.crunchbase.com/organization/viking-waffles,"Food and Beverage, Health Care","New York, New York, United States",Viking Waffles are a branded health food company in the CPG business.,"622,018","Greater New York Area, East Coast, Northeastern US",,Active,2018-01-01,year,,,,,For Profit,https://www.vikingwaffles.com/,,"Food and Beverage, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
Pacific Audio & Communications,https://www.crunchbase.com/organization/pacific-audio-communications,"Electronics, Home Renovation, Residential","Kamuela, Hawaii, United States","Pacific Audio & Communications offers automation services such as networking, video surveillance to residential and commercial sector.","622,020","Asia-Pacific (APAC), Western US",$1M to $10M,Active,1991-01-01,year,,,,,For Profit,http://www.pachawaii.com,,"Consumer Electronics, Hardware, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
