Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Medefil,https://www.crunchbase.com/organization/medefil,"Health Care, Health Diagnostics, Manufacturing, Pharmaceutical","Glendale Heights, Illinois, United States",Medefil is a fully integrated specialty pharmaceutical company that manufactures and markets flush syringes and injectable products.,"900,000","Greater Chicago Area, Great Lakes, Midwestern US",$10M to $50M,Active,1998-01-01,day,,,,,For Profit,http://medefilinc.com/,,"Health Care, Manufacturing",2,"Pradeep Aggarwal, Sandeep Aggarwal",1-10,,,,,,,,,,,,,Private,,,,,,
Electrical Contractor,https://www.crunchbase.com/organization/electrical-contractor,"Commercial, Construction, Electrical Distribution, Residential","Covington, Georgia, United States",Electrical Contractor offers electrical services for residential and commercial customers.,"900,003","Greater Atlanta Area, East Coast, Southern US",,Active,1984-01-01,year,,,,,For Profit,https://ecinc.us/,"Electrical Contractor is serving residential and commercial customers in the Atlanta and surrounding area since 1984. ECI is committed to providing our employees, customers, and vendors with the highest level of service possible, while maintaining focus to their moral and ethical responsibilities as Christians.","Energy, Other, Real Estate",,,,,,,,,,,,,,,,Private,,,,,,
Lea Park & Play,https://www.crunchbase.com/organization/lea-park-play,"Commercial, Industrial Design, Parks, Service Industry","Richardson, Texas, United States",Lea Park & Play provides commercial park and playground equipment services.,"900,003","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,1973-01-01,year,,,,,For Profit,https://www.leaparkandplay.com,"Lea Park & Play is a planning, design, product sales, and installation company for parks and playgrounds. Their products include commercial playground equipment, safety surfacing, shade structures, site furnishings, and outdoor athletic equipment. They have playground designs for children of all ages. An online inquiry form is available on the company's website.","Design, Hardware, Other, Travel and Tourism",,,11-50,,,,,,,,,,,,,Private,,,,,,
Halkon Investments Ltd,https://www.crunchbase.com/organization/halkon-investments-ltd,,"Independence, Missouri, United States",Halkon Investments Ltd is a company that offers internet acquisition services.,"900,005",Midwestern US,,Active,2003-01-01,year,,,,,For Profit,http://www.halkoninvestments.com,,,,,1-10,,,,,,,,,,,,,Private,,,,,,
Jefferson County Port Authority,https://www.crunchbase.com/organization/jefferson-county-port-authority,"Business Development, Consulting, Government","Steubenville, Ohio, United States","Jefferson County Port Authority provides business development, growth retention strategies and support services for economic development.","900,009","Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://www.jcport.com,,"Government and Military, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Hagan Health,https://www.crunchbase.com/organization/hagan-health,"Clinical Trials, Health Care, Medical, Mental Health","Louisville, Kentucky, United States",Hagan Health provides mental healthcare services for patients.,"900,010",Southern US,$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://haganhealth.com,"Hagan Health provides mental healthcare services for patients. They have assembled a specialized team of clinicians who will collaborate to gain a better and deeper understanding of the patient. Hagan Health is committed to providing all clients with a safe space where they can find compassion, kindness, and encouragement.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Resources for Community Development,https://www.crunchbase.com/organization/resources-for-community-development,"Communities, Non Profit, Real Estate","Berkeley, California, United States",Resources for Community Development is a nonprofit organization that offers affordable housing solutions for people with very low-income.,"900,011","San Francisco Bay Area, West Coast, Western US",$10M to $50M,Active,1984-01-01,year,,,,,Non-profit,https://rcdhousing.org/,,"Community and Lifestyle, Other, Real Estate, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
Nelsen,https://www.crunchbase.com/organization/nelsen-0995,"Manufacturing, Water Purification, Wholesale","Barberton, Ohio, United States","Nelsen manufactures and distributes water treatment equipment, drinking water products, and water well products.","900,011","Great Lakes, Midwestern US",$10M to $50M,Active,1954-01-01,year,,,,,For Profit,https://www.nelsencorp.com,"Nelsen is a wholesale manufacturer, OEM and distributor of residential and commercial water treatment systems, components, and drinking water products for the professional water treatment dealer. Their services include softeners, filters, UV systems, feed pumps, RO equipment, tanks, submersible pumps, jet pumps, well supplies, and components.","Commerce and Shopping, Manufacturing, Sustainability",,,101-250,,,,,,,,,,,,,Private,,,,,,
Greenberry's Coffee,https://www.crunchbase.com/organization/greenberry-s-coffee,"Coffee, E-Commerce, Retail","Charlottesville, Virginia, United States","Greenberry's Coffee is an online shop that offers roasted coffees, teas, and fresh-baked pastries.","900,012","East Coast, Southern US",$1M to $10M,Active,1992-01-01,year,,,,,For Profit,https://greenberrys.com,,"Commerce and Shopping, Food and Beverage",,,11-50,,,,,,,,,,,,,Private,,,,,,
TeleManager Technologies,https://www.crunchbase.com/organization/telemanager-technologies-inc,"Information Services, Software","Newark, New Jersey, United States",TeleManager Technologies operates as a communication solutions company.,"900,013","Greater New York Area, East Coast, Northeastern US",,Closed,1997-01-01,year,2017-01-31,day,2017-01-31,day,For Profit,http://www.telemanager.com/,TeleManager Technologies operates as a communication solutions company. TeleManager Technologies offer pharmacies with IVR and telecommunication solutions that leverage existing and future technologies.,"Information Technology, Software",,,11-50,,M&A,,,,,,,,,,,Private,,,,,,
ProHealthcareProducts.com,https://www.crunchbase.com/organization/prohealthcareproducts-com,"E-Commerce, Health Care, Medical, Retail","Park City, Utah, United States",Medical and Physical Therapy Products Retailer,"900,015",Western US,Less than $1M,Active,2009-08-29,day,,,,,For Profit,http://www.prohealthcareproducts.com,"ProHealthcareProducts.com supplies healthcare professionals and patients with durable medical equipment and other products that promote health and healing. ProHealthcareProducts.com works with hospitals, clinical researchers, medical doctors, physical therapists, occupational therapists, chiropractors, and other medical professionals to provide products that support diagnosis, rehabilitation, and overall wellness and health.","Commerce and Shopping, Health Care",1,Richard Robbins,1-10,,,,,,,,,,,,,Private,,,,,,
Southeast Trailer Mart,https://www.crunchbase.com/organization/southeast-trailer-mart,"Automotive, Customer Service, Leasing, Rental, Retail","Ellenwood, Georgia, United States",Southeast Trailer Mart is a trailer dealership and service center.,"900,017","East Coast, Southern US",$1M to $10M,Active,1992-01-01,year,,,,,For Profit,https://www.stmtrailers.com,"Southeast Trailer Mart provides truck repair and maintenance services. They also sell new and used semi-trailers. They also provide parts, services, rentals, and leasing services. Their customers contact them through address, phone, mail, and online applications.","Commerce and Shopping, Financial Services, Other, Professional Services, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
BioArray,https://www.crunchbase.com/organization/bioarray,"Analytics, Big Data, Biometrics","New York, New York, United States",BioArray provides consumers with better insight about their physical activity and relative fitness.,"900,018","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,http://BioArray.com,BioArray turns raw data collected from diverse health monitoring solutions into genuinely useful information for consumers; translating insight into non-medical jargon that users find more meaningful.,"Biotechnology, Data and Analytics, Science and Engineering",,,1-10,2,Early Stage Venture,,USD,,,USD,,The Paliwoda Group,1,1,,Private,,,,,,
Slater Controls,https://www.crunchbase.com/organization/slater-controls,"Customer Service, Industrial, Industrial Automation, Manufacturing, Sales","Midland, Texas, United States",Slater Controls supplies industries with instrumentation and process control solutions.,"900,021",Southern US,$1M to $10M,Active,1994-01-01,year,,,,,For Profit,https://www.slatercontrols.com,"Slater Controls is a manufacturer's representative and distributor for control valves, flow measurement, level control, and process controls. The company provides repair and electrical industrial services. Their main services are commissioning, troubleshooting, and repair. Their team of engineers is there to provide full support at each step of the process.","Manufacturing, Other, Professional Services, Sales and Marketing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Ace,https://www.crunchbase.com/organization/ace-569e,"Industrial, Industrial Design, Manufacturing","Fort Worth, Texas, United States","Ace is a manufacturer that supplies cranes, spare parts, power rotating blocks, fabrication and welding services.","900,024","Dallas/Fort Worth Metroplex, Southern US",,Active,1987-01-01,year,,,,,For Profit,https://www.aceworldcompanies.com,,"Design, Hardware, Manufacturing",,,101-250,,,,,,,,,,,,,Private,,,,,,
