Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
HYDRANT,https://www.crunchbase.com/organization/hydrant,"Brand Marketing, Consulting, Customer Service, Software","San Francisco, California, United States",Customer experience consulting firm,"664,000","San Francisco Bay Area, West Coast, Western US",,Closed,2005-01-01,year,2014-02-20,day,2014-02-20,day,For Profit,http://www.hydrantsf.com,"HYDRANT is a customer experience consulting and design firm that helps start-ups and established companies design the various touchpoints that they use to interact with customers. These touchpoints include digital (web sites, applications, software, mobile, video) and offline (print, packaging, phone, and more). Services offered include strategy, research, design, and technology implementation.","Other, Professional Services, Sales and Marketing, Software",1,Alder Yarrow,11-50,,M&A,,,,,,,,,,,Private,,,,,,
Summit Mortgage Corporation - NMLS 3236,https://www.crunchbase.com/organization/summit-mortgage-corporation-nmls-3236,"Banking, Finance, Financial Services, Mortgage, Real Estate, Venture Capital","Portland, Oregon, United States","Summit Mortgage Corporation is a banking firm offering home loans, loan refinance, and reverse mortgage services.","664,000","West Coast, Western US",$10M to $50M,Active,1997-01-01,year,,,,,For Profit,http://go-summit.com,,"Financial Services, Lending and Investments, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
Cybernut Solutions,https://www.crunchbase.com/organization/cybernut-solutions,"Health Care, Information Services, Information Technology, Network Security, Security","Mesquite, Texas, United States","Cybernut Solution specializes in helping healthcare, financial and small business with leading IT support and services.","664,001","Dallas/Fort Worth Metroplex, Southern US",Less than $1M,Active,1999-01-01,year,,,,,For Profit,https://www.cybernutsolutions.com/,,"Health Care, Information Technology, Privacy and Security",,,1-10,,,,,,,,,,,,,Private,,,,,,
Lu'Lu Naturals,https://www.crunchbase.com/organization/lu-lu-naturals,"Manufacturing, Wellness","Perris, California, United States",Lu'Lu Naturals is a manufacturing company that produces and markets a wide range of nutrition and wellness products.,"664,003","Greater Los Angeles Area, Inland Empire, West Coast",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://lulunaturals.com,,"Health Care, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Optimal Hearing Systems,https://www.crunchbase.com/organization/optimal-hearing-systems,"Health Care, Medical, Personal Health","Savannah, Georgia, United States",Optimal Hearing Systems is the hearing technology company that offers hearing tests and hearing aid services.,"664,008","East Coast, Southern US",$1M to $10M,Active,1961-01-01,year,,,,,For Profit,https://optimalhearing.com,"Optimal Hearing Systems provides ITE, ITC, CIC, MIC, BTE, and RIE hearing aids. ITC devices are worn in the lower half of the outer ear and are discreet enough to be almost invisible, yet large enough for easy insertion and removal. The battery life is optimal too. CIC models are hidden entirely within the ear canal. The benefit of this tiny device is that it leverages the ear’s natural ability to pick up sound. These hearing aids are fitted by taking impressions of the patient’s ear canal for optimum fit and may provide comfort.",Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
Wal Rich Corporation,https://www.crunchbase.com/organization/wal-rich-corporation,"Electronics, Hardware, Manufacturing","Port Washington, New York, United States","Wal-Rich has been servicing the Plumbing Wholesaler with the finest in plumbing, heating, industrial and hardware specialties.","664,009","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1950-01-01,year,,,,,For Profit,http://www.wal-rich.com/,"Wal-Rich has been servicing the Plumbing Wholesaler with the finest in plumbing, heating, industrial and hardware specialties.The company's line of business includes the wholesale distribution of hydronic plumbing and heating equipment and supplies. ","Consumer Electronics, Hardware, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Lighting By Gregory,https://www.crunchbase.com/organization/lighting-by-gregory,Lighting,"New York, New York, United States",Lighting is Our Passion and We Love what we do!,"664,010","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Closed,1986-01-01,year,2008-03-05,day,2008-09-28,day,For Profit,http://www.LightingByGregory.com,Lighting is Our Passion and We Love what we do!,Hardware,1,Joel Horowitz,11-50,1,M&A,,USD,,,USD,,Alpine Investors,,1,,Private,,,,,,
Phat Farm,https://www.crunchbase.com/organization/phat-farm,"Fashion, Men's, Retail","Secaucus, New Jersey, United States",Phat Farm sells men's streetwear.,"664,012","Greater New York Area, East Coast, Northeastern US",$100M to $500M,Active,1992-01-01,year,,,,,For Profit,https://www.phatfarm.com,"Phat Farm offers men's clothing and accessories. Sportswear, outerwear, loungewear, underwear, footwear, bags, and belts are all part of their menswear collection.  They provide marketing and advertising, and they design and support the retail trade.","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design",,,51-100,,,,,,,,,,,,,Private,,,,,,
Little Bit Therapeutic Riding Center,https://www.crunchbase.com/organization/little-bit-therapeutic-riding-center,"Equestrian, Fitness, Therapeutics","Redmond, Washington, United States",Little Bit Therapeutic Riding Center is a therapeutic horse riding centre that provides hippotherapy and adaptive riding services.,"664,013","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,1976-01-01,year,,,,,For Profit,https://www.littlebit.org,"Little Bit Therapeutic Riding Center is a community where horses transform the bodies, minds, and spirits of people with disabilities. They offer adaptive riding and hippotherapy, which both utilise the unique qualities of the horse to effect positive change in the lives of children and adults with disabilities. They provide equine-assisted learning, equine-facilitated psychotherapy, training for special olympics riders, and tuition assistance.","Agriculture and Farming, Health Care, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
Tree Tech,https://www.crunchbase.com/organization/tree-tech,"Agriculture, Forestry, Landscaping","Norfolk, Massachusetts, United States","Tree Tech provides tree and shrub management services to residential, commercial, and utility properties based on cutting-edge technology.","664,014","Greater Boston Area, East Coast, New England",$10M to $50M,Active,1986-01-01,year,,,,,For Profit,https://www.treetechinc.net,,"Agriculture and Farming, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
Concord Lumber Corporation,https://www.crunchbase.com/organization/concord-lumber-corporation,"Building Material, Real Estate","Concord, Massachusetts, United States",Concord Lumber Corporation is a building materials company providing lumbering and millwork services.,"664,014","Greater Boston Area, East Coast, New England",$10M to $50M,Active,1946-01-01,year,,,,,For Profit,http://concordlumbercorp.com,,Real Estate,,,101-250,,,,,,,,,,,,,Private,,,,,,
Gonzales Healthcare Systems,https://www.crunchbase.com/organization/gonzales-healthcare-systems,"Health Care, Non Profit","Gonzales, Louisiana, United States","Gonzales Healthcare Systems offers computerized axial tomography, diagnostic imaging, surgery/anesthesia, and imaging services.","664,016",Southern US,$50M to $100M,Active,1921-01-01,year,,,,,Non-profit,https://www.gonzaleshealthcare.com,,"Health Care, Other, Social Impact",,,251-500,,,,,,,,,,,,,Private,,,,,,
Diverse Optics,https://www.crunchbase.com/organization/diverse-optics,"Advanced Materials, Manufacturing, Plastics and Rubber Manufacturing","Rancho Cucamonga, California, United States","Diverse Optics manufactures precision polymer optic components, assemblies, and modules for medical, defense, and commercial applications.","664,017","Greater Los Angeles Area, Inland Empire, West Coast",,Active,1987-01-01,year,,,,,For Profit,https://www.diverseoptics.com,,"Manufacturing, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Conterra,https://www.crunchbase.com/organization/conterra-3342,"Asset Management, Credit, Financial Services, Lending","West Des Moines, Iowa, United States","Conterra specializes in lending credit, asset management and financial services for the agricultural sector.","664,019",Midwestern US,,Active,2014-01-01,year,,,,,For Profit,https://www.conterraag.com/,,"Financial Services, Lending and Investments",1,David Probst,11-50,,,,,,,,,,,,,Private,,,,,,
Harris Greene,https://www.crunchbase.com/organization/harris-greene-c49d,"Accounting, Consulting, Financial Services, Legal, Real Estate Investment","Irvine, California, United States","Harris Greene specializes in accounting, taxation, consulting, real estate investment, family trusts and litigation support services.","664,023","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,1981-01-01,year,,,,,For Profit,http://www.harrisgreene.com/,,"Financial Services, Professional Services, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
American Baptist Churches,https://www.crunchbase.com/organization/american-baptist-churches,"Communities, Non Profit, Religion","Pennsylvania Furnace, Pennsylvania, United States",American Baptist Churches is a religious organization.,"664,026","Great Lakes, Northeastern US",$1M to $10M,Active,,,,,,,Non-profit,https://www.abc-usa.org,"American Baptist Churches provides supporting, strengthening, and bringing together missional congregations that nurture devoted disciples of Jesus Christ. The people contact through phone, email, and online applications.","Community and Lifestyle, Other, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
Cardiac Solutions,https://www.crunchbase.com/organization/cardiac-solutions-1188,"Leasing, Medical Device, Retail","Birmingham, Alabama, United States","Cardiac Solutions is a retailer of AEDs, vital signs monitors, ECGs, cabinets, wall mounts, and accessories.","664,026",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://cardiac-solutions.net,,"Commerce and Shopping, Financial Services, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
Lead2Deed,https://www.crunchbase.com/organization/lead2deed,"Information Technology, Real Estate, Software","Rochester, Minnesota, United States","Lead2Deed is a real estate management software that manages leads, listings, and transactions.","664,028","Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://www.lead2deed.com,"Lead2Deed is a real estate transaction management software. It offers comprehensive support at every stage of the process, from listing to closing. The software is designed to help real estate businesses grow by managing leads, clients, listings, and transactions all in one platform. It was created by Realtors for Realtors with the aim of streamlining the process and simplifying transactions. The software also includes features for customer relationship management and never missing another listing or transaction.","Information Technology, Real Estate, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Innova Services Corporation,https://www.crunchbase.com/organization/innova-services-corporation,"Construction, Project Management, Property Development","Philadelphia, Pennsylvania, United States","Innova Services Corporation is a housing developer in the Philadelphia Area, offering Project Management, General Contracting and Retrofits.","664,028","Greater Philadelphia Area, Great Lakes, Northeastern US",,Active,1999-01-01,year,,,,,For Profit,https://www.innovaservices.com,"Innova Services Corporation is a housing developer in the Philadelphia Area, offering Project Management, General Contracting and Retrofits. It was founded in 1999 and is located in Philadelphia, Pennsylvania.","Administrative Services, Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
VIP Sports Marketing,https://www.crunchbase.com/organization/vip-sports-marketing,"Customer Service, Hospitality, Marketing, Sports","Mequon, Wisconsin, United States","VIP Sports Marketing offers hospitality, sports marketing for sporting and entertaining events.","664,031","Great Lakes, Midwestern US",$1M to $10M,Active,1998-01-01,year,,,,,For Profit,https://vipsm.com,"VIP Sports Marketing provides hospitality, sports marketing for sporting and entertaining events. They focus on providing personalized customer service to all of their clients by working closely with event organizers and offering spectacular packages around events.","Other, Professional Services, Sales and Marketing, Sports, Travel and Tourism",1,Alex Pramenko,11-50,,,,,,,,,,,,,Private,,,,,,
Delta Beverage Group,https://www.crunchbase.com/organization/delta-beverage-group,"Food and Beverage, Manufacturing","Memphis, Tennessee, United States",Delta Beverage Group is manufactures and sells soft drinks and physical cases of beverages.,"664,032",Southern US,,Active,1985-01-01,year,1999-10-15,day,,,For Profit,,"Delta Beverage Group is manufactures and sells soft drinks and physical cases of beverages. The company also sells premix or draft products, including ready-to-serve beverages, which are sold in tanks or kegs; and postmix products, such as fountain syrups to which carbonated water are added. ","Food and Beverage, Manufacturing",,,,,M&A,,,,,,,,,,,Private,,,,,,
Estwing Manufacturing,https://www.crunchbase.com/organization/estwing-manufacturing,"Industrial Manufacturing, Manufacturing","Rockford, Illinois, United States","Estwing manufactures nail hammers, axes, pry bars, outdoor, geological, roofing, bricklayer, drywall, and specialty tools.","664,032","Great Lakes, Midwestern US",,Active,1923-01-01,year,,,,,For Profit,http://www.estwing.com/,,Manufacturing,,,11-50,,,,,,,,,,,,,Private,,,,,,
Verismo Networks,https://www.crunchbase.com/organization/verismo-networks,"Broadcasting, Digital Entertainment, Media and Entertainment","Mountain View, California, United States","Verismo Networks develops solutions for the deployment of broadband entertainment services by ISPs, Telcos, OTTs and IPTV service providers.","664,034","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Closed,2003-01-01,year,,,,none,For Profit,http://verismonetworks.com,"Verismo Networks is privately held Internet TV platform company headquartered in Mountain View, CA and with a research and design center located in Bangalore, India. The founders of Verismo Networks envisioned the use of the internet to cost effectively deliver high quality video to users and this increase in viewing videos on the PC would lead to increased demand for viewing internet videos on big screen TVs. Verismo developed a customizable end to end solution for delivering internet videos directly to the TV without the need for a PC. OEM customers are able to take a proven system, add their own content if needed, and participate in a fast growing market.","Media and Entertainment, Video",2,"Satish Mugulavalli, Vijay Maheshwari",101-250,1,,17000000,USD,17000000,17000000,USD,17000000,Intel Capital,1,1,,Private,,,,,,
AB Design,https://www.crunchbase.com/organization/ab-design-usa,"Architecture, CAD, Commercial, Residential","Spring Valley, New York, United States",AB Design is a master planning and architecture design firm.,"664,035","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1996-01-01,year,,,,,For Profit,https://abdesignusa.com,"AB Design is a planning and design firm. They sketch a plan, from foundation to alarm system wiring. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.","Design, Other, Real Estate, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
