Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Brightly,https://www.crunchbase.com/organization/the-brightly-co,"Communities, Digital Media, Sustainability","Oakland, California, United States",Brightly is a community-driven lifestyle brand empowering conscious consumers.,"61,001","San Francisco Bay Area, West Coast, Western US",$100M to $500M,Active,2019-11-01,month,,,,,For Profit,http://brightly.eco,"Brightly is a digital platform that provides news related to lifestyle. It provides content under various categories including home decor, food, grocery, pets, holidays, and beauty and wellness. It also provides fashion content for both men and women.","Community and Lifestyle, Media and Entertainment, Sustainability",3,"Laura Wittig, Liza Moiseeva, Marisha Schumacher-Hodge",1-10,3,,1150000,USD,1150000,1150000,USD,1150000,"Fab Co-Creation Studio Ventures, Female Founders Alliance, Puget Sound Venture Club, Tacoma Venture Fund, Keeler Investments Group",2,7,,Private,,,,,,
headhuntr.io,https://www.crunchbase.com/organization/headhuntr-io,"Artificial Intelligence (AI), Big Data, Human Resources, Machine Learning, Recruiting, Social Recruiting","San Francisco, California, United States",Effortless Talent Sourcing – Enabling anyone to find and qualify candidates in minutes.,"61,004","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2017-04-01,day,,,,,For Profit,http://www.headhuntr.io,"Headhuntr.io talent sourcing platform delivers only qualified candidates with every search, enabling anyone to source for candidates.  headhuntr.io’s social intelligence engine utilizes their proprietary taxonomy, AI, and machine learning to generate 10B+ rows of candidate intelligence monthly, which surfaces 20x candidates than any other platform available.","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",2,"Oliver Deng, Sanjay Melwani",11-50,1,Seed,4000000,USD,4000000,4000000,USD,4000000,,,,,Private,,,,,,
Abroad,https://www.crunchbase.com/organization/abroad,"E-Learning, Education, Personal Development, Professional Services, Training","Mill Valley, California, United States","Abroad is a coaching, education, and research platform designed to actualize leadership and organizational potential.","61,008","San Francisco Bay Area, West Coast, Western US",,Active,2015-01-01,year,,,,,For Profit,https://www.abroad.io/,"Abroad is a coaching, education, and research platform designed to actualize leadership and organizational potential. Our offerings are powered by evidenced-based research, practical applications, ancient wisdom, and mindfulness-based practices. In the first phase of our mission, Abroad is working with global leadership networks, venture portfolios, innovative organizations, and forward-thinking nations to holistically develop leaders and usher forth the wellbeing economy for the benefit of all.","Education, Other, Software",2,"Daniel Cordaro, Justin Milano",1-10,4,Seed,775000,USD,775000,925000,USD,925000,"Johnson Venture Partners, Mojo Partners, Saki Georgiadis, Spencer Lake, Alfred & Company Advisors",,8,,Private,,,,,,
Nevada Technology,https://www.crunchbase.com/organization/nevada-technology,"Battery, Energy, Recycling","Carson City, Nevada, United States",Nevada Technology is a full-service energy solutions company that offers battery manufacturing and recylcling services.,"61,011",Western US,,Active,2023-01-01,year,,,,,For Profit,https://nvtechcorp.com/,,"Energy, Sustainability",,,,1,,,,,4000000,USD,4000000,,,,,Private,,,,,,
Aunt Fannie’s,https://www.crunchbase.com/organization/aunt-fannie-s,"Consumer Goods, Dietary Supplements, Manufacturing","Portland, Oregon, United States","Aunt Fannie’s manufactures whole ingredient, food-based cleaning, and pest solutions for use in indoor environments.","61,013","West Coast, Western US",Less than $1M,Closed,2012-01-01,year,,,,none,For Profit,https://www.auntfanniesco.com/,"Aunt Fannie’s manufactures whole ingredient, food-based cleaning, and pest solutions for use in indoor environments. The company's non-toxic and food-grade cleaning products are based on natural fruits that get rid of the bad microbes and nurture the good ones, enabling customers to keep their houses clean and free of pests without risk of chemical exposure and contamination in a healthy, environment-friendly and easy manner. It was founded in 2012 and headquartered in Portland, Oregon.","Consumer Goods, Food and Beverage, Health Care, Manufacturing",1,Mat Franken,11-50,4,Seed,9900000,USD,9900000,9900000,USD,9900000,"CircleUp, Portland Seed Fund, Reynolds & Company Venture Partners, Kay Hong, Brian Durst",3,9,,Private,,,,,,
LongPoint Minerals,https://www.crunchbase.com/organization/longpoint-minerals,"Energy, Mineral, Oil and Gas","Denver, Colorado, United States",LongPoint Minerals operates in the oil and gas industry.,"61,016","Greater Denver Area, Western US",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://longpointminerals.com,"LongPoint Minerals operates in the oil and gas industry. The company was incorporated in 2013 and is based in Denver, Colorado.","Energy, Natural Resources",2,"George Solich, Mustafa Humayun",11-50,1,,,,,525000000,USD,525000000,Canada Pension Plan Investment Board,1,1,,Private,,,,,,
Nirogy Therapeutics,https://www.crunchbase.com/organization/nirogy-therapeutics,"Biopharma, Biotechnology, Pharmaceutical","Natick, Massachusetts, United States",Nirogy Therapeutics is focusing on small-molecule drugs that target the solute carrier family of transporter proteins (SLCTs).,"61,019","Greater Boston Area, East Coast, New England",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://nirogytx.com/,Nirogy Therapeutics is a biotechnology company developing novel small molecules to target cellular transporters. The company is currently advancing a class of small molecules intended to disrupt metabolic and immune mechanisms operative in the tumor microenvironment. Follow-on platform programs are targeting additional disease pathways in oncology as well as autoimmune diseases.,"Biotechnology, Health Care, Science and Engineering",3,"Jaime Escobedo, Ronald A. DePinho, Vincent Sandanayaka",1-10,2,Early Stage Venture,16500000,USD,16500000,18500000,USD,18500000,"Sporos Bioventures, Sante Ventures",2,2,,Private,,,,,,
Bain Capital Life Sciences,https://www.crunchbase.com/organization/bain-capital-life-sciences,"Business Development, Finance, Financial Services","Boston, Massachusetts, United States","Bain Capital Life Sciences specializes in buyouts, inflection capital, growth capital, turnaround investments, and private equity.","61,019","Greater Boston Area, East Coast, New England",,Active,2016-01-01,year,,,,,For Profit,https://www.baincapitallifesciences.com,"Bain Capital Life Sciences specializes in buyouts, inflexion capital, growth capital, turnaround investments, and private equity. It invests in pharmaceutical, biotechnology, medical device, diagnostic, and life science tool companies across the globe, with a focus on companies that both drive medical innovation across the value chain and enable that innovation to improve the lives of patients with unmet medical needs. The differentiated skillset of the Bain Capital Life Sciences team enables it to deliver targeted capital and value-added strategic support to companies around critical phases of growth and inflexions in value.","Financial Services, Professional Services",3,"Coleman Mark, Eric Kriss, Mitt Romney",11-50,,,,,,,,,,,,,Private,,,,,,
Bravo Wellness,https://www.crunchbase.com/organization/bravo-wellness,"Fitness, Health Care, Personal Health, Wellness","Cleveland, Ohio, United States","Since 2008, Bravo Wellness has changed the landscape of what a results-based wellness incentive plan can provide.","61,020","Great Lakes, Midwestern US",$10M to $50M,Active,2008-01-01,year,2020-01-08,day,,,For Profit,http://bravowell.com,"Since 2008, Bravo Wellness has changed the landscape of what a results-based wellness incentive plan can provide. Not based on a cookie-cutter approach, we thrive on developing flexible options that drive participation and encourage real behavior change. From national screening solutions, the administration of appeals and “reasonable alternatives” and independent, non-biased third party oversight of your program, our industry experts are here to guide you with the know-how for success that produces results.","Health Care, Sports",1,Jim Pshock,101-250,1,M&A,22000000,USD,22000000,22000000,USD,22000000,ABS Capital Partners,1,1,1,Private,,,,,,
Solar Integrated Roofing Corp,https://www.crunchbase.com/organization/solar-integrated-roofing-corp,"GreenTech, Service Industry, Solar","San Marcos, California, United States",Solar Integrated Roofing Corp is a company that provides installation of solar panels & roofing for commercial & residential properties.,"61,022","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,1989-01-01,day,2014-04-25,day,,,For Profit,http://www.solarintegratedroofingcorp.com,Solar Integrated Roofing Corp is a company that provides installation of solar panels & roofing for commercial & residential properties.,"Energy, Natural Resources, Other, Sustainability",1,David Massey,1-10,1,IPO,,,,1000000,USD,1000000,RB Capital Partners,1,1,1,Public,2014-04-25,,,SIRC,https://www.crunchbase.com/ipo/solar-integrated-roofing-corp-ipo--b84f691d,OTCQB
