Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Youth Speaks,https://www.crunchbase.com/organization/youth-speaks,"Education, Non Profit, Skill Assessment","San Francisco, California, United States",Youth Speaks is a non-profit organization that provides youth development programs.,"1,327,001","San Francisco Bay Area, West Coast, Western US",,Active,1996-01-01,year,,,,,Non-profit,https://youthspeaks.org,,"Education, Other, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
Linil Visiting Nurses,https://www.crunchbase.com/organization/linil-visiting-nurses,"Elder Care, Health Care, Nursing and Residential Care, Therapeutics","Maitland, Florida, United States",Linil Visiting Nurses offers home health care for seniors.,"1,327,003","East Coast, Southern US",$1M to $10M,Active,2002-01-01,year,,,,,For Profit,https://www.linilvisitingnurses.com,"Linil Visiting Nurses provides care to patients who need it following hospital stays or for managing chronic illnesses. They offer registered nurses, physical therapists, occupational therapists, speech-language pathologists, medical social workers, and certified nursing assistants.",Health Care,,,51-100,,,,,,,,,,,,,Private,,,,,,
Core Advisory Partners,https://www.crunchbase.com/organization/core-advisory-partners,"Consulting, Financial Services, Real Estate","Las Vegas, Nevada, United States","Core Advisory Partners is a brokerage firm that assists with capital markets, consulting, financial planning, and risk mitigation solutions.","1,327,006",Western US,,Active,2018-03-01,month,,,,,For Profit,https://coreadvisorypartners.com/,,"Financial Services, Professional Services, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
SelfDoc,https://www.crunchbase.com/organization/selfdoc,"Document Management, Health Care, Software","Claysburg, Pennsylvania, United States",SelfDoc provides the first ever automated medical record system.,"1,327,006","Great Lakes, Northeastern US",,Active,,,,,,,For Profit,https://www.selfdocaimr.com,"SelfDoc is an artificial intelligence medical record system. They provide dramatically reduced documentation. Spend more time with patients. Their solutions are to decrease documentation time, improve data flow, make it easy to use, and improve patient experience.","Health Care, Information Technology, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
The News-Banner,https://www.crunchbase.com/organization/the-news-banner,"News, Publishing, Social News, Wholesale","Bluffton, Indiana, United States",The News-Banner is a newspaper publisher.,"1,327,007","Great Lakes, Midwestern US",$1M to $10M,Active,1892-01-01,year,,,,,For Profit,https://news-banner.com,"The News-Banner is a publisher of newspapers, periodicals, books, and directories. They disseminate local news, sports, media, and other information. They print 16,000-page impressions per hour on-site using a Goss Community printing machine. Each year, they go through 3,500 metal plates, 800 pounds of ink, and over 220 tonnes of paper.","Commerce and Shopping, Content and Publishing, Media and Entertainment",,,11-50,,,,,,,,,,,,,Private,,,,,,
Automation Mailing & Shipping Solutions,https://www.crunchbase.com/organization/automation-mailing-shipping-solutions,"Sales Automation, Shipping","Cleveland, Ohio, United States",AMSS is a company which helps customers stream line their mailing and shipping operations through efficient workflow solutions.,"1,327,009","Great Lakes, Midwestern US",,Active,1941-01-01,day,,,,,For Profit,https://www.automationmailing.net,,"Information Technology, Sales and Marketing, Software, Transportation",,,1-10,,,,,,,,,,,,,Private,,,,,,
Kurtis Kitchen & Bath,https://www.crunchbase.com/organization/kurtis-kitchen-bath,,"Clarkston, Michigan, United States","Kurtis Kitchen & Bath offers personalized remodeling services, including kitchen cabinets, bathroom vanities, lighting, and plumbing.","1,327,010","Greater Detroit Area, Great Lakes, Midwestern US",$10M to $50M,Active,1968-01-01,year,,,,,For Profit,https://kurtiskitchen.com/,,,,,51-100,,,,,,,,,,,,,Private,,,,,,
BRIC Realty,https://www.crunchbase.com/organization/bric-realty,"Information Services, Property Management, Real Estate","Winter Park, Florida, United States",BRIC Realty offers real estate listings for sale as well as neighbourhood information to house buyers and sellers.,"1,327,011","East Coast, Southern US",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://www.bricrealty.com,,"Information Technology, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Amy & Company,https://www.crunchbase.com/organization/amy-company-6e40,"Property Management, Real Estate, Residential","Mcdonough, Georgia, United States",Amy & Company is a real estate company that provides property buying and selling services for residential properties.,"1,327,012","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://www.amyandcompanyrealtors.com/,,Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Oriontek,https://www.crunchbase.com/organization/oriontek,"Business Intelligence, Information Technology, Software","Cumming, Georgia, United States",Oriontek delivers end-to-end software solutions and services that provide comprehensive & cost-effective solutions.,"1,327,014","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,http://oriontekinc.com,,"Data and Analytics, Information Technology, Software",,,101-250,,,,,,,,,,,,,Private,,,,,,
