Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
St. Louis Small Business Monthly,https://www.crunchbase.com/organization/st-louis-small-business-monthly,Publishing,"Saint Louis, Missouri, United States",St. Louis Small Business Monthly is the Source for Effective Business Strategy and Innovation for St. Louis Business Owners.,"1,418,003",Midwestern US,,Active,1988-01-01,year,,,,,For Profit,https://sbmon.com,,"Content and Publishing, Media and Entertainment",,,11-50,,,,,,,,,,,,,Private,,,,,,
Avanak,https://www.crunchbase.com/organization/avanak,"Digital Marketing, Graphic Design, Web Design","Russia, Ohio, United States","Avanak is a digital marketing company that offers web, graphic, and logo design services.","1,418,004","Great Lakes, Midwestern US",,Active,,,,,,,For Profit,http://avanak.ru/,,"Design, Sales and Marketing",,,,,,,,,,,,,,,,Private,,,,,,
Rothstein Law Group,https://www.crunchbase.com/organization/rothstein-law-group,"Consulting, Law Enforcement, Legal, Professional Services","Southfield, Michigan, United States","Rothstein Law Group provides legal services for road accidents, wrongful deaths, dog bites, and social security matters.","1,418,005","Greater Detroit Area, Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://rothsteinlawgroup.com,,"Government and Military, Other, Privacy and Security, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Now Energy,https://www.crunchbase.com/organization/now-energy,"Energy, Food and Beverage, Health Care, Renewable Energy","Austin, Texas, United States",NOW® ENERGY combines a comprehensive array of nutrients and dietary ingredients to fill up your body with energy.,"1,418,009",Southern US,Less than $1M,Active,,,,,,,For Profit,http://nowenergyllc.com,,"Energy, Food and Beverage, Health Care, Sustainability",,,51-100,,,,,,,,,,,,,Private,,,,,,
Quick As A Wink Printing,https://www.crunchbase.com/organization/quick-as-a-wink-printing,"Apparel, Digital Signage, Graphic Design, Manufacturing, Printing, Textiles","Lima, Ohio, United States","Quick As A Wink Printing is a signage company that provides printing, apparel catalog, face masks, banners, and letterhead design services.","1,418,013","Great Lakes, Midwestern US",$1M to $10M,Active,1970-01-01,year,,,,,For Profit,https://www.quickasawink.org,,"Clothing and Apparel, Content and Publishing, Design, Manufacturing, Media and Entertainment, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
ChartHouse Capital,https://www.crunchbase.com/organization/charthouse-capital,"Advice, Asset Management, Finance, Financial Services, Retirement, Wealth Management","Hingham, Massachusetts, United States","ChartHouse Capital is a financial planning & investment advisory firm that offers retirement, wealth management & asset management services.","1,418,014","Greater Boston Area, East Coast, New England",Less than $1M,Active,2008-01-01,year,,,,,For Profit,https://www.charthousecapital.com,,"Community and Lifestyle, Financial Services, Media and Entertainment, Other",,,1-10,,,,,,,,,,,,,Private,,,,,,
Cincinnatus,https://www.crunchbase.com/organization/cincinnatus,"Architecture, Career Planning, Consulting, Management Consulting, Non Profit, Personal Development, Skill Assessment","Minneapolis, Minnesota, United States","Cincinnatus provides board development, fundraising strategy, and interim leadership trainings.","1,418,015","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Less than $1M,Active,1985-01-01,year,,,,,Non-profit,https://www.cincinnatus.com,"Cincinnatus, their consultants offer insights that come from decades of experience on nonprofit staff and through consulting engagements. Each engagement begins by assessing an organization's situation accurately and thoroughly. Their strategies are always focused on achieving results that support the client's mission. At each step, they honor their client's expertise and culture while fostering diversity and inclusion.","Education, Other, Professional Services, Real Estate, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
Prime Cut Production,https://www.crunchbase.com/organization/prime-cut-production,"Film Production, Motion Capture","Sylmar, California, United States",Prime Cut Productions is your international media service in the world of corporate and television production. ,"1,418,016","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,1984-01-01,year,,,,,For Profit,http://www.primecutproductions.com/,"Prime Cut Productions is your international media service in the world of corporate and television production. We produce reality, entertainment, fashion, food, lifestyles, celebrities, live events, and news, for you.","Media and Entertainment, Video",,,1-10,,,,,,,,,,,,,Private,,,,,,
Cityscape Container,https://www.crunchbase.com/organization/cityscape-container,"Manufacturing, Self-Storage, Transportation","Baltimore, Maryland, United States",Cityscape Container is a steel container manufacturer.,"1,418,016","Greater Baltimore-Maryland Area, East Coast, Southern US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://www.cityscapecontainer.com,,"Manufacturing, Real Estate, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Metroplex Gymnastics & Swim,https://www.crunchbase.com/organization/metroplex-gymnastics-swim,"Fitness, Sports, Swimming, Training","Allen, Texas, United States",Metroplex Gymnastics & Swim provides training and lessons for gymnastics and swimming.,"1,418,019","Dallas/Fort Worth Metroplex, Southern US",$10M to $50M,Active,1975-01-01,year,,,,,For Profit,https://www.metroplexgymnastics.com,,"Education, Sports",1,Bryan Streeter,51-100,,,,,,,,,,,,,Private,,,,,,
Leigh Family & Cosmetic Dentistry,https://www.crunchbase.com/organization/leigh-family-cosmetic-dentistry,"Cosmetic Surgery, Dental, Health Care","Rochester, Michigan, United States","Leigh Family & Cosmetic Dentistry provides general dentistry, implant dentistry, and cosmetic dentistry services.","1,418,023","Greater Detroit Area, Great Lakes, Midwestern US",,Active,,,,,,,For Profit,https://leighdentistry.com,"Leigh Family & Cosmetic Dentistry offers a dental hygiene program that will keep their gums healthy with regularly scheduled checkups and cleanings. Their services include general dentistry, implant dentistry, cosmetic dentistry, tooth whitening, and dentistry for children.  For inquiries, telephone and email contact are used.",Health Care,,,,,,,,,,,,,,,,Private,,,,,,
Slater Painting Company,https://www.crunchbase.com/organization/slater-painting-company,"Commercial, Printing","Austin, Texas, United States",Slater Painting Company provides commercial painting services.,"1,418,023",Southern US,$10M to $50M,Active,1986-10-01,month,,,,,For Profit,https://slaterpainting.com,,"Content and Publishing, Media and Entertainment, Other",,,1-10,,,,,,,,,,,,,Private,,,,,,
Narchem Corporation,https://www.crunchbase.com/organization/narchem-corporation,"Analytics, Consulting, Pharmaceutical","Elk Grove Village, Illinois, United States",Narchem Corporation is a contract research and development firm that offers analytical support to the pharmaceutical companies.,"1,418,027","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,1984-01-01,year,,,,,For Profit,http://www.narchem.com/,,"Data and Analytics, Health Care, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
