Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Bishop Moore Catholic High School,https://www.crunchbase.com/organization/bishop-moore-catholic-high-school,"Education, Higher Education, Religion","Orlando, Florida, United States",Bishop Moore Catholic High School provides secondary education for its students with virtue and knowledge in a Christ-centered environment.,"633,000","East Coast, Southern US",$1M to $10M,Active,1954-01-01,year,,,,,For Profit,https://www.bishopmoore.org/,,"Community and Lifestyle, Education",1,Bishop John Moore,101-250,,,,,,,,,,,,,Private,,,,,,
Global Grab,https://www.crunchbase.com/organization/grabglobal,"Building Material, Construction, Real Estate","Franklin, Tennessee, United States",Global Grab is a real estate company.,"633,000",Southern US,,Active,1994-01-01,year,,,,,For Profit,https://grabglobal.com/,"Global Grab offers active barriers, passive barriers, canopy, star barriers, guard booths, mobile barriers, custom, UL-listed controls, tire shred solutions, access control, and electronic monitoring services. They are offering their services online also. Their team has a track record of designing new products, solutions, and technology to fulfill the functional obligations and requirements of a customer’s specific perimeter security goals if an existing product or solution is not available in the market.",Real Estate,1,Perry Mehta,51-100,,,,,,,,,,,,1,Private,,,,,,
Shazam Home Services,https://www.crunchbase.com/organization/shazam-home-services,"Construction, Home Services, Interior Design","Denver, Colorado, United States","Shazam Home Services is a handyman company that offers warranty, seasonal maintenance, and home evaluation services.","633,001","Greater Denver Area, Western US",$1M to $10M,Active,,,,,,,For Profit,https://shazamhomeservices.com,"Shazam Home Services company provides handyman services. They offer warranty, seasonal maintenance, and home evaluation services. They provide doors, windows, handrails, cabinet adjustment, pain, and exterior flatwork settlement cracks services.","Design, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
LAUREL,https://www.crunchbase.com/organization/laurel-development,"Copywriting, Digital Media, Journalism, Public Relations","Saint Paul, Minnesota, United States",A media relations parter for bold leadership.,"633,003","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,Active,2019-04-01,day,,,,,For Profit,https://www.laureldevelops.com,LAUREL is a strategic communications and public relations partner for emerging brands and leaders.,"Content and Publishing, Media and Entertainment, Sales and Marketing",1,Shelisa Demuth,1-10,,,,,,,,,,,,,Private,,,,,,
AdJuggler,https://www.crunchbase.com/organization/adjuggler,"Ad Network, Advertising, SaaS, Software","Falls Church, Virginia, United States","AdJuggler provides a SaaS-based digital ad management platform for media companies, ad networks, and publishers.","633,004","Washington DC Metro Area, East Coast, Southern US",,Closed,2008-06-01,day,2014-10-08,day,,none,For Profit,http://www.adjuggler.com,"An independent company since 2008, AdJuggler is a global leader in on-demand digital ad serving and ad management. The company's highly scalable SaaS platform today serves as the digital backbone for more than 200 publishers, ad networks, agencies, and marketers worldwide. We deliver: > AWARD WINNING CUSTOMER SERVICE. AdJuggler offers 24/7/365 genuine local online and telephone support. Yes, we answer the phone when you call. Issues get resolved ASAP.  >  The AdJuggler® platform, an enterprise-grade application for fast-growing publishers, ad networks, and digital marketers >  The Exchange Media Program (EMP), optimized access to more than 30 real-time-bidding (RTB) and quality network advertising sources. >  Outsourced Ad Operations for customers seeking additional campaign and traffic management, so they can focus on new advertiser relationships >  A culture of tailored customer service: a rich API, Custom Development services, and 24/7 telephone support Our customers represent every major content category, including news and local media, sports, gaming, health, men's interest, women's interest, B2B, technology, social media, and international communities based in every major global geography. AdJuggler, Inc. is a privately held company headquartered in Alexandria, VA with sales locations in Washington, DC, Los Angeles, London, and Singapore","Advertising, Sales and Marketing, Software",1,David Moser,11-50,,M&A,,,,,,,,,,,Private,,,,,,
PSI Environmental Systems,https://www.crunchbase.com/organization/psi-environmental-systems,"Service Industry, Waste Management","Twin Falls, Idaho, United States",PSI Environmental Systems is waste management company engaged in waste disposal services.,"633,004",Western US,,Active,1970-01-01,year,,,,,For Profit,https://www.psitwinfalls.com/,,"Other, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Simour Design,https://www.crunchbase.com/organization/simour-design,"Architecture, Health Care, Interior Design","Beverly Hills, California, United States",Simour Design is a creative agency that designs and develops interior architectural plans for the construction of healthcare projects.,"633,005","Greater Los Angeles Area, West Coast, Western US",,Active,2015-01-01,year,,,,,For Profit,https://simourdesign.com,,"Design, Health Care, Real Estate",1,Mitra Silva,11-50,,,,,,,,,,,,,Private,,,,,,
WSPA 7News,https://www.crunchbase.com/organization/wspa-7news,"Broadcasting, Media and Entertainment, News","Spartanburg, South Carolina, United States","WSPA 7News is a CBS-affiliated television station licensed to Spartanburg, South Carolina, United States.","633,009","East Coast, Southern US",,Active,1971-01-01,year,,,,,For Profit,https://www.wspa.com/,,"Content and Publishing, Media and Entertainment, Video",,,11-50,,,,,,,,,,,,,Private,,,,,,
Mandylion Research Labs LLC.,https://www.crunchbase.com/organization/mandylion-research-labs-llc,"Manufacturing, Security","Oakton, Virginia, United States",Mandylion Research Labs LLC. is a developer and manufacturer of password security systems.,"633,011","Washington DC Metro Area, East Coast, Southern US",Less than $1M,Active,1999-01-01,year,,,,,For Profit,http://mandylionlabs.com,,"Manufacturing, Privacy and Security",,,1-10,,,,,,,,,,,,,Private,,,,,,
FULL,https://www.crunchbase.com/organization/full-inc-d7de,"AgTech, Commercial Real Estate, Energy Efficiency, Green Building, GreenTech, Personal Health, Real Estate, Software, Sustainability, Wellness","Middletown, Delaware, United States","A greentech solutions company for a FULL life: food, friends, and a future on this planet.","633,015","Greater Philadelphia Area, East Coast, Southern US",,Active,2021-01-01,year,,,,,For Profit,http://www.full.community,"FULL has a one-stop shop to transition real estate for true sustainability. Our greentech can lower energy costs by 50% (and save corresponding emissions), reduce food insecurity, and improve tenant retention and health. FULL offers services, hardware, and software to developers, home owners, communities, and economic development projects. A more beautiful, greener, cleaner world starts with one email to our team.","Agriculture and Farming, Energy, Health Care, Real Estate, Software, Sustainability",1,Gold Darr Hood,1-10,,,,,,,,,,,,,Private,,,,,,
