Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Bitcoin Depot,https://www.crunchbase.com/organization/bitcoin-depot,"E-Commerce, Finance, Financial Services, Professional Services","Atlanta, Georgia, United States",Bitcoin Depot is an INC 5000 company and the fastest-growing multi-cryptocurrency ATM Network offering users the ability to buy and sell.,"106,003","Greater Atlanta Area, East Coast, Southern US",$500M to $1B,Active,2016-01-01,day,2023-06-30,day,,,For Profit,https://bitcoindepot.com/,"Bitcoin Depot is an INC 5000 company, that stands as the fastest-growing multi-cryptocurrency ATM Network. The company specialises in seamless transactions, it empowers users with the capability to effortlessly buy and sell various cryptocurrencies. The company's exponential growth solidifies its position in the evolving cryptocurrency landscape.","Commerce and Shopping, Financial Services, Other",1,Brandon Mintz,101-250,1,IPO,,USD,,,USD,,AWM Investment Company,1,1,1,Public,2023-06-30,,,BTM,https://www.crunchbase.com/ipo/bitcoin-depot-ipo--47279b3a,NASDAQ
Caridad Center,https://www.crunchbase.com/organization/caridad-center,"Dental, Health Care, Hospital, Medical","Boynton Beach, Florida, United States","Caridad Center is a free healthcare clinic that offers medical, vision, and dental care for the uninsured and underserved families.","106,004","Greater Miami Area, East Coast, Southern US",,Active,1989-01-01,year,,,,,Non-profit,https://caridad.org,"Caridad Center provides health, education, and outreach services. They also provide health and dental services. Additionally, they also provide health, education, life-saving, and life-changing program services.",Health Care,2,"Caridad Asensio, Connie Berry",51-100,1,,,,,1100000,USD,1100000,,,,,Private,,,,,,
Premier Crop Systems,https://www.crunchbase.com/organization/premier-crop-systems,"Agriculture, Analytics, Career Planning, Data Center, Software","Des Moines, Iowa, United States",Premier Crop Systems is a precision ag-data processing and analysis company.,"106,005",Midwestern US,$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://www.premiercrop.com/,"Premier Crop Systems is a precision ag-data processing and analysis company. Now entering its 19th crop year, Premier Crop Systems’ data analysis drives better agronomic decisions that lead to higher yields, increased profits and more sustainable practices for customers including leading retailers, agronomists and growers who are interested in discovering new knowledge that can be used to make better planning, production and marketing decisions. Premier Crop Systems is proud to be the behind-the-scenes technology provider for the best precision ag programs in the country and is unwavering in its data policy commitment to the customers and growers they serve.","Agriculture and Farming, Data and Analytics, Hardware, Information Technology, Professional Services, Software",1,Dan Frieberg,1-10,2,,4650444,USD,4650444,4650444,USD,4650444,Syngenta Ventures,1,1,,Private,,,,,,
Naritiv,https://www.crunchbase.com/organization/naritiv,"Digital Media, Mobile, Social Media Marketing, Video","Venice, California, United States",Powering Vertical Content for Snapchat (Techstars/Disney Accelerator S14),"106,013","Greater Los Angeles Area, West Coast, Western US",,Closed,2011-01-01,year,,,2017-10-01,day,For Profit,http://www.naritiv.com,Naritiv is a mobile media company born on Snapchat. We are building ongoing programming and large audiences on Snapchat for brands as well as our owned and operated channels all involving our creators who see over 20 billion views per month. Our partners have access to our unique technology and reporting capabilities on both Snapchat as well as the other platforms our content spreads to (such as Twitter and Instagram).,"Media and Entertainment, Mobile, Sales and Marketing, Video",3,"Dan Altmann, Daniel Archer, Eric Posen",11-50,4,Early Stage Venture,4200000,USD,4200000,4320000,USD,4320000,"Techstars, The Walt Disney Company, Mucker Capital, Right Side Capital Management, Greylock",1,24,,Private,,,,,,
Level Solar,https://www.crunchbase.com/organization/level-solar,"Energy, Renewable Energy, Solar","New York, New York, United States",Level Solar is a renewables and environment company that provides solar systems and installation services.,"106,013","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Closed,2013-01-01,year,,,,none,For Profit,http://levelsolar.com,"Level Solar is a renewables and environment company that provides solar systems and installation services. The company specializes in the fields of renewable energy, solar, and energy storage. It was founded in 2013 and headquartered in New York, United States.","Energy, Natural Resources, Sustainability",1,Richard Kaiser,101-250,1,,2499990,USD,2499990,2499990,USD,2499990,,,,,Private,,,,,,
Alpha Square Group,https://www.crunchbase.com/organization/alpha-square-group,"Enterprise Software, Finance, Financial Services, Venture Capital","New York, New York, United States",Investing in global innovation across public and private markets.,"106,014","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2015-12-01,month,,,,,For Profit,http://www.alphasquaregroup.com,Alpha Square Group (ASG) is a family office with more than $1 Billion AUM that invests in global innovation across public and private markets. ASG is registered with the U.S. Securities and Exchange Commission and is based in New York City.,"Financial Services, Lending and Investments, Software",1,Renee Li,11-50,,,,,,,,,,,,,Private,,,,,,
SeaStreet,https://www.crunchbase.com/organization/seastreet,"Information Technology, Software","Wakefield, Massachusetts, United States",SeaStreet provides model-based autonomous operations.,"106,015","Greater Boston Area, East Coast, New England",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://www.seastreet.com/,"StratOS was created by Sea Street Technologies, a Boston, MA company with deep skills across abstraction, modeling, networking and IT operations. Their unique pool of experiences and our incredibly versatile engineering team have made it possible for them to not only re-imagine automation and orchestration, but to make their vision real.","Information Technology, Software",1,Harley Stowell,101-250,2,,12112047,USD,12112047,12112047,USD,12112047,,,,,Private,,,,,,
Carolina Premier Bank,https://www.crunchbase.com/organization/carolina-premier-bank,"Banking, Communities, Financial Services","Charlotte, North Carolina, United States",Carolina Premier Bank is a community bank in South Charlotte,"106,018","East Coast, Southern US",$10M to $50M,Closed,2007-01-01,year,2017-07-21,day,2017-07-21,day,For Profit,https://www.carolinapremierbank.com/,"As the only locally-based community bank in South Charlotte, Carolina Premier Bank offers a totally ""new blueprint"" for community banking and customer service. From our Business Concierge services and in-branch resource library to our community outreach seminars and workshops, we offer a banking experience unlike any other.","Community and Lifestyle, Financial Services, Lending and Investments",,,11-50,1,M&A,8500000,USD,8500000,8500000,USD,8500000,,,,,Private,,,,,,
Lelantos,https://www.crunchbase.com/organization/lelantos,"Internet of Things, Medical Device, Sensor","New York, New York, United States",Lelantos develops semiconductor gas sensors for IoT monitoring applications.,"106,021","Greater New York Area, East Coast, Northeastern US",,Active,2019-01-01,year,,,,,For Profit,https://www.lelantostech.com/,"Lelantos is revolutionizing the gas sensing industry by creating a new generation of IoT-compatible gas sensors for monitoring applications such as threat detection, industrial safety, environmental and air quality monitoring, and medical diagnostics. Their sensor, which is based on MEMS resonator arrays integrated on ordinary CMOS silicon microchips, consumes less power and costs less while providing greater detection performance than currently used technologies. Their mission is to contribute to making the world a safer, cleaner, and healthier place for this generation and the ones to come.","Hardware, Health Care, Internet Services",3,"Ioannis Kymissis, Jose Bahamonde, Stylianos Siontas",1-10,2,,,,,1255251,USD,1255251,National Science Foundation,1,1,,Private,,,,,,
Preventric,https://www.crunchbase.com/organization/preventric,"Big Data, Health Care, Health Diagnostics, Information Technology, Therapeutics","Birmingham, Alabama, United States",Preventric provides clinically superior vascular data that helps people live longer and healthier lives.,"106,023",Southern US,,Active,2019-01-01,year,,,,,For Profit,https://preventric.com,"Preventric is a commercial-stage digital health company redefining the way vascular diseases are clinically diagnosed by combining wearable biosensing technology with cloud-based data analytics and machine learning capabilities. The company derives its revenue in the United States. Its BPro® wearable has been in 20+ clinical trials on 20,000 patients, cited in 70+ peer-reviewed science & medical journals, globally patented, and FDA-cleared for physician use and reimbursement.","Data and Analytics, Health Care, Information Technology",1,Philip White,11-50,1,Seed,2100000,USD,2100000,2100000,USD,2100000,,,,,Private,,,,,,
