Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Detonator Games,https://www.crunchbase.com/organization/detonator-games,"Gaming, Online Games, Online Portals","Seattle, Washington, United States",Detonator Games is an explosive online game company dedicated to rock'n social gameplay.,"1,666,001","Greater Seattle Area, West Coast, Western US",Less than $1M,Active,2009-07-04,day,,,,,For Profit,http://www.detonatorgames.com/,"Connecting people through play. That's the name of the game. And with rapidly converging mass-audience friendly platforms such as Facebook and iPhone becoming ubiquitous, I finally get to truly entertain the masses.  Detonator games is focused on taking social game play to new and explosive levels. We build high quality games that unite multiple social platforms in a common goal of fun. We're totally dedicated to creating entertainment overflowing with the attitude, emotion, and fun that drive players together.","Gaming, Internet Services",3,"Corey Dangel, John Smith, Matt Wilson",11-50,,,,,,,,,,,,,Private,,,,,,
Sanare Energy Partners,https://www.crunchbase.com/organization/sanare-energy-partners,"Energy, Energy Management, Oil and Gas","Houston, Texas, United States","Sanare Energy Partners operates in oil and gas exploration and production, with a strategic focus on growth in the energy sector.","1,666,003","Greater Houston Area, Southern US",$1M to $10M,Active,2017-07-01,month,,,,,For Profit,https://www.sanarepartners.com,,"Energy, Natural Resources",,,11-50,,,,,,,,,,,,,Private,,,,,,
"Bishop Baking Company, Inc.",https://www.crunchbase.com/organization/bishop-baking-company-inc,Food Processing,"Cleveland, Tennessee, United States",Bishop Baking Company is a privately held company owns and operates one bakery in Cleveland.,"1,666,006",Southern US,,Active,1955-01-01,day,2002-11-20,day,,,For Profit,,"Bishop Baking Company, with annual sales of approximately $30 million,  operates one bakery in Cleveland.  Bishop's products, a line of fresh snack  cake items, are distributed nationwide.nc.",Food and Beverage,,,,,M&A,,,,,,,,,,,Private,,,,,,
The Clarett Group,https://www.crunchbase.com/organization/the-clarett-group,"Commercial, Commercial Real Estate, Real Estate","New York, New York, United States",The Clarett Group is a real estate development company.,"1,666,007","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://www.clarett.com,"The Clarett Group is a real estate development company, that provides development and complex urban projects.","Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
E-Cig Company,https://www.crunchbase.com/organization/e-cig-company,"E-Commerce, Fashion, Web Design","Rancho Cucamonga, California, United States","E-Cig.com is a quality oriented, socially conscious brand, providing e-cigarettes and vaporizers.","1,666,014","Greater Los Angeles Area, Inland Empire, West Coast",$1M to $10M,Active,2003-03-17,day,,,,,For Profit,https://www.e-cig.com/,,"Clothing and Apparel, Commerce and Shopping, Design",,,1-10,,,,,,,,,,,,,Private,,,,,,
Qu Capital,https://www.crunchbase.com/organization/qu-capital,"Financial Services, Trading Platform","New York, New York, United States",Qu Capital is a quantitative investment and research firm.,"1,666,014","Greater New York Area, East Coast, Northeastern US",,Closed,,,2019-09-19,day,,none,For Profit,https://qu.capital,Qu Capital is a quantitative investment and research firm. The company focuses on applying state-of-the-art statistical techniques to identify and trade inefficiencies across asset classes.,"Financial Services, Lending and Investments",,,,,M&A,,,,,,,,,,,Private,,,,,,
EFast Funding,https://www.crunchbase.com/organization/efast-funding,"Finance, Financial Services, Lending","Cypress, Texas, United States",EFast Funding is a full-service mortgage loan company.,"1,666,015","Greater Houston Area, Southern US",,Active,,,,,,,For Profit,https://www.efastfunding.com/,,Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
Paradiem,https://www.crunchbase.com/organization/paradiem,"Advice, Financial Services, Wealth Management","Mandeville, Louisiana, United States","Paradiem provides wealth management, intentional transformation and multi-generational legacies services for high net-worth families.","1,666,019",Southern US,Less than $1M,Active,2007-01-01,year,,,,,For Profit,https://paradiem.org/,,"Financial Services, Media and Entertainment",,,1-10,,,,,,,,,,,,,Private,,,,,,
Organic Lawns,https://www.crunchbase.com/organization/organic-lawns,"Agriculture, Civil Engineering, Landscaping","Baltimore, Maryland, United States",Organic Lawns provides pesticide free and organic lawn care services.,"1,666,020","Greater Baltimore-Maryland Area, East Coast, Southern US",$1M to $10M,Active,1996-01-01,month,,,,,For Profit,https://www.organiclawns.net,"Organic Lawns begins our lawn care treatment by conducting a soil test on the property. They offer fertiliser, weed control, soil amendment, annual soil testing, grub control, starter fertiliser, and disease control. These, which include the soil's nutrient content, will result in a plan that replenishes nutrients for maximum grass growth.","Agriculture and Farming, Real Estate, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Beanstalk,https://www.crunchbase.com/organization/beanstalk-dd01,"Child Care, Communities, Food and Beverage, Non Profit","Sacramento, California, United States",Beanstalk offers child care and nutrition programs for families.,"1,666,021","West Coast, Western US",,Active,1973-01-01,year,,,,,Non-profit,https://www.beanstalk.ws,"Beanstalk is a nonprofit organization that aims to provide children and families with enriching early education and care and nutrition programs, in centers and family child care homes that are safe, affordable, research-based, culturally and linguistically responsive, supported by community partnerships and coordinated services. They serve nutritious meals to children in child care homes. They also offer training and technical assistance for providers of child care.","Community and Lifestyle, Food and Beverage, Health Care, Other, Social Impact",,,11-50,,,,,,,,,,,,,Private,,,,,,
