Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Clearwater Networks,https://www.crunchbase.com/organization/xstream-logic,"Information Technology, Infrastructure, Manufacturing","San Jose, California, United States",Clearwater Networks is a developer of the next generation of packet processing engines for Internet infrastructure manufacturers.,"1,554,000","San Francisco Bay Area, Silicon Valley, West Coast",,Closed,,,,,,none,For Profit,,"Clearwater Networks (formerly XStream Logic) is developing the industry’s first single-processor packet processing solution capable of performing 7-layer packet processing at 10-Gigabit data rates. XStream’s family of network processors is targeted at solving the critical bottleneck in next-generation network infrastructure equipment: layers 4-7 packet processing. Edge and core routers, content-aware web switches, network attached storage devices, and other networking appliances all require the need to implement advanced services that are beyond the capability of existing semiconductor solutions. XStream ’s products are able to solve a wide variety of applications and advanced services using a simple, single-processor architecture that reduces system complexity and improves customers’ time to market.","Information Technology, Manufacturing, Other",,,,2,Early Stage Venture,35000000,USD,35000000,35000000,USD,35000000,"Goldman Sachs, Mayfield Fund, Tallwood Venture Capital, Mitsui Global Investment, Sands Brothers Asset Management",2,5,,Private,,,,,,
Viveltre,https://www.crunchbase.com/organization/viveltre,"Confectionery, Food and Beverage, Manufacturing","Boynton Beach, Florida, United States","Viveltre handcrafts and provides marshmallows, cookies, blondies, sweets, and coffee products.","1,554,006","Greater Miami Area, East Coast, Southern US",$100M to $500M,Active,,,,,,,For Profit,https://viveltre.com,,"Food and Beverage, Manufacturing",,,501-1000,,,,,,,,,,,,,Private,,,,,,
Employers Logic,https://www.crunchbase.com/organization/employers-logic,"Bookkeeping and Payroll, Consulting, Insurance","Deerfield, Illinois, United States","Employers Logic is an employment agency that finds and implements efficient, time savings, and bottom line results for the clients.","1,554,009","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,2012-01-01,year,,,,,For Profit,http://employerslogic.com/,"Employers Logic is an employment agency that finds and implements efficient, time savings, and bottom line results for the clients. It provides a range of customized solution, including Staffing, Payroll Services, H.R. Administration, H.R. Outsourcing, P.E.O. and A.S.O. Services, and Time Clock Solutions. Employers Logic engages in both large and small businesses to bring better outcomes in cost, time, and risk. It approaches each engagement as an opportunity to bring long term improvements in all areas. Employers Logic was founded in 2012 and is based in Deerfield, I.L.","Financial Services, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Lakeside Neurologic,https://www.crunchbase.com/organization/lakeside-neurologic,"Assisted Living, Education, Health Care, Rehabilitation","Wauchula, Florida, United States",Lakeside Neurologic specialises in brain injury rehabilitation and supportive living services.,"1,554,012","East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://lakesideneurologic.com,,"Education, Health Care",,,101-250,,,,,,,,,,,,,Private,,,,,,
Transtexas Gas,https://www.crunchbase.com/organization/transtexas-gas,Oil and Gas,"Houston, Texas, United States","Transtexas Gas engages in the exploration for, and development and production of natural gas and condensate.","1,554,016","Greater Houston Area, Southern US",,Active,1993-01-01,year,2005-04-06,day,,,For Profit,,"TransTexas Gas Corporation engages in the exploration for, and development and production of natural gas and condensate, primarily along the Upper Texas Gulf Coast.","Energy, Natural Resources",,,,,M&A,,,,,,,,,,,Private,,,,,,
Northeast Radiology,https://www.crunchbase.com/organization/northeast-radiology,"Health Care, Health Diagnostics, Medical","Brewster, New York, United States","Northeast Radiology offers MRI, CT scan, nuclear medicine, digital x-ray, ultrasound, 3D mammography, bone densitometry & biopsies services.","1,554,017","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://www.nerad.com/,,Health Care,,,51-100,,,,,,,,,,,,,Private,,,,,,
B&B Heating and Cooling,https://www.crunchbase.com/organization/b-b-heating-and-cooling,"CleanTech, Electronics, Environmental Consulting","Osage Beach, Missouri, United States",B&B Heating and Cooling specializing in the service and repair of heating and cooling systems.,"1,554,020",Midwestern US,$1M to $10M,Active,1995-01-01,year,,,,,For Profit,http://bbhvac.com,"B&B Heating and Air Conditioning offers HVAC contractors were primarily concerned with new home construction, as well as the repair and maintenance of existing comfort systems. They offering air filter replacement, repair, preventative maintenance, comfort system replacement, and duct cleaning. They include the markets for system replacement and duct cleaning while still providing the service.","Consumer Electronics, Hardware, Professional Services, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Summit Life Group,https://www.crunchbase.com/organization/summit-life-group,"Health Insurance, Insurance, Life Insurance","Athens, Georgia, United States",Summit Life Group offers life insurance information and quotes.,"1,554,025","East Coast, Southern US",,Active,,,,,,,For Profit,https://summitlifegroup.com,,Financial Services,,,,,,,,,,,,,,,,Private,,,,,,
Quality Parks,https://www.crunchbase.com/organization/quality-parks,"Consulting, Environmental Engineering, Training","Port Jefferson, New York, United States",Quality Parks is an environmental organization that offers conservation and education programs to sustain economic and recreational needs.,"1,554,029","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2000-01-01,year,,,,,Non-profit,https://www.qualityparks.org,,"Education, Professional Services, Science and Engineering, Sustainability",,,1-10,,,,,,,,,,,,,Private,,,,,,
Ethos Debate,https://www.crunchbase.com/organization/ethos-debate,"Consulting, Professional Services, Training","San Marcos, California, United States","Ethos provides expert speech and debate advice, coaching, and materials, sourcebooks, and camps.","1,554,029","Greater San Diego Area, West Coast, Western US",,Active,2008-01-01,year,,,,,For Profit,https://ethosdebate.com,,"Education, Other, Professional Services",1,Jadon Buzzard,11-50,,,,,,,,,,,,,Private,,,,,,
