Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Comforts Of Home Adult Foster Care,https://www.crunchbase.com/organization/comforts-of-home-adult-foster-care,"Health Care, Home Health Care","Kalamazoo, Michigan, United States","Home Health Care in Kalamazoo, MI","2,938,000","Great Lakes, Midwestern US",,Active,,,,,,,For Profit,http://comfortsofhomeadult.com,"Address: 118 E Westwood Dr, Kalamazoo, MI 49006, USA",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
"Global Education Service, Inc",https://www.crunchbase.com/organization/global-education-service-inc,"Consulting, Education","Baltimore, Maryland, United States",An education consulting service provider consisting of professional educators driving innovative educational programs for the modern world.,"2,938,002","Greater Baltimore-Maryland Area, East Coast, Southern US",,Active,,,,,,,For Profit,https://globaleducationservice.org/,,"Education, Professional Services",,,,,,,,,,,,,,,,Private,,,,,,
Web Broadcast Corp,https://www.crunchbase.com/organization/web-broadcast-corp,"Broadcasting, Internet, Software","Austin, Texas, United States",Web Broadcast Corp,"2,938,004",Southern US,,Active,,,,,,,For Profit,,,"Internet Services, Media and Entertainment, Software, Video",,,1-10,1,,,USD,,,USD,,Jump.net Ventures,1,1,,Private,,,,,,
Multihouse Entertainment,https://www.crunchbase.com/organization/multihouse-entertainment,Digital Entertainment,"Los Angeles, California, United States",Multihouse Entertainment is a hybrid entertainment and tech company that strives to improve communities through the power of storytelling.,"2,938,007","Greater Los Angeles Area, West Coast, Western US",,Closed,2019-01-01,day,,,,none,For Profit,https://www.multihouseentertainment.com/,,Media and Entertainment,,,1-10,,,,,,,,,,,,,Private,,,,,,
Live Better,https://www.crunchbase.com/organization/live-better,"Assisted Living, Health Care, Home Health Care","Saint Paul, Minnesota, United States","Live Better offers healthcare support, services and counseling to individuals with physical and mental issues at the comfort of their home.","2,938,008","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",Less than $1M,Active,,,,,,,For Profit,https://www.lb-mn.com/,,Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Cancer 101,https://www.crunchbase.com/organization/cancer-101,Health Care,"New York, New York, United States",C101 provides tools and resources for patients and caregivers to manage their chronic condition in partnership with their healthcare team.,"2,938,025","Greater New York Area, East Coast, Northeastern US",,Active,2002-01-01,year,,,,,For Profit,http://www.cancer101.org,,Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Tasty Ties,https://www.crunchbase.com/organization/tasty-ties,Manufacturing,"San Francisco, California, United States",Tasty Ties is a manufacturer of custom and limited edition bow ties.,"2,938,028","San Francisco Bay Area, West Coast, Western US",Less than $1M,Active,,,,,,,For Profit,http://tastyties.com,,Manufacturing,1,Kevin Long,1-10,,,,,,,,,,,,,Private,,,,,,
Peas-Corp,https://www.crunchbase.com/organization/peas-corp,"Developer Tools, Publishing","Savannah, Georgia, United States","Peas-Corp is a Georgia-based LLC established in January 2010 to create, develop, produce, publish and market retail ready traditional.","2,938,029","East Coast, Southern US",,Active,2010-01-26,day,,,,,For Profit,,"Peas-Corp is a Georgia-based LLC established in January 2010 to create, develop, produce, publish and market retail ready traditional and mobile games as well as intellectual property derived from the proprietary development process. Our flagship brand led by the Whirled Peas® Game is a game selling across the USA at Barnes & Noble stores; BN.COM; AMAZON (shipped&sold) and TARGET.COM. In 2011 we launched a beta version of our first I-OS application under the Whirled Peas® brand called """"The Pea Party"""". The growth plan includes extensions into the children's game market & the educational game market. Our mission is to generate revenue and profit; grow the business and intellectual property portfolio and offer an attractive exit for our investors. Our vision is to achieve a level of success where we can implement a giving based business model (post investor exit) and become the Tom's Shoes/Paul Newman's giving based model for the Game industry.","Content and Publishing, Media and Entertainment, Software",,,1-10,1,,,USD,,,USD,,,,,,Private,,,,,,
Zootilla Pet Clinic,https://www.crunchbase.com/organization/zootilla-pet-clinic,"Health Care, Medical","Dalton, Georgia, United States",Zootilla Pet Clinic provides vaccinations and preventive care for dogs and cats.,"2,938,029","East Coast, Southern US",,Active,,,,,,,For Profit,https://www.zutillapetclinic.com,"Zootilla Pet Clinic provides spay and neuter, preventive care, health certificates, parvovirus treatment, heartworm treatment, genetic breed testing, euthanasia, dental cleanings, and microchip services. An online inquiry form is available on the company's website.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Clean Bee Flooring & Upholstery Care,https://www.crunchbase.com/organization/clean-bee-flooring-upholstery-care,"Health Care, Home Improvement, Home Renovation, Professional Services","Lakewood, Illinois, United States","Clean Bee Flooring & Upholstery Care provides flooring, spot removal, pet urine, carpet, wood, vinyl, and leather cleaning services.","2,938,032","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,2005-01-01,year,,,,,For Profit,https://cleanbee.net,,"Health Care, Other, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Reach Technology-Asia,https://www.crunchbase.com/organization/reach-technology-asia,"Industrial Automation, Manufacturing, Outsourcing","San Ramon, California, United States",Reach Technology-Asia provide assistance to companies looking to reduce manufacturing cost by outsourcing production to Asia.,"2,938,041","San Francisco Bay Area, West Coast, Western US",,Active,1997-01-01,day,,,,,For Profit,http://reachcompanies.com/,,"Manufacturing, Professional Services, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Javelina Leap,https://www.crunchbase.com/organization/javelina-leap,"Wine And Spirits, Winery","Cornville, Arizona, United States",Javelina Leap is a winery that provides wines.,"2,938,041",Western US,,Active,2007-01-01,year,,,,,For Profit,https://www.javelinaleapwinery.com,Javelina Leap offers tours of their winemaking facility and barrel room. An online inquiry form is available on the company's website.,Food and Beverage,,,1-10,,,,,,,,,,,,,Private,,,,,,
SHV Real Estate,https://www.crunchbase.com/organization/shv-real-estate,"Commercial, Real Estate, Real Estate Investment, Residential","Floral Park, New York, United States",SHV Real Estate provides commercial and residential brokerage services.,"2,938,043","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,http://shv.realestate,"SHV Real Estate's mission is to build the largest and most productively successful real estate organization. They help them get good value if they want to sell their home in NYC and buy a new home in New York. Their goal is to have happy, satisfied clients and help them realize their “dream”. SHV’s unique formula for buying and selling apartments, bungalows, and other residential properties.","Financial Services, Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
"LogicInfusion, LLC",https://www.crunchbase.com/organization/logicinfusion-llc,Information Technology,"Diamond Springs, California, United States",Cloud services provider,"2,938,046","West Coast, Western US",,Active,2002-01-01,year,,,,,For Profit,,,Information Technology,,,,,,,,,,,,,,,,Private,,,,,,
Sunshine Mortgage,https://www.crunchbase.com/organization/sunshine-mortgage,"Consumer Lending, Finance, Financial Services","Kennesaw, Georgia, United States",Sunshine Mortgage is a financial institution that provides mortgage services.,"2,938,048","Greater Atlanta Area, East Coast, Southern US",,Active,,,,,,,For Profit,https://www.sunshinemortgage.com,,"Financial Services, Lending and Investments",,,,,,,,,,,,,,,,Private,,,,,,
Bright Cloud Marketing,https://www.crunchbase.com/organization/bright-cloud-marketing,"Advertising, Digital Marketing, Marketing","Louisville, Colorado, United States","Bright Cloud Marketing provides online marketing, paid search and social media marketing services.","2,938,051","Greater Denver Area, Western US",$1M to $10M,Active,2008-01-01,day,,,,,For Profit,https://www.brightcloudmarketing.com/,,"Advertising, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
