Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Celebrity Builders,https://www.crunchbase.com/organization/celebrity-builders,"Construction, Home Improvement, Property Development","Hudsonville, Michigan, United States","Celebrity Builders is a construction company that builds custom homes with an emphasis on detail, craftsmanship and customer care.","2,302,010","Great Lakes, Midwestern US",$1M to $10M,Active,2003-01-01,year,,,,,For Profit,https://www.celebritybuildersllc.com,,Real Estate,2,"Rob Vis, Troy DeHoop",11-50,,,,,,,,,,,,,Private,,,,,,
Vox Group,https://www.crunchbase.com/organization/vox-group-2075,"Rental, Tourism, Travel","Scottsdale, Arizona, United States","Vox Group is a provider of audio guiding equipment, digital destination applications to the travel and tourism industries.","2,302,012","Greater Phoenix Area, Western US",,Active,2008-01-01,year,,,,,For Profit,https://voxnetworkusa.com,"Vox Group's systems allow guides to communicate without having to shout to be heard, as well as keep content exclusive to guests in an open environment. If you want any information please contact them through email or phone call.","Commerce and Shopping, Travel and Tourism",,,101-250,,,,,,,,,,,,,Private,,,,,,
Pediatric Services of Springfield,https://www.crunchbase.com/organization/pediatric-services-of-springfield,"Child Care, Health Care, Wellness","East Longmeadow, Massachusetts, United States","Pediatric Services of Springfield provides wellness, preventative medicine, and lactation consulting services.","2,302,013","East Coast, New England, Northeastern US",,Active,1950-01-01,year,,,,,For Profit,https://www.pediatricservices.org,"Pediatric Services of Springfield offers services that include consultations, behavioral management, wellness, education, diet, and nutrition. They provide pediatric health care services for men and women. An online inquiry form is available on the company's website.",Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
Hilsinger Mendelson,https://www.crunchbase.com/organization/hilsinger-mendelson,"Advertising, Marketing, Public Relations","Los Angeles, California, United States","Hilsinger Mendelson is a marketing & PR agency offering brand management, media & digital campaigns & events services.","2,302,016","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,http://hilsingermendelson.com,,"Advertising, Sales and Marketing",1,Judy Hilsinger,11-50,,,,,,,,,,,,,Private,,,,,,
Brainstorm Labs,https://www.crunchbase.com/organization/brainstorm-labs,"Business Development, Consulting, Information Technology, Project Management","Lenexa, Kansas, United States","Brainstorm Labs provides data engineering, project management, and business strategy services.","2,302,018",Midwestern US,,Active,2008-01-01,year,,,,,For Profit,https://www.brainstormlabs.net,"Brainstorm Labs is the premier resource for some of the toughest project-related problems in the non-profit, government, or private sector. They can help with project management, technical and facilities, data engineering, migrations, business analysis, and development, as well as requirements development and business strategy. They bring a formal approach to program management for multiple related projects. Advising stakeholders, project review, audit, and QA. Mentoring project teams and project strategy are all parts of their SCORR methodology.","Administrative Services, Information Technology, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Entisoft,https://www.crunchbase.com/organization/entisoft,"Consulting, Information Technology, Software","Los Angeles, California, United States",Entisoft is a software development company that provides practical and easy-to-use Microsoft visual basic and office development tools.,"2,302,022","Greater Los Angeles Area, West Coast, Western US",,Active,2009-01-01,day,,,,,For Profit,http://entisoft.com/,,"Information Technology, Professional Services, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Pacific Capital Associates,https://www.crunchbase.com/organization/pacific-capital-associates,"Advice, Financial Services","San Diego, California, United States","Pacific Capital Associates provides investment management, financial advice and planning services to businesses.","2,302,022","Greater San Diego Area, West Coast, Western US",Less than $1M,Active,2003-01-01,year,,,,,For Profit,https://www.pcasd.com,,"Financial Services, Media and Entertainment",,,1-10,,,,,,,,,,,,,Private,,,,,,
MPR Technologies,https://www.crunchbase.com/organization/mpr-technologies,"Consulting, Information Technology, Software","Penn Yan, New York, United States",MPR Technologies is a technology company that offers consulting and application development services.,"2,302,025","East Coast, Northeastern US",$1M to $10M,Active,,,,,,,For Profit,https://www.mprtech.com,"MPR Technologies provides application development services to help solve business problems. They offer SharePoint site design to desktop and web application development, and they work to provide the solution.","Information Technology, Professional Services, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Omega Medical Solutions,https://www.crunchbase.com/organization/omega-medical-solutions,"Health Care, Medical, Medical Device, Wholesale","Lutz, Florida, United States","Omega Medical Solutions is a supplier of CT machines, fluoroscopy, ultrasound, and ventilator equipment.","2,302,026","Tampa Bay Area, East Coast, Southern US",,Active,2021-01-01,year,,,,,For Profit,https://omegamedicalsolutions.net,,"Commerce and Shopping, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
Sonwil,https://www.crunchbase.com/organization/sonwil,"Freight Service, Logistics, Transportation","Buffalo, New York, United States","Sonwil is a transportation company that provides supply chain, logistics, and transportation services.","2,302,027","Great Lakes, East Coast, Northeastern US",$10M to $50M,Active,1982-01-01,year,,,,,For Profit,https://www.sonwillogistics.com,,Transportation,,,501-1000,,,,,,,,,,,,,Private,,,,,,
