Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Bowen Electric,https://www.crunchbase.com/organization/bowen-electric,"Construction, Professional Services","San Leandro, California, United States",Bowen Electric is to provide exceptional electrical design and build contracting services that distinguish them from their peers.,"713,001","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1979-01-01,year,,,,,For Profit,http://bowenelectric.com,,"Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
"Toto Pet Insurance, Inc.",https://www.crunchbase.com/organization/toto-pet-insurance-inc,Insurance,"Raleigh, North Carolina, United States","Toto is a Pet Insurance agency in association with Independence American Insurance Company, which offers 3 smart plans & affordable options.","713,002","Research Triangle, East Coast, Southern US",,Active,2018-01-01,year,,,,,For Profit,https://www.totopetinsurance.com,,Financial Services,,,,,,,,,,,,,,,,Private,,,,,,
Micrium,https://www.crunchbase.com/organization/micrium,"Computer, Embedded Systems, Software","Weston, Florida, United States",Micrium is consistently recognized as a leader in embedded software components.,"713,002","Greater Miami Area, East Coast, Southern US",,Active,1999-01-01,year,2016-10-03,day,,,For Profit,http://micrium.com/,"Micrium is a global RTOS leader for microprocessor, microcontroller and DSP-based devices. µC/OS is the leading commercial RTOS for embedded systems and features a wide array of connectivity options. Micrium Spectrum is a pre-integrated end-to-end portfolio of embedded software, protocol stacks and cloud services to facilitate development of the IoT from device to the cloud. Micrium’s RTOS kernel and software components are recognized for unparalleled reliability, performance, dependability, impeccable source code and extensive documentation. They are ideally suited to all embedded vertical markets, with solutions certified to meet rigorous safety-critical standards for industries such as medical electronics, avionics and industrial control.","Consumer Electronics, Hardware, Science and Engineering, Software",,,11-50,,M&A,,,,,,,,,,,Private,,,,,,
Rancho Santiago Community College District,https://www.crunchbase.com/organization/rancho-santiago-community-college-district,"Communities, Education, Training","Santa Ana, California, United States",Rancho Santiago Community College District is an educational institution.,"713,003","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,1915-01-01,year,,,,,Non-profit,https://www.rsccd.edu/,,"Community and Lifestyle, Education",,,251-500,,,,,,,,,,,,,Private,,,,,,
"RSIG Security, Inc",https://www.crunchbase.com/organization/rsig-security-inc,"Cyber Security, Information Technology, Security, Video","Southfield, Michigan, United States","RSIG Security is a security and investigations company that provides home automation, remote video monitoring, and life safety solutions.","713,007","Greater Detroit Area, Great Lakes, Midwestern US",$1M to $10M,Closed,,,,,,none,For Profit,http://rsigsecurity.com,,"Information Technology, Media and Entertainment, Privacy and Security, Video",,,1001-5000,,,,,,,,,,,,,Private,,,,,,
Arizona Department of Revenue,https://www.crunchbase.com/organization/arizona-department-of-revenue,"Finance, Financial Services, Legal","Phoenix, Arizona, United States","Arizona Department of Revenue is a government agency that offers electronic filing for taxes, administers tax laws and corporate payments.","713,009","Greater Phoenix Area, Western US",Less than $1M,Active,1973-01-01,year,,,,,For Profit,https://azdor.gov,,"Financial Services, Professional Services",,,501-1000,,,,,,,,,,,,,Private,,,,,,
Think Network Technologies,https://www.crunchbase.com/organization/think-network-technologies,"Cloud Management, Information Technology, Network Security","Durango, Colorado, United States","Think Network Technologies is an IT solutions provider based in Durango, CO.","713,010",Western US,$1M to $10M,Active,2003-01-01,day,,,,,For Profit,http://www.thinknettech.com,,"Information Technology, Internet Services, Privacy and Security, Software",1,Matt Glick,11-50,,,,,,,,,,,,,Private,,,,,,
Pine Street Inn,https://www.crunchbase.com/organization/pine-street-inn,"Homeless Shelter, Non Profit, Training","Boston, Massachusetts, United States","Pine Street Inn is a nonprofit organization that provides housing, shelter, street outreach, and job training to homeless men and women.","713,011","Greater Boston Area, East Coast, New England",$50M to $100M,Active,1969-01-01,year,,,,,Non-profit,https://www.pinestreetinn.org,,"Education, Other, Social Impact",1,Paul Sullivan,501-1000,,,,,,,,,,,,,Private,,,,,,
Coffey Engineering,https://www.crunchbase.com/organization/coffey-engineering,"Civil Engineering, Consulting, Environmental Engineering","San Diego, California, United States","Coffey Engineering provides land surveying and planning, and a variety of civil engineering services for various industrial sectors.","713,013","Greater San Diego Area, West Coast, Western US",Less than $1M,Active,,,,,,,For Profit,http://www.coffeyengineering.com/,,"Professional Services, Science and Engineering, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Saint Francis Animal Hospital,https://www.crunchbase.com/organization/saint-francis-animal-hospital,"Health Care, Hospital, Medical, Non Profit, Pet, Veterinary","Jacksonville, Florida, United States","Saint Francis Animal Hospital is a veterinary center that provides emergency care, dentistry, surgery, and wellness exams for pets.","713,013","East Coast, Southern US",$1M to $10M,Active,2013-01-01,year,,,,,Non-profit,https://saintfrancisanimalhospital.org/,,"Community and Lifestyle, Health Care, Other, Social Impact",1,Susan Shelton,11-50,,,,,,,,,,,,,Private,,,,,,
