Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Thomas Coffee,https://www.crunchbase.com/organization/thomas-coffee-6b44,"Coffee, Packaging Services","St Louis, Missouri, United States",Thomas Coffee produces aromatic whole bean and ground coffee using high-quality coffee beans and advanced roasting techniques.,"2,788,002",Midwestern US,$1M to $10M,Active,1905-01-01,year,,,,,For Profit,https://www.thomascoffee.com/,,"Administrative Services, Food and Beverage",,,11-50,,,,,,,,,,,,,Private,,,,,,
Toasted Snow,https://www.crunchbase.com/organization/toasted-snow,"Advertising, Social Media, Software","Cross River, New York, United States",Social advertising software solutions,"2,788,008","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,2009-01-01,year,,,,,For Profit,http://www.toastedsnow.com,Toasted Snow provides an integrated suite of social tools for advertising agencies.,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Vaperevs,https://www.crunchbase.com/organization/vaperevs,E-Commerce,"Colorado Springs, Colorado, United States",VapeRevs is an online gathering place for vapers from all over the world.,"2,788,009",Western US,,Closed,2015-04-04,day,,,,none,For Profit,https://vaperevs.com/,,Commerce and Shopping,1,Richard J. Roberts,1-10,,,,,,,,,,,,,Private,,,,,,
InPharmics,https://www.crunchbase.com/organization/inpharmics,"Information Technology, Pharmaceutical, Security","Madison, Mississippi, United States",InPharmics is the premier source for end-to-end medication use process cost analytics and Drug Supply Chain Security Act compliance systems.,"2,788,010",Southern US,,Closed,2011-01-01,year,2017-04-19,day,2017-04-19,day,For Profit,http://showme.inpharmics.com,InPharmics is the premier source for end-to-end medication use process cost analytics and Drug Supply Chain Security Act compliance systems specifically designed for acute care hospital pharmacies.,"Health Care, Information Technology, Privacy and Security",1,Bobby Parker,1-10,,M&A,,,,,,,,,,,Private,,,,,,
The Custom Foot,https://www.crunchbase.com/organization/the-custom-foot,"E-Commerce, Fashion","Bolingbrook, Illinois, United States",The Custom Foot is a company that focuses on custom footwear for various activities.,"2,788,011","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,http://thecustomfoot.com,,"Clothing and Apparel, Commerce and Shopping, Design",,,1-10,,,,,,,,,,,,,Private,,,,,,
nePROMO,https://www.crunchbase.com/organization/nepromo,"Advertising, Apparel, Consumer Goods, Marketing","South Glens Falls, New York, United States","nePROMO is a locally owned and operated, promotional products and custom branded apparel business.","2,788,015","East Coast, Northeastern US",,Closed,1992-01-01,year,,,,none,For Profit,https://www.nepromo.com,,"Advertising, Clothing and Apparel, Consumer Goods, Sales and Marketing",,,,,,,,,,,,,,,,Private,,,,,,
Wireless Printer,https://www.crunchbase.com/organization/wireless-printer-016c,,"Los Angeles, California, United States","Wireless Printer , a certified Printer Technician Expert. With in-depth knowledge of printer issues and solutions, I'm here to help.","2,788,017","Greater Los Angeles Area, West Coast, Western US",,Active,1995-01-01,day,,,,,For Profit,https://wirelessprinter.online/,"Wireless printer acts as a wiki guide for all wireless printer related queries. All technical experts on the platform are available 24/7 through Live Chat and Call support. They will provide solutions to all the major printer brands such as Epson, Brother, HP, Samsung, Xerox, and many more. So, the wireless Printer acts as a one-stop place if you are looking for solutions for fixing your wireless printer.",,,,11-50,,,,,,,,,,,,,Private,,,,,,
Provision Financial Planning,https://www.crunchbase.com/organization/provision-financial-planning,"Consulting, Financial Services, Professional Services, Retirement","Towson, Maryland, United States","Provision Financial Planning is a consultancy that focuses on investment management, retirement, and financial planning services.","2,788,023","Greater Baltimore-Maryland Area, East Coast, Southern US",,Active,,,,,,,For Profit,https://provisionfinancialplanning.com,,"Community and Lifestyle, Financial Services, Other, Professional Services",,,,,,,,,,,,,,,,Private,,,,,,
Uniland Investment,https://www.crunchbase.com/organization/uniland-investment,"Property Management, Real Estate","Sumner, Washington, United States","Uniland Investment is a real estate company that offers property selling, buying and leasing services.","2,788,028","Greater Seattle Area, West Coast, Western US",Less than $1M,Active,,,,,,,For Profit,https://www.unilandinvestment.com/,,Real Estate,,,,,,,,,,,,,,,,Private,,,,,,
CJ Socket Technologies,https://www.crunchbase.com/organization/cj-socket-technologies,"Health Care, Medical Device, Product Design","Beverly, Massachusetts, United States",CJ Socket Technologies provides adjustable volume prosthetic socket.,"2,788,028","Greater Boston Area, East Coast, New England",Less than $1M,Active,2011-01-01,year,,,,,For Profit,https://cjsocket.com,"CJ Socket Technologies is a designer that provides patients with the ability to quickly and easily adjust the fit of their socket to accommodate their residual limb volume changes providing unprecedented comfort and flexibility. They offer radically new user adjustable volume prosthetic socket for trans-femoral, trans-radial and trans-humeral amputees.","Design, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
The Colemax Group,https://www.crunchbase.com/organization/the-colemax-group,"Manufacturing, Product Design","River Edge, New Jersey, United States","The Colemax Group manufactures a broad range of protective cases and accessories for Ipads, mobiles, tablets, and keyboards.","2,788,030","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,1996-01-01,year,,,,,For Profit,https://www.colemaxgroup.com/,,"Design, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Sawyer Village,https://www.crunchbase.com/organization/sawyer-village,"Property Management, Real Estate, Rental Property, Residential","Gwinn, Michigan, United States","Sawyer Village is a real estate firm that offers property management of residential homes, taking care of the maintenance and storage needs.","2,788,031","Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://www.sawyervillage.com,,Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Laser Beam Steering Technology,https://www.crunchbase.com/organization/laser-beam-steering-technology,Manufacturing,"Golden, Colorado, United States","Laser Beam Steering Technology specializes in developing and manufacturing electro-optics, tunable lasers.","2,788,032","Greater Denver Area, Western US",,Active,2002-01-01,year,2016-11-17,day,,,For Profit,,"Laser Beam Steering Technology specializes in developing and manufacturing electro-optics, tunable lasers.",Manufacturing,,,,,M&A,,,,,,,,,,,Private,,,,,,
Atlas Management Corporation,https://www.crunchbase.com/organization/atlas-management-corporation,"Human Resources, Recruiting, Staffing Agency","Brentwood, Tennessee, United States",Atlas Management Corporation provides strategic employment solutions to businesses.,"2,788,042",Southern US,$10M to $50M,Active,,,,,,,For Profit,https://atlasmanagement.us,"Atlas Management Corporation helps organizations resolve complex recruiting, staffing, human resources, and call center challenges. If anyone would want to contact them please contact them via phone call or email.","Administrative Services, Professional Services",,,101-250,,,,,,,,,,,,,Private,,,,,,
Harpers,https://www.crunchbase.com/organization/harpers,Fashion,"State College, Pennsylvania, United States","Men's Clothing in State College, PA","2,788,043","Great Lakes, Northeastern US",,Active,1926-01-01,year,,,,,For Profit,http://harpersstatecollege.com,"Address : 224 E College Ave, State College, PA 16801, USA","Clothing and Apparel, Design",,,,,,,,,,,,,,,,Private,,,,,,
Junal,https://www.crunchbase.com/organization/junal,"Cooking, Food and Beverage, Food Processing","Lebanon, New Hampshire, United States","Junal is a food production company that provides baking goods, lemon seasoning, herbs, and spices for customers.","2,788,046","East Coast, New England, Northeastern US",$1M to $10M,Active,1972-01-01,year,,,,,For Profit,https://www.junal.com,"Junal offers falafel mix, puddings, instant sahlep, and vinegar. They provide tabbouleh, fattoush, and skillet seared salmon with garlic lemon butter sauce. Their recipes include lemon garlic pasta, sauce chicken, bars, angel food cake, garlic, and butter sauces for customers.",Food and Beverage,,,11-50,,,,,,,,,,,,,Private,,,,,,
MyriadCoin,https://www.crunchbase.com/organization/myriadcoin,"Blockchain, Cryptocurrency, Finance","San Diego, California, United States",MyriadCoin is a multi-algorithm blockchain.,"2,788,048","Greater San Diego Area, West Coast, Western US",,Active,2014-01-01,year,,,,,For Profit,https://myriadcoin.org,"MyriadCoin is the currency to support ﻿algorithms, catering to ASIC, GPU, and CPU mining. They offer resistance to a range of different hardware. They address the issues of mining centralization, attacks, and unfair distribution with a multi-algorithm blockchain","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Mass Open Cloud,https://www.crunchbase.com/organization/mass-open-cloud,"Cloud Data Services, Cloud Management, Non Profit, Software","Boston, Massachusetts, United States",Mass Open Cloud is a production public cloud which is developed based on the model of an open cloud exchange for cloud operation.,"2,788,048","Greater Boston Area, East Coast, New England",,Active,2014-01-01,year,,,,,Non-profit,https://massopen.cloud/,,"Information Technology, Internet Services, Other, Social Impact, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
WebDesignSpider,https://www.crunchbase.com/organization/webdesignspider,Association,"San Francisco, California, United States",WebDesign Resources and Inspiration Blog,"2,788,050","San Francisco Bay Area, West Coast, Western US",Less than $1M,Active,,,,,,,For Profit,http://www.webdesignspider.com,WebDesign Resources and  Inspiration Blog,Other,,,1-10,,,,,,,,,,,,,Private,,,,,,
Physicians Financial Resources,https://www.crunchbase.com/organization/physicians-financial-resources,"Accounting, Billing, Finance, Financial Services","West Memphis, Arkansas, United States",Physicians Financial Resources is a consultancy company.,"2,788,054",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://www.physicians-financial.net,"Physicians Financial Resources is a mutli-dimensional consultancy firm focused on helping healthcare practices streamline their business. They provide numerous services to physicians and medical professionals, like medical billing, accounting, taxes, payroll, practice financial analyses, and more. It is to provide extensive services to physicians, hospitals, and other medical professional services.","Financial Services, Payments, Professional Services, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Skydive Surfcity,https://www.crunchbase.com/organization/skydive-surfcity,"Outdoors, Recreation, Sports","Watsonville, California, United States",Skydive Surfcity is a skydiving center that provides an ocean view tandem skydiving activity and gift certificates.,"2,788,056","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://www.santacruz-skydiving.com/,,Sports,,,11-50,,,,,,,,,,,,,Private,,,,,,
Green Medicine of Wisconsin,https://www.crunchbase.com/organization/green-medicine-of-wisconsin,"Health Care, Organic, Pharmaceutical","Oshkosh, Wisconsin, United States",Green Medicine of Wisconsin provides treatment for lyme disease and associated infections.,"2,788,059","Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://www.gmofwi.com,"Green Medicine of Wisconsin offers bioidentical hormone treatment, nutritional counseling, health medicine, integrative and holistic medicine, and neurotransmitter testing. The company's contact modes are by mail, phone, and physical address.","Health Care, Sustainability",,,1-10,,,,,,,,,,,,,Private,,,,,,
betterphoto.com,https://www.crunchbase.com/organization/betterphoto-com,"Photography, Web Development, Web Hosting","Redmond, Washington, United States","Jim Miotke, the President and Founder of BetterPhoto.com, was inspired to explore Web publishing in early 1996, when a friend shared her","2,788,063","Greater Seattle Area, West Coast, Western US",Less than $1M,Active,1996-01-01,year,,,,,For Profit,https://www.betterphoto.com,"Jim Miotke, the President and Founder of BetterPhoto.com, was inspired to explore Web publishing in early 1996, when a friend shared her experiences creating an online college thesis. With a unique major that combined American studies and high technology, she was required to publish her final project on the Web. Seeing this was all Jim needed to become totally inspired, diving whole-heartedly into Web development.","Content and Publishing, Internet Services, Media and Entertainment, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Pinnacle Pharmacy Group,https://www.crunchbase.com/organization/pinnacle-pharmacy-group,"Advice, Consulting, Health Care, Medical","Scottsdale, Arizona, United States",Pinnacle Pharmacy Group is a consulting and advisory firm that specializes in the pharmacy and digital health markets.,"2,788,064","Greater Phoenix Area, Western US",,Active,2018-01-01,year,,,,,For Profit,https://pinnaclepharmacygroup.com,,"Health Care, Media and Entertainment, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Proactive Chiropractic Center,https://www.crunchbase.com/organization/proactive-chiropractic-center,"Health Care, Medical, Wellness","Cinnaminson, New Jersey, United States",Proactive Chiropractic Center provides pain relief and auto injury treatment.,"2,788,064","Greater Philadelphia Area, East Coast, Northeastern US",,Active,,,,,,,For Profit,https://www.proactivechirowellness.com,"Proactive Chiropractic Center offers treatment for allergies, disc problems, whiplash, osteoarthritis, joint dysfunction, headaches, sciatica, pinched nerves, carpal tunnel syndrome, and fibromyalgia. An online inquiry form is available on the company's website.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Mile High Officials,https://www.crunchbase.com/organization/mile-high-officials,"Education, Sports, Training","Commerce City, Colorado, United States",Mile High Officials is a sports assigning company that develops and prepares officials for game assignments.,"2,788,065","Greater Denver Area, Western US",,Active,2008-01-01,year,,,,,For Profit,https://www.milehighofficials.com,"Mile High Officials provides youth sports officials for all game assignments. They offer sports referees for baseball, basketball, and football. If any information contacts them through phone and email.","Education, Sports",1,Micah Pauldino,51-100,,,,,,,,,,,,,Private,,,,,,
Town and Country Plastic Surgeons + Medspa,https://www.crunchbase.com/organization/town-and-country-plastic-surgeons-medspa,"Consulting, Cosmetic Surgery, Health Care, Hospital, Medical","Houston, Texas, United States","Town and Country Plastic Surgeons + Medspa is a cosmetic surgery facility that offers facial, body, and breast surgeries.","2,788,070","Greater Houston Area, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://www.townandcountryplasticsurgeons.com,,"Health Care, Professional Services",1,Scott Yarish,11-50,,,,,,,,,,,,,Private,,,,,,
