Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Code Galaxy,https://www.crunchbase.com/organization/launch-after-school-coding,"EdTech, Education","Austin, Texas, United States",Code Galaxy is a provider of of in-person classes and camps intended to help students grow and improve their computer programming skills.,"117,000",Southern US,Less than $1M,Active,2018-01-01,day,,,,,For Profit,https://thecodegalaxy.com/,Code Galaxy is a provider of of in-person classes and camps intended to help students grow and improve their computer programming skills.,"Education, Software",3,"Jobin George, Lindsay Walker, Ravi Parikh",1-10,1,,,,,154500,USD,154500,,,,,Private,,,,,,
Bloodbuy,https://www.crunchbase.com/organization/bloodbuy,"Biotechnology, Health Care, Information Technology, Internet, Medical","Dallas, Texas, United States",Bloodbuy's technology connects hospitals and blood centers to ensure the efficient distribution of lifesaving blood products.,"117,001","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,http://www.bloodbuy.com,"Bloodbuy is a Dallas, Texas-based healthcare technology company whose cloud-based platform connects hospitals and blood centers nationwide to ensure the efficient flow of lifesaving blood products to patients in need.  By providing direct access to a diversified base of premier blood centers, Bloodbuy ensures that hospitals never overpay for blood products or encounter supply shortages.  At the same time, Bloodbuy enables blood centers to reach and serve a broader base of hospitals and blood centers across the country; increasing inventory turns, eliminating waste, and accelerating growth.  Bloodbuy is committed to enhancing patient outcomes, while lowering cost and improving operational efficiency within this mission critical healthcare vertical by equipping industry-leading organizations with easy-to-use and implement, cloud-based technology that delivers immediate results.","Biotechnology, Health Care, Information Technology, Internet Services, Science and Engineering",1,Christopher Godfrey,11-50,1,,3750000,USD,3750000,3750000,USD,3750000,"Premier Inc, St. Joseph’s Health System",2,2,,Private,,,,,,
COPsync,https://www.crunchbase.com/organization/copsync,"Law Enforcement, Real Time, Web Hosting","Canyon Lake, Texas, United States","COPsync operates the largest law enforcement real-time, information sharing, communication and data interoperability network in Texas, USA.","117,002",Southern US,,Closed,2004-04-01,day,2008-07-02,day,,none,For Profit,http://www.copsync.com/index.html,"COPsync operates the nation’s largest law enforcement real-time, information sharing, communication and data interoperability network. COPsync’s mobile application enables officers to instantly access local, state, and federal law enforcement databases, efficiently gather information at the point of incident, and immediately share critical data with all officers on the COPsync network.","Government and Military, Internet Services, Other, Privacy and Security",2,"J. Shane Rapp, Russell D. Chaney",11-50,6,M&A,4418542,USD,4418542,4792857,USD,4792857,,,,,Delisted,2008-07-02,2018-05-22,day,COYN,https://www.crunchbase.com/ipo/copsync-ipo--cb23413b,OTCQB
appbackr,https://www.crunchbase.com/organization/appbackr,"Android, Apps, Developer Tools, Mobile","Palo Alto, California, United States",appbackr is an online platform that indexes and evaluates Android apps to provide its clients with personalized insights.,"117,005","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Active,2010-03-05,day,,,,,For Profit,http://www.appbackr.com,"appbackr is organizing the world's applications to be the most comprehensive way of comparing, identifying and exploring apps. The App Index™ is the online home for consumers to find apps through our data-driven discovery process; share their favorite apps; and easily share recommended apps with friends. Our Android app, Surf helps people discovers apps based on their location and interests. Users can app recommendations worldwide and share their favorite apps with other Surf users. It is in Google Play: https://play.google.com/store/apps/details?id=com.surfsup It's App Index page is: http://index.appbackr.com/apps/com.surfsup For 4 years, this data has been provided to companies from Intel, to Samsung, to Amazon, to Firefox OS, who use appbackr appscore, a 0-10 rating of app quality, to determine which apps to source and feature.","Apps, Mobile, Platforms, Software",3,"Robert Clegg, Sam Zappas, Trevor Cornwell",11-50,7,Seed,1625213,USD,1625213,3687563,USD,3687563,"Jyri Engestrom, SVASE Cambridge West Ventures",,2,,Private,,,,,,
Chaos Prime Inc.,https://www.crunchbase.com/organization/chaos-prime-inc,"Analytics, Artificial Intelligence (AI), Electronics, Industrial, Information Technology, Internet of Things, Machine Learning, Software","Sunnyvale, California, United States",Chaos Prime provides an integration platform for autonomous systems.,"117,007","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Active,2014-01-31,day,,,,,For Profit,http://www.chaosprime.com,"Chaos Prime industrializes AI. The company’s EdgeOps software platform combines big data and Artificial Intelligence to enable system designers to deploy Prescriptive Maintenance and Analytics for Operational Technology. It predicts and prescribes outcomes to help industrial firms reduce and eliminate unplanned equipment downtime and increase yield.  Prescriptive Analytics will allow firms to go from using forecasted/planned events to now using actual events to make real-time adjustment to production, shipments, machine downtime in order to optimize their supply chains and optimize outcomes. The EdgeOps platform provides digital core for new and legacy industrial equipment safely and at scale.","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Internet Services, Manufacturing, Science and Engineering, Software",2,"Anthony Hill, Joachim Stratmann",1-10,3,,1150000,USD,1150000,1375000,USD,1375000,National Science Foundation,1,1,,Private,,,,,,
Finero,https://www.crunchbase.com/organization/finero,FinTech,"Atlanta, Georgia, United States",FinTech focused on the unbanked in emerging markets.,"117,009","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Closed,2019-05-01,day,,,,none,For Profit,https://fineropay.com,,Financial Services,,,11-50,1,Seed,700000,USD,700000,700000,USD,700000,,,,,Private,,,,,,
BTC Inc,https://www.crunchbase.com/organization/btc-media,"Bitcoin, Education, News, Publishing","Nashville, Tennessee, United States","BTC Media is Bitcoin media group, providing education and information through its family of products and services.","117,015",Southern US,$1M to $10M,Active,2014-01-01,year,,,,,For Profit,https://b.tc/,"BTC Media is a Bitcoin and blockchain media company that works globally from the heart of Nashville, Tennessee, America’s Music City. Here, from their front-row seat in the fast-growing fintech industry, They gather and distribute the information, education, and research that are building the financial systems of the future. And they have a great time doing it. Their clients include everyone from tech startups to Fortune 500 financial titans. Like them, they are driven by a vision of money moving faster, cheaper and more conveniently around the globe; of individuals everywhere empowered by financial freedom and security.  BTC Media keeps the world informed through products and services that include Bitcoin Magazine, yBitcoin and The Distributed Ledger, the planet’s most widely read digital currency publications, along with multi-media educational information and services about financial technology.","Blockchain and Cryptocurrency, Content and Publishing, Education, Financial Services, Media and Entertainment, Payments, Software",3,"Andrew DeSantis, David Bailey, Tyler Evans",11-50,2,,,USD,,,USD,,"Sora Ventures, Fenbushi Capital, Tally Capital",,3,3,Private,,,,,,
Airtorch,https://www.crunchbase.com/organization/airtorch,"Artificial Intelligence (AI), B2B, Software","New York, New York, United States",Airtorch is a low-code platform that helps in creating AI based applications.,"117,017","Greater New York Area, East Coast, Northeastern US",,Active,,,,,,,For Profit,https://www.airtorch.io/,Airtorch is a low-code platform that helps in creating AI-based applications.,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",1,Amandeep Singh,,1,Seed,120000,USD,120000,120000,USD,120000,Techstars,1,1,,Private,,,,,,
rBIO,https://www.crunchbase.com/organization/rbio-b3a7,"Biotechnology, Health Care, Manufacturing","San Francisco, California, United States",Biotechnology,"117,018","San Francisco Bay Area, West Coast, Western US",,Active,2020-02-10,day,,,,,For Profit,http://www.rbio.online,Pharmaceutical Manufacturing Using Synthetic Biology,"Biotechnology, Health Care, Manufacturing, Science and Engineering",2,"Cameron Owen, Pratik Pradhan",1-10,1,Seed,60000,USD,60000,60000,USD,60000,,,,,Private,,,,,,
Conduce,https://www.crunchbase.com/organization/conduce,"Data Visualization, Enterprise Software, Management Consulting, Service Industry, Software","Carpinteria, California, United States","Conduce helps organizations to access, unify, visualize, and act on all of their enterprise data.","117,020","West Coast, Western US",Less than $1M,Closed,2013-01-01,year,,,,none,For Profit,https://www.conduce.com/,"Conduce helps organizations to access, unify, visualize, and act on all of their enterprise data in a single visual interface. Its data visualization platform combines secure, transactional business tools with advanced gaming technology to visualize internal and external data from any source in a single visual interface, enabling clients to view and act on the same data at the same time. Conduce was founded in 2013 and is based in Carpinteria, California.","Data and Analytics, Design, Information Technology, Other, Professional Services, Software",3,"Christian Rishel, Christopher Harper, Kevin Parent",11-50,3,,3022385,USD,3022385,7877385,USD,7877385,,,,,Private,,,,,,
