Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
GO.com,https://www.crunchbase.com/organization/go-com,"Content, Digital Entertainment, Internet, News, Online Portals","Bristol, Connecticut, United States",Go.com is a web portal used as a hub for Disney-related sites.,"298,005","East Coast, New England, Northeastern US",$1B to $10B,Active,1998-01-09,day,,,,,For Profit,http://go.com,"Go.com (also known as The Go Network) is a web portal first launched by Jeff Gold, and now operated by the [Walt Disney Internet Group](/organization/walt-disney-internet-group). The portal includes content from [ABC News](/organization/abc-news-online), [ESPN](com/organization/espn), and FamilyFun.com, all of which are associated with Disney and are hosted under a .go.com name.  Go.com was founded in 1995 as an entertainment portal featuring one of the Web's first web-based chat room networks, and was acquired by the Walt Disney Company in 1998. Disney expanded Go.com beyond the entertainment portal concept. In addition to its own content, the company used the site as a hub for other Disney-related sites, including ABC.com and Disney.com. Go.com also hosted personal web pages. In early 2000, with visits to the site dropping, Disney announced that the general portal would now focus more on entertainment.","Content and Publishing, Internet Services, Media and Entertainment",,,1001-5000,,,,,,,,,,,,,Private,,,,,,
LKO Technologies,https://www.crunchbase.com/organization/lko-technologies,"Consulting, Human Resources, Information Technology, Outsourcing","Milpitas, California, United States","LKO Technologies specializes in IT consulting,  outsourcing and human resource services.","298,010","San Francisco Bay Area, Silicon Valley, West Coast",$10M to $50M,Active,2013-01-01,year,,,,,For Profit,http://lkotech.com/,,"Administrative Services, Information Technology, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Jones Snowboards,https://www.crunchbase.com/organization/jones-snowboards,Sporting Goods,"Truckee, California, United States",Snowboards made for riding mountains,"298,011","West Coast, Western US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://www.jonessnowboards.com/,,"Commerce and Shopping, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
METAGEO,https://www.crunchbase.com/organization/metageo,"3D Technology, Blockchain, Cryptocurrency","San Francisco, California, United States","METAGEO is a 3D map hosting, visualization and management platform","298,011","San Francisco Bay Area, West Coast, Western US",,Active,2021-01-01,year,,,,,For Profit,https://metageo.io,,"Blockchain and Cryptocurrency, Financial Services, Hardware, Other, Payments, Software",,,1-10,1,Seed,,USD,,,USD,,Outlier Ventures,,1,,Private,,,,,,
Bonterra,https://www.crunchbase.com/organization/bontera,"Banking, Family, Real Estate","Dallas, Texas, United States",Wine Enthusiast's American Winery of the Year 2016,"298,012","Dallas/Fort Worth Metroplex, Southern US",Less than $1M,Active,2014-01-01,year,,,,,For Profit,http://www.bonterra.com,"Our Company, Bontera, Inc., Organized in 2006, builds, manages and leases single family houses.  It offers to investors the same loan that it offers to its bank.  Each note series is on One House and is 70% or less Loan to Value and is a First Mortgage.  If this is the type of interest and safety you desire and you are an accredited investor, contact us and you will receive an offering circular providing full details of the Offering. Each Offering Circular contains: 		- Real Estate Appraisal of the house pledged as Security 		- Insured Title Report 		- Mortgagees Insurance Policy 		- Insurance of the house 		- HUD One Statement 		- Exit Strategy and Options  Each series of Notes that we offer is secured by a first mortgage with a 70% LTV (Loan to Value) on a Single Family Residence that is leased and managed by our company.  Your may invest in a One Year 5% Interest – Two Year 5 ½%  – Three Year 6% – Four Year 6 ½% or Five Year 7% Term. Investments may be made in One Thousand Dollar Increments.","Community and Lifestyle, Financial Services, Lending and Investments, Real Estate",1,Bob Blue,11-50,1,,40000,USD,40000,40000,USD,40000,,,,,Private,,,,,,
CrossInstall (now MoPub Acquire),https://www.crunchbase.com/organization/crossinstall,"Marketing, Mobile","San Francisco, California, United States","CrossInstall is now MoPub Acquire, a part of the Twitter family.","298,012","San Francisco Bay Area, West Coast, Western US",Less than $1M,Closed,2012-01-01,year,2020-05-12,day,2021-06-22,day,For Profit,https://www.mopub.com/en/publishers/acquire,"CrossInstall is now MoPub Acquire, a part of the Twitter family.","Mobile, Sales and Marketing",4,"Bobby McFarland, Greg Lin, Jeff Marshall, Peter Kassakian",11-50,,M&A,,,,,,,,,,,Private,,,,,,
Salt River Materials Group,https://www.crunchbase.com/organization/salt-river-materials-group,"Building Material, Manufacturing, Sales","Scottsdale, Arizona, United States","Salt River Materials Group is an manufactures of cement, salt river material, sand and rock company.","298,013","Greater Phoenix Area, Western US",$10M to $50M,Active,1959-01-01,year,,,,,For Profit,https://srmaterials.com,"SRMG continues to provide excellent products and services to the demanding and continually developing construction market, with strategically positioned manufacturing sites, a large fleet of railcars, and an extensive network of rail served bulk terminals. Customers of all types throughout the Southwest have experienced the value of SRMG's trustworthy network, technical expertise, market development, and customer service in everything from ready mixed concrete to stucco, concrete masonry to paving and soil stabilization.","Manufacturing, Real Estate, Sales and Marketing",,,251-500,,,,,,,,,,,,,Private,,,,,,
BlocTech Investment Group,https://www.crunchbase.com/organization/bloctech-investment-group,"Advice, Incubators, Venture Capital, Web3","Houston, Texas, United States","BlocTech Investment Group offers funds, investments, and incubation for new tech such as blockchain and Web3.","298,013","Greater Houston Area, Southern US",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://bloctech.investments/,,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Media and Entertainment",,,1-10,,,,,,,,,,,,,Private,,,,,,
IMH Financial,https://www.crunchbase.com/organization/imh-financial,"Commercial, Financial Services, Real Estate, Real Estate Investment","Scottsdale, Arizona, United States",IMH Financial is a real estate finance company specializing in various and diverse facets of real estate lending and investment process.,"298,014","Greater Phoenix Area, Western US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://www.imhfc.com/,"IMH Financial is a real estate finance company specializing in various and diverse facets of the real estate lending and investment process. The company's expertise spans origination, acquisition, underwriting, documentation, servicing, construction, enforcement, development, management and operations, and disposition.","Financial Services, Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
American Customer Care,https://www.crunchbase.com/organization/american-customer-care,"CRM, Health Care, Information Technology","Bristol, Connecticut, United States","American Customer Care is an outsourcing company offering contact center, email handling, and call center management services.","298,015","East Coast, New England, Northeastern US",$100M to $500M,Active,1986-01-01,day,,,,,For Profit,http://americancustomercare.com,,"Health Care, Information Technology, Sales and Marketing, Software",,,1001-5000,,,,,,,,,,,,,Private,,,,,,
Epic Sports,https://www.crunchbase.com/organization/epic-sports,"Sporting Goods, Sports","Greenwich, Kansas, United States",Epic Sports is a sporting goods company.,"298,016",Midwestern US,$10M to $50M,Active,,,,,,,For Profit,https://www.epicsports.com/,,"Commerce and Shopping, Sports",,,51-100,,,,,,,,,,,,,Private,,,,,,
Hot Prospector,https://www.crunchbase.com/organization/hot-prospector,"Advertising, CRM, Digital Marketing, Email Marketing, Marketing, Marketing Automation, Sales Automation","Las Vegas, Nevada, United States",Hot Prospector operates as a sales automation tool making outbound prospecting and lead follow up easy.,"298,017",Western US,$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://www.hotprospector.com/,"Hot Prospector operates as a sales automation tool making outbound prospecting and lead follow up easy. They integrated tools like email, sms and ringless voicemail autoresponders into a simple CRM that gives you all the automated outreach you need to be effective. Founded in 2010, the company is headquartered in Las Vegas, Nevada.","Advertising, Information Technology, Sales and Marketing, Software",1,Mark Helton,11-50,,,,,,,,,,,,,Private,,,,,,
Cellairis,https://www.crunchbase.com/organization/cellairis,Wireless,"Providence, Rhode Island, United States",Cellairis is the world’s largest franchised wireless accessory company.,"298,019","East Coast, New England, Northeastern US",$10M to $50M,Active,2000-01-01,year,,,,,For Profit,https://www.cellairis.com/,"At Cellairis®, They are committed to extending and enhancing the lifeline of your mobile devices in the most convenient way possible. They began over a decade ago as a single stand store to provide the public with innovative and fashion-forward cases and accessories for cell phones and tablets. Since then Their reputable franchise has grown exponentially with expanded services in on-site device repair. Cellairis has become a name that customers across the nation trust when it comes to fast and affordable repairs for their cell phone, tablet and computer. Their locations inside malls, retail outlets and Walmart stores allow convenient access to top quality repairs. Their certified technicians service a multitude of devices including: iPhones, iPads, Samsung Galaxies, Macs, PCs, and much more. They understand how important your mobile device or computer is to you. At Cellairis, you can expect to find everything you need to protect your investment. Beyond Their stylish cases and fast repairs, They also offer an authorized buyback program and a Triple Protection Plan that gives unlimited screen replacement for life. Whether it is replacing your shattered screen or restoring a water-damaged device, They give customers exactly what they are looking for. In fact, most standard repairs are complete while you wait and come with an industry-best warranty. Please contact us today to find the Cellairis location nearest you. They welcome the opportunity to meet your mobile device and computer needs. Whether you are selling a used iPhone to us for cash or getting your cracked iPad fixed while you shop, you can count on Cellairis for friendly, professional service at all times.","Hardware, Mobile",1,Taki Skouras,1001-5000,,,,,,,,,,,,,Private,,,,,,
AMP Beauty LA,https://www.crunchbase.com/organization/amp-beauty-la,"Beauty, Consulting, E-Commerce, Retail","Los Angeles, California, United States",AMP Beauty LA is the next-generation beauty retailer for a more conscious consumer.,"298,019","Greater Los Angeles Area, West Coast, Western US",,Active,2019-01-15,day,,,,,For Profit,http://www.ampbeautyla.com,"AMP Beauty LA is on a mission to redefine beauty culture. We make it easy to shop and discover non-toxic, sustainable, and inclusive beauty for all textures, all genders, and all shades.  Our mission is to build a better beauty shopping experience, support a new generation of beauty brands, and emerge as the premier beauty destination with a community-first approach.","Commerce and Shopping, Consumer Goods, Professional Services",3,"Angel Lenise, Montre Moore, Phyllicia Phillips",1-10,1,Seed,,USD,,,USD,,"Fearless Fund, Backstage Capital",,2,,Private,,,,,,
Double B Foods,https://www.crunchbase.com/organization/double-b-foods,"Food and Beverage, Manufacturing","Arlington, Texas, United States","Double B Foods, Inc. has been producing the highest quality.","298,022","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,1971-01-01,year,2006-12-01,day,,,For Profit,http://www.doubleb.com,,"Food and Beverage, Manufacturing",,,251-500,,M&A,,,,,,,,,,,Private,,,,,,
Lead Marketing Strategies,https://www.crunchbase.com/organization/lead-marketing-strategies,"Digital Marketing, Lead Generation, Marketing, Mobile Advertising, Podcast, SEO, Social Media Marketing, Web Design, Web Development","Long Island City, New York, United States","Our mission at Lead Marketing Strategies (LMS) is to help you build your brand, grow your company and get results. SEO, Web Design, Lead Gen","298,024","Greater New York Area, East Coast, Northeastern US",,Active,2007-01-01,year,,,,,For Profit,https://www.leadmarketingstrategies.com,"Lead Marketing Strategies (LMS) is a digital marketing company based in New York that can help you with branding, business growth, online visibility, and more. Results are guaranteed when you work with LMS! If you need assistance creating a marketing strategy that will engage your target market, they can help. Lead Marketing Strategies digital marketing team works closely with yours to integrate all aspects of your business and ensure a successful implementation of the marketing plan. At Lead Marketing Strategies, they specialize in a wide variety of services including website development, search engine optimization, social media management, continuing content creation, email marketing campaigns, reputation management and lead generation.","Advertising, Design, Internet Services, Media and Entertainment, Music and Audio, Sales and Marketing, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Picture Pawn LLC,https://www.crunchbase.com/organization/picture-pawn-llc,,"Markham, Illinois, United States",Art Technology D-U-N-S Number 10-696-7782,"298,026","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2021-06-22,day,,,,,For Profit,https://www.picturepawnllc.com,Camera System Technology,,,,10001+,,,,,,,,,,,,,Private,,,,,,
Ntara,https://www.crunchbase.com/organization/ntara,"Consulting, Health Care, Manufacturing, SEO, UX Design","Johnson City, Tennessee, United States","Ntara is a digital transformation agency for multi-channel enterprises in manufacturing, healthcare and technology.","298,027",Southern US,$1M to $10M,Active,1999-01-01,day,,,,,For Profit,https://www.ntara.com,,"Design, Health Care, Internet Services, Manufacturing, Professional Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Modern Industries Inc.,https://www.crunchbase.com/organization/modern-industries-inc,"3D Printing, Manufacturing, Real Estate","Erie, Pennsylvania, United States","Modern Industries is an engineering company providing axial fans, blower wheels, and housing products.","298,027","Great Lakes, Northeastern US",$100M to $500M,Active,1946-01-01,day,,,,,For Profit,http://modernind.com,,"Manufacturing, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
Great Lakes Electronics,https://www.crunchbase.com/organization/great-lakes-electronics,"Electronics, Manufacturing, Recycling, Renewable Energy, Waste Management","Roseville, Michigan, United States",Great Lakes Electronics is an electronics company that provides de-manufacturing and recycling facilities.,"298,028","Greater Detroit Area, Great Lakes, Midwestern US",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://www.ewaste1.com,"Great Lakes Electronics Corporation has years of experience performing environmentally friendly recycling of electronic products, including computers, Circuit Boards, telephone equipment and communications systems. We disassemble these items into component parts, and the ones that still have value can be sold for reuse. Other parts are used for metals recovery, and everything is recycled.","Consumer Electronics, Energy, Hardware, Manufacturing, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Keep Cincinnati Beautiful,https://www.crunchbase.com/organization/keep-cincinnati-beautiful,"Environmental Consulting, Service Industry","Cincinnati, Ohio, United States","Keep Cincinnati Beautiful’s education, revitalization, and environmental initiatives build community and foster pride.","298,029","Great Lakes, Midwestern US",,Active,1978-01-01,year,,,,,Non-profit,https://www.keepcincinnatibeautiful.org,"Keep Cincinnati Beautiful’s education, revitalization, and environmental initiatives build community and foster pride.","Other, Professional Services",,,1-10,1,,,,,18696,USD,18696,Ohio Arts Council,1,1,,Private,,,,,,
Millennium Partners,https://www.crunchbase.com/organization/millennium-partners-llc,"Leisure, Lifestyle, Real Estate","New York, New York, United States",Millennium Partners creates and manages luxury residential properties in major cities.,"298,030","Greater New York Area, East Coast, Northeastern US",$50M to $100M,Active,1992-01-07,day,,,,,For Profit,http://millenniumptrs.com,,"Community and Lifestyle, Real Estate",3,"Christopher M. Jeffries, Philip E. Aarons, Philip H. Lovett",251-500,,,,,,,,,,,,,Private,,,,,,
Techradium,https://www.crunchbase.com/organization/techradium,"Association, CRM, Information Technology, Internet of Things, Messaging, Software, Telecommunications","Garland, Texas, United States","Techradium helps to send text messages, voice messages, and emails through a simple and intuitive dashboard.","298,031","Dallas/Fort Worth Metroplex, Southern US",$10M to $50M,Active,2000-01-01,year,,,,,For Profit,http://www.techradium.com,"TechRadium, Inc. provides a mass notification and emergency alerting systems to governmental, educational, commercial and non-profit entities. TechRadium's IRISâ„¢ (Immediate Response Information System) offers telecommunications functionality to a growing base of entities seeking both mission critical and logistical applications while allowing full customization for each organization.  IRISâ„¢ utilizes VOIP to deliver the most sophisticated and intuitive solutions for your critical and logistical needs.","Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing, Software",,,51-100,,,,,,,,,,,,,Private,,,,,,
The Cigna Group Foundation,https://www.crunchbase.com/organization/the-cigna-group-foundation,,"Bloomfield, Connecticut, United States",The Cigna Group Foundation is a charitable organization that works to promote the health and vitality of individuals.,"298,032","East Coast, New England, Northeastern US",,Active,,,,,,,For Profit,https://www.thecignagroup.com/our-impact/esg/healthy-society/foundation,The Cigna Group Foundation is a charitable organization that works to promote the health and vitality of individuals.,,,,,,,,,,,,,,,,,Private,,,,,,
Computype,https://www.crunchbase.com/organization/computype,"3D Printing, Manufacturing","Saint Paul, Minnesota, United States",Computype is a printing company that supplies barcode labeling systems and label equipment.,"298,036","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",$10M to $50M,Active,1975-05-28,day,,,,,For Profit,http://computype.com,,Manufacturing,,,251-500,,,,,,,,,,,,,Private,,,,,,
TripScanner,https://www.crunchbase.com/organization/tripscanner,"B2B, SaaS, Software, Travel","Brooklyn, New York, United States","TripScanner is a SaaS company, providing business travel expense analysis in real-time.","298,037","Greater New York Area, East Coast, Northeastern US",,Closed,2013-09-01,day,2015-07-20,day,2015-07-20,day,For Profit,http://www.TripScanner.com,"TripScanner was acquired by Coupa Software in July 2015: http://www.coupa.com/newsworthy/press-releases/coupa-acquires-tripscanner/ TripScanner is reinventing business travel.  Our simple, affordable solution helps businesses control travel costs, while giving employees the freedom to book on ANY travel website. TripScanner's app automatically imports employees' travel reservations from their mailbox, and helps businesses: (1) Monitor and forecast travel spending with real-time reports. (2) Save up to 30% by hunting for better rates up until departure. (3) Track who is on the road, and see all employee itineraries in one place.  Our strategy is to keep things simple for employees, and drive savings for businesses.","Other, Software, Travel and Tourism",1,Ethan Laub,1-10,,M&A,,,,,,,,,,,Private,,,,,,
