Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Winston-Salem Dermatoloagy & Surgery Center,https://www.crunchbase.com/organization/winston-salem-dermatoloagy-surgery-center,"Beauty, Biotechnology, Health Care, Oncology, Wellness","Winston Salem, North Carolina, United States","Winston-Salem Dermatology & Surgery center provides medical dermatology, skin cancer treatment, and cosmetic dermatology services.","1,874,002","East Coast, Southern US",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://www.winstonsalemdermatology.com,,"Biotechnology, Consumer Goods, Health Care, Science and Engineering",,,11-50,,,,,,,,,,,,,Private,,,,,,
Ambrosia Healthcare,https://www.crunchbase.com/organization/ambrosia-healthcare,Health Care,"Palm Desert, California, United States",Ambrosia Healthcare simplifying the healthcare needs of patients to provide safe and effective care in the home setting.,"1,874,002","Greater Los Angeles Area, Inland Empire, West Coast",$1M to $10M,Active,,,,,,,For Profit,https://ambrosiahc.com/,,Health Care,,,,,,,,,,,,,,,,Private,,,,,,
High Point Coffee,https://www.crunchbase.com/organization/high-point-coffee,"Coffee, E-Commerce, Food and Beverage, Sustainability","Oxford, Mississippi, United States",High Point Coffee is a beverage store that provides a wide range of freshly roasted and made-to-order coffee products.,"1,874,005",Southern US,$1M to $10M,Active,2010-01-01,year,,,,,For Profit,https://highpoint.coffee/,,"Commerce and Shopping, Food and Beverage, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
Genex Corporation,https://www.crunchbase.com/organization/genex-corporation,Photo Editing,"Iselin, New Jersey, United States","Support IT consulting partner with Expertise, Innovation, Delivery.","1,874,008","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1978-01-01,day,,,,,For Profit,http://www.genexcorp.com,,"Content and Publishing, Media and Entertainment",,,1-10,,,,,,,,,,,,,Private,,,,,,
DesignM.ag,https://www.crunchbase.com/organization/designm-ag,"Information Services, News, Web Design, Web Development","Mckinney, Texas, United States","DesignM.ag is a community platform that offers blogs, updated news, freelance, and job onboards for web designers and developers.","1,874,010","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://designm.ag/,,"Content and Publishing, Design, Information Technology, Media and Entertainment, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
The Knight Canney Group,https://www.crunchbase.com/organization/the-knight-canney-group,"Consulting, Public Relations, Training","Portland, Maine, United States","The Knight Canney Group serves public relations, consultancy, crisis communications, and media training solutions.","1,874,017","East Coast, New England, Northeastern US",,Active,2013-01-01,year,,,,,For Profit,https://knightcanney.com,,"Education, Professional Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Museums Market,https://www.crunchbase.com/organization/museums-market,"Art, FinTech, Stock Exchanges, Trading Platform","New York, New York, United States",Fintech platform for museums in order to IPO cultural items for people.​,"1,874,019","Greater New York Area, East Coast, Northeastern US",,Active,2022-05-01,day,,,,,For Profit,https://www.museumsmarket.com/,"By IPO segments of arts and collections to the public, MuMa helps museums to convert the value of their cultural assets without losing ownership. MuMa provides the platform, and all services required to help invest in significant cultural items and make a profit from trading and secondary market.","Financial Services, Lending and Investments, Media and Entertainment",2,"Ben Shamir, Guy Geva",1-10,,,,,,,,,,,,,Private,,,,,,
Foxwest Properties,https://www.crunchbase.com/organization/foxwest-properties,"Commercial Real Estate, Property Management, Real Estate, Residential","Odessa, Texas, United States","Foxwest Properties offers commercial property sales, home rental, and buying real estate properties.","1,874,022",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://www.foxwest.us,,Real Estate,,,,,,,,,,,,,,,,Private,,,,,,
Turfix,https://www.crunchbase.com/organization/turfix,"Retail, Sporting Goods, Sports","Bristol, South Dakota, United States","Turfix is a sporting goods company that offers line marking, sports turf, and sports equipment.","1,874,022",Midwestern US,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.turfix.co.uk,,"Commerce and Shopping, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
Abstract Mechanical,https://www.crunchbase.com/organization/abstract-mechanical,"Heating, Ventilation, and Air Conditioning (HVAC), Real Estate","Farmingville, New York, United States","Abstract mechanical is a plumbing, heating and air conditioning company that provides services to all areas in Suffolk & Nassau Counties.","1,874,030","Greater New York Area, East Coast, Northeastern US",$50M to $100M,Active,1995-11-18,day,,,,,For Profit,http://www.longislandplumbers.net,"Abstract Mechanical is a Long Island based Company that has been in business since 2006. Founded by Joseph Graziano Abstract specializes in Plumbing, Heating & Air Conditioning.",Real Estate,,,11-50,,,,,,,,,,,,,Private,,,,,,
Stealth Manufacturing,https://www.crunchbase.com/organization/stealth-manufacturing,"Industrial, Manufacturing, Retail","Savage, Minnesota, United States","Stealth Manufacturing is a manufacturer of pan burners, atmospheric burner tubes and burner components.","1,874,032","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,Active,1988-01-01,year,,,,,For Profit,http://www.stealthmanufacturing.com/home.html,,"Commerce and Shopping, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Arrowhead Property Rental,https://www.crunchbase.com/organization/arrowhead-property-rental,"Property Management, Real Estate, Vacation Rental","Lake Arrowhead, California, United States","Arrowhead Property Rental provides short-term vacation rentals, full-time rentals, and property management services.","1,874,039","Greater Los Angeles Area, Inland Empire, West Coast",$1M to $10M,Active,1979-01-01,year,,,,,For Profit,https://arrowheadrent.com,,"Real Estate, Travel and Tourism",,,11-50,,,,,,,,,,,,,Private,,,,,,
Siever's Medical Clinic,https://www.crunchbase.com/organization/sievers-medical-clinic,"Health Care, Medical","Gonzales, Texas, United States",Siever's Medical Clinic is a team of physicians that offer comprehensive medical care from infants to seniors.,"1,874,043",Southern US,,Active,,,,,,,For Profit,http://sieversmedicalclinic.com,,Health Care,,,,,,,,,,,,,,,,Private,,,,,,
Skycubed,https://www.crunchbase.com/organization/skycubed,"Analytics, Cloud Computing, Cyber Security, Information Technology, Software","San Diego, California, United States",Skycubed is a group of experienced software developers and infrastructure specialists focused on cloud analytics & computer network defense.,"1,874,043","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://skycubed.com,,"Data and Analytics, Information Technology, Internet Services, Privacy and Security, Software",1,Ram Khalsa,1-10,,,,,,,,,,,,,Private,,,,,,
