Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Mark A. Martinez & Associates,https://www.crunchbase.com/organization/mark-a-martinez-associates,"Employee Benefits, Financial Services, Insurance, Life Insurance","Henderson, Nevada, United States",Mark A. Martinez & Associates is a benefit consulting firm that offers employee benefits and insurance solutions.,"2,374,000",Western US,$1M to $10M,Active,,,,,,,For Profit,https://martinezassoc.com,,"Administrative Services, Financial Services, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
Cooper Disposal,https://www.crunchbase.com/organization/cooper-disposal,"CleanTech, Commercial, Environmental Consulting","Cleveland, Ohio, United States",Cooper Disposal is a waste hauling company that provides commercial recycling services.,"2,374,004","Great Lakes, Midwestern US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://www.cooperdisposal.com,"Cooper Disposal provides waste hauling services. They offer waste removal containers and trash dumpsters for construction companies, roofing contractors, industrial and manufacturing companies, residential diy homeowners, and remodeling. They offer garbage, asbestos material, and leed removal services.","Other, Professional Services, Sustainability",1,Michael Cooper,11-50,,,,,,,,,,,,,Private,,,,,,
National Spanish Examinations,https://www.crunchbase.com/organization/national-spanish-examinations,"E-Learning, Education, Language Learning, Non Profit, Training","Chesterton, Indiana, United States",National Spanish Examinations is an online language learning platform.,"2,374,007","Greater Chicago Area, Great Lakes, Midwestern US",,Active,1957-01-01,year,,,,,Non-profit,https://nationalspanishexam.org,"The National Spanish Examinations provide motivational contests and proficiency assessment tools to recognize educational achievements in the studies of spanish and portuguese. The National Spanish Examinations are online, standardized assessment tools for grades 6 -12, given voluntarily by over 3500 teachers.","Education, Other, Social Impact, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Utah Executive Real Estate,https://www.crunchbase.com/organization/utah-executive-real-estate,"Commercial Real Estate, Construction, Property Development, Real Estate, Residential","Ogden, Utah, United States","Utah Executive Real Estate is a real estate agency that offers residential, construction, commercial, and land development services.","2,374,008",Western US,$1M to $10M,Active,,,,,,,For Profit,https://www.utahexecutiverealestate.com,,Real Estate,,,1-10,,,,,,,,,,,,,Private,,,,,,
Mohill Accounting Services,https://www.crunchbase.com/organization/mohill-accounting-services,"Accounting, Consulting, Financial Services, Retirement, Tax Preparation","Snellville, Georgia, United States","Mohill Accounting Services renders financial statement preparation, cash flow, budgeting, financial forecasting & tax preparation services.","2,374,012","Greater Atlanta Area, East Coast, Southern US",Less than $1M,Active,1996-01-01,year,,,,,For Profit,https://www.mohillaccounting.com/,,"Community and Lifestyle, Financial Services, Other, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
The POS,https://www.crunchbase.com/organization/the-pos,"CRM, E-Commerce, Information Technology, Retail, Software","Houston, Texas, United States",The POS.us is the official retailer of Clovers point of sale system in Texas and all Over USA. ,"2,374,013","Greater Houston Area, Southern US",$1M to $10M,Active,2013-01-01,day,,,,,For Profit,https://thepos.us,"To bring advancements in businesses and to free owners from carrying out the everyday mundane tasks, our company supplies highly advanced software along with its many products and latest versions in Houston and all over Texas. The POS caters three major sectors including the transactional processes, Clover for restaurants and for making appointments in a flawless manner.  Basically, Clover is a point of sale software that helps companies with its wide range of features that include assistance in recording and managing transactions, high-speed connections to users with its offline feature, a secured platform with perfect end-to-end encryption of data and an exceptional solution to manage the sales. Moreover, Clovers have recently launched its products under the heads Clover Mini, Clover Flex and Clover Mobile, each one of them demonstrate proficient functionality and assist users with a multitude of tasks. The feature-rich software has won the hearts of millions of customers and is making progress in diverse industries. The ease and convenience it renders are unmatchable and irreplaceable. It helps to add productivity while enhancing the overall progress of the companies. You can skillfully manage the plethora of customer's information without any hassle.","Commerce and Shopping, Information Technology, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Jaelyn,https://www.crunchbase.com/organization/jaelyn,"Customer Service, Risk Management, Transportation","Redlands, California, United States",Jaelyn specializes in hauling bulk petroleum products for major oil companies.,"2,374,021","Greater Los Angeles Area, Inland Empire, West Coast",$1M to $10M,Active,1998-01-01,year,,,,,For Profit,https://jaelyncorp.com,Jaelyn provides transportation of petroleum products and superior customer service. They offer inquiries through phone calls and online applications.,"Other, Professional Services, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
CROSSNET INTERNATIONAL YACHT TRANSPORTATION,https://www.crunchbase.com/organization/crossnet-international-yacht-transportation,"Freight Service, Logistics, Transportation","Miami, Florida, United States",CROSSNET INTERNATIONAL YACHT TRANSPORTATION provides overseas transportation service.,"2,374,024","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,1996-01-01,day,,,,,For Profit,https://www.crossnetint.com,,Transportation,,,1-10,,,,,,,,,,,,,Private,,,,,,
Gather Coffee + Bistro,https://www.crunchbase.com/organization/gather-coffee-bistro,"E-Commerce, Food and Beverage, Restaurants","Minneapolis, Minnesota, United States",Gather Coffee + Bistro is an online platform for food and snack.,"2,374,025","Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,Active,,,,,,,For Profit,https://www.gathercoffeebistro.com,,"Commerce and Shopping, Food and Beverage",,,,,,,,,,,,,,,,Private,,,,,,
L.S.F. Enterprises,https://www.crunchbase.com/organization/l-s-f-enterprises,"Consulting, Enterprise Software","Albuquerque, New Mexico, United States",L.S.F Enterprises LLC is an architectural and project management independent business. Over the last year and a half .,"2,374,026",Western US,,Active,2014-12-16,day,,,,,For Profit,,"L.S.F Enterprises LLC is an architectural and project management independent business.   Over the last year and a half we have been working on an International Conference Center/Hotel and Offices complex for a high security group in Upper New York State.  In September we presented our project model and electronic presentation to 45 judges.  There were 42 entities competing for the project.  To our delight our model was chosen as the winner..  But because we are an independent architect we had to have a company sponsor us.  What we did not know is that if we won the contract then we had to pay our sponsor up front their fee based on the contract before they would sign off on the agreement.  We have raised over 90,000.00 so far but need 70,000.00 to pay the sponsor their fee so they will sign off on our contract.  Once we get the contract we can pay the money back with our retainer.  If you can loan us the money then we will pay you back with interest as soon as we sign the Architectural Agreement and get our retainer.  We are running out of time please help.","Professional Services, Software",,,1-10,1,,,USD,,,USD,,,,,,Private,,,,,,
