Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Kara,https://www.crunchbase.com/organization/kara-4e64,"Fashion, Lifestyle, Manufacturing","New York, New York, United States","Kara is a manufacturing company that designs and produces a wide variety of bags, backpacks, wallets, caps, and wearables.","550,000","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://karastore.com/,,"Clothing and Apparel, Community and Lifestyle, Design, Manufacturing",,,1-10,,,,,,,,,,,,,Private,,,,,,
RVibe,https://www.crunchbase.com/organization/rvibe,Information Technology,"Bethlehem, Pennsylvania, United States",rVibe is a technology-centric company that helps training and marketing departments deliver live learning experiences online.,"550,001","Great Lakes, Northeastern US",$10M to $50M,Active,2008-01-01,year,,,,,For Profit,http://www.rvibe.com/,"rVibe is a technology-centric company that helps training and marketing departments deliver live learning experiences online. The company integrates program development, delivery, and technology with white-glove service to help clients maximize their return on investment of live virtual communication and training. Organizations with global, distributed staff, regardless of their live virtual experience, can reduce cost and increase efficiency by engaging RVIBE to help improve and scale their virtual communication. rVibe’s service portfolio helps clients with their hire training, leadership and development, product launch, sales training, live meetings and communication, idea generation, regional meetings, role play, executive town halls, and panel discussions. rVibe was founded in February 2008 and is based in Bethlehem, Pasadena.",Information Technology,,,11-50,,,,,,,,,,,,,Private,,,,,,
Securitas Critical Infrastructure Services,https://www.crunchbase.com/organization/scis,"Association, Government, Security","Herndon, Virginia, United States","Securitas Critical Infrastructure Services offers security and fire services for the aerospace, defense, and government industries.","550,001","Washington DC Metro Area, East Coast, Southern US",,Active,2013-01-01,year,,,,,For Profit,https://scisusa.com,"Securitas Critical Infrastructure Services is a security firm. They provide security and fire services. They provide security, mobile security, monitoring, and risk assessment services for the aerospace, defense, and government industries.","Government and Military, Other, Privacy and Security",,,10001+,,,,,,,,,,,,,Private,,,,,,
Campus Life and Style,https://www.crunchbase.com/organization/campus-life-and-style,Real Estate,"Austin, Texas, United States",Campus Life & Style’s mission is to provide an unparalleled resident experience and workplace environment. ,"550,004",Southern US,$100M to $500M,Active,2015-01-01,year,,,,,For Profit,http://www.clsliving.com/,"Campus Life & Style’s mission is to provide an unparalleled resident experience and workplace environment. We strive to create value through building a team of passionate individuals, a commitment to a positive company culture, and delivering groundbreaking style and design.",Real Estate,4,"ELLIOT J. TAMIR, ISAAC J. SITT, Jim Sholders, Joseph Hughes",101-250,,,,,,,,,,,,,Private,,,,,,
Polar Leasing,https://www.crunchbase.com/organization/polar-leasing,"B2B, Hospitality, Manufacturing, Travel","Fort Wayne, Indiana, United States","Polar Leasing offers the largest North American fleet of electric, ground-resting, walk-in freezer and refrigerator rentals.","550,006","Great Lakes, Midwestern US",$1M to $10M,Active,2002-04-01,day,,,,,For Profit,http://www.polarleasing.com/,"Polar Leasing refrigerator and freezer rental containers are engineered specifically for outdoor use for industries of all types. Our units are available in various sizes and operating temperatures. Every unit is built to withstand the outdoor elements and the heavy abuse often associated with rental equipment, so you can be certain your walk-in will look like new when it arrives. With thousands of units being used across the country and around the world, these units offer worry-free operation under the worst conditions. From the intense sun of Arizona to the bitter cold of Minnesota, no climate is too strong for our products. Every Polar Leasing refrigerated rental unit is delivered pre-wired, pre-assembled and ready to operate. No on-site assembly or refrigeration work is required at your location. Simply bring power to the unit, and it's ready to go. Plus, it's just as easy at the conclusion of your event, because we will be there to remove the unit exactly when you need us. Polar Leasing transportable refrigerators and freezers are the practical solution for operators requiring refrigeration on the go, or in varying locations. Our units are designed for cold storage in any location, allowing you to take your business virtually anywhere. If your event calls for refrigerated transport, takes place in multiple locations or simply calls for flexibility, one of our portable units is right for you. Both on the road and on-site Polar Leasing units are built to last. Every unit is built to withstand the worst outdoor elements and rigors of local or highway travel. Plus, they look great in any location.","Manufacturing, Other, Travel and Tourism",,,11-50,,,,,,,,,,,,,Private,,,,,,
Smart Simple Marketing,https://www.crunchbase.com/organization/smart-simple-marketing,"Advertising, Consulting, Content, Marketing","Emeryville, California, United States",Smart Simple Marketing is a content marketing consultancy company.,"550,014","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://smartsimplemarketing.com/,,"Advertising, Media and Entertainment, Professional Services, Sales and Marketing",1,Sydni Craig-Hart,1-10,,,,,,,,,,,,,Private,,,,,,
Family Legacy Counseling,https://www.crunchbase.com/organization/family-legacy-counseling,"Family, Health Care, Mental Health, Therapeutics, Wellness","Johnston, Iowa, United States",Family Legacy Counseling is a professional mental health care serving central.,"550,015",Midwestern US,,Active,,,,,,,For Profit,https://www.familylegacycounseling.com/,"Family Legacy Counseling has been to provide competent and caring professional counseling from a Christian perspective. They provide services: Relationships, Mood and Anxiety, Family and Children, Growth and Fulfillment, Addiction and Trauma, Groups, Psychological Assessment, Counseling for Pastors & Missionaries. They focus on individual and family therapy, child and adolescent therapy, and psychological testing.","Community and Lifestyle, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
SPIRE Credit Union,https://www.crunchbase.com/organization/spire-credit-union,"Banking, Financial Services","Falcon Heights, Texas, United States","SPIRE branch networks, ATMs, and creative goods and services that can support you with all your economic needs.","550,016",Southern US,$50M to $100M,Active,1934-01-01,day,,,,,Non-profit,https://myspire.com/,,"Financial Services, Lending and Investments",,,101-250,,,,,,,,,,,,,Private,,,,,,
Orion Test Systems & Automation,https://www.crunchbase.com/organization/orion-test-systems-automation,"Electronics, Information Technology, Robotics, Software","Auburn Hills, Michigan, United States",Orion Test Systems & Automation is an industrial automation company providing automation and testing solutions.,"550,016","Greater Detroit Area, Great Lakes, Midwestern US",$10M to $50M,Active,2004-01-01,year,,,,,For Profit,http://oriontest.com,,"Consumer Electronics, Hardware, Information Technology, Science and Engineering, Software",,,101-250,,,,,,,,,,,,,Private,,,,,,
Guesswork,https://www.crunchbase.com/organization/guesswork,"Apps, Artificial Intelligence (AI), Big Data, CRM, Machine Learning, Predictive Analytics","San Carlos, California, United States",Guesswork is a machine learning service to predict customer intent.,"550,018","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Active,2014-01-09,day,,,,,For Profit,http://guesswork.co,"Guesswork is a machine learning service to predict customer intent. It helps companies build the next generation of CRM that understands customers better. Sample use cases include providing personalized recommendations based on customer interaction, purchase history and persona; auto-suggesting responses to customer inquiries and feedback by understanding the content and intent; and predicting customer churn by understanding the customer behaviour and proactively suggesting actions to prevent churn. Guesswork is a web-based application that is accessible via most web browsers. It provides a simple and easy-to-use interface to create and train machine learning projects. You can get started by creating an account with us using a valid email address to use Guesswork.","Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",2,"Boobesh Ramalingam, Mani Doraisamy",1-10,,,,,,,,,,,,,Private,,,,,,
