Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Bank of the South,https://www.crunchbase.com/organization/bank-of-the-south-39a7,"Banking, Financial Services","Pensacola, Florida, United States","Bank of the South provides banking, investments, internet banking, personal and business financial services.","3,000,008","East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://bankofthesouth.com/,,"Financial Services, Lending and Investments",,,11-50,,,,,,,,,,,,,Private,,,,,,
PlanetNetMedia,https://www.crunchbase.com/organization/planetnetmedia,"E-Commerce, Internet","Babylon, New York, United States","A leading Long Island full service website design, development and commerce firm .","3,000,014","Greater New York Area, East Coast, Northeastern US",,Active,1991-01-01,year,,,,,For Profit,https://www.planetnetmedia.com/,"Planet Media is a professional, affordable Long Island web design and hosting company located in the Village of Babylon, Long Island, New York that offers web services to businesses locally and nationwide. They are a web design firm specializing in all phases of website development including website design, web development, E-commerce, custom programming, HTML/CSS/JS/JQuery, and WordPress built sites and designs that are search engine friendly.Planet Media handles all aspects of your website from the very first steps being your domain registration to the final launching of your website and setting up your emails.","Commerce and Shopping, Internet Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Manero Insurance Agency,https://www.crunchbase.com/organization/manero-insurance-agency,"Auto Insurance, Commercial Insurance, Health Insurance, Life Insurance","Worcester, Massachusetts, United States","Manero Insurance Agency provides auto, life, and commercial insurance services.","3,000,016","East Coast, New England, Northeastern US",$1M to $10M,Active,1957-01-01,year,,,,,For Profit,https://www.maneroinsuranceagency.com,"Manero Insurance Agency provides insurance services. They offer home, renters, life, flood, boat, watercraft, health, disability, workers compensation, employee benefits, general liability, and property insurance services.",Financial Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
Ultra Care Home Health,https://www.crunchbase.com/organization/ultra-care-home-health,"Health Care, Home Health Care, Personal Health, Therapeutics","Des Plaines, Illinois, United States","Ultra Care Home Health provides home health aides, disease management, speech, and physical therapy services.","3,000,019","Greater Chicago Area, Great Lakes, Midwestern US",,Active,,,,,,,For Profit,https://www.ultracarehomehealth.com,"Ultra Care Home Health provides home health care services. They provide home assessment, rehabilitation, balance and coordination, mobility and gait training, strengthening and range of motion, transfer training, home exercise program, pain management technique and strategy, relaxation techniques, occupational therapy, home safety, fine motor coordination, sensory treatment, evaluation, and muscle re-education services. They provide inquiries through phone calls and email.",Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
MyHopeHub,https://www.crunchbase.com/organization/myhopehub,"Crowdfunding, Health Care, Psychology","Bowling Green, Kentucky, United States",Crowdfunding mental healtcare,"3,000,033",Southern US,$1M to $10M,Active,2013-05-15,day,,,,,For Profit,http://www.myhopehub.com,MyHopeHub lets you bid on mental & behavioral health treatments not covered by insurance. Our mission  is two fold:  To make self-pay mental and behavioral healthcare more affordable and to raise money to support research at the Brain & Behavior Research Foundation. MyHopeHub partners donate their treatments at 50-90% off.,"Financial Services, Health Care",2,"David Scifres, Kathy Seigler",11-50,,,,,,,,,,,,,Private,,,,,,
Mizzoni's Auto Body,https://www.crunchbase.com/organization/mizzoni-s-auto-body,"Automotive, Commercial, Customer Service","Lodi, New Jersey, United States",Mizzoni Auto Body deals with a comprehensive selection of auto body supplies and auto body repair services.,"3,000,042","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1967-01-01,year,,,,,For Profit,https://mizzonisautobody.com/,,"Other, Professional Services, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Sean A. Casey - Attorney At Law,https://www.crunchbase.com/organization/sean-a-casey---attorney-at-law,Consulting,"Pittsburgh, Pennsylvania, United States","Legal advice for employment law including Retaliation, Sexual Harassment, Discrimination and wrongful termination.","3,000,046","Great Lakes, Northeastern US",Less than $1M,Active,,,,,,,For Profit,http://www.caseylegal.com/,"Attorney Sean A. Casey has 18 years of experience in providing legal advice for employment law including Retaliation, Sexual Harassment, Discrimination, wrongful termination etc. He is one of the experts in workers’ compensation in Pennsylvania. He can understand the problems related to work injuries and financial crises, and he will customize his practice in order to meet the needs of people and give them better results. Also, he acts as mediator, has completed 40 hours of mediation training, and he is an authorized mediator of the Western District of Pennsylvania. As a disability lawyer, he can efficiently handle social security cases too.",Professional Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
One Source Real Estate,https://www.crunchbase.com/organization/one-source-real-estate,"Commercial, Property Management, Real Estate, Residential","Sherman Oaks, California, United States","One Source Real Estate provides commercial, residential, and management services.","3,000,048","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://one-sourcerealestate.com,"One Source Real Estate is a real estate services company that offers commercial investments, residential sales, property management, and leasing. They provide service for clients. Their commercial real estate segments include multi-family, apartments, retail, shopping centers, and office buildings.","Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
Tejes Services,https://www.crunchbase.com/organization/tejes-services,"Cloud Data Services, Consulting, Information Technology","San Francisco, California, United States","Tejes Services offers cloud, managed security, technical security, IT consulting, and technology strategy services.","3,000,056","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,http://tejes.com,,"Information Technology, Internet Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Cimarron Opera,https://www.crunchbase.com/organization/cimarron-opera,"Events, Music, Performing Arts","Norman, Oklahoma, United States",Cimarron Opera provides cultural enrichment and education to audiences.,"3,000,057",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://www.cimarronopera.org,Cimarron Opera is an operatic and lyrical production company. They provide aspiring performing artists and creative technicians a forum for their talents and opportunities to gain valuable training and stage experience.,"Events, Media and Entertainment, Music and Audio",2,"Carol Brice Carey, Thomas Carey",11-50,,,,,,,,,,,,,Private,,,,,,
BetaWest,https://www.crunchbase.com/organization/betawest,"Accounting, Consulting","Denver, Colorado, United States","BetaWest offers real estate, asset management, accounting, consulting and transaction support services.","3,000,058","Greater Denver Area, Western US",$1M to $10M,Active,1984-01-01,year,,,,,For Profit,https://betawest.com.s223167.gridserver.com/,,"Financial Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Containerization & Intermodal Institute,https://www.crunchbase.com/organization/containerization-intermodal-institute,"Association, Non Profit, Transportation","Cranford, New Jersey, United States",Containerization & Intermodal Institute is an organization that promotes international trade and the container transportation community.,"3,000,061","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1960-01-01,month,,,,,Non-profit,https://www.containerization.org/,,"Other, Social Impact, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Webs For Good,https://www.crunchbase.com/organization/webs-for-good,"Digital Marketing, Internet, Web Development","New Canaan, Connecticut, United States","Webs For Good offers web design and development, domain registration, search engine optimization, email and social media marketing services.","3,000,062","East Coast, New England, Northeastern US",Less than $1M,Active,2007-01-01,year,,,,,For Profit,http://www.websforgood.com/,,"Internet Services, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Digital Photo Pro,https://www.crunchbase.com/organization/digital-photo-pro,"Media and Entertainment, Photography","Braintree, Massachusetts, United States",Digital Photo Pro is a magazine based on photography technology and creativity.,"3,000,066","Greater Boston Area, East Coast, New England",$1M to $10M,Active,,,,,,,For Profit,https://www.digitalphotopro.com,,"Content and Publishing, Media and Entertainment",,,,,,,,,,,,,,,,Private,,,,,,
"Mother Squad, Inc.",https://www.crunchbase.com/organization/mother-squad-inc,"Broadcasting, Communities, Health Care, Parenting, Social Media, Video, Wellness","Los Angeles, California, United States",Mother Squad is an online video chat service that provides support groups for new moms.,"3,000,067","Greater Los Angeles Area, West Coast, Western US",,Active,2017-01-01,year,,,,,For Profit,https://www.mothersquad.com,"Mother Squad is transforming women's postpartum experiences across the United States. Our video chat platform gives moms a space to connect with one other from the comfort of home--via computer, tablet, and/or smartphone. We offer support groups seven days a week, with daytime and evening options. Our carefully curated curriculum focuses on mothers' needs and their self-care. All of our virtual groups are facilitated by licensed therapists with years of experience working with moms. ","Community and Lifestyle, Health Care, Internet Services, Media and Entertainment, Video",1,Dr. Karisa Peer,1-10,,,,,,,,,,,,,Private,,,,,,
Gentle Wellness Center,https://www.crunchbase.com/organization/gentle-wellness-center,"Health Care, Health Diagnostics, Training, Wellness","Santa Monica, California, United States","Gentle Wellness Center provides colon cleansing, far infrared sauna, and ionic foot bath services.","3,000,068","Greater Los Angeles Area, West Coast, Western US",,Active,,,,,,,For Profit,https://www.gentlewellnesscenter.com,"Gentle Wellness Center provides colon cleansing, bioelectric lymph drainage, far infrared sauna, ionic foot bath, amethyst biomass, and bio belt services. Their customers contact through address, phone, mail, and online applications.","Education, Health Care",1,Suzanne Childre,,,,,,,,,,,,,,Private,,,,,,
Chief People Operations,https://www.crunchbase.com/organization/chief-people-operations,"Human Resources, Office Administration","New York, New York, United States",Chief People Operations is a culture change advice service that assists businesses of all sizes in reaching their full potential.,"3,000,071","Greater New York Area, East Coast, Northeastern US",,Active,,,,,,,For Profit,http://www.chiefpeopleoperations.com,Chief People Operations is a culture change advice service that assists businesses of all sizes in reaching their full potential. Headquartered in New York.,Administrative Services,1,George Marc-Aurele,,,,,,,,,,,,,,Private,,,,,,
PNH,https://www.crunchbase.com/organization/pnh,"Financial Services, Law Enforcement, Legal, Professional Services","Syracuse, New York, United States","PNH specializes in protecting the rights of individuals who are in financial loss, personal injury and wrongful death claim.","3,000,078","Great Lakes, East Coast, Northeastern US",,Active,2009-01-01,year,,,,,For Profit,https://www.pnhlawyers.com,,"Financial Services, Government and Military, Other, Privacy and Security, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
RMP,https://www.crunchbase.com/organization/rmp,"Advice, Finance, Financial Services, Professional Services","Spokane, Washington, United States","RMP provides service as investment advisors and financial planners for individual, partnership, corporate, trusts and estate accounts.","3,000,081","West Coast, Western US",$1M to $10M,Active,1924-01-01,year,,,,,For Profit,https://www.rmpinvest.com/,,"Financial Services, Media and Entertainment, Other",,,11-50,,,,,,,,,,,,,Private,,,,,,
Greenport Financial Advisers,https://www.crunchbase.com/organization/greenport-financial-advisers,"Advice, Finance, Financial Services","Minerva, Ohio, United States",Greenport Financial Advisers offers financial and investment planning service.,"3,000,083","Great Lakes, Midwestern US",,Active,1989-01-01,year,,,,,For Profit,https://greenportfinancial.com/,,"Financial Services, Media and Entertainment",,,,,,,,,,,,,,,,Private,,,,,,
