Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Merlo Insurance,https://www.crunchbase.com/organization/merlo-insurance,"Financial Services, Health Insurance, Insurance, Life Insurance","Niles, Ohio, United States",Merlo Insurance is an insurance service provider company.,"1,083,001","Great Lakes, Midwestern US",$1M to $10M,Active,1993-01-01,year,,,,,For Profit,https://www.merloinsurance.com,,Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
Dynamic Broadband,https://www.crunchbase.com/organization/dynamic-broadband,Internet,"Cedar Rapids, Iowa, United States",Dynamic Broadband is a wireless services and reliable high-speed wireless Internet company.,"1,083,002",Midwestern US,,Active,2000-01-01,year,,,,,For Profit,http://www.dybb.com,"Provider of high speed internet solutions and information technology consulting to businesses.The company is an Internet service provider and information technology (IT) consulting company, provides wireless and wire-line high speed internet solutions in the United States. It offers high speed Internet and data connection services, such as wireless and wire-line high speed Internet connections, point to point connections, data center, and co-location services, as well as business and residential solutions.The company also provides IT, network consulting services, such as network design, implement, maintain, repair and support; operating systems implementation, repair, and support; data back up; disaster recovery and business continuation; exchange server installation, migration, and support; document management system consultation and implementation; business network optimization; and wireless networks and firewalls installation services. The company offers X-Wires Resnet management solutions for apartment complexes, multi-dweling units and fraternity, sorority housings, colleges, universities, retirement villages, hotels, and the hospitality markets.",Internet Services,1,Mark Lundy,11-50,,,,,,,,,,,,,Private,,,,,,
TNT Plastics,https://www.crunchbase.com/organization/tnt-plastics,"Manufacturing, Plastics and Rubber Manufacturing, Printing","Perryville, Missouri, United States",TNT Plastics produces and supplies polyethylene films and bags.,"1,083,003",Midwestern US,$1M to $10M,Active,1989-01-01,year,,,,,For Profit,https://www.tntplastics.com,"TNT Plastics designs and manufactures plastic packaging products. It offers cardboard or plastic headers, wickets, staple packs, and bulk packaging as well as other packaging alternatives. They can print up to eight colors on bags or roll-stock using a combination of spot and process printing.","Content and Publishing, Manufacturing, Media and Entertainment",,,11-50,,,,,,,,,,,,,Private,,,,,,
VerStandig Media,https://www.crunchbase.com/organization/verstandig-media,"Broadcasting, Digital Marketing, Events, Internet Radio","Greencastle, Indiana, United States","VerStandig Media is a broadcast production company that provides digital marketing, engagement campaign, and consumer research services.","1,083,004","Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://verstandig.com,,"Events, Media and Entertainment, Music and Audio, Sales and Marketing, Video",,,11-50,,,,,,,,,,,,,Private,,,,,,
Aiken Physicians Alliance,https://www.crunchbase.com/organization/aiken-physicians-alliance,"Health Care, Hospital, Medical","Aiken, South Carolina, United States","Aiken Physicians Alliance is a healthcare center that offers cardiology, general surgery, and telehealth services.","1,083,008","East Coast, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://aikenphysicians.com,,Health Care,,,51-100,,,,,,,,,,,,,Private,,,,,,
BritKare Home Medical,https://www.crunchbase.com/organization/britkare-home-medical,"Health Care, Medical","Amarillo, Texas, United States",BritKare Home Medical provides quality and caring home medical and respiratory services.,"1,083,011",Southern US,,Active,1995-01-01,year,,,,,For Profit,https://www.britkarehomemedical.com/,BritKare Home Medical provides quality and caring home medical and respiratory services.,Health Care,,,,,,,,,,,,,,,,Private,,,,,,
Yellowstone Public Radio,https://www.crunchbase.com/organization/yellowstone-public-radio,"Broadcasting, Internet Radio, Media and Entertainment, News","Billings, Montana, United States","Yellowstone Public Radio is a broadcasting company that provides news and insights about public affairs, cultural programmes, and events.","1,083,011",Western US,$1M to $10M,Active,1972-01-01,year,,,,,Non-profit,https://www.ypradio.org/,,"Content and Publishing, Media and Entertainment, Music and Audio, Video",,,11-50,,,,,,,,,,,,,Private,,,,,,
Field Health System,https://www.crunchbase.com/organization/field-health-system,"Health Care, Health Diagnostics, Hospital, Medical, Therapeutics","Centreville, Mississippi, United States","Field Health System is a hospital that specializes in CT scans, laboratory, rehabilitation, wound care, mammography, surgery, and therapies.","1,083,014",Southern US,$10M to $50M,Active,2015-10-01,month,,,,,For Profit,http://fhsms.org/,,Health Care,,,11-50,,,,,,,,,,,,,Private,,,,,,
WestWind Engineering,https://www.crunchbase.com/organization/westwind-engineering,"Human Resources, Recruiting, Staffing Agency","San Pedro, California, United States","WestWind Engineering provides integrated staffing, contract labour and payrolling services for aerospace and government agencies.","1,083,016","Greater Los Angeles Area, West Coast, Western US",$10M to $50M,Active,1992-01-01,year,,,,,For Profit,https://www.westwind111.com,,"Administrative Services, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Data Cyper,https://www.crunchbase.com/organization/data-cyper,"Accounting, Career Planning, Human Resources, Industrial, Information Technology, Service Industry, Software, Training","Dallas, Texas, United States","Experience Fast, Efficient, and Reliable Staffing and Technology Solutions with Us!","1,083,020","Dallas/Fort Worth Metroplex, Southern US",,Active,2014-01-01,year,,,,,For Profit,https://datacyperinc.com/,"At Data Cyper, we are committed to helping associations become leaders in their respective fields. We accomplish this by providing high-impact training and end-to-end staffing solutions tailored to meet the ever-changing demands of modern business. Our services are designed to provide the necessary support to handle labor force challenges, while also providing project and financial assistance to help navigate business cycles. We understand the importance of staying ahead of the competition and are dedicated to helping our clients remain competitive and successful.","Administrative Services, Education, Financial Services, Information Technology, Manufacturing, Other, Professional Services, Software",1,Anuj Sethia,11-50,,,,,,,,,,,,,Private,,,,,,
