Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Arias Sanguinetti Wang & Team,https://www.crunchbase.com/organization/arias-sanguinetti-wang-team,"Consulting, Law Enforcement, Legal","Los Angeles, California, United States","Arias Sanguinetti Wang & Team is a law firm specializing in complex litigation, including class actions and personal injury.","1,197,000","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://aswtlawyers.com,,"Government and Military, Privacy and Security, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Fox Trail Senior Living,https://www.crunchbase.com/organization/fox-trail-senior-living,"Assisted Living, Elder Care, Health Care, Medical","Ramsey, New Jersey, United States","Fox Trail Senior Living provides assisted living, memory care living, amenities, activities and companion care services to elders.","1,197,001","Greater New York Area, East Coast, Northeastern US",Less than $1M,Active,,,,,,,For Profit,https://www.foxtrailseniorliving.com,,Health Care,,,,,,,,,,,,,,,,Private,,,,,,
DFA Studio,https://www.crunchbase.com/organization/dfa-studio,"Civil Engineering, Construction, Home Improvement, Home Renovation","New York, New York, United States",DFA Studio provides new construction and commercial real estate renovation services.,"1,197,004","Greater New York Area, East Coast, Northeastern US",,Active,2013-01-01,year,,,,,For Profit,https://www.d-f-a.com,"DFA Studio provides branding environments, immersive environments,  new construction, adaptive reuse, renovations for retail, commercial real estate, institutional, public space, furniture, and private residential services. The contact mode is by mail, phone, and physical address.","Real Estate, Science and Engineering",1,Laith Sayigh,11-50,,,,,,,,,,,,,Private,,,,,,
SB Embroidery,https://www.crunchbase.com/organization/sb-embroidery,"Manufacturing, Product Design, Textiles","Maryland, Louisiana, United States",SB Embroidery is a manufacturing firm that offers custom embroidery for personalizing needs.,"1,197,005",Southern US,,Active,,,,,,,For Profit,https://www.sbembroidery.com/,,"Design, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
ALPAR,https://www.crunchbase.com/organization/alpar,"Consulting, Recycling, Waste Management","Anchorage, Alaska, United States","ALPAR is an environmental consulting company that provides litter prevention, waste management and recycling services.","1,197,005",Western US,$1M to $10M,Active,1982-01-01,year,,,,,For Profit,https://www.alparalaska.com,,"Professional Services, Sustainability",,,1-10,,,,,,,,,,,,,Private,,,,,,
SEO Charleston,https://www.crunchbase.com/organization/seo-charleston,"Advertising, Digital Marketing, Marketing, SEO","Charleston, South Carolina, United States","Charleston Seo Company, specializing in digital marketing for professional practices.","1,197,006","East Coast, Southern US",,Active,2019-05-01,day,,,,,For Profit,https://seo-charleston.com,"Charleston Seo Company, specializing in digital marketing for professional practices. Offering search engine optimization for Law Offices, Medical Practices, and Dentist Offices. Dominate your space with your digital footprint to command your local markets.","Advertising, Internet Services, Sales and Marketing",1,Matt Gore,1-10,,,,,,,,,,,,,Private,,,,,,
Custom Amp Covers,https://www.crunchbase.com/organization/custom-amp-covers,"Manufacturing, Music","Rochester Hills, Michigan, United States",Custom Amp Covers specializes in designing and supplying musical instruments vinyl covers and offers custom designing options.,"1,197,010","Greater Detroit Area, Great Lakes, Midwestern US",Less than $1M,Active,,,,,,,For Profit,https://www.amplifiercovers.com/,,"Manufacturing, Media and Entertainment, Music and Audio",,,1-10,,,,,,,,,,,,,Private,,,,,,
Housed Home Loans,https://www.crunchbase.com/organization/housed-home-loans,"Finance, Financial Services, Lending","Gilbert, Arizona, United States","Housed Home Loans provides in-house loan origination, underwriting, and funding services.","1,197,015","Greater Phoenix Area, Western US",,Active,2021-01-01,year,,,,,For Profit,https://housedhomeloans.com,"Loan House, LLC, operating under the name Housed Home Loans, offers a range of financial services. The company specializes in loan origination and mortgage brokerage. They handle the entire loan process in-house, from processing and underwriting to funding. This approach aims to eliminate surprises and find solutions where other lenders might not be able to. The company also prides itself on offering great mortgage rates and fees. Their services are intended to cater to a variety of customers, including those looking for low down payment home loans.",Financial Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
The NLP,https://www.crunchbase.com/organization/the-nlp,"Recruiting, Staffing Agency","Glenview, Illinois, United States",The NLP Group is a executive search firm.,"1,197,015","Greater Chicago Area, Great Lakes, Midwestern US",Less than $1M,Active,2008-01-01,year,,,,,For Profit,https://www.thenlpgroup.net,"The NLP Group advise clients on national and international senior and executive level searches focusing on functional roles including sales, marketing, HR, operations, analytics, finance, etc.  They work with companies of all sizes, from Start-up to Fortune 50, in the following Business Verticals manufacturers, media, CPG, research, technology, retail, food service, Industrial services, healthcare, consultants, Auto, etc.","Administrative Services, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Saint James Holding & Investment Co Trust,https://www.crunchbase.com/organization/saint-james-holding-investment-co-trust,Financial Services,"Wilmington, Delaware, United States",Saint James Holding & Investment Co Trust is a small boutique financial service provider.,"1,197,026","Greater Philadelphia Area, East Coast, Southern US",,Active,1993-01-01,year,,,,,For Profit,https://stjameshdinvtrust.co,Saint James Holding & Investment Co Trust is a small boutique financial service provider.,Financial Services,,,,,,,,,,,,,,,,Private,,,,,,
