Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Dicabi,https://www.crunchbase.com/organization/dicabi,"Consulting, Management Consulting, Professional Services","Raleigh, North Carolina, United States","Dicabi is a technology and consulting firm providing solutions through strategy, innovation and leadership development.","2,666,001","Research Triangle, East Coast, Southern US",,Active,2021-01-01,year,,,,,For Profit,https://dicabi.com,,"Other, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Phillips Financial Advisors,https://www.crunchbase.com/organization/phillips-financial-advisors,"Consulting, Financial Services, Insurance, Retirement","Satellite Beach, Florida, United States","Phillips Financial Advisors specializes in retirement planning, long-term care insurance, estate planning and financial planning services.","2,666,001","East Coast, Southern US",,Active,2012-01-01,year,,,,,For Profit,https://www.phillipsfinancialadvisors.com/,,"Community and Lifestyle, Financial Services, Other, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Lubrication Scientifics,https://www.crunchbase.com/organization/lubrication-scientifics,Machinery Manufacturing,"Fountain Valley, California, United States",Lubrication Scientifics manufactures lubrication valves.,"2,666,009","Greater Los Angeles Area, West Coast, Western US",,Active,1993-01-01,year,2008-08-01,day,,,For Profit,,"Lubrication Scientifics manufactures lubrication valves. Lubrication Scientifics provides air over oil lubrication valve assemblies and accessories, single line lubrication valves components, progressive splitters, and flow divider valves.",Manufacturing,,,,,M&A,,,,,,,,,,,Private,,,,,,
Colorado River Eye Care,https://www.crunchbase.com/organization/colorado-river-eye-care,"Cosmetic Surgery, Eyewear, Health Care, Wellness","Bullhead City, Arizona, United States","Colorado River Eye Care provides eye care, optical, and contact lenses.","2,666,011",Western US,Less than $1M,Active,2015-01-01,year,,,,,For Profit,https://www.coloradorivereyecare.com,"Colorado River Eye Care is an optical prescription and optical wellness center. They provide optometry services, contact lens exams with topography, onsite frame repair, foreign body removal, and pre and post-operative refractive surgery management.","Consumer Goods, Health Care",,,1-10,,,,,,,,,,,,,Private,,,,,,
Coole School,https://www.crunchbase.com/organization/coole-school,"Consulting, Education, Training","Houston, Texas, United States","Coole School offers student agendas, planning, character building, reinforces academics and substance abuse prevention.","2,666,014","Greater Houston Area, Southern US",$1M to $10M,Active,1997-01-01,year,,,,,For Profit,http://www.cooleschool.com/,,"Education, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Vintage Animation,https://www.crunchbase.com/organization/vintage-animation,"3D Technology, Animation, Video Editing","Folsom, California, United States","Vintage Animation offers logo animation, 3D animation, whiteboard animation, motion graphics, and video editing services.","2,666,014","West Coast, Western US",,Active,1994-01-01,year,,,,,For Profit,https://vintageanimations.com/,,"Content and Publishing, Hardware, Media and Entertainment, Software, Video",,,251-500,,,,,,,,,,,,,Private,,,,,,
Nvision Studios,https://www.crunchbase.com/organization/nvision-studios,"Creative Agency, Information Technology, Web Design","Los Angeles, California, United States",Nvision Studios is a full service creative design and development company.,"2,666,017","Greater Los Angeles Area, West Coast, Western US",,Active,2007-01-01,year,,,,,For Profit,https://www.n-visionstudio.com/,,"Content and Publishing, Design, Information Technology, Media and Entertainment",,,,,,,,,,,,,,,,Private,,,,,,
Duckwood.Net,https://www.crunchbase.com/organization/duckwood-net,"Internet, Network Security, Service Industry","Winona, Mississippi, United States",Duckwood.Net is a provider of internet and network security services.,"2,666,027",Southern US,Less than $1M,Active,2017-01-01,day,,,,,For Profit,http://www.duckwood.net/,,"Information Technology, Internet Services, Other, Privacy and Security",,,1-10,,,,,,,,,,,,,Private,,,,,,
Techpluck,https://www.crunchbase.com/organization/techpluck,News,"Los Angeles, California, United States",Techpluck is the largest tech community.,"2,666,027","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2013-11-27,day,,,,,For Profit,http://techpluck.com,Techpluck is the largest tech community in the world. It offers the largest tech discussion forums of everything happening on the internet. In other words it is the front page of tech online. We have launched this beta version and regret any inconvenience whatsoever for any bugs or updates that may come your way.,"Content and Publishing, Media and Entertainment",1,ayush aggarwal,1-10,,,,,,,,,,,,,Private,,,,,,
20 Miles North,https://www.crunchbase.com/organization/20-miles-north-web-design,"SEO, Web Development, Web Hosting","Spokane, Washington, United States","20 Miles North offers web hosting, SEO and web development services for businesses.","2,666,028","West Coast, Western US",Less than $1M,Active,1992-01-01,day,,,,,For Profit,https://20milesnorth.com/,,"Internet Services, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
