Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Go Group,https://www.crunchbase.com/organization/go-group-fa06,"Public Transportation, Transportation","Baltimore, Maryland, United States","Go Group is an airport transportation company that provides airport shuttle, non-stop shuttle and black car services.","488,000","Greater Baltimore-Maryland Area, East Coast, Southern US",$1M to $10M,Active,2007-01-01,year,,,,,For Profit,https://gowithus.com,,Transportation,,,11-50,,,,,,,,,,,,,Private,,,,,,
Wakefield's,https://www.crunchbase.com/organization/wakefield-s,"E-Commerce, Retail","Anniston, Alabama, United States",Wakefield's is a family owned retail business company.,"488,001",Southern US,$10M to $50M,Active,1922-01-01,day,,,,,For Profit,https://wakefields.com/,,Commerce and Shopping,,,11-50,,,,,,,,,,,,,Private,,,,,,
Platinum Bank Holding Co.,https://www.crunchbase.com/organization/platinum-bank-holding-co,Banking,"Brandon, Florida, United States",Platinum Bank Holding Co. provides banking services.,"488,002","Tampa Bay Area, East Coast, Southern US",,Active,2011-01-01,year,2016-10-18,day,,,For Profit,https://www.platinumbank.com,Platinum Bank Holding Co. provides banking services.,"Financial Services, Lending and Investments",1,Greg Krasnov,251-500,,M&A,,,,,,,,,,,Private,,,,,,
LRLUX,https://www.crunchbase.com/organization/lrlux,,"North Brunswick, New Jersey, United States","LRLUX, a family office in Luxembourg.","488,003","Greater New York Area, East Coast, Northeastern US",,Active,2012-01-01,year,,,,,For Profit,https://lrlux.com,"LRLUX, a family office in Luxembourg.",,,,,,,,,,,,,,,,,Private,,,,,,
Mid-Atlantic Emergency Medical Associates,https://www.crunchbase.com/organization/mid-atlantic-emergency-medical-associates,"Billing, Health Care, Medical, Recruiting, Risk Management","Charlotte, North Carolina, United States","Mid-Atlantic Emergency Medical Associates provides acute medical care, billing, education, risk management and recruiting services.","488,005","East Coast, Southern US",$10M to $50M,Active,1976-01-01,year,,,,,For Profit,https://www.mema.net/,,"Health Care, Payments, Professional Services, Software",,,101-250,,,,,,,,,,,,,Private,,,,,,
Av Connect,https://www.crunchbase.com/organization/av-connect,"Audio/Visual Equipment, Home Decor, Music Label, Personalization","Round Rock, Texas, United States","Av Connect is a home theater installation company, located in Texas.","488,008",Southern US,$1M to $10M,Active,2008-01-01,day,,,,,For Profit,https://www.avconnectonline.com,,"Commerce and Shopping, Hardware, Media and Entertainment, Music and Audio, Real Estate",2,"Kurtis Adkins, Travis Jordan",11-50,,,,,,,,,,,,,Private,,,,,,
The Green Engineer,https://www.crunchbase.com/organization/the-green-engineer,"Consulting, Environmental Consulting","Concord, Massachusetts, United States",Green Engineer is a sustainable design consulting firm.,"488,008","Greater Boston Area, East Coast, New England",$10M to $50M,Active,2005-01-01,year,,,,,For Profit,http://www.greenengineer.com,"Green Engineer is a sustainable design consulting firm engaged in energy-efficient and sustainable design solutions for the built environment. They provide sustainable design consulting, energy modeling, sustainability training, and coaching services.",Professional Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
Strayt,https://www.crunchbase.com/organization/strayt,"Dental, Medical, Medical Device","Meridian, Idaho, United States","Strayt is a dental company that provides dental treatment, therapy, and products.","488,009",Western US,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.straytteeth.com,,Health Care,,,1-10,,,,,,,,,,,,,Private,,,,,,
Elevated Internet Marketing Agency,https://www.crunchbase.com/organization/elevated-internet-marketing-agency,"Advertising, Consulting, CRM, Marketing, Product Design","Carlsbad, California, United States","Elevated.com is a well-rounded, results-driven digital and design marketing firm comprised of experienced tacticians","488,010","Greater San Diego Area, West Coast, Western US",Less than $1M,Active,2012-03-01,month,,,,,For Profit,https://www.elevated.com,,"Advertising, Design, Information Technology, Professional Services, Sales and Marketing, Software",1,Danny DeMichele,11-50,,,,,,,,,,,,,Private,,,,,,
REEP Residential,https://www.crunchbase.com/organization/reep-residential,"Accounting, Marketing, Procurement, Property Management, Real Estate","San Antonio, Texas, United States","REEP Residential is a property management company that provides utility billing, marketing, and rebranding services.","488,012",Southern US,,Active,2012-01-01,year,,,,,For Profit,https://reepresidential.com,"REEP Residential provides property management, utility billing, accounting, marketing and rebranding, property procurement, cost management, contract negotiations, capital project design and management, acquisition services, and renovation and repositioning.","Financial Services, Professional Services, Real Estate, Sales and Marketing, Transportation",,,101-250,,,,,,,,,,,,,Private,,,,,,
