Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Kirtland Realty,https://www.crunchbase.com/organization/kirtland-realty,"Commercial, Real Estate, Real Estate Brokerage, Residential","Kirtland, New Mexico, United States",Kirtland Realty is a real estate brokerage for residential properties.,"1,242,002",Western US,$50M to $100M,Active,1980-01-01,year,,,,,For Profit,https://www.kirtlandrealty.com,,"Other, Real Estate",,,251-500,,,,,,,,,,,,,Private,,,,,,
Swerve Driving School,https://www.crunchbase.com/organization/swerve-driving-school,"Education, Training","Seattle, Washington, United States",Swerve Driving School is a driving school that offers driver's education courses.,"1,242,005","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,https://goswerve.com,,Education,,,11-50,,,,,,,,,,,,,Private,,,,,,
Systems Wire & Cable,https://www.crunchbase.com/organization/systems-wire-cable,"Industrial, Industrial Manufacturing, Manufacturing","Los Angeles, California, United States",Systems Wire & Cable is an industrial manufacturing company.,"1,242,009","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,1985-01-01,day,,,,,For Profit,https://www.systemswire.com,,Manufacturing,,,51-100,,,,,,,,,,,,,Private,,,,,,
Wells Fargo Corporate & Investment Bank,https://www.crunchbase.com/organization/wells-fargo-corporate-investment-bank,,"San Francisco, California, United States",Wells Fargo Corporate & Investment Banking (CIB) and Wells Fargo Securities (WFS)  banking services of Wells Fargo & Company.,"1,242,011","San Francisco Bay Area, West Coast, Western US",,Active,,,,,,,For Profit,https://www.wellsfargo.com/com/securities/,"Wells Fargo Corporate & Investment Banking (CIB) and Wells Fargo Securities (WFS) are the trade names used for the corporate banking, capital markets, and investment banking services of Wells Fargo & Company and its subsidiaries, including but not limited to Wells Fargo Securities, LLC, member of NYSE, FINRA, NFA, and SIPC, Wells Fargo Prime Services, LLC, member of FINRA, NFA and SIPC, and Wells Fargo Bank, N.A. Wells Fargo Securities, LLC and Wells Fargo Prime Services, LLC, are distinct entities from affiliated banks and thrifts.",,,,,,,,,,,,,,,,,Private,,,,,,
Dacor,https://www.crunchbase.com/organization/dacor-9113,"Advanced Materials, Commercial, Manufacturing, Product Design, Supply Chain Management","Fenton, Missouri, United States",Dacor is a manufacturer of blood donor chairs.,"1,242,015",Midwestern US,Less than $1M,Active,1992-01-01,year,,,,,For Profit,https://www.dacormfg.com,"Dacor Manufacturing has been producing blood donor chairs. They use materials constructed in an ergonomic design that gives donors or patients the conditions for long treatments. The chairs provide years of trouble-free service in a variety of applications, such as surgery and wound healing.","Design, Manufacturing, Other, Science and Engineering, Transportation",,,1-10,,,,,,,,,,,,,Private,,,,,,
Multi W Systems,https://www.crunchbase.com/organization/multi-w-systems,"Delivery, Product Design, Sales","El Monte, California, United States",Multi W Systems is a distributor of municipal water and wastewater equipment.,"1,242,022","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,https://multiwsystems.com,,"Administrative Services, Design, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
ChoiceSeat technology,https://www.crunchbase.com/organization/choiceseat-technology,"Information Technology, Internet, Media and Entertainment","New York, New York, United States","CSI, Inc., based in New York, develops facility-based entertainment networks that converge television with the Internet.","1,242,022","Greater New York Area, East Coast, Northeastern US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,http://www.choiceseat.net/,,"Information Technology, Internet Services, Media and Entertainment",,,,1,,22400000,USD,22400000,22400000,USD,22400000,"Microsoft, Intel Capital, Avalon Ventures",2,3,,Private,,,,,,
Lee-Smith,https://www.crunchbase.com/organization/lee-smith-4f24,"Automotive, Railroad, Transportation","Chattanooga, Tennessee, United States","Lee-Smith is a one-stop shop for commercial truck sales, parts, and service motorcoach repair and maintenance.","1,242,026",Southern US,$10M to $50M,Active,1939-01-01,year,,,,,For Profit,https://www.lee-smith.com,,Transportation,,,51-100,,,,,,,,,,,,,Private,,,,,,
The Union,https://www.crunchbase.com/organization/the-union-8a20,"Media and Entertainment, News, Publishing","Grass Valley, California, United States","The Union is a media and publishing company that provides news on crime, public safety, weather, business, obituaries, and opinion pieces.","1,242,026","West Coast, Western US",$1M to $10M,Active,1864-01-01,year,,,,,For Profit,https://www.theunion.com/,,"Content and Publishing, Media and Entertainment",,,101-250,,,,,,,,,,,,,Private,,,,,,
World Speed Motorsports,https://www.crunchbase.com/organization/world-speed-motorsports,"Automotive, Events, Manufacturing, Motorsports, Test and Measurement, Training","Sonoma, California, United States","World Speed Motorsports provides manufacturing, race promotions, driver training, and marketing events.","1,242,029","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1991-01-01,year,,,,,For Profit,https://www.worldspeed.com,,"Data and Analytics, Education, Events, Manufacturing, Media and Entertainment, Sports, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
