Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Pioneer Properties USA,https://www.crunchbase.com/organization/pioneer-properties-usa,"Commercial, Property Management, Real Estate, Rental, Residential","Melbourne, Florida, United States",Pioneer Properties USA is a real estate company that provides property management services.,"988,001","East Coast, Southern US",$1M to $10M,Active,1997-01-01,year,,,,,For Profit,https://pioneerpropertiesusa.com,"Pioneer Properties USA provides real estate services and offers services for buyers, sellers, and investors with maintainable, creative advisors that are required to maintain transactions for the house buying and selling process. They mention their commercial and residential property listing services.","Commerce and Shopping, Other, Real Estate",,,11-50,,,,,,,,,,,,,Private,,,,,,
River Place Logistics,https://www.crunchbase.com/organization/river-place-logistics,"Logistics, Shipping, Transportation","Raleigh, North Carolina, United States",River Place Logistics offers transportation logistics solutions and customer service for shippers and carriers.,"988,003","Research Triangle, East Coast, Southern US",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://www.riverplacelogistics.com,"River Place Logistics provides dynamic logistics services. Their services include moving perishables, temperature control, time-critical shipments, truckloads, expedited truckloads, and LTL shipments. Other logistics services include port drayage, cross-docking, and devanning at major ports. They deliver a much more personal approach to logistics, including 24/7 on-call dispatch service.",Transportation,1,Boe Davis,1-10,,,,,,,,,,,,,Private,,,,,,
SmartSpace AI,https://www.crunchbase.com/organization/smartspace-ai,,"Costa Mesa, California, United States",Empower our country and allies with reliable tools and technology to help keep our society safe.,"988,004","Greater Los Angeles Area, West Coast, Western US",,Active,2019-01-01,year,,,,,For Profit,https://smartspaceai.com/,,,,,,,,,,,,,,,,,,Private,,,,,,
Seaport Federal Credit Union,https://www.crunchbase.com/organization/seaport-federal-credit-union,"Banking, Finance, Financial Services, Non Profit","Elizabeth, New Jersey, United States","Seaport Federal Credit Union is a financial institution that offers banking, loans and finance services.","988,007","Greater New York Area, East Coast, Northeastern US",,Active,1969-01-01,year,,,,,Non-profit,https://seaportfcu.org,,"Financial Services, Lending and Investments, Other, Social Impact",,,1-10,,,,,,,,,,,,,Private,,,,,,
RealZips,https://www.crunchbase.com/organization/realscenario--inc-,"Cloud Computing, CRM, Mobile Apps","Palo Alto, California, United States",RealZips is a geodata platform.,"988,007","San Francisco Bay Area, Silicon Valley, West Coast",Less than $1M,Active,2014-04-02,day,,,,,For Profit,https://www.realzips.com/,"RealZips operates a geodata platform for salesforce. It offers geo-connected business data at a zip code level in the areas of legacy systems, including epr data and sales, product shipments and warranties, and service contracts. It also provides geodata for b2b targeting, and market data for marketing and sales activities for automotive, communications, financial services, government, healthcare, higher education, life sciences, manufacturing, media, nonprofit, and retail industries.","Apps, Information Technology, Internet Services, Mobile, Sales and Marketing, Software",2,"Ethan Alexander, Fredrik Widarsson",1-10,,,,,,,,,,,,,Private,,,,,,
Zeisler & Zeisler,https://www.crunchbase.com/organization/zeisler-zeisler,"Consulting, Law Enforcement, Legal Tech","Bridgeport, Connecticut, United States","Zeisler & Zeisler offers legal advice, legal consulting and services.","988,008","East Coast, New England, Northeastern US",,Active,1970-01-01,year,,,,,For Profit,https://www.zeislaw.com/,,"Government and Military, Privacy and Security, Professional Services",,,51-100,,,,,,,,,,,,,Private,,,,,,
Elite Street Capital,https://www.crunchbase.com/organization/elite-street-capital,"Property Development, Property Management, Real Estate Investment","Houston, Texas, United States","Elite Street Capital invests in residential real estate as well as specializes in property acquiring, development and management services.","988,008","Greater Houston Area, Southern US",$1M to $10M,Active,,,,,,,For Profit,https://elitestreetcapital.com/,,"Financial Services, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
Realty One Group Select,https://www.crunchbase.com/organization/realty-one-group-select,"Property Management, Real Estate, Real Estate Brokerage, Residential","Mooresville, North Carolina, United States",Realty One Group Select is a real estate brokerage agency that sells residential real estate.,"988,008","East Coast, Southern US",,Active,2017-01-01,month,,,,,For Profit,http://joinrogselect.com,"Realty One Group Select operates in the real estate industry, focusing on property management and residential properties. The company offers a unique business model where real estate agents receive 100% of their commission, a departure from traditional commission splits. They also provide 24/7 broker support, training, and mentoring to their agents. The company's culture, referred to as 'Coolture', is a significant part of their identity. They also facilitate communication between brokers and potential agents through scheduled calls to discuss the benefits of working with them.",Real Estate,2,"Barry Aldridge, Dawn Aldridge",51-100,,,,,,,,,,,,,Private,,,,,,
Beverly Companies,https://www.crunchbase.com/organization/beverly-companies-bce8,"Building Maintenance, CleanTech, Commercial, Residential, Service Industry","Markham, Illinois, United States",Beverly companies provides outdoor property services for both commercial and residential properties.,"988,009","Greater Chicago Area, Great Lakes, Midwestern US",,Active,1999-01-01,year,,,,,For Profit,https://beverlycompanies.com/,"Beverly Companies offers landscape design and construction services to ensure that our customers attain both aesthetics and value. They control snow and ice, and landscape designers take responsibility for their plans and supervise the construction process from supply chain to material selection to finished product.","Other, Real Estate, Sustainability",,,1-10,,,,,,,,,,,,,Private,,,,,,
Resolve,https://www.crunchbase.com/organization/resolve-d2a1,"Fleet Management, Human Resources, Software","Greenville, South Carolina, United States",Resolve is a software platform that provides end-to-end logistical support and fleet management for DME inventory.,"988,012","East Coast, Southern US",Less than $1M,Active,2005-01-01,year,,,,,For Profit,https://resolvedme.com,,"Administrative Services, Software, Transportation",1,Ondrej Sliva,1-10,,,,,,,,,,,,,Private,,,,,,
