Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Colombo Construction Company,https://www.crunchbase.com/organization/colombo-construction-company,"Commercial Real Estate, Construction, Interior Design, Project Management","Bakersfield, California, United States","Colombo Construction Company specializes in general contracting, design-build, construction, and project management services.","674,000","West Coast, Western US",,Active,1948-01-01,year,,,,,For Profit,https://www.colomboconstruction.com,,"Administrative Services, Design, Other, Real Estate",,,101-250,,,,,,,,,,,,,Private,,,,,,
Unify Creative Agency,https://www.crunchbase.com/organization/unify-creative-agency,"Advertising, Brand Marketing, Graphic Design, Marketing, Photography, SEO, Social Media Marketing, Web Development","Ballwin, Missouri, United States","Unify Creative Agency is a marketing agency that offers branding, video production, editing, ads management, and website maintenance.","674,000",Midwestern US,,Active,2002-01-01,year,,,,,For Profit,https://unify-agency.com/,,"Advertising, Content and Publishing, Design, Internet Services, Media and Entertainment, Sales and Marketing, Software",1,Bear Wade,1-10,,,,,,,,,,,,,Private,,,,,,
Agware,https://www.crunchbase.com/organization/agware,"Agriculture, Farming, Software","Piedmont, California, United States",Agware specializes in developing software tools that help in processing agricultural appraisals.,"674,005","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1990-01-01,year,,,,,For Profit,https://www.uaar.net/,,"Agriculture and Farming, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Nyhus,https://www.crunchbase.com/organization/nyhus,"Advertising, Consulting, Public Relations","Seattle, Washington, United States",Nyhus Integrated marketing communications and advocacy firm focused on innovative national and global brands.,"674,006","Greater Seattle Area, West Coast, Western US",,Active,1992-01-01,year,2022-07-14,day,,,For Profit,https://nyhus.com,Nyhus is an integrated marketing communications and advocacy agency specialising in cutting-edge national and global companies.,"Advertising, Professional Services, Sales and Marketing",,,11-50,,M&A,,,,,,,,,,,Private,,,,,,
The Useful Group,https://www.crunchbase.com/organization/the-useful-group,Health Care,"New York, New York, United States",The Useful Group is an application developing company.,"674,007","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,2016-01-01,day,,,,,For Profit,https://www.usefulgroup.com,,Health Care,1,James Kinnard,251-500,,,,,,,,,,,,,Private,,,,,,
ScienceOpen.com,https://www.crunchbase.com/organization/scienceopen-com,"Marketing, Media and Entertainment, Publishing","Burlington, Massachusetts, United States",ScienceOpen.com is a scientific research and publishing network.,"674,010","Greater Boston Area, East Coast, New England",$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://www.scienceopen.com/,"ScienceOpen.com is a scientific research and publishing network. Its platform facilitates communication and collaboration among scientist, manages peer review, manuscript editing and makes users' work public, offers preprint archives that satisfy the increasing demands of authors to shorten publication times, reach a broader audience and consult peers for additional input.","Content and Publishing, Media and Entertainment, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
uStream Sport,https://www.crunchbase.com/organization/ustream-sport,"Business Development, Mobile, Mobile Apps","Point Pleasant Beach, New Jersey, United States",uStream Sport Highlights is a business that currently in the development process of building a mobile application for athletes.,"674,011","Greater New York Area, East Coast, Northeastern US",,Closed,2014-01-01,year,,,,none,For Profit,,"uStream Sport Highlights is a business that currently in the development process of building a mobile application for athletes of all levels, high schools, colleges/universities, and avid sport fans to bring together the entire athletic community around the world.  uStream allows athletes of ALL sports to share photos and videos of themselves participating in their favorite sports without having to share photos of their private and personal life.  Athletes today should be able to post their athletic success on an application that will allow them to highlight themselves without having to worry about photos that some people would consider offesive or inappropriate.  Aside from athletes having the ability to post and share pictures and videos, uStream allows for users to view the pictures of all athletes without having to make an account.  Parents, guardians, grandparents, and everyone who does not wish to make an account can still follow and track the success of all athletes they wish to view without creating a profile.  This unique feature will bring together the sporting community, allowing athletes to separate their personal/private life from their professional, athletic career.  This app can be used for all sports. They will be supporting everything, whether it be NCAA recognized or a hobby such as karate.  uStream is the perfect application for athletes of all levels to highlight their enjoyment of sports to the world without having to share their private life at the same time.","Apps, Mobile, Professional Services, Software",,,1-10,1,,5000,USD,5000,5000,USD,5000,,,,,Private,,,,,,
Wood Tech Systems,https://www.crunchbase.com/organization/wood-tech-systems,"Industrial, Machinery Manufacturing, Manufacturing, Product Design","Carmel, Indiana, United States",Wood Tech Systems is an industrial company that manufactures and supplies production machines and equipment.,"674,013","Great Lakes, Midwestern US",$1M to $10M,Active,1987-01-01,year,,,,,For Profit,https://www.woodtechsystems.com,,"Design, Manufacturing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Bluroc,https://www.crunchbase.com/organization/bluroc,Construction,"Northampton, Massachusetts, United States","Bluroc offers service from land clearing, road installation, to culvert installation, to helping build, inhospitable terrain & so on.","674,015","East Coast, New England, Northeastern US",,Active,2017-01-01,year,,,,,For Profit,https://www.bluroc.com/,,Real Estate,,,501-1000,,,,,,,,,,,,,Private,,,,,,
Solar Services,https://www.crunchbase.com/organization/solar-services,"Manufacturing, Service Industry, Solar","Virginia Beach, Virginia, United States",Solar Services is a solar company that installs solar electric systems for homes and businesses.,"674,016","East Coast, Southern US",,Active,1986-01-01,year,,,,,For Profit,https://www.solarservices.com,"Solar Services is a solar installation and renewable energy semiconductor manufacturing firm. They provide solar electric systems, solar pool heaters, solar water heaters, EV charging stations, and solar attic fan installation services.","Energy, Manufacturing, Natural Resources, Other, Sustainability",,,11-50,,,,,,,,,,,,,Private,,,,,,
