Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
CeLeen Group,https://www.crunchbase.com/organization/celeen-group,"Consulting, Information Technology, Software","O'fallon, Illinois, United States",CeLeen Group provides software and information system solution services.,"1,104,000","Great Lakes, Midwestern US",$1M to $10M,Active,2010-01-01,year,,,,,For Profit,http://www.celeengroup.com,,"Information Technology, Professional Services, Software",,,1-10,,,,,,,,,,,,,Private,,,,,,
Dotted & Crossed,https://www.crunchbase.com/organization/dotted-crossed,"Content, Graphic Design, Marketing, Social Media","Reno, Nevada, United States","Dotted & Crossed Marketing offers marketing research and strategy development services, primarily to restaurant and retail clients.","1,104,001",Western US,$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://www.dottedandcrossed.com,,"Design, Internet Services, Media and Entertainment, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Pipe Strong,https://www.crunchbase.com/organization/pipe-strong,,"Schaumburg, Illinois, United States",Pipe Strong is one of the fastest-growing privately held Oil and Gas construction contractors serving the energy industry.,"1,104,007","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2018-01-01,year,,,,,For Profit,https://www.pipestrong.com/,,,,,,,,,,,,,,,,,,Private,,,,,,
Plan Berries,https://www.crunchbase.com/organization/plan-berries,"Farming, Organic Food, Sales","Santa Maria, California, United States","Plan Berries is a strawberry grower, seller and distributer firm.","1,104,007","West Coast, Western US",$1M to $10M,Active,2016-01-01,day,,,,,For Profit,https://www.plan-berries.com/,,"Agriculture and Farming, Food and Beverage, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Symmetri Technology,https://www.crunchbase.com/organization/symmetri-technology,"Brand Marketing, SEO, Web Design","Northville, Michigan, United States","Symmetri Technology is a consulting agency that provides complete marketing, brand development, web design and support services.","1,104,009","Greater Detroit Area, Great Lakes, Midwestern US",,Active,2008-01-01,year,,,,,For Profit,https://symmetritechnology.com,,"Design, Internet Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Navarre Hospitality Group,https://www.crunchbase.com/organization/navarre-hospitality-group,"Catering, Food and Beverage, Hospitality","South Bend, Indiana, United States","Navarre Hospitality Group is a hospitality firm that operates in the areas such as catering, restaurants and bars, and venues.","1,104,011","Great Lakes, Midwestern US",$1M to $10M,Active,,,,,,,For Profit,https://www.navarrehospitalitygroup.com/,,"Food and Beverage, Travel and Tourism",,,101-250,,,,,,,,,,,,,Private,,,,,,
agencyTHE,https://www.crunchbase.com/organization/agencythe,"Advertising, Digital Marketing, Information Technology, SEM, SEO","Orlando, Florida, United States","agencyTHE is an advertising agency that offers SEM, SEO, graphics design, web design, codding and architecture services.","1,104,028","East Coast, Southern US",,Active,2012-01-01,year,,,,,For Profit,https://www.agencythe.net,,"Advertising, Information Technology, Internet Services, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Hi-Lite Manufacturing,https://www.crunchbase.com/organization/hi-lite-manufacturing,"Lighting, Manufacturing, Marketing, Sales","Chino, California, United States",Hi-Lite Manufacturing is a lighting manufacturing and distribution company.,"1,104,030","Greater Los Angeles Area, Inland Empire, West Coast",$10M to $50M,Active,1959-01-01,year,,,,,For Profit,https://www.hilitemfg.com,"Hi-Lite Manufacturing is a light fixture manufacturer, distributor, and supplier. They provide light for both commercial and residential uses. The products that they provide include crackle glass lights, bowl lights, saucer vapor jar lights, and warehouse lights. Additionally, they offer wall lights, stem-mounted lights, post lights, cord-hung pendants, gooseneck lights, and much more.","Hardware, Manufacturing, Sales and Marketing",,,101-250,,,,,,,,,,,,,Private,,,,,,
Leadbox,https://www.crunchbase.com/organization/leadbox-90ad,"E-Commerce, Manufacturing, Retail, Sales","Whittier, California, United States",Leadbox is an eCommerce firm.,"1,104,031","Greater Los Angeles Area, West Coast, Western US",,Active,1993-01-01,year,,,,,For Profit,https://www.leadbox.com,"Leadbox offers cardboard, plastic, and lead boxes for tips, donations, and ballots. Their company manufactures and sells lead boxes directly from its warehouse. In addition to brochures and sign holders, they have print products, banners, postcards, and other promotional materials.","Commerce and Shopping, Manufacturing, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Smackover State Bank,https://www.crunchbase.com/organization/smackover-state-bank,"Banking, Finance, Financial Services, Lending","Smackover, Arkansas, United States","Smackover State Bank provides full-service hometown banking solutions to individuals, families, and businesses.","1,104,032",Southern US,$1M to $10M,Active,,,,,,,For Profit,https://smackoverbank.com,,"Financial Services, Lending and Investments",,,1-10,,,,,,,,,,,,,Private,,,,,,
