Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Dealspotr,https://www.crunchbase.com/organization/dealspotr,"Coupons, E-Commerce, Finance, Gamification","Santa Monica, California, United States","Where brands, influencers and shoppers connect to share today's best deals.","355,001","Greater Los Angeles Area, West Coast, Western US",,Active,2015-10-01,day,,,,,For Profit,https://dealspotr.com,"Dealspotr is a social network devoted to shopping and today's best deals. On Dealspotr, brands share exclusive deals directly on your feed. Deals you won't find on any other deal site. You can also follow your favorite bloggers and influencers on Dealspotr to stay up to date on their latest finds. With over 5 million community-verified coupon codes, Dealspotr is the biggest discounts search engine, personalized for you.","Commerce and Shopping, Financial Services, Gaming",,,11-50,,,,,,,,,,,,,Private,,,,,,
Hamelly-Bruestle,https://www.crunchbase.com/organization/hamelly-bruestle-inc,Transportation,"Franklin, Pennsylvania, United States","Presently, they apply our 19+ years experience in contracting with Federal Express to operate 11-12 vehicles servicing.","355,003","Great Lakes, Northeastern US",,Active,1999-11-01,day,,,,,For Profit,,"Presently, they apply their 19+ years experience in contracting with Federal Express to operate 11-12 vehicles servicing an ample portion of NW PA. For the months of November and December they will be adding 4-6 additional vehicles to assist in accomodating the projected package volume increases typical for the holiday season.    The result of the economic collapse of 2008 was a 30% drop in total package volume lasting for approximately 14 months. In response to the potential for future economic disruption they have worked tirelessly to position theirselves to withstand a 34% reduction in package volume without an adverse effect on net profits.    To further strengthen their corporation, protect their shareholders and provide a secure future for their employees, Hamelly-Bruestle, Inc. intends to sell upwards of 37% interest in the corporation. The goal being to first achieve debt free status and then to continue operating in this manner ad infinitum. Eliminating the costs of servicing debt is one benefit of adopting this type of business model in addition to that, however, bumpy economic roads may still be ahead, it is their intention to capitalize on the opportunities presented to us by those within their industry who fail to prepare for the downswing.",Transportation,,,11-50,1,,9295,USD,9295,9295,USD,9295,,,,,Private,,,,,,
Giant Sparrow,https://www.crunchbase.com/organization/giant-sparrow,"Software, Video Games","Santa Monica, California, United States","Giant Sparrow is an independent video game development company based in Santa Monica, California.","355,004","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://www.giantsparrow.com/,"Giant Sparrow is an independent video game development company based in Santa Monica, California. It was founded in 2009.","Gaming, Software",,,11-50,,,,,,,,,,,,,Private,,,,,,
Vantage Hemp,https://www.crunchbase.com/organization/vantage-hemp,"Cannabis, Manufacturing, Pharmaceutical","Greeley, Colorado, United States",Vantage Hemp manufactures cannabinoid-based medicines and other pharmaceutical products.,"355,005","Greater Denver Area, Western US",,Active,,,,,,,For Profit,https://www.vantagehemp.com,,"Community and Lifestyle, Food and Beverage, Health Care, Manufacturing",1,Lance Torgerson,11-50,,,,,,,,,,,,,Private,,,,,,
Osteoid,https://www.crunchbase.com/organization/osteoid-e73d,"3D Technology, Image Recognition, Software","Santa Clara, California, United States",Osteoid is digital dentistry that provides 3D imaging software for medical and dental sectors.,"355,007","San Francisco Bay Area, Silicon Valley, West Coast",$1M to $10M,Active,2021-01-01,year,,,,,For Profit,https://www.osteoidinc.com,,"Data and Analytics, Hardware, Software",1,Calvin Hur,11-50,,,,,,,,,,,,,Private,,,,,,
ESM Prep,https://www.crunchbase.com/organization/esm-prep,"E-Learning, Education, Training","Lafayette, California, United States","ESM Prep is an educational services firm that provides personalized strategic college counseling, academic mentorship, and SAT/ACT.","355,012","San Francisco Bay Area, West Coast, Western US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://www.esmprep.com,"ESM Prep mentorship services benefiting families and corporations worldwide. ESM's educational services are utilized by students, families, and corporations throughout the world to enhance student achievement. ESM's unique method of tailoring its services to meet college applicant needs allows it to understand the strengths, goals, and unique qualities of its clients in order to achieve desired academic and life objectives. With insightful, structured, and timely guidance, ESM coaches around the globe help students gain admission to the most competitive universities in the world.","Education, Software",1,Billy Downing,11-50,,,,,,,,,,,,,Private,,,,,,
Waitbusters Dining,https://www.crunchbase.com/organization/waitbusters-dining,"Computer, Software","Reston, Virginia, United States","Waitbusters Dining offers guest management and marketing software, providing restaurants with a less expensive and more.","355,013","Washington DC Metro Area, East Coast, Southern US",,Active,2016-01-01,year,,,,,For Profit,https://www.waitbustersdining.com/,,"Consumer Electronics, Hardware, Software",1,Shane Gau,11-50,,,,,,,,,,,,,Private,,,,,,
Association of Equipment Manufacturers (AEM),https://www.crunchbase.com/organization/association-of-equipment-manufacturers-aem,Business Development,"Milwaukee, Wisconsin, United States",Association of Equipment Manufacturers is an international trade company that provides advocacy and legislation services.,"355,019","Great Lakes, Midwestern US",$10M to $50M,Active,1894-01-01,year,,,,,For Profit,http://aem.org,"AEM is a trade association that provides services on a global basis for companies that manufacture equipment, products and services used worldwide in the following industries: Agriculture, Construction, Forestry, Mining and Utility. AEM's membership is made up of more than 850 companies and represents 200+ product lines.  ",Professional Services,,,1001-5000,,,,,,,,,,,,1,Private,,,,,,
Free & Clear,https://www.crunchbase.com/organization/free-clear,"Health Care, Medical, Wellness","Seattle, Washington, United States","Free & Clear provides phone-based tobacco treatment for employers, health plans and government agencies.","355,021","Greater Seattle Area, West Coast, Western US",,Closed,2003-01-01,year,2009-09-22,day,,none,For Profit,http://www.freeclear.com,"Free & Clear, Inc. provides phone-based tobacco treatment for employers, health plans, and government agencies. The company offers tobacco cessation program to employees and members of private employers, tobacco quit line services, and clinically proven method to stop smoking and using smokeless tobacco.",Health Care,,,501-1000,1,M&A,10000000,USD,10000000,10000000,USD,10000000,"Polaris Partners, Kaiser Permanente, Three Arch Partners",,3,,Private,,,,,,
Bruder Healthcare,https://www.crunchbase.com/organization/bruder-healthcare,"Biotechnology, Health Care, Manufacturing, Medical","Alpharetta, Georgia, United States",Bruder Healthcare manufactures and market a comprehensive line of therapeutic products.,"355,022","Greater Atlanta Area, East Coast, Southern US",,Active,1986-01-01,year,2021-09-22,day,,,For Profit,http://bruder.com,"Bruder Healthcare, they believe that pain should not stop you from doing the things you love. Since 1986, they have provided safe, effective therapeutic and analgesic products to medical professionals and consumers. They are proud of their excellent reputation for innovation and for their state of the art products that are used in medical settings and homes around the world.","Biotechnology, Health Care, Manufacturing, Science and Engineering",1,Mark H. Bruder,1-10,2,M&A,5000345,USD,5000345,5000345,USD,5000345,Fulcrum Equity Partners,1,1,,Private,,,,,,
