Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Drive-in Capital,https://www.crunchbase.com/organization/drive-in-capital,"Business Development, Financial Services","Chicago, Illinois, United States",Drive-in Capital is an operations-centric management company that focuses on the Quick Service Restaurant “QSR” segment.,"986,000","Greater Chicago Area, Great Lakes, Midwestern US",,Active,2019-01-01,year,,,,,For Profit,,"Drive-in Capital is an operations-centric management company that focuses on the Quick Service Restaurant “QSR” segment. Drive-in Capital was founded in 2019 and based in Chicago, Illinois.","Financial Services, Professional Services",1,Cade Mlodinoff,,,,,,,,,,,,,,Private,,,,,,
Skolrood Law Firm,https://www.crunchbase.com/organization/skolrood-law-firm,"Consulting, Legal, Personal Health","Roanoke, Virginia, United States",Skolrood Law Firm is a law firm that provides legal advice for matters involving medical malpractice and serious accidents.,"986,004","East Coast, Southern US",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,https://www.skolrood.com/,,"Health Care, Professional Services",1,Mark Skolrood,1-10,,,,,,,,,,,,,Private,,,,,,
Airfield Estates,https://www.crunchbase.com/organization/airfield-estates,"Shopping, Wine And Spirits, Winery","Prosser, Washington, United States",Airfield Estates is a winery.,"986,011","West Coast, Western US",,Active,2005-01-01,year,,,,,For Profit,https://www.airfieldwines.com,Airfield Estates is a wine manufacturer.  The experience and knowledge gained over the years has helped them craft well-balanced wines reflecting great varietal expression and quality.,"Commerce and Shopping, Food and Beverage",,,11-50,,,,,,,,,,,,,Private,,,,,,
Oteco,https://www.crunchbase.com/organization/oteco-0abf,"Agriculture, Farming, Manufacturing","Wheatland, Wyoming, United States",Oteco is a manufacturer of track fillers for agricultural solutions.,"986,019",Western US,$1M to $10M,Active,2000-01-01,year,,,,,For Profit,https://otecomfg.com,,"Agriculture and Farming, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Blazej Accounting,https://www.crunchbase.com/organization/blazej-accounting,"Accounting, Consulting, Office Administration, Outsourcing, Professional Services","Roswell, Georgia, United States",Blazej Accounting provides back-office accounting services for CPAs.,"986,027","Greater Atlanta Area, East Coast, Southern US",,Active,2007-01-01,year,,,,,For Profit,https://www.blazejaccounting.com,"Blazej Accounting provides outsourced accounting, bookkeeping, and CFO services. Back-office accounting services are also available for CPAs and individuals who don't want to deal with financial transactions. Blazej & Associates can assist you not only with accounts payable and receivable processing, but also with financial reporting and forecasting for your company.","Administrative Services, Financial Services, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
All In One Drug Testing Services,https://www.crunchbase.com/organization/all-in-one-drug-testing-services,"Emergency Medicine, Health Care, Medical, Professional Services","Charlotte, North Carolina, United States","All In One Drug Testing Services offers hair and urine drug testing, rapid drug screening, emergency, onsite, and workplace drug testing.","986,030","East Coast, Southern US",Less than $1M,Active,2007-01-01,year,,,,,For Profit,https://allinonedrugtestingservices.com/,,"Health Care, Other",,,1-10,,,,,,,,,,,,,Private,,,,,,
MyHome Services,https://www.crunchbase.com/organization/myhome-services,"Construction, Home Services, Marketing","Tempe, Arizona, United States",myhome services are dedicated to providing the best services to homeowners.,"986,031","Greater Phoenix Area, Western US",$1M to $10M,Active,2001-01-01,day,,,,,For Profit,https://myhomeservices.com,,"Real Estate, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Land to Market,https://www.crunchbase.com/organization/land-to-market,"Agriculture, Farming","Durango, Colorado, United States",Land to Market is a agriculture firm.,"986,034",Western US,,Active,,,,,,,For Profit,http://www.landtomarket.com,,Agriculture and Farming,,,1-10,,,,,,,,,,,,,Private,,,,,,
Constellation Wealth Advisors,https://www.crunchbase.com/organization/constellation-wealth-advisors,"Advice, Asset Management, Business Development, Wealth Management","Cincinnati, Ohio, United States","Constellation Wealth Advisors is an advisory firm that provides services for business owners, entrepreneurs, and multigenerational families.","986,034","Great Lakes, Midwestern US",$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.quadrantwealth.com,,"Financial Services, Media and Entertainment, Professional Services",1,Kevin Aug,11-50,,,,,,,,,,,,,Private,,,,,,
INSTALL,https://www.crunchbase.com/organization/install-c655,Training,"Clifton, New Jersey, United States","INSTALL is an Alliance of 100+ floorcovering mills, manufacturers, consultants and associations.","986,036","Greater New York Area, East Coast, Northeastern US",,Active,1990-01-01,year,,,,,For Profit,https://installfloors.org,,Education,,,1001-5000,,,,,,,,,,,,,Private,,,,,,
