Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
DiNuzzo Private Wealth,https://www.crunchbase.com/organization/dinuzzo-private-wealth,"Finance, Financial Services, Wealth Management","Beaver, Pennsylvania, United States",DiNuzzo Private Wealth is a financial services firm that provides financial wellness life plans and wealth management services.,"1,231,003","Great Lakes, Northeastern US",$1M to $10M,Active,1989-01-01,year,,,,,For Profit,https://www.dinuzzo.com,,Financial Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
Physicians Group Services,https://www.crunchbase.com/organization/physicians-group-services,"Health Care, Hospital, Medical","Jacksonville, Florida, United States","Physicians Group Services is a health care industry specializing in pain management, family medicine, gastroenterology, and more.","1,231,006","East Coast, Southern US",,Active,,,,,,,For Profit,https://www.physiciansgroupservices.com,"Physicians Group Services provide the highest quality of care from pediatrics to geriatrics through advanced and modern treatments. The industry includes more than 100 providers and more than 450 staff members and practices in family medical centers, coastal spine and pain centers, coastal orthopedic associates, coastal podiatry and wound care, coastal family medicine, coastal physical therapy, coastal kidney clinics of Jacksonville, amelia psychiatry, coastal gastroenterology, and coastal neurology.",Health Care,,,501-1000,,,,,,,,,,,,,Private,,,,,,
Flow Space Corporation,https://www.crunchbase.com/organization/flow-space-corporation,,"Palm Beach Gardens, Florida, United States",Community Event Arenas. Transforming retail real estate.,"1,231,012","Greater Miami Area, East Coast, Southern US",,Active,,,,,,,For Profit,http://flow.net,,,,,,,,,,,,,,,,,,Private,,,,,,
Studio Dee,https://www.crunchbase.com/organization/studio-dee,"Education, Performing Arts, Training","Ft Mitchell, Kentucky, United States",Studio Dee is a dance school that provides dance and tumbling classes for all ages and levels.,"1,231,019",Southern US,$1M to $10M,Active,1996-01-01,year,,,,,For Profit,https://www.studiodeenky.com,"Studio Dee has sustained a remarkable reputation as an institution committed to dancers of all ages and abilities. Studio Dee believes strongly that through the arts, children thrive. Its programs focus on developing well-trained dancers in a warm, loving environment, promoting confidence and camaraderie within its students, and ultimately giving its students the tools necessary in becoming well-rounded, poised individuals.","Education, Media and Entertainment",,,11-50,,,,,,,,,,,,,Private,,,,,,
Goodman and Company Business Brokers,https://www.crunchbase.com/organization/goodman-and-company-business-brokers,"Commercial Real Estate, Real Estate, Small and Medium Businesses","Sudbury, Massachusetts, United States",Goodman and Company Business Brokers specializes in the selling of enterprises of all sizes.,"1,231,021","Greater Boston Area, East Coast, New England",$1M to $10M,Active,,,,,,,For Profit,http://goodmanonline.com,,"Other, Real Estate",,,1-10,,,,,,,,,,,,,Private,,,,,,
Bloom Housing by Exygy,https://www.crunchbase.com/organization/bloom-housing-by-exygy,"Information Technology, Software","San Francisco, California, United States","Bloom Housing by Exygy is a modern system that helps people learn about, apply for, and gain access to affordable housing.","1,231,022","San Francisco Bay Area, West Coast, Western US",,Active,2005-01-01,year,,,,,For Profit,https://housing.exygy.com/,"Bloom Housing by Exygy is a modern system that helps people learn about, apply for, and gain access to affordable housing.","Information Technology, Software",,,11-50,1,Seed,,USD,,,USD,,CivStart,1,1,,Private,,,,,,
iSign,https://www.crunchbase.com/organization/isign,"Marketing, Outdoor Advertising, Printing","Boyertown, Pennsylvania, United States","iSign provides outdoor, LED, monuments, vinyl, and ADA signage services.","1,231,023","Great Lakes, Northeastern US",$1M to $10M,Active,1993-01-01,year,,,,,For Profit,https://www.isigninc.com,,"Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Best in Nature,https://www.crunchbase.com/organization/best-in-nature-decd,"E-Commerce, Retail, Wellness","Pomona, California, United States",Best in Nature is a retailer of natural dietary supplement products.,"1,231,024","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://www.bestinnature.com,,"Commerce and Shopping, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
Dalworth Lighting and Electrical,https://www.crunchbase.com/organization/dalworth-lighting-and-electrical,"Commercial, Electrical Distribution, Facilities Support Services, Lighting","Fort Worth, Texas, United States",Dalworth Lighting and Electrical is an electrical contractor company that provides commercial and public facility services.,"1,231,025","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://dalworthlighting.com,"Dalworth Lighting and Electrical offers services for public facilities, parking lots, and roadways. They provide lighting upgrades, control installations, electrical upgrades, poles, and streets. They also offer electrical maintenance programs.","Administrative Services, Energy, Hardware, Other",1,Paul Moore,11-50,,,,,,,,,,,,,Private,,,,,,
"RELDATA, Inc.",https://www.crunchbase.com/organization/reldata-inc,"Enterprise Software, Virtualization","Parsippany, New Jersey, United States",RELDATA provides unified block and file storage solutions over iSCSI.,"1,231,025","Greater New York Area, East Coast, Northeastern US",,Active,2005-01-01,year,2012-02-13,day,,,For Profit,http://reldata.com,"RELDATA is the innovation leader in unified block and file storage solutions over iSCSI. Their solutions cost-effectively enable mid-size and distributed enterprises to nondisruptively consolidate, virtualize and protect business data across multi-vendor platforms, providing highly scalable, cost-effective integrated storage, disaster recovery and high availability solutions.","Hardware, Information Technology, Software",1,Kirill Malkin,11-50,2,M&A,4000000,USD,4000000,4000000,USD,4000000,"NJEDA, Grazia Equity",2,2,,Private,,,,,,
