Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Pro Escrow,https://www.crunchbase.com/organization/pro-escrow,Finance,"Everett, Washington, United States","Pro Escrow provides Residential, Vacant Land, Mobile Homes, REO, Mobile Homes, VA, FHA, RHS, Commercial Private Notes and Deeds of Trust.","2,870,004","Greater Seattle Area, West Coast, Western US",$1M to $10M,Active,,,,,,,For Profit,http://proescrowinc.com,,Financial Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
Practical Pediatrics,https://www.crunchbase.com/organization/practical-pediatrics,"Child Care, Health Care, Medical, Wellness","Grapevine, Texas, United States","Practical Pediatrics provides treatment for asthma, ear infections, and sports injuries.","2,870,007","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://www.practicalpeds.com,"Practical Pediatrics offers services to help children maintain good health. They treat abdominal, ADHD, allergies, asthma, autism, bronchiolitis, burns, cancer, chronic conditions, colds, conjunctivitis, diabetes, fever, flu, genitals and urinary tract, immunization, infections, and more.",Health Care,1,Mike McCoy,11-50,,,,,,,,,,,,,Private,,,,,,
Rockline Equity,https://www.crunchbase.com/organization/rockline-equity,Financial Services,"Mesa, Arizona, United States",Rockline Equity is a financial services company.,"2,870,008","Greater Phoenix Area, Western US",,Active,2015-01-01,year,,,,,For Profit,https://rocklineequity.com/,,Financial Services,,,1-10,,,,,,,,,,,,,Private,,,,,,
Ace Almeria Embroidery,https://www.crunchbase.com/organization/ace-almeria-embroidery,"Consumer Goods, Gift, Printing, Product Design","Pembroke Pines, Florida, United States",Ace Almeria Embroidery provides embroidered clothing and screen printing services.,"2,870,013","Greater Miami Area, East Coast, Southern US",,Active,2005-10-01,month,,,,,For Profit,https://www.aceembroidery.net,"Ace Almeria Embroidery provides custom embroidered polo golf shirts, custom t-shirts, sweatshirts, embroidered jackets, and embroidered caps for corporate apparel, small businesses, and individuals.","Commerce and Shopping, Consumer Goods, Content and Publishing, Design, Media and Entertainment",,,,,,,,,,,,,,,,Private,,,,,,
PokerSports,https://www.crunchbase.com/organization/pokersports,"Gaming, Internet, Internet of Things, Sports","Austin, Texas, United States","Sports, ICO","2,870,014",Southern US,,Active,2016-01-01,year,,,,,For Profit,http://www.pokersports.io,"PokerSports is a platform that offers a variety of different fantasy sports games that are tailored to each one of our user's personal interests. Our games require skill, strategy and social interaction to give our users an experience never seen before in this industry. Through the integration of the iGaming and eSports markets, we are looking to revolutionize the way fantasy sports are played today. With the introduction of the PokerSports Token (XPST), PokerSports users from all over the world will be able to use a unique decentralized digital currency to play all available games, making for quick and easy transactions under a trustless system.","Gaming, Internet Services, Sports",,,1-10,,,,,,,,,,,,,Private,,,,,,
GoRaleigh,https://www.crunchbase.com/organization/goraleigh,"Government, Service Industry, Transportation","Raleigh, North Carolina, United States","GoRaleigh is the transit system that operates public transportation services in Raleigh, North Carolina.","2,870,017","Research Triangle, East Coast, Southern US",,Active,2017-01-01,year,,,,,For Profit,https://goraleigh.org/,,"Government and Military, Other, Transportation",,,101-250,,,,,,,,,,,,,Private,,,,,,
E-Contax,https://www.crunchbase.com/organization/e-contax,"Accounting, Advice, Financial Services, Insurance","Lilburn, Georgia, United States","E-Contax provides complete solutions of accounting, professional & business tax preparation, insurance strategies and notary services.","2,870,020","Greater Atlanta Area, East Coast, Southern US",Less than $1M,Active,2005-01-01,year,,,,,For Profit,https://www.e-contax.com,,"Financial Services, Media and Entertainment, Professional Services",,,,,,,,,,,,,,,,Private,,,,,,
Chacon Insurance Service,https://www.crunchbase.com/organization/chacon-insurance-service,"Auto Insurance, Commercial Insurance, Insurance, Life Insurance","Trinidad, Colorado, United States",Chacon Insurance Service is an insurance agency that provides personal and business insurance services.,"2,870,023",Western US,$1M to $10M,Active,1957-01-01,year,,,,,For Profit,https://chaconinsure.com,"Chacon Insurance Service offers affordable and reliable insurance products. They provide a combination of coverage and price to fit their unique needs. Their services include auto insurance, health insurance, umbrella insurance, and commercial insurance.",Financial Services,,,11-50,,,,,,,,,,,,,Private,,,,,,
ADM Sneezeguards,https://www.crunchbase.com/organization/adm-sneezeguards,"E-Commerce, Manufacturing","Antioch, California, United States",Sneeze Guard | Restaurant Supply Equipment | Glass Barriers for offices,"2,870,027","San Francisco Bay Area, West Coast, Western US",,Active,1988-01-01,year,,,,,Non-profit,https://www.sneezeguard.com,"ADM Sneezeguards provide a wide variety of fully customizable sneezeguards. We are 100% American made and built, right here in California. All of our in stock products can be customized and ordered online.  ADM Sneezeguards is listed and certified as a custom sneezeguard manufacturer by N.S.F., all style numbers and names of units are strictly for reference purposes only.","Commerce and Shopping, Manufacturing",1,Andy Mcgrath,11-50,,,,,,,,,,,,,Private,,,,,,
Three Rivers Aggregates,https://www.crunchbase.com/organization/three-rivers-aggregates,Wholesale,"Crescent, Pennsylvania, United States",Three Rivers Aggregates distributes construction materials such as gravel and sand.,"2,870,028","Great Lakes, Northeastern US",,Closed,,,2005-03-01,day,,none,For Profit,,Three Rivers Aggregates distributes construction materials such as gravel and sand.,Commerce and Shopping,,,,,M&A,,,,,,,,,,,Private,,,,,,
