Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Diatech Diabetes,https://www.crunchbase.com/organization/diatech-diabetes,"Diabetes, Health Care, Medical, Medical Device","Memphis, Tennessee, United States",Diatech Diabetes is a developer of monitoring systems to personalize insulin delivery for patients with diabetes.,"110,003",Southern US,,Active,2018-01-01,year,,,,,For Profit,https://diatechdiabetes.com/,"Diatech Diabetes is a MedTech startup that implements innovative solutions to enhance and help the lives of patients with diabetes. The company develops monitoring systems to personalize insulin delivery for patients with diabetes. Its solution is SmartFusion which is a system for insulin pumps that monitors insulin delivery for accuracy and infusion set failure. When SmartFusion's software is integrated into an insulin pump, its algorithm uses data from the pump, continuous glucose monitor, and patient infusion habits to monitor the success of daily insulin dosages.",Health Care,4,"John Clark Gray, John Wilcox, Luis Ernesto Blanco, Nicholas Robert Cooper",1-10,4,Seed,150000,USD,150000,250000,USD,250000,"Right Side Capital Management, JDRF (The Juvenile Diabetes Research Foundation), Consortium For Technology & Innovation in Pediatrics, ZeroTo510",1,4,,Private,,,,,,
Health Resources in Action,https://www.crunchbase.com/organization/health-resources-in-action,"Health Care, Non Profit","Boston, Massachusetts, United States","Health Resources in Action is a organization serving government, non-profits, philanthropy, and communities.","110,003","Greater Boston Area, East Coast, New England",$10M to $50M,Active,1957-01-01,year,,,,,Non-profit,https://hria.org/,"Health Resources in Action provides community health improvement, capacity building, consulting, investment in health, and technical expertise.","Health Care, Other, Social Impact",1,Steven Ridini,101-250,3,Private Equity,,USD,,600000,USD,600000,"U.S. Environmental Protection Agency, Castanea, The Boston Foundation",2,3,,Private,,,,,,
Gold Reserve,https://www.crunchbase.com/organization/gold-reserve-inc,"Building Material, Mining, Real Estate","Spokane, Washington, United States","Gold Reserve is a mining company that was formed for the purpose of acquiring, exploring, and developing.","110,005","West Coast, Western US",,Active,1956-01-01,year,1983-04-29,day,,,For Profit,http://www.goldreserveinc.com/,"Gold Reserve is a mining company that was formed for the purpose of acquiring, exploring, and developing. It operates in the exploration and development of mineral properties segment. It has an interest in certain mining claims known as the LMS Gold Project (the Property) together with certain personal property. It was founded in 1956 and headquartered in Spokane, Washington.","Natural Resources, Real Estate",,,1-10,1,IPO,37308000,USD,37308000,37308000,USD,37308000,,,,,Public,1983-04-29,,,GDRZF,https://www.crunchbase.com/ipo/gold-reserve-inc-ipo--2ee2670c,OTC Pink
Ombraz Sunglasses,https://www.crunchbase.com/organization/ombraz-sunglasses,"Brand Marketing, Fashion","Seattle, Washington, United States",Ombraz Sunglasses  is the Most Comfortable and Durable Sunnies.,"110,006","Greater Seattle Area, West Coast, Western US",Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://ombraz.com/,"A revolutionary pair of sunglasses with a built in adjustable cord that holds them comfortably and securely on your face. Through their partnership with Eden Reforestation Projects, they plant 20 trees for every pair of Ombraz sold!","Clothing and Apparel, Design, Sales and Marketing",2,"Jensen Brehm, Nikolai Paloni",1-10,1,,,,,116181,USD,116181,,,,,Private,,,,,,
Sancilio and Company,https://www.crunchbase.com/organization/sancilio-and-company,"Biotechnology, Health Care, Pharmaceutical","Boca Raton, Florida, United States",Sancilio and Company develops biopharmaceutical supplements and products.,"110,008","Greater Miami Area, East Coast, Southern US",$1M to $10M,Active,2004-01-01,year,,,,,For Profit,http://sancilio.com,"Sancilio & Company develops, manufactures, and distributes biopharmaceutical products in the United States and internationally. Its cardiovascular health products include OCEAN BLUE PROFESSIONAL OMEGA-3 2100, which is made from fish oils to decrease the risk of arrhythmias. The company also provides dental health products, including LUDENT SODIUM FLUORIDE CHEWABLE TABLETS that provide fluoride to the children; MVC MULTIVITAMIN WITH FLUORIDE CHEWABLE TABLETS, which contain vitamins and minerals; and sodium fluoride drops. In addition, it offers women’s health products, which include Mylk, a multivitamin/mineral/essential fatty acid softgel; and Caltranate, a blend of calcium formulated to control the release of calcium. Further, Sancilio & Company provides pharmaceutical services, such as analytical chemistry, dissolution testing, formulation development, de-formulation studies, HPLC, GC, GC/MS, and LC/MS support, raw material sourcing, contract tablet, capsule, and soft gel production, small-batch contract manufacturing, bottling/packaging, liquid filling of oral liquids, validation, product sales, and distribution and logistical support services.  The company was founded in 2004 and is based in Riviera Beach, Florida with additional offices in Ohio and New Jersey.","Biotechnology, Health Care, Science and Engineering",1,Frederick Sancilio,101-250,3,,22000000,USD,22000000,22250000,USD,22250000,Signet Healthcare Partners,1,1,,Private,,,,,,
Hello Raye Incorporated,https://www.crunchbase.com/organization/hello-raye-incorporated,Internet,"Boston, Massachusetts, United States",Making you fall in love with the design process all over again.,"110,009","Greater Boston Area, East Coast, New England",,Active,2019-07-01,month,,,,,For Profit,https://www.helloraye.com,"Hello Raye is elevating the way design firms source the perfect products, connect with suppliers, and collaborate on exciting commercial-focused projects.",Internet Services,4,"Brandon Zuech, Brian Chiou, Elizabeth Phillips, Masahide Matsumura",11-50,1,Seed,4000000,USD,4000000,4000000,USD,4000000,,,,,Private,,,,,,
Persistent Efficiency,https://www.crunchbase.com/organization/persistent-efficiency,"Commercial, Energy, Renewable Energy","Berkeley, California, United States",Persistent Efficiency produces and commercializes sustainable energy-monitoring solutions.,"110,014","San Francisco Bay Area, West Coast, Western US",Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://persistentefficiency.com/,"Persistent Efficiency produces and commercializes sustainable energy-monitoring solutions. The company’s flagship product, Power Patch, is a stick-on electricity and building status meter that enables commercial building managers to understand the efficiency performance of the building as a whole as well as sub-systems and individual appliances. Persistent Efficiency was co-founded by Jason Trager and Xander Snyder, and is based in Berkeley, California.","Energy, Other, Sustainability",2,"Jason Trager, Xander Snyder",1-10,2,Seed,1100000,USD,1100000,1100000,USD,1100000,Cleantech Open,,1,,Private,,,,,,
Solo Brands,https://www.crunchbase.com/organization/solo-brands,"B2C, Consumer Goods, Retail","Southlake, Texas, United States",Solo Brands is a DTC platform that offers innovative products online through four lifestyle brands,"110,024","Dallas/Fort Worth Metroplex, Southern US",$100M to $500M,Active,2011-01-01,year,2021-10-28,day,,,For Profit,https://solobrands.com,"Solo Brands is a DTC platform that offers innovative products directly to consumers primarily online through four lifestyle brands  – Solo Stove firepits, stoves, and accessories, Chubbies apparel, Oru Kayak, a folding portable kayak, and Isle paddleboards.","Commerce and Shopping, Consumer Goods, Other",,,251-500,,IPO,,,,,,,,,,1,Public,2021-10-28,,,DTC,https://www.crunchbase.com/ipo/solo-brands-ipo--3a2f4873,NYSE - New York Stock Exchange
Pranalytica,https://www.crunchbase.com/organization/pranalytica,"Electronics, Manufacturing, Sensor","Santa Monica, California, United States",World leading designer and manufacturer of high power midwave Infrared and longwave Infrared Quantum Cascade Lasers for defense.,"110,026","Greater Los Angeles Area, West Coast, Western US",$1M to $10M,Active,2000-01-01,year,,,,,For Profit,http://www.pranalytica.com/,"Pranalytica started operations in February 2000, with the singular focus of supplying world-leading products through world-leading R&D and a thorough understanding of our customers' needs. During the first few years, the company built a leading position in tunable laser spectroscopy-based gas sensing. Notably, Pranalytica was the first to apply the formalism of Receiver Operational Characteristics (ROC curves) to gas sensors, and thus to quantify the probabilities of false negatives and false positives. This analysis has been incorporated into DARPA's ""bible"" for gas sensors for chemical and biological threats.","Consumer Electronics, Hardware, Manufacturing",1,Kumar N. Patel,11-50,2,Early Stage Venture,1513667,USD,1513667,1513667,USD,1513667,Shaun Coleman,,1,,Private,,,,,,
Oscar Wilde Spirits,https://www.crunchbase.com/organization/oscar-wilde-spirits,"Distillery, Wine And Spirits, Winery","Malibu, California, United States",Oscar Wilde Spirits produces gins to provide a blend of carefully selected ingredients.,"110,026","Greater Los Angeles Area, West Coast, Western US",,Active,2017-01-01,year,,,,,For Profit,https://wildeirishgin.com/,Oscar Wilde Spirits produces gins to provide a blend of carefully selected ingredients. Its gins are distilled by hand to enable consumers to experience a range of drinks at their leisure.,Food and Beverage,3,"Conor Quinn, Stuart Hall, Victor Burke",11-50,2,,1844647,USD,1844647,1844647,USD,1844647,,,,,Private,,,,,,
