Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Color Communication,https://www.crunchbase.com/organization/color-communication,"Printing, Professional Services, Publishing, Service Industry","Los Angeles, California, United States","Color Communication offers color, offset, digital printing, business cards, serigraphs, tampography, and graving and heat transfer services.","3,154,001","Greater Los Angeles Area, West Coast, Western US",Less than $1M,Active,1998-12-31,day,,,,,For Profit,https://colorcom.ro/,,"Content and Publishing, Media and Entertainment, Other",,,1-10,,,,,,,,,,,,,Private,,,,,,
St. Louis Spirits Gymnastics Club,https://www.crunchbase.com/organization/st-louis-spirits-gymnastics-club,"Fitness, Recreation, Virtual Assistant","St Louis, Missouri, United States","St. Louis Spirits Gymnastics Club provides ninja, tumbling, and party services.","3,154,002",Midwestern US,$1M to $10M,Active,1976-01-01,year,,,,,For Profit,https://www.spiritsgym.com,"St. Louis Spirits Gymnastics Club provides virtual learning services for gymnastics classes. They also provide back handspring, open gym, and beyond clinic services. They respond to inquiries by phone and online form.","Software, Sports",1,Kristine Rogers,11-50,,,,,,,,,,,,,Private,,,,,,
Corporate Funding Direct,https://www.crunchbase.com/organization/corporate-funding-direct,,"Beverly Hills, California, United States",Business Credit Consulting Company,"3,154,007","Greater Los Angeles Area, West Coast, Western US",,Closed,2007-01-01,year,,,,none,For Profit,http://www.corporatefundingdirect.com,"Corporate Funding Direct was founded by Tony Faver in 2007 after working for several mortgage businesses and then deciding to go into business for himself.  He believes that he has an ingenious plan to help all new businesses, and some already established businesses, rebuild their credit from rock bottom to sky high!  Their ideology is to help needy business owners learn to work their credit instead of their credit working them. Their main goal is to help businesses to get all their financial needs for relatively inexpensive prices. Since 2007, Corporate Funding Direct offers funding solutions to many different types of businesses large or small.",,1,Tony Faver,,,,,,,,,,,,,,Private,,,,,,
getsecurerx,https://www.crunchbase.com/organization/getsecurerx,"E-Commerce, Health Care, Internet","Dallas, Texas, United States",Getsecurerx.com is one of the most prominent online pharmacy that deals with low priced medications in addition to branded ones.,"3,154,014","Dallas/Fort Worth Metroplex, Southern US",,Closed,2012-03-03,day,,,,none,For Profit,http://www.getsecurerx.com/,,"Commerce and Shopping, Health Care, Internet Services",,,,,,,,,,,,,,,,Private,,,,,,
Stellarpoint Group,https://www.crunchbase.com/organization/stellarpoint-group,"Advertising, Digital Entertainment, Digital Marketing, Social Media","Malvern, Pennsylvania, United States",Stellarpoint Group is a Digital Marketing company.,"3,154,015","Greater Philadelphia Area, Great Lakes, Northeastern US",,Active,,,,,,,For Profit,https://www.stellarpointgroup.com,,"Advertising, Internet Services, Media and Entertainment, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
NFP Surety,https://www.crunchbase.com/organization/lapre-scali-company-insurance-services-llc,"Commercial, Financial Services, Insurance","New York, New York, United States",NFP Surety provides insurance broker and consultant services.,"3,154,016","Greater New York Area, East Coast, Northeastern US",,Active,1984-01-01,year,,,,,For Profit,https://nfpsurety.com,"NFPis an insurance broker and consultant providing specialized property and casualty, corporate benefits, retirement, and individual solutions through its licensed subsidiaries and affiliates. NFP enables client success through the expertise of over 6,000 global employees, investments in innovative technologies","Financial Services, Other",,,101-250,,,,,,,,,,,,,Private,,,,,,
Counting Sheep,https://www.crunchbase.com/organization/counting-sheep,"Fitness, Health Care, Lifestyle","New York, New York, United States",Sleep Research,"3,154,017","Greater New York Area, East Coast, Northeastern US",,Closed,2017-02-16,day,,,,none,For Profit,https://www.countinsheep.net,Counting sheep aims to provide scientifically-backed research and studies that will guide our readers to achieve a more productive and healthy lifestyle. We focus on the practical application of advice about sleep as this is one of the keys to attaining overall health.,"Community and Lifestyle, Health Care, Sports",,,11-50,,,,,,,,,,,,,Private,,,,,,
WYTKNYT Enterprises,https://www.crunchbase.com/organization/wytknyt-enterprises,"Information Technology, Wholesale","Utah, Tennessee, United States",Provide both a superior customer experience and tremendous value.,"3,154,022",Southern US,Less than $1M,Closed,2015-01-01,year,,,,none,For Profit,https://wytknyt.com,WYTKNYT Enterprises  goal is to provide both a superior customer experience and tremendous value for our customers.,"Commerce and Shopping, Information Technology",1,Andrew Petersen,1-10,,,,,,,,,,,,,Private,,,,,,
Big Easy Injury Attorney,https://www.crunchbase.com/organization/big-easy-injury-attorney,,"New Orleans, Louisiana, United States",A team of dedicated attorneys at Big Easy Injury Attorney can assist you or a family member if you have been injured.,"3,154,028",Southern US,,Active,,,,,,,For Profit,https://www.bigeasyinjuryattorney.com/,"A team of dedicated attorneys at Big Easy Injury Attorney can assist you or a family member if you have been injured. We will take on every part of your case personally when you hire us, and we are ready to take your case to trial in an effort to obtain fair compensation for you. Our highly skilled lawyers will guide you through every step of the process and respond to your concerns.",,,,51-100,,,,,,,,,,,,,Private,,,,,,
Sprout Connections,https://www.crunchbase.com/organization/sprout-connections,"Charity, Non Profit, Wellness","Stratford, New Jersey, United States","Sprout Connection is a non-profit organization that offers adults educational programs, behavioral and lifestyle advice, and supports.","3,154,033","Greater Philadelphia Area, East Coast, Northeastern US",,Active,,,,,,,Non-profit,https://sproutingconnections.org/,,"Health Care, Other, Social Impact",,,,,,,,,,,,,,,,Private,,,,,,
