Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Requus Ventures,https://www.crunchbase.com/organization/requus-ventures,"Real Estate, Real Estate Investment","New York, New York, United States","Requus Ventures is an investment firm and advisory, focused on direct real estate and real estate technology companies.","2,590,000","Greater New York Area, East Coast, Northeastern US",,Active,2015-01-01,year,,,,,For Profit,http://requus.com,"Requus Ventures is an investment firm and advisory, focused on direct real estate and real estate technology companies. Requus Ventures’ mandate is to invest in disruptive real estate technology start-ups that are focused on generating cost savings and optimizing operating efficiencies for owners and asset managers of commercial real estate globally. Requus Ventures uses its robust global network of institutional owners and operators to both diligence and mitigate “go-to-market” risk of any products or services offered by its target investments. Over the last five years, Requus Ventures’ Principals have closed over USD 30 million of investments in private companies in the technology, co-working, 3-D printing, and solar industries.","Financial Services, Real Estate",,,,,,,,,,,,,,,,Private,,,,,,
Career Companion,https://www.crunchbase.com/organization/career-companion,"Career Planning, Corporate Training, Education, Training","San Francisco, California, United States","Career design & development platform to help you design your career blueprint, prepare for career success and drive career fulfillment.","2,590,003","San Francisco Bay Area, West Coast, Western US",Less than $1M,Active,2018-03-17,day,,,,,For Profit,https://www.careercompanionship.com/,"Career Companion is a career design and development platform for everyday use to help you find your career bliss by providing a one-stop space to manage your career in a simple, effective, and intentional way. Our comprehensive platform compiles tools, processes, and techniques in one space to help you design your career blueprint, prepare for success, and drive your fulfillment.","Education, Professional Services",,,1-10,,,,,,,,,,,,,Private,,,,,,
Cothran Homes,https://www.crunchbase.com/organization/cothran-homes,"Construction, Property Development, Residential","Greenville, Texas, United States",Cothran Homes is a construction company that specializes in designing and building a wide range of residential properties.,"2,590,004","Dallas/Fort Worth Metroplex, Southern US",$1M to $10M,Active,1986-01-01,year,,,,,For Profit,https://cothranhomes.com,,Real Estate,1,Mark Cothran,11-50,,,,,,,,,,,,,Private,,,,,,
SunWest Fluids,https://www.crunchbase.com/organization/sunwest-fluids,"Customer Service, Oil and Gas, Warehousing, Wholesale","Midland, Texas, United States",SunWest Fluids is a drilling fluid distribution company serving the oil and gas industry.,"2,590,005",Southern US,$1M to $10M,Active,1986-01-01,year,,,,,For Profit,https://sunwestfluids.com,"SunWest Fluids is a drilling fluid distribution company serving the oil and gas industry. They offer lab capabilities, trucking, and warehousing services. The company provides water-based and oil-based mud drilling, as well as additives for the horizontal directional drilling, coil tubing, and cementing markets. An online inquiry form is available on the company website.","Commerce and Shopping, Energy, Natural Resources, Other, Professional Services, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Louisiana Steam Train Association,https://www.crunchbase.com/organization/louisiana-steam-train-association,"Association, Non Profit, Railroad","New Orleans, Louisiana, United States",Louisiana Steam Train Association is an organization that educates and entertains the public about railroad.,"2,590,007",Southern US,$1M to $10M,Active,1997-01-01,year,,,,,Non-profit,https://lasta.org,,"Other, Social Impact, Transportation",,,11-50,,,,,,,,,,,,,Private,,,,,,
Center for Applied Research and Engagement Systems,https://www.crunchbase.com/organization/center-for-applied-research-and-engagement-systems,"Analytics, Industrial, IT Management","Columbia, Missouri, United States",Cares is a geographic information group that creates new data visualizations and map analysis.,"2,590,013",Midwestern US,,Active,,,,,,,For Profit,https://careshq.org,"Cares offers custom maps, reports, and tools to develops data visualization needs. They analyzed, and visualized data related to the environment, agriculture, safety, education, and the economy.","Data and Analytics, Information Technology, Manufacturing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Isla Surf School,https://www.crunchbase.com/organization/isla-surf-school,Surfing,"Folly Beach, South Carolina, United States","We are Charlestons premier water-sports company with a focus on surf lessons, surf camps, and paddle boarding tours.","2,590,016","East Coast, Southern US",Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://www.islasurfschool-charleston.com,"We offer a wide variety of surf lessons that will fit everyone's needs and budget. From private lessons, group lessons, yoga & surf packages, corporate outings, parties, and camps, we do it all! We are your one stop shop for surfing in the Charleston area. Address: 220 West Arctic Ave, Folly Beach, SC 29439, USA",Sports,,,,,,,,,,,,,,,,Private,,,,,,
McDougall Interactive,https://www.crunchbase.com/organization/mcdougall-interactive,"Advertising, Internet, Web Design","Danvers, Massachusetts, United States",McDougall Interactive is a full-service Internet marketing company that has worked on hundreds of successful website marketing campaigns.,"2,590,026","Greater Boston Area, East Coast, New England",$1M to $10M,Active,1995-01-01,year,,,,,For Profit,https://www.mcdougallinteractive.com/,"McDougall Interactive is a full-service Internet marketing company that has worked on hundreds of successful website marketing campaigns. They build your authority and turn your business into a lead magnet. Content, SEO, social media, conversion optimization & more. ","Advertising, Design, Internet Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
Riffco Advertising,https://www.crunchbase.com/organization/riffco-advertising,"Advertising, Marketing, Printing","Highland Park, Illinois, United States","Riffco Advertising provides digital marketing, advertising and printing services.","2,590,028","Greater Chicago Area, Great Lakes, Midwestern US",$1M to $10M,Active,1981-01-01,day,,,,,For Profit,http://riffco.com/,,"Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing",,,1-10,,,,,,,,,,,,,Private,,,,,,
Phonespots,https://www.crunchbase.com/organization/phonespots,"Information Services, Information Technology, Software","Oakland, California, United States",Phonespots is a provider of a software for mobile operators,"2,590,028","San Francisco Bay Area, West Coast, Western US",,Active,1999-01-01,year,,,,,For Profit,http://www.phonespots.com/,"Phonespots is a provider of a software for mobile operators. The company develops software for mobile operators that allows subscribers to save web, desktop, directory enquiries and print content on their phones in a virtual, branded pocket. It allows operators to cross-sell and upsell data services.","Information Technology, Software",,,,,,,,,,,,,,,,Private,,,,,,
