Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Stock Symbol,Stock Symbol URL,Stock Exchange
Channel Islands Pictures,https://www.crunchbase.com/organization/channel-islands-pictures,"Media and Entertainment, TV","La Mesa, California, United States",Channel islands pictures provides tools and applications to manage media services.,"548,001","Greater San Diego Area, West Coast, Western US",$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://www.channelislands.com,"Channel Islands Pictures makes it easier to manage and navigate streaming television systems. Their goal is to incorporate artificial intelligence (ai) and machine learning (ml) into individual television screens. The AI is programmed to handle tasks such as signing up for new services, cancelling unnecessary services, entering user names and passwords, paying bills, redeeming offers, deals, and special programmes, and so on.","Media and Entertainment, Video",1,Ross Cooper,11-50,,,,,,,,,,,,,Private,,,,,,
Franklin Mutual Insurance,https://www.crunchbase.com/organization/franklin-mutual-insurance,"Commercial, Financial Services, Insurance","Branchville, New Jersey, United States",Franklin Mutual Insurance provides property and casualty insurance services.,"548,003","Greater New York Area, East Coast, Northeastern US",$10M to $50M,Active,1879-01-01,year,,,,,For Profit,https://fmiweb.com/,,"Financial Services, Other",,,51-100,,,,,,,,,,,,,Private,,,,,,
RecHub,https://www.crunchbase.com/organization/rechub,"Outdoors, Small and Medium Businesses, Software","Walnut, California, United States",RecHub develops software for outdoor recreation management.,"548,008","Greater Los Angeles Area, West Coast, Western US",,Active,2008-01-01,year,,,,,For Profit,https://www.rechub.app,,"Other, Software, Sports",1,Justin Justin,1-10,,,,,,,,,,,,,Private,,,,,,
G10 Capital Partners,https://www.crunchbase.com/organization/g10-capital-partners,"Consulting, Financial Services, Funding Platform","Scottsdale, Arizona, United States","G10 Capital Partners is a financial firm that provides funding, private equity, investment strategy, consulting, and marketing services.","548,008","Greater Phoenix Area, Western US",,Active,,,,,,,For Profit,https://www.g10cp.com/,,"Financial Services, Lending and Investments, Professional Services",1,Garrett Lynch,,,,,,,,,,,,,,Private,,,,,,
Gothenburg Health,https://www.crunchbase.com/organization/gothenburg-health,"Health Care, Medical, Wellness","Gothenburg, Nebraska, United States",Gothenburg Health is a premier critical access hospital and rural health clinic firm focused on serving the needs of people.,"548,011",Midwestern US,,Active,1969-01-01,year,,,,,Non-profit,https://www.gothenburghealth.org/,"Gothenburg Health is a premier critical access hospital and rural health clinic firm focused on serving the needs of people and provide up-to-date medical care in the service area. It offers services that include clinical expansion for in-house providers and visiting specialists, an advanced imaging suite with in-house mri, a surgical suite, a brand-new patient wing, and more.",Health Care,,,101-250,,,,,,,,,,,,,Private,,,,,,
Education Dream,https://www.crunchbase.com/organization/education-dream,"EdTech, Education","San Mateo, California, United States","Education Dream helps people achieve their Education Dream by giving them access to information, mentors, planning tools and resources","548,012","San Francisco Bay Area, Silicon Valley, West Coast",,Closed,2014-01-01,year,,,,none,For Profit,http://www.educationdream.com.br/,"Education Dream helps people achieve their Education Dream by giving them access to information, mentors, planning tools and resources (loans, scholarships and crowdfunding). Using information technology to create opportunities for people to realize their dreams of education.","Education, Software",2,"Edmilson Rodrigues, Tulio Braga",1-10,1,Seed,60000,USD,60000,60000,USD,60000,,,,,Private,,,,,,
Foundation Communities,https://www.crunchbase.com/organization/foundation-communities,"Homeless Shelter, Non Profit, Social","Austin, Texas, United States",Foundation Communities is an organization that provides affordable homes and free support services for people with disabilities.,"548,014",Southern US,$10M to $50M,Active,1992-01-01,year,,,,,Non-profit,https://foundcom.org,,"Community and Lifestyle, Other, Social Impact",,,251-500,,,,,,,,,,,,,Private,,,,,,
Omni Well,https://www.crunchbase.com/organization/omni-well,"Health Diagnostics, Medical, Test and Measurement","Springfield, Ohio, United States",Omni Well is an organization that provides health diagnostic and online lab testing services.,"548,018","Great Lakes, Midwestern US",,Active,2021-01-01,year,,,,,For Profit,https://omniwell.org,,"Data and Analytics, Health Care",,,11-50,,,,,,,,,,,,,Private,,,,,,
Hoffman Financial Group,https://www.crunchbase.com/organization/hoffman-financial-group,"Financial Services, Life Insurance, Retirement","Alpharetta, Georgia, United States","Hoffman Financial Group provides retirement planning, investment management, 401(k), IRA rollovers, life insurance & tax planning services.","548,020","Greater Atlanta Area, East Coast, Southern US",$1M to $10M,Active,2011-01-01,year,,,,,For Profit,https://hoffmancorporation.com,,"Community and Lifestyle, Financial Services, Other",,,1-10,,,,,,,,,,,,,Private,,,,,,
Texas Health Southlake,https://www.crunchbase.com/organization/texas-health-southlake,"Emergency Medicine, Health Care, Hospital, Non Profit","Arlington, Texas, United States","Texas Health Southlake is a nonprofit health system that provides emergency care, surgeries, diseases management, and outpatient facilities.","548,024","Dallas/Fort Worth Metroplex, Southern US",$10M to $50M,Active,2004-01-01,year,,,,,Non-profit,https://www.texashealth.org/Locations/texas-health-southlake,,"Health Care, Other, Social Impact",,,101-250,,,,,,,,,,,,,Private,,,,,,
3d Plastics,https://www.crunchbase.com/organization/3d-plastics,"Customer Service, Industrial, Manufacturing, Product Design","Newberg, Oregon, United States",3d Plastics is a provider of molding solutions.,"548,025","West Coast, Western US",$1M to $10M,Active,1999-01-01,year,,,,,For Profit,https://www.3d-plastics.com,"3d Plastics is a provider of metal and plastic sub-component molding solutions. They provide threaded inserts, bushings, contacts, and plastic substrates. The mold they provide has an over-molding application and will have a softer plastic material molded over a rigid plastic material. They provide services that include injection molding products, and tooling services. They also provide value-added services that include pad printing, hot stamping, ultrasonic welding, ultrasonic inserting, milling, drilling, and tapping.","Design, Manufacturing, Other, Professional Services",,,11-50,,,,,,,,,,,,,Private,,,,,,
Delmain,https://www.crunchbase.com/organization/delmain,"Advertising, Brand Marketing, SEO, Web Design","Portland, Oregon, United States",Delmain is a web design and online marketing company for dentists.,"548,026","West Coast, Western US",$1M to $10M,Active,2009-01-01,year,,,,,For Profit,https://delmain.co,"Delmain is a dental marketing services company. Their services include local SEO, Google Ads, Facebook Ads, web design, and branding. They offer software for online booking, Google reviews, and live chat. The customer queries are addressed through phone and online forms.","Advertising, Design, Internet Services, Sales and Marketing",,,11-50,,,,,,,,,,,,,Private,,,,,,
